,Longitude,Latitude,CEC [cmol/kg]
824,-2.7,38.5006,4.5
825,-2.6166,38.5006,18.3
826,-2.6,38.4006,21.6
827,-3.9042,38.3145,25.0
828,-4.2334,38.0673,17.0
829,-4.1042,38.037,11.7
830,-4.0973,38.0437,18.4
831,-4.0576,38.0356,32.3
832,-4.0142,38.0437,32.6
833,-3.9981,38.1117,15.0
834,-3.92,38.0659,7.3
835,-3.8839,38.1012,2.5
836,-3.8834,38.134,3.4
837,-3.6534,38.3251,17.1
838,-3.7667,38.0006,16.3
839,-2.9,38.0506,16.4
840,-4.0345,37.964,10.5
841,-3.8667,37.9395,22.2
842,-3.7456,37.9834,12.8
843,-3.0667,37.834,10.0
844,-2.9,37.9673,13.0
845,-3.8175,37.7645,19.4
846,-3.8167,37.7506,33.2
847,-3.85,37.734,18.2
848,-3.8167,37.7173,25.5
849,-3.0,37.8006,19.3
850,-2.9,42.3508,4.5
851,-2.1138,42.4091,9.0
852,-1.8527,42.2202,10.5
853,-2.0166,42.1174,6.6
854,-6.0502,43.0508,4.9
855,-5.0501,43.1341,28.0
856,-5.0334,43.1008,16.7
857,-4.8668,43.1174,44.3
858,-5.1501,42.7174,6.9
859,-5.6168,42.4008,16.3
860,-5.5668,42.3507,13.4
861,-5.5001,42.4008,11.8
862,-5.4668,42.4174,25.0
863,-4.9834,42.4674,20.8
864,-6.2169,42.3174,27.0
865,-6.1168,42.3007,17.4
866,-5.5668,42.2341,10.3
867,-5.4001,42.3007,33.9
868,-5.4001,42.2841,37.4
869,-5.3835,42.2674,25.1
870,-5.8168,42.1507,27.9
871,-5.6168,42.8008,24.1
872,-5.3668,42.2841,6.9
873,-5.4335,42.3841,32.5
874,-5.0334,42.6341,17.7
875,-5.4335,42.1174,11.1
876,-5.7168,42.7008,35.0
877,0.9669,42.6674,5.0
878,1.0002,42.5674,6.1
879,1.0169,42.5674,11.0
880,1.4003,42.5508,39.4
881,1.4341,41.8796,22.0
882,1.4003,41.8007,52.1
883,1.3752,41.7196,12.7
884,0.5335,41.5341,13.4
885,1.2975,41.6052,16.7
886,1.3919,41.7757,8.6
887,1.4003,41.7757,4.8
888,1.4003,41.7841,19.4
889,1.3919,41.7924,12.0
890,0.6002,41.5591,23.3
891,1.6808,42.4199,11.3
892,1.4286,42.5908,19.7
893,0.5835,41.5257,14.3
894,0.4169,41.3174,30.8
895,-7.6336,43.0008,1.3
896,-7.3336,43.5841,3.0
897,-7.2669,43.5175,27.0
898,-7.0836,43.5341,6.0
899,-7.0669,43.5341,6.0
900,-7.817,43.4008,12.0
901,-7.7503,43.3508,12.4
902,-7.4669,43.3508,6.0
903,-7.4169,43.3841,60.1
904,-7.3836,43.4675,17.9
905,-7.2669,43.4841,40.7
906,-7.0836,43.4341,20.0
907,-7.7336,43.2174,26.2
908,-7.6003,43.2674,20.6
909,-7.5336,43.2674,10.3
910,-7.5336,43.2841,12.1
911,-7.4669,43.2841,15.7
912,-7.4836,43.2674,24.1
913,-7.4336,43.2008,18.3
914,-7.5003,43.0508,19.4
915,-7.8003,43.0841,0.6
916,-7.6169,43.1508,2.5
917,-7.6003,43.1008,15.4
918,-7.4669,43.1508,11.1
919,-7.4836,43.1174,16.3
920,-7.4669,43.1174,15.3
921,-7.5003,43.0841,0.6
922,-7.0669,43.1341,26.7
923,-7.817,42.8841,23.6
924,-7.7336,42.9008,4.6
925,-7.5003,42.8841,11.8
926,-7.1669,42.8841,14.6
927,-7.7003,42.8174,13.0
928,-7.4336,42.8008,32.0
929,-7.4003,42.7841,72.3
930,-7.5003,42.7008,12.3
931,-7.7669,42.5841,20.5
932,-7.4669,42.5841,22.9
933,-7.2336,42.5674,11.0
934,-7.5169,42.4841,61.1
935,-7.123,42.6658,10.1
936,-7.4725,43.4302,6.2
937,-7.3669,43.4341,20.6
938,-3.6153,41.1174,1.1
939,-3.4834,41.084,23.3
940,-3.8667,40.884,10.0
941,-3.7,40.9674,9.0
942,-3.75,40.834,10.0
943,-3.7,40.8674,8.5
944,-3.6667,40.884,5.5
945,-3.55,40.9174,5.5
946,-3.5,40.8507,11.0
947,-4.1334,40.7146,29.0
948,-4.0834,40.7507,29.0
949,-3.9834,40.734,10.3
950,-3.9505,40.8629,13.8
951,-3.8,40.834,33.0
952,-3.7667,40.734,12.0
953,-3.65,40.784,10.5
954,-4.1497,40.5679,28.5
955,-4.0667,40.6507,25.3
956,-3.9667,40.584,10.8
957,-3.85,40.634,12.0
958,-3.9001,40.6174,16.2
959,-3.7334,40.5507,17.5
960,-3.6667,40.5507,5.4
961,-3.6167,40.5507,13.9
962,-3.45,40.6174,30.5
963,-3.3,40.5674,18.8
964,-3.2667,40.5174,19.6
965,-4.3334,40.3674,9.0
966,-4.0334,40.4007,15.9
967,-3.6667,40.3507,37.0
968,-3.5334,40.4174,21.5
969,-4.4668,40.284,12.2
970,-4.0667,40.3174,15.0
971,-3.6,40.3174,24.7
972,-3.3667,40.284,16.4
973,-3.4,40.2507,16.7
974,-3.35,40.184,27.0
975,-3.5834,40.1174,12.9
976,-3.3,40.1007,21.1
977,-3.25,40.1507,34.5
978,-3.7667,39.934,8.2
979,-3.7834,39.934,8.3
980,-3.6,40.7507,28.5
981,-3.6167,40.834,29.5
982,-3.6334,40.8507,19.8
983,-3.7167,40.9674,11.5
984,-3.6167,41.1174,13.8
985,-3.8334,40.834,22.5
986,-4.2001,40.5674,29.5
987,-4.2167,40.5007,23.0
988,-3.75,40.7174,8.5
989,-4.6501,37.1006,15.8
990,-4.6501,37.0006,19.3
991,-4.6168,37.0839,9.7
992,-4.7668,36.8506,20.0
993,-4.7501,36.8339,12.0
994,-4.5134,36.9653,36.1
995,-4.4506,36.9839,30.8
996,-4.4504,36.9839,32.4
997,-4.6234,36.72,31.8
998,-4.5906,36.7634,28.0
999,-4.6987,36.6945,13.8
1000,-4.6584,36.7089,30.0
1001,-4.5923,36.6867,8.0
1002,-4.3667,36.7673,17.8
1003,-4.2667,36.8173,14.6
1004,-3.9834,36.8173,7.3
1005,-4.8501,36.5173,4.1
1006,-4.7668,36.5673,57.5
1007,-4.6606,36.6934,36.9
1008,-4.6254,36.7495,22.8
1009,-4.5695,36.6887,28.6
1010,-4.5426,36.9559,21.8
1011,-4.5498,36.9517,36.9
1012,-4.5568,36.9539,33.9
1013,-1.2999,38.584,58.5
1014,-1.4894,38.3523,14.4
1015,-1.3407,38.3415,7.8
1016,-1.7874,38.3109,8.2
1017,-1.8233,38.2301,9.4
1018,-1.8347,38.2031,16.2
1019,-1.5494,38.209,18.2
1020,-1.4832,38.3006,17.5
1021,-1.4999,38.234,9.4
1022,-1.2999,38.3006,11.9
1023,-1.2832,38.2506,5.9
1024,-0.8666,37.7006,8.0
1025,-1.051,38.3254,18.5
1026,-2.2833,38.0173,19.6
1027,-1.9666,38.2673,16.3
1028,-1.7999,38.0173,17.5
1029,-1.4663,38.1359,20.5
1030,-1.4232,38.0723,11.1
1031,-0.8332,37.6839,10.6
1032,-1.1332,38.1006,10.1
1033,-2.1119,37.982,18.1
1034,-1.5499,37.9006,14.6
1035,-1.4666,37.984,22.9
1036,-1.4166,37.9673,10.2
1037,-1.3666,37.934,8.2
1038,-1.0666,37.8673,6.4
1039,-1.1499,37.9506,11.8
1040,-0.7999,37.8506,15.0
1041,-1.9666,37.784,7.2
1042,-1.8166,37.7673,23.6
1043,-1.6999,37.7173,12.6
1044,-1.6499,37.7673,20.9
1045,-1.5333,37.7006,16.0
1046,-1.6249,37.4839,7.1
1047,-1.2827,37.6659,12.2
1048,-1.0735,37.7692,11.5
1049,-1.0832,37.6839,7.2
1050,-1.0166,37.6839,17.3
1051,-0.9166,37.7506,10.0
1052,-0.9332,37.834,13.8
1053,-0.8166,37.6506,11.9
1054,-1.7999,37.6673,20.7
1055,-1.7666,37.6006,14.4
1056,-1.7699,37.6403,10.4
1057,-1.6999,37.6339,13.9
1058,-1.6916,37.5839,13.5
1059,-1.4332,37.6006,13.3
1060,-1.1832,37.6506,15.2
1061,-1.4269,37.5226,7.1
1062,-1.3702,37.5506,9.2
1063,-1.0749,37.6645,5.6
1064,-0.8832,37.6506,14.0
1065,-0.7332,37.6339,24.6
1066,-2.0666,38.0006,14.8
1067,-1.7035,43.2155,16.4
1068,-1.8666,43.1841,18.9
1069,-1.5746,43.1719,28.0
1070,-1.481,43.2452,22.1
1071,-1.8638,43.0961,13.7
1072,-1.6194,43.073,29.0
1073,-1.461,43.1208,26.5
1074,-2.0608,42.8688,20.5
1075,-1.9666,42.9841,25.2
1076,-1.878,42.9749,20.5
1077,-1.8249,42.8685,19.4
1078,-1.6019,42.9911,11.8
1079,-1.281,42.9397,15.3
1080,-1.3466,42.9783,11.7
1081,-1.126,42.9572,14.1
1082,-1.081,42.9083,19.8
1083,-1.0946,42.8658,20.5
1084,-0.8252,42.8741,8.4
1085,-2.17,42.8341,24.6
1086,-1.8619,42.7841,8.3
1087,-1.6671,42.8135,20.4
1088,-1.7141,42.7327,27.5
1089,-1.5555,42.7508,22.1
1090,-1.4916,42.8327,15.0
1091,-1.3824,42.7655,29.0
1092,-1.186,42.7041,29.5
1093,-0.8604,42.8124,14.0
1094,-1.0866,42.6785,14.5
1095,-0.9938,42.7035,16.3
1096,-2.0041,42.6563,11.0
1097,-1.6305,42.6063,12.2
1098,-1.4068,42.6299,16.2
1099,-1.3638,42.628,8.4
1100,-1.2105,42.6166,26.9
1101,-2.35,42.4841,7.2
1102,-1.4944,42.3299,15.4
1103,-2.35,42.0674,10.2
1104,-2.0333,42.4077,31.6
1105,-1.4999,42.2507,28.0
1106,-1.7958,42.3874,23.5
1107,-1.7666,43.0091,13.8
1108,-2.2,42.8674,21.2
1109,-2.175,42.8591,0.6
1110,-1.6333,42.7841,15.3
1111,-1.6333,42.6508,14.8
1112,-1.3332,42.6841,15.3
1113,-8.067,42.4507,16.8
1114,-7.2933,42.3563,22.0
1115,-7.1336,42.4008,20.0
1116,-6.9669,42.4008,54.7
1117,-6.9836,42.3507,18.7
1118,-7.7336,42.3341,14.9
1119,-7.6003,42.3174,8.9
1120,-7.6503,42.2341,30.4
1121,-7.4836,42.3341,12.0
1122,-7.5003,42.3007,19.4
1123,-7.3628,42.1924,15.1
1124,-7.2669,42.2341,37.8
1125,-7.0336,42.2341,28.5
1126,-8.067,42.1341,36.3
1127,-7.8169,42.0841,25.5
1128,-7.7503,42.0674,9.9
1129,-7.4503,42.0507,54.3
1130,-7.3044,42.1174,25.1
1131,-6.9836,42.0507,23.7
1132,-8.1003,41.9507,30.8
1133,-6.8927,42.4633,36.7
1134,-4.4334,43.0008,25.6
1135,-4.7668,42.6341,13.1
1136,-4.7501,42.5674,20.8
1137,-4.7183,42.0674,17.9
1138,-4.7001,42.1007,20.6
1139,-4.6334,42.0341,11.7
1140,-4.6334,42.0674,33.5
1141,-8.717,42.6771,34.2
1142,-8.567,42.6841,30.7
1143,-8.317,42.7508,44.4
1144,-8.1003,42.7174,38.1
1145,-8.0336,42.7508,13.0
1146,-8.7003,42.6508,22.0
1147,-8.6871,42.6548,22.8
1148,-8.6861,42.6548,51.5
1149,-8.6359,42.6257,17.3
1150,-8.6503,42.5674,30.8
1151,-8.5503,42.5341,51.7
1152,-8.3503,42.5674,53.5
1153,-8.3503,42.6174,3.2
1154,-8.117,42.6508,11.7
1155,-8.167,42.6008,30.1
1156,-7.9336,42.6341,20.1
1157,-8.767,42.5007,89.2
1158,-8.6503,42.4674,12.7
1159,-8.5003,42.3841,13.7
1160,-8.5503,42.2344,46.1
1161,-8.5519,42.234,6.8
1162,-8.417,42.3174,5.1
1163,-8.2836,42.3096,3.0
1164,-8.317,42.2785,15.3
1165,-8.3003,42.2341,16.8
1166,-8.6337,42.1341,54.8
1167,-6.4169,41.0007,16.2
1168,-5.5835,41.0674,3.6
1169,-5.5001,41.1007,29.8
1170,-5.2335,41.0507,7.8
1171,-5.2168,41.1007,20.1
1172,-6.7502,40.9674,8.9
1173,-5.9668,40.884,5.0
1174,-5.8835,40.934,9.0
1175,-5.8168,40.9507,17.5
1176,-5.7668,40.884,25.0
1177,-5.3835,40.9674,5.4
1178,-5.3501,40.934,20.0
1179,-5.2668,40.9007,3.6
1180,-6.1835,40.684,10.5
1181,-6.1168,40.7007,16.9
1182,-5.6668,40.7007,11.9
1183,-5.6001,40.7007,37.8
1184,-5.6001,40.6674,27.8
1185,-5.3668,40.7674,9.7
1186,-6.2669,40.6174,18.4
1187,-6.3835,40.534,6.8
1188,-6.2669,40.5674,18.2
1189,-6.3335,40.534,28.0
1190,-6.2002,40.5674,10.9
1191,-6.1835,40.6507,12.7
1192,-6.1335,40.584,8.3
1193,-6.1571,40.516,12.7
1194,-6.6002,40.4174,5.0
1195,-5.8002,40.3674,21.1
1196,-5.7668,40.3507,14.5
1197,-5.7502,40.3674,14.4
1198,-6.1335,40.5507,5.1
1199,-6.1335,40.6174,10.9
1200,-5.7168,40.3507,17.1
1201,-6.7168,40.2844,6.7
1202,-6.7335,40.284,33.1
1203,-6.053,40.5535,21.1
1204,-6.3335,40.4507,11.0
1205,-6.1339,40.5842,6.0
1206,-5.2835,40.834,9.7
1207,-5.2168,40.9007,20.0
1208,-5.5668,41.084,28.8
1209,-5.2335,41.084,44.8
1210,-5.3335,41.0674,6.4
1211,-5.5168,41.1507,36.0
1212,-3.7834,41.5174,27.5
1213,-4.3001,41.3841,24.5
1214,-3.5834,41.4841,8.3
1215,-3.4667,41.3507,14.5
1216,-3.3333,41.3674,15.4
1217,-3.5834,41.3174,15.4
1218,-3.5667,41.284,17.2
1219,-3.5,41.284,16.1
1220,-3.45,41.2674,8.7
1221,-3.4834,41.234,6.5
1222,-4.4001,41.1007,9.6
1223,-4.1167,41.1174,13.4
1224,-3.8334,41.0674,39.0
1225,-3.8167,41.1174,32.4
1226,-4.0167,40.8676,9.5
1227,-3.9667,40.884,21.4
1228,-4.0167,40.809,14.0
1229,-3.6834,41.1257,27.1
1230,-6.0502,37.884,17.5
1231,-5.9835,37.9673,4.5
1232,-5.6835,37.984,7.5
1233,-5.7001,37.934,13.6
1234,-5.6501,37.884,14.5
1235,-5.5835,37.8506,11.9
1236,-6.4544,37.7034,21.9
1237,-6.3835,37.7089,6.9
1238,-6.2668,37.7173,8.7
1239,-6.1502,37.7338,12.2
1240,-6.1501,37.7339,8.9
1241,-6.1502,37.734,17.5
1242,-5.821,37.7006,10.0
1243,-5.3668,37.7673,12.0
1244,-5.8043,37.6673,50.9
1245,-5.1001,37.5173,11.0
1246,-6.1835,37.3839,31.5
1247,-5.9668,37.4839,19.4
1248,-5.9168,37.4173,21.6
1249,-5.8335,37.3506,14.7
1250,-5.4835,37.4839,15.0
1251,-5.3668,37.4839,25.6
1252,-5.3168,37.4339,18.7
1253,-5.3668,37.3506,59.9
1254,-5.2168,37.4673,13.1
1255,-6.3168,37.2339,60.8
1256,-6.2002,37.2506,2.2
1257,-6.1002,37.2839,5.8
1258,-5.5168,37.2673,20.4
1259,-5.3668,37.1006,8.4
1260,-2.9833,41.8674,6.8
1261,-2.7333,41.7841,24.7
1262,-2.7,41.7841,31.2
1263,-2.75,41.7507,20.6
1264,-2.75,41.7007,20.3
1265,-2.5333,41.7007,22.7
1266,-2.5,41.7174,6.8
1267,-2.45,41.8174,68.3
1268,-2.9333,41.6507,3.9
1269,-2.9833,41.5507,3.4
1270,-2.5444,41.5674,11.6
1271,-2.55,41.5174,4.6
1272,-2.525,41.5841,8.5
1273,-3.5,41.5674,17.7
1274,-3.4,41.6174,24.1
1275,-3.0,41.6007,19.0
1276,-2.7833,41.7257,15.6
1277,-2.6667,41.8174,7.4
1278,-2.7167,41.8174,10.6
1279,1.0336,41.3841,2.5
1280,1.2502,41.384,15.4
1281,0.9961,41.3327,5.5
1282,0.9836,41.309,15.1
1283,0.5669,41.1174,10.5
1284,0.6335,41.0507,15.2
1285,0.6002,40.7451,11.9
1286,0.6335,40.7507,15.8
1287,0.6669,40.784,19.6
1288,0.6002,40.7674,15.4
1289,0.5335,40.7674,16.0
1290,0.8335,40.7174,2.2
1291,0.6835,40.7007,23.5
1292,0.4502,40.6007,6.6
1293,1.2041,41.3799,1.9
1294,1.1847,41.3904,15.3
1295,-0.5665,40.984,21.0
1296,-0.7704,40.8149,8.8
1297,-0.7796,40.7971,20.4
1298,-0.7035,40.7674,6.2
1299,-0.0998,40.8007,23.6
1300,-0.2998,40.5174,40.7
1301,-1.5666,40.484,69.0
1302,-1.5499,40.634,47.5
1303,-1.6833,40.5674,68.0
1304,-1.4332,40.284,17.2
1305,-1.3666,40.3345,18.0
1306,-1.4166,40.2007,11.8
1307,-0.7499,40.284,12.0
1308,-0.7165,40.2674,3.0
1309,-0.4665,40.3007,50.0
1310,-0.2998,40.7174,22.0
1311,-0.7688,40.8026,18.4
1312,-0.7765,40.8015,19.0
1313,-0.7785,40.8076,12.8
1314,-0.7821,40.8046,11.0
1315,-0.7838,40.8026,14.9
1316,-0.7868,40.8013,5.7
1317,-0.7777,40.7888,6.9
1318,-0.7079,40.7693,10.2
1319,-4.7668,40.2632,26.5
1320,-3.85,40.0674,13.3
1321,-3.8334,40.034,23.0
1322,-3.8,40.0507,22.0
1323,-3.8,40.0174,22.5
1324,-4.3334,39.834,27.0
1325,-4.0167,39.884,16.5
1326,-3.5667,39.984,14.5
1327,-3.7167,39.9174,30.0
1328,-3.6334,39.8507,34.6
1329,-3.4667,39.9507,55.8
1330,-3.3167,39.934,18.4
1331,-3.4834,39.884,11.0
1332,-3.2833,39.884,19.3
1333,-3.55,39.8173,14.0
1334,-3.7167,39.7673,17.0
1335,-3.7334,39.7007,15.2
1336,-3.3667,39.784,16.7
1337,-3.25,39.734,28.2
1338,-3.4167,39.6673,12.4
1339,-3.1167,39.784,23.0
1340,-3.4167,39.6507,19.3
1341,-4.6356,39.484,26.3
1342,-3.7667,39.3201,10.2
1343,-3.6834,39.684,6.5
1344,-3.7167,39.684,14.5
1345,-3.2167,39.7507,21.0
1346,-3.3667,39.8507,18.1
1347,-3.4334,39.634,12.6
1348,-4.9501,39.7507,12.8
1349,-1.4499,40.134,6.0
1350,-0.9332,39.8507,38.1
1351,-1.2499,39.734,50.7
1352,-1.1332,39.684,32.2
1353,-1.0999,39.7507,19.5
1354,-1.0832,39.734,38.4
1355,-1.1832,39.8173,33.9
1356,-0.9332,39.7507,6.4
1357,-0.9666,39.684,6.0
1358,-0.8499,39.8173,24.4
1359,-0.6665,39.8173,41.8
1360,-0.7165,39.7007,31.8
1361,-0.6999,39.784,6.7
1362,-0.4832,39.7007,16.8
1363,-0.2498,39.7173,23.9
1364,-0.1998,39.7007,16.1
1365,-1.2166,39.534,15.6
1366,-1.1332,39.484,8.0
1367,-1.1666,39.6673,14.3
1368,-0.9499,39.5507,44.8
1369,-0.7999,39.6507,9.7
1370,-0.8666,39.5173,13.6
1371,-0.6999,39.534,40.2
1372,-0.5999,39.7007,11.6
1373,-0.5832,39.5673,12.9
1374,-0.4332,39.584,17.6
1375,-0.4332,39.5673,15.2
1376,-0.3165,39.6334,41.6
1377,-0.3165,39.6007,28.7
1378,-0.2832,39.584,10.1
1379,-1.0999,39.4007,34.8
1380,-1.0416,39.3882,16.3
1381,-0.5499,38.8173,4.1
1382,-0.5999,39.384,30.4
1383,-0.5332,39.484,19.8
1384,-0.4332,39.4507,23.0
1385,-0.5165,38.7506,1.3
1386,-0.3165,39.184,24.0
1387,-1.2166,39.0673,6.1
1388,-1.1999,39.0673,39.8
1389,-1.0666,39.1007,41.5
1390,-0.2524,39.1015,23.9
1391,-0.6832,38.984,12.9
1392,-0.5665,38.8506,6.4
1393,-0.1998,38.884,19.4
1394,-0.0332,38.8673,8.2
1395,-0.0665,38.884,4.0
1396,-0.8499,38.834,29.1
1397,-0.6665,38.8006,12.8
1398,-5.1501,42.1841,12.3
1399,-5.2501,42.1674,11.2
1400,-4.9834,42.0174,22.0
1401,-5.2335,41.9841,29.4
1402,-5.3001,41.9007,8.7
1403,-4.9668,41.9174,14.9
1404,-4.8501,41.8841,30.9
1405,-5.3335,41.7841,30.6
1406,-5.2168,41.7507,23.0
1407,-5.1335,41.8174,23.2
1408,-4.6834,41.8007,41.5
1409,-4.6334,41.8174,34.1
1410,-4.6168,41.8007,43.4
1411,-4.6334,41.7507,18.5
1412,-4.6001,41.7507,22.0
1413,-4.3167,41.7507,49.6
1414,-4.1501,41.7841,73.3
1415,-4.1334,41.7341,30.0
1416,-4.1001,41.7174,36.5
1417,-5.1168,41.5341,35.6
1418,-4.9834,41.5507,10.8
1419,-4.9668,41.5174,15.7
1420,-4.7001,41.5341,41.0
1421,-4.5001,41.6341,3.3
1422,-4.5001,41.5841,45.3
1423,-4.4501,41.6007,14.1
1424,-4.4668,41.5674,12.6
1425,-4.3667,41.6174,2.8
1426,-4.2834,41.6341,41.8
1427,-4.2501,41.6507,3.0
1428,-4.2001,41.5674,3.0
1429,-4.1667,41.5341,40.5
1430,-5.2168,41.3507,12.5
1431,-5.1835,41.4007,13.6
1432,-5.0334,41.3674,3.6
1433,-4.8501,41.4507,14.9
1434,-4.5334,41.3674,3.6
1435,-4.3501,41.4841,33.9
1436,-5.2835,41.234,15.6
1437,-5.1168,41.2174,4.5
1438,-5.0501,41.234,26.7
1439,-4.9334,41.2507,9.7
1440,-4.9334,41.3007,18.5
1441,-4.8668,41.3174,8.5
1442,-4.7168,41.2674,2.1
1443,-4.5334,41.5507,3.1
1444,-4.8668,41.4674,3.5
1445,-5.2166,41.3173,3.6
1446,-4.9168,41.4174,22.5
1447,-4.9501,41.2007,12.8
1448,-4.7001,41.5507,26.4
1449,-5.0501,41.2674,23.4
1450,-5.1166,41.2174,11.1
1451,-4.6857,41.284,2.8
1452,-2.82,43.4227,27.9
1453,-2.8,43.3841,17.8
1454,-2.7167,43.3841,18.3
1455,-2.6333,43.3508,17.7
1456,-3.3167,43.2341,16.6
1457,-3.2,43.2008,9.4
1458,-3.1833,43.2341,22.0
1459,-3.1861,43.2027,9.4
1460,-3.1167,43.2008,16.8
1461,-3.0583,43.1911,36.4
1462,-2.8667,43.2841,24.7
1463,-2.8944,43.2891,26.4
1464,-2.8667,43.2508,31.1
1465,-2.8167,43.2675,15.4
1466,-2.8055,43.3077,36.4
1467,-2.7833,43.2174,17.8
1468,-2.7,43.3175,15.3
1469,-2.7,43.3008,34.2
1470,-2.6333,43.2008,30.9
1471,-2.65,43.1841,8.4
1472,-2.5034,43.2675,59.5
1473,-2.9333,43.1174,15.9
1474,-2.8833,43.0841,17.1
1475,-2.8167,43.1008,6.4
1476,-2.75,43.1508,16.7
1477,-2.6333,43.1508,20.3
1478,-2.6667,43.1008,18.2
1479,-2.7167,43.0674,38.2
1480,-2.5,43.1174,12.0
1481,-3.0,42.9841,24.1
1482,-2.9,43.3841,29.3
1483,-2.6166,43.1174,42.3
1484,-6.7502,42.1507,16.7
1485,-6.6835,42.1507,23.0
1486,-6.3502,42.0341,8.2
1487,-5.6168,42.0841,19.3
1488,-5.6168,42.0202,27.6
1489,-5.7002,41.8841,30.8
1490,-5.6335,41.9674,15.3
1491,-6.5335,41.7841,3.0
1492,-6.5002,41.7174,3.4
1493,-6.4335,41.7841,7.1
1494,-6.0835,41.8174,9.1
1495,-5.8168,41.7507,24.6
1496,-5.9668,41.7841,25.4
1497,-5.6668,41.8007,13.6
1498,-5.3335,41.5674,10.2
1499,-6.1502,41.4007,3.3
1500,-5.6668,41.4674,8.6
1501,-5.5168,41.4174,41.4
1502,-5.4335,41.3674,4.0
1503,-5.4668,41.3174,19.9
1504,-6.5002,41.7507,15.5
1505,-6.5169,41.7341,14.7
1506,-5.3835,41.234,10.3
1507,-5.4168,41.3674,9.1
1508,-1.0166,42.6174,6.4
1509,-1.2499,42.1174,15.4
1510,-1.1166,42.1174,13.2
1511,-1.7499,41.9174,3.3
1512,-1.7333,41.9507,23.3
1513,-1.6999,41.9007,15.8
1514,-1.6833,41.9007,9.9
1515,-1.7499,41.8841,9.2
1516,-1.6999,41.8716,11.0
1517,-0.5499,41.8007,18.1
1518,-0.5332,41.7507,2.6
1519,-1.6999,41.6341,2.5
1520,-1.3499,41.3674,4.8
1521,-6.1668,36.9673,18.99
1522,-6.0168,36.9339,25.45
1523,-5.9335,36.9839,20.0
1524,-2.5501,37.7366,13.7
1525,-3.8667,40.7507,17.99
1526,-3.8667,40.784,62.25
1527,-3.9001,40.784,71.86
1528,-3.85,40.734,19.96
1529,-3.8653,40.734,56.77
1530,-3.8667,40.7342,48.62
1531,-5.3506,36.7505,37.89
1532,-5.3503,36.7505,11.8
1533,-5.3501,36.7507,40.8
1534,-5.4169,36.767,27.76
1535,-5.4168,36.7673,54.3
1536,-5.4168,36.7673,42.35
1537,-5.3495,36.7499,64.9
1538,-5.3502,36.7516,28.14
1539,-5.3668,36.7506,19.48
1540,-5.3501,36.7506,29.52
1541,-5.3497,36.7508,34.44
1542,-5.3501,36.7506,40.34
1543,-0.6999,38.1006,6.87
1544,-0.6999,38.1006,11.87
1545,-0.8332,39.8507,41.85
1546,1.999,41.3332,40.62
1547,0.1668,41.3174,90.3
1548,0.0502,41.3674,53.7
1549,0.0502,41.3007,61.59
1550,0.0835,41.3841,70.6
1551,0.0172,41.3508,25.88
1552,0.0168,41.3509,19.37
1553,1.7336,41.484,13.35
1554,-1.5833,37.5673,4.5
1555,-1.2828,37.6004,2.4
1556,-1.2999,37.6005,12.4
1557,-1.3001,37.6008,27.6
1558,-1.3499,37.5673,4.5
1559,-1.2832,37.5969,11.1
1560,-1.2666,37.6339,16.8
1561,-1.2914,37.5974,11.1
1562,-1.2825,37.5982,15.6
1563,-1.5499,37.6006,11.7
1564,-1.3499,37.5999,15.1
1565,-1.2833,37.5999,11.7
1566,-2.0166,38.1506,25.2
1567,-1.9999,38.1673,35.9
1568,-1.9333,38.184,8.8
1569,-1.9499,38.184,20.5
1570,-1.8999,38.1006,27.5
1571,-1.8999,38.1506,34.1
1572,-2.0833,38.0173,24.1
1573,-1.8521,38.1005,16.0
1574,-1.8833,38.1173,22.4
1575,-1.7333,37.6674,21.0
1576,-1.6833,37.5839,11.2
1577,-1.6529,37.7173,8.2
1578,-1.5666,37.4839,16.2
1579,-1.6333,37.734,9.3
1580,-1.6501,37.7075,7.5
1581,-1.7331,37.6673,7.6
1582,-1.5499,37.6339,10.8
1583,-1.7999,37.5506,15.4
1584,-1.6499,37.6506,4.4
1585,-1.5999,37.5506,27.3
1586,-1.6666,37.6339,5.6
1587,-1.7333,37.6506,5.8
1588,-0.3999,38.4673,24.8
1589,-0.3757,38.5028,16.31
1590,-0.7499,38.484,1.5
1591,-0.7499,38.6173,2.2
1592,-0.6603,38.6002,6.6
1593,-0.7332,38.484,19.2
1594,-0.6844,38.5646,10.1
1595,-0.5665,38.534,16.7
1596,-0.6499,38.584,17.2
1597,-0.7614,38.6975,27.1
1598,-0.7165,38.534,17.6
1599,-0.7165,38.6673,25.2
1600,-0.6499,38.7173,28.0
1601,-0.5499,38.5506,76.0
1602,-0.6646,38.5521,40.7
1603,-0.6665,38.7006,19.7
1604,-0.7165,38.4673,19.1
1605,-0.6832,38.634,13.5
1606,1.5003,42.0007,16.0
1607,1.4997,41.9998,30.3
1608,1.5002,42.0006,17.4
1609,1.5001,42.0002,73.8
1610,1.5002,42.0173,30.1
1611,1.5001,42.0176,14.5
1612,1.5003,42.0341,47.0
1613,1.5001,42.0172,15.7
1614,1.5003,42.0341,11.0
1615,-5.5835,40.0008,16.7
1616,-5.5834,40.0007,29.1
1617,-5.4001,40.4507,21.3
1618,2.0017,41.3353,24.16
1619,1.9928,41.326,34.99
1620,2.0015,41.3188,15.73
1621,1.9894,41.2749,20.92
1622,1.9926,41.3235,23.63
1623,2.0003,41.3174,20.2
