,Longitude,Latitude,OM [%]
836,-4.156,40.6045,5.9
837,-4.199,40.5663,1.12
838,-4.1775,40.5818,3.48
839,-4.1768,40.5773,6.66
840,-4.1378,40.7088,9.67
841,-4.002,40.689,0.36
842,-4.0042,40.6901,0.42
843,-4.0565,40.7732,10.56
844,-4.1349,40.6156,3.38
845,-4.114,40.641,3.36
846,-4.0322,40.7328,5.82
847,-4.0801,40.7438,9.16
848,-4.1689,40.5976,4.94
849,-4.0392,40.6926,2.31
850,-4.0161,40.5779,2.75
851,-4.0051,40.6751,0.86
852,-3.9688,40.577,2.08
853,-4.1118,40.614,2.18
854,-4.0389,40.6899,2.26
855,-4.0825,40.589,1.77
856,-4.0101,40.6774,2.31
857,-3.9609,40.6036,1.97
858,-3.9603,40.5581,2.34
859,-4.0239,40.5094,1.82
860,-4.0341,40.517,0.48
861,-3.9767,40.5517,2.34
862,-3.9217,40.9318,1.67
863,-3.8385,40.8323,10.37
864,-3.8041,40.83,4.55
865,-3.7688,40.8537,1.6
866,-3.7762,40.8771,7.05
867,-3.7864,40.9401,3.32
868,-3.6427,40.9436,1.03
869,-3.7987,40.9742,8.47
870,-3.7475,41.0126,9.82
871,-3.8739,40.909,3.75
872,-3.9601,40.816,10.18
873,-3.9139,40.8329,9.11
874,-3.6753,41.0556,5.37
875,-3.8534,40.7867,1.6
876,-3.9992,40.8549,12.0
877,-4.0167,40.8674,4.51
878,-4.0462,40.8451,7.39
879,-3.9072,41.018,2.57
880,-4.1794,40.7079,1.29
881,-3.8443,41.0047,8.59
882,-3.807,41.0237,5.34
883,-3.8394,41.0622,3.24
884,-4.1256,40.7401,9.0
885,-4.1278,40.7732,6.6
886,-4.1759,40.7066,4.2
887,-4.0964,40.7785,7.34
888,-4.0937,40.7976,9.49
889,-4.187,40.7082,4.4
890,-3.8394,41.0145,10.99
891,-3.7992,40.9978,5.16
892,-3.8114,41.0126,10.52
893,-3.6125,41.1507,6.81
894,-3.5939,41.1638,5.01
895,-3.6935,41.0861,7.63
896,-3.7124,41.0887,6.06
897,-3.6565,41.1548,3.54
898,-3.6789,41.1083,8.3
899,-3.6843,41.1114,4.28
900,-3.6654,41.1318,4.87
901,-3.8608,41.0598,2.5
902,-3.8557,41.063,1.86
903,-4.0037,40.8821,5.56
904,-4.0439,40.88,2.74
905,-2.3959,40.7484,2.74
906,-2.4316,40.7215,2.82
907,-2.3283,40.5147,3.91
908,-2.3278,40.557,2.36
909,-2.0694,39.5299,8.23
910,-2.0772,39.5773,2.95
911,-1.6233,39.6156,8.34
912,-1.6144,39.6253,7.04
913,-1.649,39.5979,6.4
914,-2.2778,38.619,4.7
915,-2.1161,38.569,4.54
916,-2.081,38.5658,5.52
917,-2.9506,40.5739,2.6
918,-2.8756,40.4356,1.72
919,-1.2516,39.1872,5.79
920,-1.296,39.2689,5.6
921,-0.9954,38.7781,5.81
922,-1.0307,38.8052,6.62
923,-1.089,38.7795,4.53
924,-1.0786,38.7249,1.14
925,-3.2925,43.0492,3.37
926,-3.2017,42.8403,1.75
927,-3.1714,42.8208,2.27
928,-3.3806,42.7497,7.06
929,-3.0083,41.9757,6.5
930,-2.9713,42.0658,6.13
931,-3.1625,41.8384,40.7
932,-2.45,41.7591,9.61
933,-2.4333,41.7507,5.83
934,-2.4333,41.7757,7.58
935,-2.8528,41.9341,7.48
936,-2.85,41.9424,15.3
937,-2.8625,41.9341,6.87
938,-2.8083,41.8341,8.63
939,-3.0167,41.8257,5.01
940,-3.1333,41.7507,11.32
941,-1.7826,40.5994,13.83
942,-1.8161,40.4731,8.46
943,-1.7208,40.5745,3.21
944,-1.7333,40.5356,2.11
945,-1.7372,40.4998,12.38
946,-1.8889,40.4306,1.63
947,-1.8753,40.4338,9.41
948,-1.9044,40.379,2.1
949,-1.8692,40.3706,5.99
950,-1.7375,40.237,3.81
951,-1.684,40.2019,6.85
952,-1.7611,40.1473,3.49
953,-3.85,41.0507,7.9
954,-3.8334,41.0174,5.38
955,-3.8334,41.0007,9.16
956,-3.9833,40.8531,6.54
957,-3.9986,40.8717,4.31
958,-4.0369,40.8653,7.08
959,-4.1117,40.7592,12.83
960,-4.145,40.7175,5.27
961,-4.0714,40.7659,10.08
962,-4.5306,40.7606,8.52
963,-4.0606,40.7723,11.1
964,-4.1394,40.697,4.22
965,-4.1594,40.6845,3.39
966,-3.8711,40.8648,4.65
967,-3.8919,40.8448,1.48
968,-3.2195,41.2868,4.25
969,-3.2158,41.2203,7.76
970,-3.1347,41.2084,5.52
971,-5.3001,42.9841,2.13
972,-5.2882,42.9934,27.11
973,-5.2751,42.998,1.88
974,-1.9728,39.2551,0.18
975,-2.0625,39.349,1.48
976,-2.0816,38.5667,7.11
977,-1.4328,39.319,1.5
978,-2.0308,38.9349,2.24
979,-1.6556,39.2276,0.36
980,-1.6344,39.1315,0.9
981,-1.775,39.1537,0.52
982,-4.6824,40.9971,0.54
983,-4.3814,40.5162,0.64
984,-4.3833,40.4481,4.11
985,-4.3917,40.4587,1.87
986,-4.6856,40.2759,2.77
987,-4.6836,40.3178,6.13
988,-3.9472,41.6356,0.28
989,-3.9472,41.6295,0.28
990,-3.9094,41.6703,0.37
991,-3.9533,41.6245,0.61
992,-2.6175,39.3667,0.41
993,-2.55,39.3828,0.63
994,-2.1056,39.4176,0.85
995,-2.2028,39.3453,0.24
996,-2.3027,39.3465,0.46
997,-1.9092,39.4665,0.49
998,-1.9694,39.4326,0.13
999,-2.0702,39.4488,1.42
1000,-1.6684,39.7963,1.2
1001,-2.4569,39.344,0.49
1002,-2.4236,39.3467,0.25
1003,-2.3869,39.3717,0.72
1004,-2.4044,39.3292,0.18
1005,-4.2847,40.4564,1.95
1006,-4.2667,40.3674,3.0
1007,-4.4111,40.2801,1.45
1008,-4.4047,40.4009,4.28
1009,-4.2969,40.3725,4.59
1010,-4.5658,41.262,0.26
1011,-4.5578,41.257,0.64
1012,-4.5059,41.1167,0.91
1013,-4.3705,40.2959,1.86
1014,-4.3522,40.2467,1.28
1015,-4.7658,41.572,0.55
1016,-4.7972,41.5828,2.09
1017,-4.8227,41.5481,0.28
1018,-4.7305,41.4725,0.62
1019,-5.0501,41.4007,0.8
1020,-4.9544,41.4707,0.53
1021,-4.9638,41.4642,0.47
1022,-4.568,41.4398,1.29
1023,-4.5236,41.5023,1.37
1024,-4.6097,41.6111,0.38
1025,-5.325,41.512,0.13
1026,-5.4736,41.5114,0.18
1027,-5.4694,41.5056,0.17
1028,-5.4992,41.5347,0.42
1029,-5.4547,41.3273,0.44
1030,-5.6167,41.2592,0.74
1031,-5.8147,41.5336,2.02
1032,-3.425,42.7591,1.57
1033,-3.5417,42.7425,6.94
1034,-3.4625,42.7064,1.14
1035,-3.3431,42.8875,6.35
1036,-2.9833,41.8341,9.13
1037,-2.9967,41.8445,8.86
1038,-2.7917,41.8507,5.67
1039,-2.2316,41.0249,3.51
1040,-2.1154,40.997,1.87
1041,-1.986,40.909,1.36
1042,-1.9377,39.7541,8.44
1043,-1.8808,39.6634,4.48
1044,-1.8125,39.812,1.69
1045,-1.8422,39.8103,1.98
1046,-1.675,39.9564,12.3
1047,-1.6258,39.9689,3.56
1048,-2.2222,40.0854,1.61
1049,-2.2875,40.0842,2.54
1050,-2.1903,40.2412,1.29
1051,-2.1903,40.2503,1.64
1052,-4.1408,40.6667,2.67
1053,-4.2589,40.5042,1.49
1054,-4.3881,40.5634,2.85
1055,-4.4208,40.5028,1.07
1056,-4.4764,40.2737,5.14
1057,-4.4339,40.8473,1.06
1058,-4.6094,40.4106,10.64
1059,-4.7144,40.3026,1.12
1060,-4.7975,40.2959,5.27
1061,-4.8235,40.2905,6.23
1062,-5.0908,40.2009,10.67
1063,-1.3111,38.4768,6.48
1064,-1.2694,38.5043,4.26
1065,-2.3604,38.3694,3.09
1066,-4.7287,40.9712,0.53
1067,-4.7444,41.0175,1.13
1068,-4.7778,41.5239,0.18
1069,-4.5944,41.5398,0.14
1070,-4.4417,41.46,1.8
1071,-4.5144,41.5717,0.2
1072,-4.7047,41.4384,1.16
1073,-4.5278,41.4217,1.3
1074,-4.775,41.3189,0.3
1075,-4.505,41.2634,2.16
1076,-4.2078,41.255,1.23
1077,-4.0328,41.2064,1.53
1078,-3.6256,41.4564,1.14
1079,-3.5514,41.7264,0.58
1080,-3.6056,41.7634,0.76
1081,-3.6161,41.7245,0.51
1082,-3.8478,41.7731,0.54
1083,-3.8478,41.7661,0.55
1084,-2.6975,41.626,2.18
1085,-2.8936,41.5147,4.63
1086,-2.925,41.5028,2.14
1087,-2.975,41.5336,3.42
1088,-2.8647,41.512,3.08
1089,-6.2252,42.3174,3.91
1090,-6.2502,42.3091,9.05
1091,-6.2002,42.2507,4.87
1092,-4.5001,38.8173,1.94
1093,-4.1361,38.9481,2.37
1094,-3.9861,38.7176,1.66
1095,-3.4861,38.4315,0.7
1096,-3.9862,39.0507,1.3
1097,-4.3347,39.1612,1.08
1098,-4.4167,39.0007,2.43
1099,-4.3944,39.1745,3.72
1100,-3.7,39.234,1.51
1101,-3.7834,38.6173,2.3
1102,-3.1461,39.169,2.07
1103,-4.5334,39.134,5.12
1104,-4.1528,39.384,3.24
1105,-4.4195,39.4007,7.21
1106,-1.8666,40.2174,5.86
1107,-2.032,40.4065,5.06
1108,-1.9694,40.3648,2.65
1109,-1.8811,40.1346,19.4
1110,-1.8967,40.1321,3.46
1111,-2.3666,40.084,14.22
1112,-2.0195,40.2981,2.84
1113,-2.3583,40.5007,1.47
1114,-2.0926,40.182,2.47
1115,-1.6814,39.9481,1.58
1116,-2.0092,40.2467,1.31
1117,-2.8528,39.8673,2.88
1118,-2.8591,40.1553,3.7
1119,-1.9505,40.4479,8.52
1120,-1.6556,40.0037,1.5
1121,-1.9244,40.3305,18.19
1122,-2.161,39.6297,3.19
1123,-2.15,40.2507,2.37
1124,-2.3666,40.384,0.3
1125,-2.3333,41.0174,1.79
1126,-2.8528,41.1674,2.66
1127,-2.3431,41.0309,1.3
1128,-2.3,40.7507,4.08
1129,-2.3601,40.7752,1.7
1130,-2.3666,41.0174,3.1
1131,-2.9808,40.3174,3.63
1132,-1.9999,40.6674,12.82
1133,-2.7278,40.5564,2.99
1134,-1.7092,40.5884,35.86
1135,-2.7629,40.8038,3.78
1136,-2.7528,40.634,3.1
1137,-2.7986,40.7678,8.47
1138,-2.716,40.6685,1.09
1139,-3.1528,40.8648,2.73
1140,-3.4,41.0674,4.2
1141,-2.1689,40.9001,5.02
1142,-2.9645,40.7049,1.56
1143,-1.8916,40.5924,4.22
1144,-2.5998,40.7674,0.92
1145,-2.6333,40.6424,1.24
1146,-3.4,40.8507,1.23
1147,-3.1,41.1924,11.51
1148,-2.95,40.9757,3.04
1149,-2.9694,40.8537,0.97
1150,-3.3334,41.2507,3.19
1151,-3.3667,40.8507,9.16
1152,-3.1611,40.6981,5.16
1153,-3.1654,40.5516,6.05
1154,-3.1182,40.5967,4.3
1155,-3.0472,40.4527,1.32
1156,-2.9051,40.849,3.04
1157,-3.15,40.8674,6.11
1158,-3.1528,40.8674,2.34
1159,-3.135,40.8456,2.47
1160,-3.0197,40.8814,1.19
1161,-2.1211,41.0027,3.93
1162,-2.2166,40.9674,5.4
1163,-3.35,41.0341,10.4
1164,-2.2292,40.8194,3.49
1165,-2.217,40.8467,1.31
1166,-2.2194,40.8175,6.89
1167,-2.3666,40.8007,2.44
1168,-2.4166,40.7674,0.87
1169,-2.9169,40.9031,4.74
1170,-3.3167,40.8481,1.04
1171,-3.0943,40.4166,17.54
1172,-2.9644,40.8492,2.82
1173,-2.8833,40.4007,0.94
1174,-2.0944,40.3674,1.12
1175,-2.8528,40.4231,12.79
1176,-2.1194,40.6674,2.79
1177,-1.9361,40.6174,5.26
1178,-2.975,42.0007,4.9
1179,-5.0668,40.3007,5.61
1180,-4.5834,40.2174,7.15
1181,-5.1207,40.1426,2.92
1182,-2.4688,40.5145,2.54
1183,-2.1,41.0007,3.48
1184,-2.6028,41.0674,0.56
1185,-2.6071,41.0916,4.7
1186,-2.1361,40.934,0.9
1187,-2.0299,40.6648,16.71
1188,-3.2834,40.9257,1.93
1189,-2.8889,41.2564,0.47
1190,-2.5944,40.7674,1.76
1191,-2.2694,40.9507,2.17
1192,-2.5333,40.8757,0.96
1193,-2.3496,40.631,6.85
1194,-3.3,41.0007,3.84
1195,-1.9113,40.6818,8.31
1196,-3.223,41.0265,0.75
1197,-3.2167,41.0174,2.39
1198,-2.9333,40.5507,3.61
1199,-3.0611,40.7231,2.5
1200,-2.6553,40.9837,3.28
1201,-2.65,40.6541,2.76
1202,-2.0986,40.8365,3.66
1203,-3.3833,40.984,1.61
1204,-3.33,40.9362,2.29
1205,-2.5917,40.9481,0.91
1206,-2.917,40.831,4.07
1207,-1.9861,40.7731,13.01
1208,-2.2527,40.6674,2.33
1209,-3.071,40.6689,0.78
1210,-2.0045,40.7817,9.87
1211,-2.3725,40.7122,4.16
1212,-3.0667,40.984,0.78
1213,-3.2167,41.2674,19.4
1214,-2.9169,40.9031,5.18
1215,-2.8703,40.4526,3.04
1216,-3.3361,40.834,1.47
1217,-2.1166,40.734,4.36
1218,-6.2335,42.2674,6.09
1219,-6.2335,42.5577,2.31
1220,-6.2835,42.9174,9.27
1221,-5.1335,43.0008,10.79
1222,-5.5335,42.9508,3.05
1223,-6.2196,42.3007,3.58
1224,-5.7863,42.8008,5.73
1225,-4.9501,42.7008,2.84
1226,-6.8336,42.7174,7.75
1227,-3.9862,40.7174,0.73
1228,-4.2279,40.334,0.98
1229,-3.4361,40.284,0.9
1230,-3.3472,40.4868,3.98
1231,-3.6667,40.5507,1.65
1232,-3.8167,40.8965,1.11
1233,-3.6195,41.0924,5.18
1234,-3.5945,40.5257,2.88
1235,-3.725,40.859,5.1
1236,-3.5789,40.8814,4.75
1237,-3.8612,40.409,2.4
1238,-3.9911,40.7245,2.13
1239,-3.9858,40.7246,0.65
1240,-3.7695,40.984,3.32
1241,-3.7667,40.8965,1.82
1242,-3.7862,40.884,7.69
1243,-4.4168,40.3313,9.1
1244,-4.4029,40.3174,2.58
1245,-4.0445,40.6924,3.83
1246,-4.0667,40.7896,18.37
1247,-4.0695,40.7674,4.15
1248,-4.0528,40.7674,13.89
1249,-3.9334,40.634,4.77
1250,-4.2001,40.484,2.42
1251,-3.8334,40.6174,0.69
1252,-3.6,40.8674,5.98
1253,-3.55,41.0674,9.43
1254,-3.725,40.9424,0.81
1255,-3.9334,40.5507,2.06
1256,-4.1028,40.734,8.2
1257,-3.5834,40.3007,2.87
1258,-3.5667,41.034,1.06
1259,-3.45,41.084,5.73
1260,-3.65,40.784,1.29
1261,-4.1362,40.684,1.43
1262,-4.1528,40.6924,1.99
1263,-4.1362,40.6841,4.83
1264,-4.0695,40.7674,3.17
1265,-4.1362,40.684,9.64
1266,-4.0862,40.0007,11.11
1267,-3.9106,40.6258,2.38
1268,-4.0334,40.7257,7.14
1269,-3.5036,41.08,7.1
1270,-4.1084,40.4451,1.28
1271,-3.8983,40.3345,0.61
1272,-3.7834,40.8007,0.84
1273,-3.8492,40.4809,0.39
1274,-3.9028,40.7174,5.94
1275,-3.9667,40.3007,0.5
1276,-4.0333,40.6523,1.05
1277,-3.7112,40.8174,1.06
1278,-3.9862,40.7507,6.4
1279,-4.3751,40.3674,1.11
1280,-3.4667,41.034,5.39
1281,-3.5292,41.0146,4.32
1282,-3.575,41.1243,7.56
1283,-4.2334,40.491,9.59
1284,-3.85,40.884,1.67
1285,-3.7611,40.4287,2.35
1286,-3.9834,40.3674,1.29
1287,-0.1415,40.6896,8.14
1288,-0.2193,40.5535,38.4
1289,-0.2415,40.5701,7.23
1290,-0.2276,40.5396,9.26
1291,-0.3443,40.3229,6.81
1292,-0.3582,40.259,7.57
1293,-2.5166,38.3423,3.21
1294,-2.5833,38.3784,4.07
1295,-2.5166,38.309,6.39
1296,-2.5305,38.2729,11.0
1297,-2.6139,38.2562,13.0
1298,-2.5861,38.2534,12.5
1299,-2.5972,38.2423,16.9
1300,-2.6,38.2284,5.38
1301,-2.6305,38.2284,11.2
1302,-2.7528,38.0895,7.63
1303,-2.9528,37.9701,6.46
1304,-2.9167,37.9395,3.31
1305,-2.8028,37.9201,4.21
1306,-2.8361,37.8228,4.34
1307,-2.975,37.8562,4.47
1308,-2.9778,37.8395,6.1
1309,-3.0056,37.7562,19.7
1310,-2.9861,37.7117,11.6
1311,-2.55,37.9228,18.5
1312,-2.4944,37.9756,5.47
1313,-2.4389,38.0562,6.34
1314,-0.6165,38.5506,0.48
1315,-0.5377,38.659,9.41
1316,-0.5165,38.7743,6.83
1317,-0.8832,38.2673,7.68
1318,-2.46,36.92,1.36
1319,-2.9661,36.8718,3.94
1320,-2.6666,37.0006,1.17
1321,-2.4361,37.0648,0.75
1322,-5.9002,38.734,1.66
1323,-4.8334,39.2173,9.64
1324,2.5714,39.5415,4.57
1325,-5.9502,38.7507,1.24
1326,-6.8335,38.634,1.44
1327,-5.9418,38.7423,3.43
1328,-4.8584,39.234,2.94
1329,-6.8835,38.4506,3.41
1330,-2.9756,36.8034,0.72
1331,-2.5806,37.2759,0.8
1332,-2.5814,37.2726,1.56
1333,-2.5797,37.2657,1.09
1334,-2.5811,37.2521,0.83
1335,-2.5811,37.2634,1.01
1336,-2.5825,37.2543,1.3
1337,-2.5819,37.2682,1.19
1338,-2.5819,37.2701,0.95
1339,-2.5678,37.2496,0.5
1340,-2.575,37.2548,0.61
1341,-2.57,37.2526,0.52
1342,-2.58,37.2801,1.0
1343,-2.63,37.2843,0.2
1344,-2.6356,37.2848,0.32
1345,-0.171,40.734,10.34
1346,-0.1806,40.7142,1.92
1347,-0.4499,40.0479,4.42
1348,-0.4499,40.0562,4.22
1349,-0.6377,39.7923,6.96
1350,-0.6082,39.7673,7.14
1351,-1.0832,39.8868,5.8
1352,-1.0832,39.8785,15.76
1353,-1.1182,39.7923,9.61
1354,-1.0877,39.7979,4.22
1355,-0.411,38.8506,9.42
1356,-0.4999,38.859,7.41
1357,-3.75,37.684,6.49
1358,-3.1589,37.7357,2.65
1359,-3.1722,37.7351,8.83
1360,-3.1077,37.6817,2.53
1361,-3.0444,37.7645,1.2
1362,-2.941,37.7277,1.78
1363,-2.9125,37.788,6.89
1364,-2.95,37.9506,6.51
1365,-2.7953,38.0923,3.42
1366,-2.7753,38.1465,2.29
1367,-2.7611,38.1367,6.54
1368,-2.7472,38.1506,6.6
1369,-2.5861,38.1617,4.69
1370,-2.8294,38.0506,6.38
1371,-2.5878,38.3784,9.96
1372,0.0288,40.0729,2.0
1373,0.0288,40.0743,2.66
1374,-0.3472,39.667,2.36
1375,-0.4749,39.6693,6.14
1376,-0.8432,39.1437,6.65
1377,-0.9918,39.1595,3.52
1378,-1.1194,39.144,2.3
1379,-1.1091,39.1145,4.91
1380,-2.8605,37.6924,3.95
1381,-2.6072,37.9284,3.26
1382,-2.6161,37.9145,4.98
1383,-2.8559,37.4283,5.43
1384,-2.2501,37.819,3.08
1385,-2.0877,37.7589,2.72
1386,-1.9544,37.7473,7.61
1387,-1.8016,38.0595,4.34
1388,-1.744,37.9841,10.58
1389,-1.5166,37.8812,3.92
1390,-1.5111,37.8509,1.16
1391,-1.446,38.1215,4.71
1392,-1.4314,38.1393,3.34
1393,-1.2648,38.2655,4.69
1394,-1.2909,38.2655,3.88
1395,-1.1696,38.4474,7.88
1396,-0.2682,38.5348,6.45
1397,-0.3,38.4926,1.94
1398,-4.85,36.8648,7.06
1399,-4.8528,36.8482,4.18
1400,-3.95,36.8148,3.88
1401,-3.95,36.8149,3.32
1402,-3.7,36.8173,7.98
1403,-3.4208,37.2171,3.35
1404,-3.4685,37.098,9.12
1405,-3.4629,37.1012,3.39
1406,-5.9708,36.1796,3.86
1407,-5.9574,36.2061,3.29
1408,-5.9439,36.1982,1.05
1409,-6.1058,36.3129,3.92
1410,-6.1157,36.5311,3.68
1411,-6.3069,36.8565,0.8
1412,-6.3292,36.7965,1.32
1413,-5.0708,38.0268,0.93
1414,-4.8083,37.9493,2.19
1415,-4.8283,37.9809,1.22
1416,-4.8,37.9709,7.75
1417,-6.4389,37.7712,4.22
1418,-7.1481,37.3643,2.56
1419,-7.1619,37.3454,1.13
1420,-7.1194,37.3509,3.94
1421,-7.1472,37.2659,4.2
1422,-7.0263,37.2293,1.98
1423,-7.0369,37.3134,4.89
1424,-6.8392,37.1759,1.3
1425,-6.8556,37.1576,2.52
1426,-6.8278,37.2073,5.06
1427,-6.6097,37.2148,1.29
1428,-6.525,37.239,1.58
1429,-6.5042,37.1565,1.26
1430,-6.5335,37.6881,2.8
1431,-3.9847,38.142,1.27
1432,-6.3089,37.2298,0.54
1433,-6.1789,37.3112,1.81
1434,-6.1761,37.2454,1.45
1435,-6.1931,37.2398,2.32
1436,-6.2078,37.2773,1.84
1437,-0.3228,39.8573,1.49
1438,-0.2856,39.8801,2.39
1439,-0.35,39.9031,3.41
1440,-0.6472,40.0838,1.38
1441,-0.836,39.1423,10.12
1442,-0.8877,38.9229,7.29
1443,-6.6439,40.2189,11.29
1444,-6.488,40.2981,9.45
1445,-5.5064,40.0523,4.61
1446,-2.9178,37.9409,22.86
1447,-2.915,37.939,10.72
1448,-2.9083,37.952,6.51
1449,-2.7211,38.134,8.92
1450,-2.8306,38.0895,17.1
1451,-2.725,38.309,12.77
1452,-2.7083,38.2117,8.51
1453,-2.5211,38.334,12.03
1454,-3.5481,37.2599,5.93
1455,-3.8653,37.264,2.8
1456,-3.5111,37.2645,2.49
1457,-3.9536,37.2446,4.01
1458,-3.9583,37.2112,5.6
1459,-3.9758,37.2232,3.35
1460,-3.9236,36.8298,1.44
1461,-3.6857,36.9536,4.77
1462,-3.7335,36.9583,7.98
1463,-5.1492,36.4926,3.93
1464,-5.1419,36.5051,6.0
1465,-5.2042,36.5079,6.23
1466,-5.1847,36.4746,3.38
1467,-5.4589,36.5718,7.25
1468,-5.5322,36.5135,5.27
1469,-0.0196,38.8256,7.65
1470,-0.7349,38.3326,1.95
1471,-0.7432,38.3345,5.02
1472,-0.7961,38.4934,3.47
1473,-0.7583,38.4981,3.05
1474,-0.7167,38.5301,2.05
1475,-2.7877,37.3644,2.62
1476,-2.7775,37.3585,1.13
1477,-2.7643,37.3705,0.5
1478,-5.6113,40.084,6.49
1479,-5.9029,40.0901,4.62
1480,-5.7585,40.084,5.9
1481,-5.8021,40.334,12.3
1482,-5.8779,40.259,2.96
1483,-5.7196,39.7007,6.65
1484,-5.0501,39.4193,1.29
1485,-5.3807,40.1896,10.56
1486,-5.3862,40.134,4.08
1487,-4.9862,39.3673,3.8
1488,-6.6863,39.3507,5.11
1489,-6.6862,39.3507,4.91
1490,-6.4613,39.5257,3.3
1491,-6.7085,40.209,5.0
1492,-5.3644,36.7501,10.11
1493,-5.6696,36.6173,15.46
1494,0.0502,40.584,2.03
1495,0.1127,40.1135,0.88
1496,0.0502,40.6507,31.19
1497,-4.9334,38.1173,1.81
1498,-4.2167,38.2423,0.76
1499,-6.3526,40.193,1.45
1500,-7.2986,39.3637,4.99
1501,-7.2699,39.3433,4.19
1502,-7.2459,39.3262,5.17
1503,-5.3603,39.4826,5.88
1504,-5.3445,39.4051,3.81
1505,-5.4103,39.5904,5.37
1506,-5.4536,39.5129,2.05
1507,-5.585,39.3876,5.73
1508,-5.3444,39.4717,3.06
1509,-5.3523,39.4523,8.29
1510,-5.3374,39.4138,2.51
1511,-6.7818,40.2219,1.61
1512,-6.7876,40.1947,1.21
1513,-6.2985,40.2963,5.9
1514,-5.8679,40.2676,1.91
1515,-5.8767,40.2586,1.64
1516,-5.7869,40.0565,2.98
1517,-6.3382,40.3398,4.4
1518,-6.7846,40.2259,5.18
1519,-6.2772,40.2967,4.4
1520,-5.8621,40.3267,3.06
1521,-5.8295,40.3221,4.37
1522,-5.3355,39.4713,7.81
1523,-6.2772,40.4092,6.94
1524,-6.3869,40.3813,4.18
1525,-6.2635,40.3586,3.27
1526,-6.7783,40.2392,4.99
1527,-5.67,40.2689,4.66
1528,-5.7373,40.2164,2.49
1529,-3.4833,37.2648,1.8
1530,-3.4334,36.9673,3.8
1531,-3.4,36.9506,6.54
1532,-2.8694,37.3839,5.32
1533,-3.5069,37.1713,1.31
1534,-3.4334,37.1506,4.3
1535,-3.2167,37.1339,1.55
1536,-6.4155,39.007,1.43
1537,-5.9002,40.2174,3.16
1538,-6.4481,37.5801,8.31
1539,-6.403,37.2506,0.92
1540,-6.7502,37.1173,0.38
1541,-3.0167,37.884,5.05
1542,-2.7833,38.1173,6.33
1543,-2.8603,38.2173,5.16
1544,-3.6045,37.7006,4.83
1545,-3.4361,38.2756,5.16
1546,-3.0378,37.7842,9.19
1547,-3.3695,38.3506,3.41
1548,-3.2611,38.2756,2.19
1549,-3.65,40.984,6.93
1550,-3.22,40.4618,3.72
1551,-3.4917,40.859,6.28
1552,-3.6167,40.7757,1.37
1553,-3.8225,40.9374,2.14
1554,-3.8,40.4007,0.69
1555,-3.8834,40.866,4.74
1556,-3.8814,40.9282,2.56
1557,-3.5695,40.2757,2.53
1558,-3.5834,40.8396,7.95
1559,-3.8806,40.5674,0.38
1560,-3.225,40.5138,5.27
1561,-4.3504,40.2904,0.91
1562,-3.9334,40.3757,0.5
1563,-4.1727,40.517,5.48
1564,-4.1501,40.6007,12.44
1565,-4.1667,40.609,3.47
1566,-4.3306,40.3785,4.49
1567,-4.3126,40.3299,5.04
1568,-4.3001,40.3507,3.05
1569,-4.3501,40.284,2.86
1570,-4.3029,40.4007,1.98
1571,-3.7473,41.0452,3.28
1572,-4.0306,40.3604,6.73
1573,-3.8056,40.7496,2.32
1574,-4.3917,40.3757,1.15
1575,-4.2862,40.5513,8.36
1576,-3.7084,41.0452,12.6
1577,-4.0809,36.9345,4.05
1578,-4.9168,36.6206,6.03
1579,-5.0168,36.6989,9.05
1580,-4.9692,36.752,4.04
1581,-4.9354,37.0103,0.45
1582,-0.8416,37.6012,3.02
1583,-1.9805,38.1484,2.29
1584,-1.5627,37.8423,3.63
1585,-2.2027,42.9341,13.19
1586,-2.0805,42.7591,3.97
1587,-1.5166,43.0508,7.41
1588,-0.9193,42.8563,5.78
1589,-1.6695,43.1667,5.73
1590,-1.5194,43.2674,2.58
1591,-2.1478,42.9247,3.3
1592,-7.9864,42.1452,10.26
1593,-6.2002,43.5675,5.25
1594,-4.9001,43.4341,12.24
1595,-5.1682,43.4536,12.4
1596,-4.7168,42.9174,3.57
1597,-4.3334,42.9358,10.43
1598,-4.4001,42.5591,3.49
1599,-4.8833,42.8009,6.06
1600,-4.7779,42.6194,2.93
1601,-4.7334,42.5563,1.5
1602,-4.8834,42.8535,4.77
1603,-8.6531,42.4174,12.45
1604,-8.8003,42.1507,6.25
1605,-8.7448,42.0257,9.37
1606,-2.42,42.1563,1.66
1607,-2.5194,42.4494,1.58
1608,-2.5833,42.0774,2.1
1609,-2.5889,42.2758,1.7
1610,-2.7194,42.2007,2.94
1611,-2.6861,42.1841,2.66
1612,-2.8333,42.3027,4.22
1613,-2.5569,42.3216,2.74
1614,-2.3694,42.1507,11.16
1615,-6.0699,40.434,5.75
1616,-6.1502,40.5424,12.71
1617,-5.7529,40.334,5.83
1618,-6.353,40.8674,6.92
1619,-5.9174,40.5799,3.89
1620,-6.1946,40.5493,2.86
1621,-6.0593,40.479,2.94
1622,-6.528,40.3687,5.53
1623,-3.9195,43.3966,2.58
1624,-3.9612,43.3841,2.34
1625,-4.0001,43.4341,0.6
1626,-4.0251,43.2508,2.75
1627,-4.2936,43.124,4.33
1628,-4.089,41.2424,0.58
1629,-4.4029,41.0257,0.71
1630,-4.2834,41.0549,0.81
1631,-4.4195,40.8674,1.42
1632,-4.0001,41.3007,0.4
