,Longitude,Latitude,OM [%]
1633,-3.8653,41.1924,4.26
1634,-4.2834,41.3674,4.19
1635,-4.2279,40.7007,3.03
1636,-4.2006,40.7063,2.97
1637,-4.1528,40.7007,19.37
1638,-4.234,40.7007,3.55
1639,-4.2195,41.5007,5.58
1640,-4.1737,40.741,2.81
1641,-3.6723,41.2946,13.98
1642,-4.3917,41.3216,0.95
1643,-4.1723,41.3313,0.81
1644,-4.2626,41.3216,4.67
1645,-4.507,40.8721,1.09
1646,-4.1167,40.8674,3.4
1647,-4.1281,40.956,2.19
1648,-4.1028,41.3132,0.95
1649,-3.6,41.5507,5.54
1650,-4.2862,40.7757,5.22
1651,-4.1445,40.8007,2.09
1652,-3.9667,40.9174,6.98
1653,-3.8081,41.1368,3.35
1654,-4.3001,41.1674,1.46
1655,-3.45,41.2841,3.29
1656,-3.9417,41.1757,1.09
1657,-3.4278,41.5007,6.3
1658,-3.4611,41.2382,8.28
1659,-3.5417,41.3257,2.24
1660,-3.4095,41.2174,9.4
1661,-4.4195,41.4452,0.71
1662,-4.0723,40.8332,8.45
1663,-4.0112,40.7896,8.38
1664,-4.1501,40.884,1.26
1665,-3.9431,40.9859,3.61
1666,-3.5584,41.1715,3.98
1667,-3.7639,41.3016,1.21
1668,-3.7351,41.3009,0.15
1669,-4.3956,41.4118,1.44
1670,-4.0195,40.7507,3.39
1671,-4.5284,41.159,0.43
1672,-3.9962,40.9507,5.21
1673,-4.0278,41.2007,1.52
1674,-3.9689,41.2818,6.79
1675,-4.1278,40.9785,0.59
1676,-6.0418,37.8006,2.46
1677,-5.7015,37.809,7.04
1678,-6.0296,37.3526,3.42
1679,0.3419,40.7885,8.81
1680,1.1227,41.3188,4.21
1681,-1.6249,40.2924,3.83
1682,-1.3999,40.534,4.55
1683,-1.6194,40.5174,5.18
1684,-1.0582,40.8257,1.16
1685,-1.5666,40.934,4.55
1686,-1.3527,40.3174,10.99
1687,-1.3582,40.384,2.53
1688,-0.6983,40.4009,4.39
1689,-1.1,40.3481,3.99
1690,-2.4833,42.0096,4.71
1691,-2.4061,41.0924,1.62
1692,-2.4029,42.0841,7.54
1693,-2.8517,41.8388,1.15
1694,-2.8611,41.9499,4.15
1695,-3.1946,41.8007,2.84
1696,-2.1695,41.7174,2.88
1697,-2.7833,41.8757,2.86
1698,-2.7311,42.1119,2.63
1699,-3.0179,41.8507,3.97
1700,-3.2028,41.5674,0.91
1701,-2.5528,42.0035,3.93
1702,-2.7,41.9619,2.48
1703,-2.6694,41.9424,1.91
1704,-3.2467,41.4243,17.93
1705,-2.8055,41.9102,1.76
1706,-3.0569,41.8216,2.72
1707,-2.9194,41.8674,8.83
1708,-2.7917,41.8271,2.31
1709,-3.0445,41.3424,2.84
1710,-1.8222,41.8035,10.68
1711,-2.6194,41.5674,1.54
1712,-2.5666,41.9507,4.16
1713,-2.6436,41.4202,11.73
1714,-2.7639,41.9077,4.23
1715,-2.8,41.9341,4.74
1716,-2.3263,42.1205,1.41
1717,-4.7195,40.134,6.02
1718,-4.3779,40.284,1.33
1719,-4.3694,40.2759,1.43
1720,-4.2592,39.8537,0.77
1721,-4.0126,39.8215,0.22
1722,-3.5528,39.4981,3.14
1723,-4.7876,39.6215,7.57
1724,-4.414,39.5651,4.08
1725,-4.1701,40.2759,1.86
1726,-4.5195,39.9173,0.87
1727,-3.8878,39.8009,2.57
1728,-4.4579,39.5987,0.57
1729,-4.6456,39.6007,3.06
1730,-4.5279,40.0868,0.5
1731,-3.5167,39.9648,5.0
1732,-4.0195,39.9185,2.95
1733,-4.0167,39.8507,1.36
1734,-4.364,39.5104,6.02
1735,-4.1512,39.6543,1.45
1736,-3.9917,39.8423,0.81
1737,-4.2209,39.5118,4.11
1738,-3.9028,39.3365,3.26
1739,-4.0902,39.4008,3.75
1740,-4.0084,39.4651,4.46
1741,-4.0917,39.4007,6.76
1742,-4.0913,39.4006,0.97
1743,-0.471,39.684,4.49
1744,-5.2361,41.4398,1.16
1745,-4.8228,41.548,0.95
1746,-3.0403,42.9939,7.19
1747,-2.7105,43.3772,4.45
1748,-3.2195,43.2508,11.12
1749,-2.5055,43.3313,2.85
1750,-2.6294,43.1977,5.14
1751,-3.2195,43.3008,4.69
1752,-6.4196,42.1799,7.23
1753,-0.8556,42.3689,5.44
1754,-0.9588,42.4091,2.74
1755,0.3141,41.284,2.66
1756,-1.1027,42.4174,2.22
1757,-0.9332,41.9341,3.0
1758,-2.7333,42.6841,4.85
1759,-1.6333,39.8007,1.24
1760,-4.4167,40.8507,0.79
1761,-4.4667,40.734,2.63
1762,-3.2334,41.0174,5.19
1763,-4.2501,40.784,0.44
1764,-4.5334,39.7173,2.91
1765,-2.6,40.7675,3.72
1766,-3.5978,39.3426,4.18
1767,-4.1994,40.6714,3.9
1768,-5.3835,39.634,2.8
1769,-3.9834,40.9674,6.56
1770,-2.8666,41.0913,1.99
1771,-3.3334,41.9174,1.2
1772,-4.7334,39.4173,2.38
1773,-1.2999,42.0674,11.94
1774,-3.6167,42.8841,1.18
1775,-5.1405,36.6011,2.72
1776,-5.1304,36.6506,1.39
1777,-4.9488,36.6637,1.14
1778,-4.9475,36.7264,0.74
1779,-3.3997,37.1384,2.78
1780,-3.1656,37.1764,5.3
1781,-3.4742,36.9344,6.16
1782,-3.2786,36.9637,3.97
1783,-3.0089,42.4065,4.56
1784,-2.9361,42.3852,5.15
1785,-3.0446,42.3401,10.4
1786,-2.9818,42.3127,3.29
1787,-2.6874,42.3101,3.41
1788,-2.672,42.3087,3.54
1789,-2.8447,42.2998,7.82
1790,-2.8945,42.2614,12.8
1791,-2.7812,42.2824,7.72
1792,-2.734,42.25,3.58
1793,-2.578,42.2541,6.47
1794,-2.2339,42.2698,5.88
1795,-3.0875,42.2081,9.94
1796,-3.0694,42.1686,16.59
1797,-2.9,42.2208,10.07
1798,-2.845,42.2306,12.68
1799,-2.5743,42.2294,5.2
1800,-2.7185,42.1737,7.16
1801,-2.6033,42.168,6.77
1802,-2.5182,42.1292,4.04
1803,-2.4651,42.1431,4.99
1804,-1.8048,41.7949,11.36
1805,-0.8361,42.8303,5.21
1806,-0.982,42.4218,4.39
1807,-0.1637,42.4836,3.95
1808,-3.7233,38.5773,2.26
1809,-2.6019,40.5718,4.29
1810,-4.8644,40.5681,0.35
1811,-4.9668,40.4007,5.56
1812,-4.5063,40.8852,1.5
1813,-3.9334,41.3507,0.8
1814,-2.6025,41.0682,0.5
1815,-3.1781,40.5814,2.91
1816,-2.016,39.8629,3.0
1817,-5.8075,39.9601,8.15
1818,-3.9277,41.0166,4.68
1819,-4.5261,40.4038,9.1
1820,-1.509,41.0895,3.53
1821,-2.808,41.1912,4.62
1822,-5.7485,40.2182,7.07
1823,-4.7769,41.5239,0.52
1824,-3.2087,41.1993,12.8
1825,-4.3953,40.3412,0.31
1826,-1.5697,40.4836,6.77
1827,-4.5616,40.9765,0.29
1828,-3.1333,41.2007,3.96
1829,-2.598,40.6398,2.33
1830,-3.6867,43.2889,9.26
1831,-5.1547,41.6963,2.01
1832,-2.4788,40.0641,5.72
1833,-3.679,40.5363,0.89
1834,-3.9285,40.7598,6.93
1835,-2.6734,41.8728,1.03
1836,-4.4673,39.3351,6.75
1837,-4.6635,41.3343,0.62
1838,-4.6031,41.4054,11.29
1839,-3.2017,40.1012,1.03
1840,-5.1672,41.4412,3.49
1841,-4.9745,40.4089,3.32
1842,-6.5027,42.1,9.87
1843,-1.8571,40.1839,45.07
1844,-3.5506,40.3263,1.13
1845,-1.7117,40.541,6.03
1846,-3.8891,40.8898,3.16
1847,-4.3834,39.5173,4.52
1848,-3.6,38.534,3.35
1849,-4.4501,40.7507,3.8
1850,-3.4826,41.148,6.91
1851,-5.3668,39.584,15.54
1852,-1.0999,42.7841,4.49
1853,-4.1501,40.734,1.75
1854,-1.8666,43.2508,3.53
1855,-1.7666,41.3507,0.52
1856,-4.1501,40.8007,7.12
1857,-2.9078,37.0318,1.62
1858,-1.9659,40.0961,4.66
1859,-5.2001,40.634,1.33
1860,-4.5001,41.1174,0.52
1861,-2.4838,40.1001,5.82
1862,-4.4834,40.3507,6.81
1863,-5.0668,40.2174,2.36
1864,-3.0333,40.5674,2.1
1865,-5.7668,40.034,1.09
1866,-3.1833,41.0674,6.04
1867,-4.0667,40.9174,2.8
1868,-0.8207,38.4762,2.46
1869,-6.8836,43.5008,7.08
1870,-0.7499,38.5173,2.83
1871,-2.3138,40.6668,10.39
1872,-4.5667,41.5481,2.18
1873,-3.9334,41.2507,0.92
1874,-5.0001,40.284,3.62
1875,-2.7417,41.9174,2.98
1876,-0.6715,38.5193,1.57
1877,-3.9334,41.0007,3.92
1878,-5.5001,41.517,0.31
1879,-3.3634,41.1482,6.0
1880,-1.9666,40.2007,13.99
1881,-5.5014,41.5174,0.61
1882,-0.5006,38.7518,4.58
1883,-4.5668,40.3174,3.22
1884,-4.5167,41.3314,0.06
1885,-2.8833,40.684,3.7
1886,-4.5167,41.4148,2.55
1887,-4.5334,40.0674,6.68
1888,-6.9002,39.4507,2.22
1889,-0.8332,38.5506,1.56
1890,-3.7334,38.434,2.2
1891,-4.95,41.4981,1.32
1892,-4.3042,42.9975,4.72
1893,-1.7166,40.8674,2.64
1894,-2.6,41.0674,2.55
1895,-1.8907,43.1138,5.83
1896,-1.8509,43.144,3.09
1897,-1.7341,43.2285,1.86
1898,-1.717,42.985,2.59
1899,-1.6724,43.0075,2.68
1900,-1.7218,43.0211,2.55
1901,-1.7592,43.0238,5.0
1902,-1.6054,43.0814,5.85
1903,-1.2802,43.1135,4.52
1904,-1.3117,43.073,7.14
1905,-1.2411,43.0084,5.29
1906,-1.2873,42.9337,1.68
1907,-1.4343,43.1301,2.34
1908,-1.4637,43.1824,3.3
1909,-1.6212,43.1825,5.57
1910,-1.9198,42.9389,2.73
1911,-2.1223,42.8844,4.62
1912,-1.7264,43.2382,3.79
1913,-3.1981,41.7981,1.83
1914,-0.0498,40.7007,3.53
1915,-5.7516,39.5367,14.17
1916,-5.0473,41.344,6.0
1917,-3.9667,41.2841,0.22
1918,-1.934,39.9973,10.05
1919,-2.7,42.2007,15.62
1920,-2.0999,40.9174,1.87
1921,-2.9339,37.889,5.12
1922,-3.0667,41.2031,2.61
1923,-6.0204,39.8601,5.69
1924,-4.3296,41.0256,1.12
1925,-4.6178,41.3648,1.3
1926,-4.0217,40.8607,9.15
1927,-3.7953,41.2941,2.47
1928,-5.4146,43.4705,12.61
1929,-0.9149,41.5896,1.3
1930,-3.4081,43.1188,21.35
1931,-4.7351,40.1487,4.16
1932,-2.4411,41.0188,1.2
1933,-4.3309,41.191,0.6
1934,-4.7119,41.4039,0.64
1935,-5.3243,40.2094,7.62
1936,-5.2485,40.4768,1.04
1937,-4.6868,40.7179,0.31
1938,-2.9397,40.5896,4.0
1939,0.0022,38.8616,4.85
1940,-0.6832,42.5174,3.56
1941,-8.5712,42.1902,10.09
1942,-3.8597,38.3671,2.56
1943,-1.6205,40.4976,5.9
1944,-3.8698,38.3499,2.85
1945,-5.0668,40.184,10.81
1946,-4.2994,41.1669,1.06
1947,-1.7222,40.2279,3.61
1948,-6.2335,42.2507,2.65
1949,-4.2347,38.4088,2.63
1950,-5.9819,38.7603,3.83
1951,-0.6238,42.7411,16.09
1952,-4.3207,41.6342,3.38
1953,-4.7491,39.6349,1.48
1954,-5.3278,43.1095,6.35
1955,-5.0478,41.5846,1.88
1956,-5.0474,41.5848,1.88
1957,-1.8869,37.0329,1.44
1958,-6.5669,40.434,4.98
1959,-2.9481,41.9309,2.94
1960,-6.2665,41.4507,3.09
1961,-3.9237,40.9841,7.24
1962,-4.7766,39.6147,5.35
1963,-5.45,41.5167,0.6
1964,2.5359,41.9461,3.96
1965,2.5703,41.9372,2.41
1966,2.5706,41.9372,3.73
1967,2.5338,41.902,2.26
1968,2.5031,41.8716,3.27
1969,2.5187,41.8218,4.13
1970,2.5195,41.8718,5.89
1971,2.4569,41.871,2.94
1972,2.4887,41.8117,2.79
1973,2.541,41.9002,2.38
1974,2.4779,42.1398,3.61
1975,2.5251,42.1475,7.21
1976,2.7436,42.4097,5.23
1977,2.5896,41.6599,4.05
1978,2.5618,41.6733,3.4
1979,2.4386,41.8962,2.72
1980,2.4469,41.9052,4.08
1981,2.7168,41.9951,8.61
1982,2.7145,42.0065,3.21
1983,2.9215,41.9878,4.0
1984,2.5976,41.9715,3.29
1985,2.5884,41.9706,4.99
1986,2.5564,42.0171,5.37
1987,2.6002,41.8786,1.34
1988,2.693,41.8012,3.06
1989,2.625,41.786,2.54
1990,2.6013,41.8213,2.04
1991,2.5953,41.8328,1.67
1992,0.7219,42.8466,8.61
1993,0.8088,42.8133,10.03
1994,0.814,42.7782,10.3
1995,0.8404,42.776,10.12
1996,0.7139,42.674,14.31
1997,0.7701,42.6213,7.41
1998,1.7645,42.28,13.41
1999,1.8322,42.2915,3.99
2000,1.9496,42.2341,9.86
2001,1.756,42.0961,4.45
2002,2.1003,42.2705,4.14
2003,2.1822,42.2566,3.71
2004,2.1917,42.2558,5.1
2005,2.3509,42.1981,3.07
2006,2.4106,42.2012,2.57
2007,2.2959,42.108,6.75
2008,2.3769,42.1051,2.77
2009,2.3807,42.1077,3.52
2010,2.4334,42.0757,5.35
2011,2.4824,42.1395,3.44
2012,2.5121,42.1512,16.28
2013,2.9421,42.4689,13.66
2014,2.4479,41.7935,5.4
2015,2.4828,41.7982,2.32
2016,-7.362,43.4262,7.84
2017,-7.683,42.9848,5.48
2018,-7.5327,42.9995,3.39
2019,-6.9807,42.9688,3.35
2020,-7.2153,42.8518,10.79
2021,-6.9018,42.8397,4.48
2022,-7.0949,42.8186,4.86
2023,-7.0424,42.8145,7.88
2024,-7.6085,42.7856,8.09
2025,-7.2748,42.7413,7.82
2026,-7.1977,42.5883,4.12
2027,-7.2009,42.4244,4.21
2028,-8.2177,42.8164,9.62
2029,-8.1637,42.7788,5.67
2030,-8.11,42.636,9.89
2031,-7.79,42.7141,9.22
2032,-7.7196,42.5633,1.59
2033,-7.4735,42.4112,1.59
2034,-7.0779,42.4574,5.81
2035,-7.2789,42.3637,4.27
2036,-7.1597,42.3055,1.84
2037,-7.1052,42.1673,3.05
2038,-1.54,42.6916,6.45
2039,-1.1831,42.6541,20.0
2040,-1.5756,43.0009,10.46
2041,-1.5698,42.9873,4.96
2042,-1.5795,42.9929,5.29
2043,-1.6166,43.0311,9.83
2044,-1.6431,43.0436,5.77
2045,-0.8324,42.9247,6.39
2046,-0.8335,42.9181,6.26
2047,-0.903,42.9365,6.76
2048,-0.8986,42.9214,8.73
2049,-2.0177,42.9731,10.24
2050,-2.0057,42.9604,7.57
2051,-1.9798,42.9665,17.51
2052,-1.9454,42.9698,6.36
2053,-1.8906,42.9513,10.67
2054,-1.8723,42.9421,6.56
2055,-1.8878,43.0386,7.04
2056,-1.8815,43.0457,6.49
2057,-1.5075,43.0775,6.3
2058,-1.5338,43.0553,18.9
2059,-1.6382,43.0548,9.34
2060,-1.5875,43.0723,2.95
2061,-1.4158,43.2023,2.77
2062,-1.4448,43.2243,4.93
2063,-1.4581,43.2335,5.52
2064,-1.4132,43.1618,10.47
2065,-1.4806,43.0231,9.41
2066,-1.5318,43.0373,23.27
2067,-1.4305,43.0143,11.22
2068,-1.1526,42.9931,5.28
2069,-1.1837,42.9773,3.5
2070,-1.2557,42.9028,4.78
2071,-1.6612,43.0695,12.77
2072,-1.6992,43.0753,18.09
2073,-1.7271,43.1486,3.1
2074,-1.7705,43.0716,17.15
2075,-1.8053,43.1143,6.76
2076,-1.8825,43.125,3.68
2077,-1.0982,42.4456,7.82
2078,-0.8393,42.866,6.86
2079,-0.8374,42.8688,6.5
2080,-2.1809,42.7826,15.0
2081,-2.2148,42.8063,4.14
2082,-2.238,42.8145,6.73
2083,-1.2515,42.8767,5.48
2084,-1.3111,42.9361,3.98
2085,-1.3454,43.0302,18.2
2086,-1.4029,42.9914,4.23
2087,-1.3793,43.0001,7.16
2088,-2.0636,42.7988,7.54
2089,-2.0511,42.7972,5.96
2090,-1.4493,42.6544,3.61
2091,-1.0755,42.9855,4.83
2092,-1.0119,42.9638,5.73
2093,-1.2038,42.9597,4.87
2094,-1.2633,42.9804,10.0
2095,-2.4623,42.6114,9.92
2096,-2.14,42.7364,9.56
2097,-2.2547,42.7462,2.38
2098,-2.0354,42.7842,5.57
2099,-2.0625,42.9339,4.96
2100,-1.9383,42.9579,2.4
2101,-1.9998,42.8676,7.77
2102,-2.1039,42.864,5.03
2103,-1.7565,43.0366,3.91
2104,-1.7537,42.9913,2.99
2105,-1.8519,43.0508,7.62
2106,-1.8143,42.8388,5.91
2107,-1.8039,42.9333,5.35
2108,-2.0932,42.8417,3.47
2109,-1.2919,43.0105,8.49
2110,-2.0966,42.9432,3.43
2111,-1.7037,42.9772,2.49
2112,-2.5746,42.765,16.38
2113,-2.5171,42.7854,2.87
2114,-2.4079,42.6967,3.75
2115,-2.3632,42.7694,5.98
2116,-2.3105,42.7808,11.72
2117,-2.2333,42.8459,4.26
2118,-2.3273,42.9231,3.8
2119,-2.9179,42.9602,6.35
2120,-2.8713,42.9269,9.56
2121,-2.8859,42.98,8.58
2122,-2.8613,43.0295,4.7
2123,-2.6303,43.0632,1.83
2124,-2.6674,43.0237,7.79
2125,-2.7361,43.0239,8.52
2126,-2.6075,42.9866,3.97
2127,-3.2302,42.8664,6.15
2128,-3.2217,42.8889,12.77
2129,-2.7463,42.6286,8.34
2130,-2.6573,42.6238,4.06
2131,-2.0452,43.0994,6.62
2132,-2.3649,43.0773,4.41
2133,-2.5537,42.9675,5.67
2134,-1.894,43.2404,4.31
2135,-1.8248,43.2523,3.93
2136,-2.2794,42.9328,8.69
2137,-2.2104,42.9584,11.8
2138,-2.0728,42.979,6.1
2139,-6.6861,37.8888,3.67
2140,-6.6814,37.8932,6.05
2141,-6.6791,37.8967,2.53
2142,-6.6666,37.8956,2.78
2143,-6.6049,37.9043,1.91
2144,-6.5528,37.8969,3.46
2145,-6.5686,37.9017,2.35
2146,-6.5653,37.8981,1.09
2147,-5.728,37.9493,4.92
2148,-5.4316,37.8972,4.36
2149,-5.5722,37.9177,3.59
2150,-5.2609,36.5785,4.45
2151,-3.5869,43.1156,5.34
2152,-3.4266,43.126,20.1
2153,-3.2952,43.1769,7.7
2154,-3.3427,43.0651,3.82
2155,-3.191,43.0232,3.54
2156,-2.9979,42.9449,11.19
2157,-3.832,42.9415,2.4
2158,-3.6978,42.9633,5.51
2159,-4.1167,42.7147,6.98
2160,-3.8529,42.6857,6.17
2161,-3.3372,42.7094,8.8
2162,-3.1895,42.7045,10.58
2163,-3.1981,42.35,4.51
2164,-3.1429,42.3387,4.15
2165,-5.1983,36.5804,5.3
2166,-0.9617,38.5381,6.06
2167,-0.9417,38.534,5.1
2168,-0.9719,38.5387,3.19
2169,-1.4722,43.0149,8.41
2170,-6.0488,40.5023,11.46
2171,-4.9744,40.3899,5.45
2172,-2.7032,40.6316,5.06
2173,-2.7255,40.6649,8.19
2174,-4.5272,41.1258,0.82
2175,-3.2449,40.9857,0.7
2176,-4.9906,40.1859,2.29
2177,-4.9403,40.2391,3.74
2178,-2.1085,40.766,3.44
2179,-4.141,39.4316,1.52
2180,-3.2555,40.9524,4.44
2181,-4.3328,40.3698,1.47
2182,-4.1386,40.6116,46.6
2183,-4.9956,40.3885,6.64
2184,-2.2536,40.9709,1.55
2185,-1.8857,40.2599,4.19
2186,-3.227,40.3658,8.99
2187,-3.544,40.9973,1.92
2188,-1.8702,41.0147,5.28
2189,-4.1574,40.5181,2.74
2190,-2.7403,40.5163,1.3
2191,-4.0001,40.9007,5.27
2192,-3.2878,41.1351,2.1
2193,-4.967,40.3888,6.66
2194,-3.2536,41.6901,1.77
2195,-4.4335,40.3241,1.18
2196,-3.4995,40.857,5.99
2197,-3.4636,40.8959,3.12
2198,-2.6186,41.1749,3.92
2199,-0.0949,40.4364,19.86
2200,-0.0852,40.436,4.99
2201,-5.7551,41.1798,1.5
2202,-5.7952,41.1923,0.79
2203,-5.7835,41.1927,1.35
2204,-5.7627,41.1735,1.06
2205,-5.7836,41.1933,1.48
2206,-5.7734,41.1943,1.03
2207,-0.0975,40.9304,1.11
2208,-0.099,40.9312,1.12
2209,-0.0977,40.9336,1.83
2210,-0.0977,40.9341,1.7
2211,-0.3182,41.3213,3.0
2212,-0.3469,41.3691,15.81
2213,-0.3456,41.3724,6.54
2214,-5.8941,41.2324,2.65
2215,-0.023,41.5819,18.44
2216,-0.0196,41.5801,9.68
2217,-0.4292,40.5975,4.31
2218,-0.0908,40.4345,15.82
2219,-5.8138,41.2706,2.1
2220,-5.8087,41.2662,1.28
2221,-0.4165,40.6645,2.75
2222,-0.4186,40.6619,1.09
2223,-0.3771,40.4925,1.64
2224,-0.6281,40.5224,2.08
2225,-0.6338,40.5268,2.12
2226,-0.5694,40.668,3.96
2227,-0.4086,40.5901,3.88
2228,-5.7249,41.1644,1.79
2229,-4.0382,40.8579,7.39
2230,-5.158,40.2357,3.18
2231,-0.0922,40.4093,5.75
2232,-4.0072,40.7537,1.71
2233,-3.6813,40.8334,2.53
2234,-3.7627,40.8501,2.47
2235,-2.4997,37.9451,9.18
2236,-5.3009,39.9861,2.68
2237,-4.5027,41.1996,1.11
2238,-4.9909,40.3741,6.64
2239,-4.1396,40.6128,2.55
2240,-4.7204,40.9839,1.23
2241,-4.5601,41.3158,2.28
2242,-3.8283,40.707,0.65
2243,-4.2159,40.7138,6.12
2244,-3.6698,41.0399,7.1
2245,-4.7353,40.1438,6.1
2246,-3.8977,40.4698,2.48
2247,-4.7801,41.3127,1.33
2248,-4.0271,41.4996,1.5
2249,-5.0334,40.4174,5.67
2250,-4.0263,40.8903,0.62
2251,-3.6274,40.5752,1.81
2252,-5.1079,39.9863,4.99
2253,-1.7378,40.6067,9.99
2254,-3.65,40.8,1.07
2255,-3.651,41.1089,3.44
2256,-4.2015,40.3063,0.51
2257,-4.1838,40.651,4.43
2258,-4.09,38.9425,1.67
2259,-4.5791,40.3051,5.51
2260,-8.0755,43.6359,3.99
2261,-8.5927,43.1396,66.41
2262,-8.9685,42.9773,23.2
2263,-8.5525,43.0143,7.16
2264,-8.0171,43.051,22.72
2265,-8.4965,43.1816,15.1
2266,-7.8033,43.546,18.06
2267,-7.9063,43.3265,13.09
2268,-8.7121,42.7185,7.26
2269,-8.7495,43.15,15.89
2270,-8.0491,43.7096,13.4
2271,-8.6239,42.8714,13.47
2272,-8.3556,42.9413,20.66
2273,-8.5113,43.1704,17.17
2274,-8.0833,43.2848,26.14
2275,-9.1047,43.0331,16.27
2276,-7.9639,43.194,16.6
2277,-8.2032,42.8687,7.03
2278,-8.6836,43.0976,16.08
2279,-8.3946,43.1567,12.92
2280,-8.2923,43.2291,5.4
2281,-7.8057,43.7081,2.51
2282,-8.6832,42.8526,4.73
2283,-8.727,42.6713,9.72
2284,-8.0234,42.794,17.61
2285,-8.3198,42.6363,12.73
2286,-8.3193,42.6228,6.45
2287,-8.6419,42.6053,9.48
2288,-8.5533,42.5519,12.19
2289,-7.9439,42.6492,28.16
2290,-8.2613,42.7336,12.01
2291,-8.7419,42.6177,13.42
2292,-8.1276,42.644,6.74
2293,-8.7011,42.3511,9.84
2294,-8.3384,42.6008,4.16
2295,-8.6401,42.7174,10.06
2296,-8.4304,42.7472,13.66
2297,-8.6677,42.5793,4.54
2298,-8.2466,42.6322,11.95
2299,-8.0632,42.7439,12.62
2300,-8.2939,42.7653,6.19
2301,-8.134,42.5733,14.4
2302,-7.2574,43.245,16.37
2303,-7.8875,42.6302,32.89
2304,-7.4835,43.2672,10.96
2305,-7.33,42.817,10.82
2306,-7.3817,42.7574,6.12
2307,-7.6156,42.5155,4.13
2308,-7.7046,42.8349,10.94
2309,-7.5541,43.2775,6.64
2310,-7.4262,42.8098,12.28
2311,-7.7163,42.8905,22.76
2312,-7.6456,43.7334,8.79
2313,-7.6634,42.8156,6.81
2314,-7.5019,42.841,9.61
2315,-7.4869,43.0799,12.44
2316,-7.623,43.4206,8.69
2317,-7.6383,42.5086,6.23
2318,-7.2889,43.3963,5.14
2319,-7.148,42.8521,4.8
2320,-7.3741,43.4192,3.15
2321,-7.7586,42.0876,52.08
2322,-7.5188,42.3099,17.51
2323,-7.8299,42.0884,8.91
2324,-7.5204,42.033,2.22
2325,-7.3676,42.3633,9.79
2326,-7.0853,42.403,2.37
2327,-6.9882,42.3406,11.97
2328,-8.1951,42.3693,11.47
2329,-7.7454,42.3558,20.71
2330,-7.0526,42.2422,8.07
2331,-6.9755,42.0377,15.74
2332,-7.3122,42.3467,7.31
2333,-6.9915,42.373,5.4
2334,-6.875,42.4056,3.78
2335,-7.8234,42.2427,2.89
2336,-8.1003,42.1228,7.5
2337,-7.5719,42.1345,15.65
2338,-6.9639,42.0393,15.02
2339,-7.2984,42.4091,22.76
2340,-7.6284,42.2365,9.6
2341,-7.6303,42.2339,7.98
2342,-7.6432,42.311,10.49
2343,-7.3067,41.9859,14.65
2344,-7.5363,41.9994,6.36
2345,-3.8783,43.033,55.32
2346,-4.7715,43.1458,21.69
2347,-4.4493,43.3806,7.72
2348,-4.2325,43.0678,16.25
2349,-4.4641,43.2512,6.81
2350,-4.517,43.2496,6.73
2351,-4.2554,43.3761,4.9
2352,-4.1061,43.4114,9.25
2353,-4.2756,43.3696,10.92
2354,-4.0897,42.9812,9.27
2355,-4.4001,43.0386,38.15
2356,-4.2262,43.0599,17.44
2357,-4.76,43.0674,10.2
2358,-3.3328,43.3924,8.96
2359,-4.4468,43.2496,16.62
2360,-3.426,43.3079,6.64
2361,-3.4144,43.4093,7.89
2362,-4.4738,43.3731,11.92
2363,-4.1722,43.3842,6.45
2364,-3.8299,43.082,9.37
2365,-4.1433,43.2913,14.77
2366,-4.1208,42.7981,3.35
2367,-4.2811,43.0121,7.34
2368,-4.0573,43.3421,2.86
2369,-5.6126,43.3905,4.82
2370,-5.4355,43.439,7.36
2371,-5.3847,43.4725,8.08
2372,-5.4713,43.4523,18.04
2373,-5.5463,43.4091,9.46
2374,-5.7435,43.4856,4.47
2375,-5.76,43.184,11.18
2376,-5.5907,43.5414,2.06
2377,-5.0399,43.3049,10.15
2378,-5.1832,43.4666,10.49
2379,-5.3883,43.5102,25.97
2380,-5.0656,43.3171,10.15
2381,-5.7752,43.5848,9.63
2382,-5.2523,43.3455,6.02
2383,-2.5913,43.023,5.56
2384,-2.433,42.6882,4.3
2385,-2.5756,42.6281,2.82
2386,-2.7237,42.6348,4.16
2387,-2.6051,42.9569,11.08
2388,-2.7137,42.6965,6.11
2389,-2.4212,42.5149,5.31
2390,-2.3085,42.7952,1.43
2391,-2.2686,42.812,27.52
2392,-2.5565,42.8248,7.16
2393,-2.4872,42.625,2.29
2394,-2.7847,42.6539,5.25
2395,-2.5311,42.6265,9.72
2396,-2.5979,42.9568,3.78
2397,-2.628,42.8471,11.39
2398,-1.8833,42.8091,4.23
2399,-2.1319,42.7508,7.02
2400,-1.9733,42.7327,5.97
2401,-1.8055,42.4966,7.45
2402,-1.9861,42.5073,1.55
2403,-2.0597,42.6271,3.65
2404,-1.9859,42.5077,1.87
2405,-1.8777,42.5202,3.65
2406,-1.8619,42.7841,3.34
2407,-2.17,42.8341,2.82
2408,-2.1861,42.7938,3.11
2409,-1.081,42.9083,11.27
2410,-1.0932,42.9293,4.09
2411,-1.5999,42.9877,4.92
2412,-1.6019,42.991,7.65
2413,-1.7694,42.9924,7.38
2414,-1.1902,42.6535,9.06
2415,-1.3038,42.6594,12.66
2416,-1.2863,42.6224,4.15
2417,-1.2105,42.6166,2.56
2418,-1.3638,42.628,3.42
2419,-1.3499,42.0674,8.26
2420,-1.2943,42.8085,7.02
