,Longitude,Latitude,Ca [mg/kg]
1581,-3.6334,40.3007,980.0
1582,-3.3667,40.3174,880.0
1583,-3.3667,40.284,1780.0
1584,-3.4,40.2507,3380.0
1585,-3.35,40.184,1120.0
1586,-3.6,40.1674,1780.0
1587,-3.6167,40.0507,2120.0
1588,-3.35,40.084,1880.0
1589,-3.3,40.1007,5880.0
1590,-3.25,40.1507,2800.0
1591,-3.5834,40.1674,1100.0
1592,-3.6667,40.684,2500.0
1593,-3.6,40.7507,1160.0
1594,-3.6167,40.834,2760.0
1595,-3.6334,40.8507,360.0
1596,-3.7167,40.9674,1300.0
1597,-4.2001,40.5674,900.0
1598,-4.2167,40.5007,840.0
1599,-3.75,40.7174,1200.0
1600,-4.6501,37.1006,3140.0
1601,-4.6501,37.0006,7420.0
1602,-4.6168,37.0839,2200.0
1603,-4.7668,36.8506,1780.0
1604,-4.7501,36.8339,2300.0
1605,-4.5134,36.9653,5740.0
1606,-4.4506,36.9839,3020.0
1607,-4.4504,36.9839,3940.0
1608,-4.6234,36.72,3240.0
1609,-4.5906,36.7634,140.0
1610,-4.6987,36.6945,6400.0
1611,-4.6584,36.7089,1680.0
1612,-4.5923,36.6867,2900.0
1613,-4.3667,36.7673,2300.0
1614,-4.2667,36.8173,1020.0
1615,-3.9834,36.8173,480.0
1616,-4.8501,36.5173,1500.0
1617,-4.7668,36.5673,1780.0
1618,-4.6606,36.6934,1960.0
1619,-4.6254,36.7495,3320.0
1620,-4.5695,36.6887,1300.0
1621,-4.5426,36.9559,4220.0
1622,-4.5498,36.9517,3440.0
1623,-4.5568,36.9539,5480.0
1624,-0.8666,37.7006,2580.0
1625,-1.051,38.3254,3160.0
1626,-1.5666,38.084,3380.0
1627,-0.8332,37.6839,2140.0
1628,-1.5499,37.9006,4800.0
1629,-1.4666,37.984,1260.0
1630,-1.4166,37.9673,1260.0
1631,-1.3666,37.934,1220.0
1632,-1.0666,37.8673,1780.0
1633,-1.8166,37.7673,820.0
1634,-1.6999,37.7173,2480.0
1635,-1.6499,37.7673,1660.0
1636,-1.5333,37.7006,1600.0
1637,-1.6249,37.4839,1220.0
1638,-1.1832,37.734,2640.0
1639,-1.0832,37.6839,1600.0
1640,-0.9166,37.7506,3020.0
1641,-0.9332,37.834,1680.0
1642,-0.8166,37.6506,1860.0
1643,-1.7999,37.6673,1780.0
1644,-1.7666,37.6006,1020.0
1645,-1.7699,37.6403,1300.0
1646,-1.6999,37.6339,1300.0
1647,-1.6916,37.5839,1040.0
1648,-1.1832,37.6506,1960.0
1649,-0.8832,37.6506,3860.0
1650,-0.7332,37.6339,2060.0
1651,-2.0833,38.034,4360.0
1652,-2.0666,38.0006,2500.0
1653,-1.7035,43.2155,1740.0
1654,-1.8666,43.1841,100.0
1655,-1.5746,43.1719,220.0
1656,-1.481,43.2452,660.0
1657,-1.9122,43.0377,2660.0
1658,-1.8638,43.0961,2820.0
1659,-1.8919,43.1952,2180.0
1660,-1.8333,43.098,200.0
1661,-1.6194,43.073,400.0
1662,-1.461,43.1208,1220.0
1663,-1.3021,43.0091,200.0
1664,-2.0608,42.8688,1980.0
1665,-1.9666,42.9841,1920.0
1666,-1.878,42.9749,2180.0
1667,-1.8249,42.8685,2240.0
1668,-1.6019,42.9911,620.0
1669,-1.281,42.9397,740.0
1670,-1.3466,42.9783,1240.0
1671,-1.468,42.8685,2480.0
1672,-1.126,42.9572,1200.0
1673,-1.081,42.9083,2400.0
1674,-1.0946,42.8658,1960.0
1675,-0.8252,42.8741,4140.0
1676,-2.17,42.8341,720.0
1677,-1.8619,42.7841,2720.0
1678,-1.6671,42.8135,2060.0
1679,-1.7141,42.7327,4040.0
1680,-1.5555,42.7508,1700.0
1681,-1.4916,42.8327,5060.0
1682,-1.3824,42.7655,2100.0
1683,-1.186,42.7041,1520.0
1684,-0.8604,42.8124,1720.0
1685,-1.0866,42.6785,3900.0
1686,-0.9938,42.7035,1000.0
1687,-2.0041,42.6563,2220.0
1688,-1.6305,42.6063,3580.0
1689,-1.4068,42.6299,1560.0
1690,-1.3638,42.628,3980.0
1691,-1.2105,42.6166,1300.0
1692,-1.8758,42.4655,1500.0
1693,-1.5069,42.3813,700.0
1694,-1.4944,42.3299,1960.0
1695,-2.35,42.0674,6300.0
1696,-2.0333,42.4077,2580.0
1697,-1.4999,42.2507,4200.0
1698,-1.7958,42.3874,1920.0
1699,-1.7666,43.0091,800.0
1700,-2.2,42.8674,1700.0
1701,-2.175,42.8591,200.0
1702,-1.6499,42.8508,1680.0
1703,-1.6333,42.7841,2420.0
1704,-1.6333,42.6508,2900.0
1705,-1.3332,42.6841,2620.0
1706,-7.3669,42.3674,460.0
1707,-7.1336,42.4008,740.0
1708,-6.9669,42.4008,540.0
1709,-7.8169,42.2841,460.0
1710,-7.6003,42.3174,60.0
1711,-7.6503,42.2341,180.0
1712,-7.4836,42.3341,520.0
1713,-7.5003,42.3007,60.0
1714,-7.3628,42.1924,560.0
1715,-7.2669,42.2341,100.0
1716,-7.0336,42.2341,380.0
1717,-7.8169,42.0841,520.0
1718,-7.7503,42.0674,60.0
1719,-7.4503,42.0507,100.0
1720,-7.3377,42.1341,260.0
1721,-7.3044,42.1174,140.0
1722,-6.9836,42.0507,200.0
1723,-7.4003,41.9674,520.0
1724,-6.8927,42.4633,5280.0
1725,-4.4334,43.0008,3200.0
1726,-4.7668,42.6341,1240.0
1727,-4.7834,42.1507,2300.0
1728,-4.7183,42.0674,1000.0
1729,-4.7001,42.1007,1960.0
1730,-4.7168,42.067,1780.0
1731,-4.6334,42.0341,3620.0
1732,-4.6334,42.0674,4080.0
1733,-8.717,42.6771,1140.0
1734,-8.317,42.7508,760.0
1735,-8.6128,42.7563,420.0
1736,-8.1003,42.7174,780.0
1737,-8.0336,42.7508,120.0
1738,-8.7003,42.6508,120.0
1739,-8.6861,42.6548,280.0
1740,-8.6359,42.6257,260.0
1741,-8.6503,42.5674,240.0
1742,-8.5503,42.5341,120.0
1743,-8.3503,42.5674,20.0
1744,-8.3503,42.6174,20.0
1745,-8.117,42.6508,20.0
1746,-8.167,42.6008,20.0
1747,-7.9336,42.6341,20.0
1748,-8.7003,42.4674,40.0
1749,-8.667,42.3841,260.0
1750,-8.5503,42.2344,80.0
1751,-8.5519,42.234,20.0
1752,-8.417,42.3174,20.0
1753,-8.2836,42.3096,80.0
1754,-8.3503,42.3055,80.0
1755,-8.3003,42.2341,860.0
1756,-8.717,41.9841,460.0
1757,-5.5835,41.0674,3440.0
1758,-5.5001,41.1007,440.0
1759,-5.2335,41.0507,3880.0
1760,-5.2168,41.1007,1700.0
1761,-6.7502,40.9674,300.0
1762,-5.9668,40.884,1200.0
1763,-5.8835,40.934,1000.0
1764,-5.8168,40.9507,3420.0
1765,-5.7668,40.884,500.0
1766,-5.3835,40.9674,2680.0
1767,-5.3501,40.934,580.0
1768,-5.2668,40.9007,1980.0
1769,-6.1835,40.684,320.0
1770,-6.1168,40.7007,1080.0
1771,-5.6668,40.7007,500.0
1772,-5.6001,40.7007,420.0
1773,-5.6001,40.6674,560.0
1774,-5.3668,40.7674,140.0
1775,-6.2669,40.6174,360.0
1776,-6.3835,40.534,200.0
1777,-6.2669,40.5674,660.0
1778,-6.3335,40.534,820.0
1779,-6.2002,40.5674,360.0
1780,-6.1835,40.6507,560.0
1781,-6.1335,40.584,360.0
1782,-6.1571,40.516,1700.0
1783,-6.6002,40.4174,580.0
1784,-5.8002,40.3674,340.0
1785,-5.7668,40.3507,60.0
1786,-5.7502,40.3674,40.0
1787,-6.1335,40.5507,500.0
1788,-6.1335,40.6174,940.0
1789,-5.7168,40.3507,380.0
1790,-6.7168,40.2844,340.0
1791,-6.7335,40.284,360.0
1792,-6.053,40.5535,380.0
1793,-6.3335,40.4507,440.0
1794,-6.1339,40.5842,260.0
1795,-5.2835,40.834,1480.0
1796,-5.2168,40.9007,1420.0
1797,-5.5668,41.084,1980.0
1798,-5.2335,41.084,900.0
1799,-5.3335,41.0674,620.0
1800,-5.5168,41.1507,1540.0
1801,-3.7834,41.5174,1840.0
1802,-4.3001,41.3841,160.0
1803,-3.5167,41.184,180.0
1804,-3.4667,41.3507,1200.0
1805,-3.5834,41.3174,760.0
1806,-3.5667,41.284,540.0
1807,-3.5,41.284,800.0
1808,-3.45,41.2674,400.0
1809,-3.4834,41.234,260.0
1810,-4.1167,41.1174,5400.0
1811,-3.8334,41.0674,5020.0
1812,-4.0709,40.934,360.0
1813,-4.0167,40.8676,440.0
1814,-4.0001,40.859,900.0
1815,-4.0167,40.809,1480.0
1816,-3.6834,41.1257,7200.0
1817,-6.0502,37.884,1200.0
1818,-5.9835,37.9673,840.0
1819,-5.6835,37.984,1600.0
1820,-5.7001,37.934,2120.0
1821,-5.6501,37.884,1440.0
1822,-5.5835,37.8506,3380.0
1823,-6.4544,37.7034,320.0
1824,-6.3835,37.7089,660.0
1825,-6.2668,37.7173,1380.0
1826,-6.1502,37.7338,760.0
1827,-6.1501,37.7339,960.0
1828,-6.1502,37.734,1000.0
1829,-5.821,37.7006,1400.0
1830,-5.3668,37.7673,8380.0
1831,-5.8043,37.6673,1440.0
1832,-5.1001,37.5173,7020.0
1833,-6.1835,37.3839,2900.0
1834,-5.9668,37.4839,1500.0
1835,-5.9168,37.4173,520.0
1836,-5.8335,37.3506,2080.0
1837,-5.4835,37.4839,3100.0
1838,-5.3668,37.4839,1140.0
1839,-5.3168,37.4339,7200.0
1840,-5.3668,37.3506,2840.0
1841,-5.2168,37.4673,11040.0
1842,-6.3168,37.2339,460.0
1843,-6.2002,37.2506,580.0
1844,-6.1002,37.2839,4660.0
1845,-5.5168,37.2673,1080.0
1846,-2.9999,41.8341,800.0
1847,-2.6333,41.8507,1200.0
1848,-3.3167,41.7007,2800.0
1849,-2.7333,41.7841,4860.0
1850,-2.7,41.7841,2960.0
1851,-2.75,41.7007,6340.0
1852,-2.5333,41.7007,900.0
1853,-2.5,41.7174,780.0
1854,-2.9667,41.6341,320.0
1855,-2.9333,41.6507,180.0
1856,-2.9833,41.5507,440.0
1857,-2.9333,41.5174,480.0
1858,-2.5444,41.5674,780.0
1859,-2.55,41.5174,1240.0
1860,-2.525,41.5841,1080.0
1861,-3.1667,41.6007,2580.0
1862,-3.5,41.5674,4320.0
1863,-3.4,41.6174,3380.0
1864,-3.0,41.6007,4980.0
1865,-2.7833,41.7257,3080.0
1866,-2.6667,41.8174,840.0
1867,-2.7167,41.8174,280.0
1868,1.0124,41.3396,2600.0
1869,0.5835,41.184,680.0
1870,0.9961,41.3327,1540.0
1871,0.9836,41.309,1440.0
1872,0.5669,41.1174,480.0
1873,0.5835,40.734,2780.0
1874,0.6002,40.7451,2800.0
1875,0.6335,40.7507,3760.0
1876,0.6669,40.784,2940.0
1877,0.6849,40.7785,3460.0
1878,0.5335,40.7674,600.0
1879,0.8335,40.7174,1700.0
1880,0.3752,40.6257,960.0
1881,0.4502,40.6007,560.0
1882,1.2041,41.3799,2540.0
1883,1.1847,41.3904,3960.0
1884,-0.7727,40.8157,920.0
1885,-0.7704,40.8149,3840.0
1886,-0.7796,40.7971,760.0
1887,-0.7035,40.7674,3740.0
1888,-0.4999,40.534,7320.0
1889,-0.2998,40.5174,7020.0
1890,-1.5666,40.484,1500.0
1891,-1.4332,40.284,3880.0
1892,-1.3666,40.3345,1300.0
1893,-1.4166,40.2007,2720.0
1894,-0.5999,40.284,4940.0
1895,-0.4665,40.3007,2260.0
1896,-0.2998,40.7174,2180.0
1897,-0.1832,40.834,3520.0
1898,-1.3681,40.334,480.0
1899,-0.7688,40.8026,2760.0
1900,-0.7765,40.8015,940.0
1901,-0.7785,40.8076,1980.0
1902,-0.7821,40.8046,2620.0
1903,-0.7838,40.8026,820.0
1904,-0.7868,40.8013,900.0
1905,-0.7777,40.7888,3800.0
1906,-0.7079,40.7693,3860.0
1907,-4.7668,40.2632,460.0
1908,-3.85,40.0674,2100.0
1909,-3.8334,40.034,2720.0
1910,-3.8,40.0507,2400.0
1911,-3.8,40.0174,4460.0
1912,-4.0835,39.9001,3600.0
1913,-4.0167,39.884,1900.0
1914,-3.5667,39.984,260.0
1915,-3.7167,39.9174,2320.0
1916,-3.6334,39.8507,300.0
1917,-3.4667,39.9507,2900.0
1918,-3.3167,39.934,1760.0
1919,-3.4834,39.884,2720.0
1920,-3.2833,39.884,1620.0
1921,-3.55,39.8173,580.0
1922,-3.7167,39.7673,980.0
1923,-3.7334,39.7007,2080.0
1924,-3.3667,39.784,720.0
1925,-3.25,39.734,1460.0
1926,-3.4167,39.6673,4140.0
1927,-3.1167,39.784,3700.0
1928,-3.4167,39.6507,4720.0
1929,-4.6356,39.484,260.0
1930,-3.7667,39.3201,560.0
1931,-3.6834,39.684,2100.0
1932,-3.7167,39.684,3900.0
1933,-3.2167,39.7507,780.0
1934,-3.3667,39.8507,2140.0
1935,-3.4334,39.634,2440.0
1936,-4.9501,39.7507,440.0
1937,-1.4499,40.134,5340.0
1938,-0.9332,39.8507,8280.0
1939,-1.2499,39.734,5340.0
1940,-1.1332,39.684,2140.0
1941,-1.0999,39.7507,7040.0
1942,-1.0832,39.734,7500.0
1943,-1.1832,39.8173,1440.0
1944,-0.9332,39.7507,900.0
1945,-0.9666,39.684,5260.0
1946,-0.8499,39.8173,7420.0
1947,-0.6665,39.8173,6080.0
1948,-0.7165,39.7007,1200.0
1949,-0.6999,39.784,2500.0
1950,-0.4832,39.7007,3740.0
1951,-0.2498,39.7173,3240.0
1952,-1.4332,39.5673,3140.0
1953,-1.1999,39.6007,2540.0
1954,-1.2166,39.534,1000.0
1955,-1.1332,39.484,3200.0
1956,-1.1666,39.6673,12860.0
1957,-0.9499,39.5507,1580.0
1958,-0.7999,39.6507,1960.0
1959,-0.8666,39.5173,5340.0
1960,-0.6999,39.534,1940.0
1961,-0.5999,39.7007,2340.0
1962,-0.5832,39.5673,1360.0
1963,-0.3161,39.634,2620.0
1964,-0.3165,39.6334,2200.0
1965,-0.3165,39.6007,1680.0
1966,-1.0999,39.4007,2320.0
1967,-1.0416,39.3882,700.0
1968,-0.5499,38.8173,4760.0
1969,-0.5999,39.384,3580.0
1970,-0.6332,39.484,3820.0
1971,-0.5332,39.484,3120.0
1972,-0.3165,39.3507,560.0
1973,-0.5499,39.2673,3760.0
1974,-0.5165,38.7506,2760.0
1975,-0.3165,39.184,3160.0
1976,-1.2166,39.0673,7680.0
1977,-1.1999,39.0673,5800.0
1978,-1.1832,39.034,2280.0
1979,-0.5999,38.7673,4300.0
1980,-0.8166,38.834,1980.0
1981,-0.5665,38.9507,480.0
1982,-0.5665,38.8506,4040.0
1983,-0.1998,38.884,2700.0
1984,-0.0332,38.8673,300.0
1985,-0.0665,38.884,4460.0
1986,-0.8499,38.834,1980.0
1987,-0.6665,38.8006,2400.0
1988,-5.1501,42.1841,6420.0
1989,-5.2501,42.1674,4320.0
1990,-4.9834,42.0174,7300.0
1991,-5.2335,41.9841,1680.0
1992,-5.3001,41.9007,3160.0
1993,-4.9668,41.9174,5760.0
1994,-4.8501,41.8841,4320.0
1995,-5.3335,41.7841,3800.0
1996,-5.2168,41.7507,4800.0
1997,-4.7168,41.7841,6240.0
1998,-4.6834,41.8007,6720.0
1999,-4.6334,41.8174,8060.0
2000,-4.6168,41.8007,3660.0
2001,-4.6334,41.7507,6540.0
2002,-4.6001,41.7507,9800.0
2003,-4.3167,41.7507,14580.0
2004,-4.1501,41.7841,5860.0
2005,-4.1334,41.7341,7200.0
2006,-4.1001,41.7174,6820.0
2007,-5.1168,41.5341,400.0
2008,-4.9834,41.5507,1340.0
2009,-4.9668,41.5174,8000.0
2010,-4.7001,41.5341,320.0
2011,-4.5001,41.6341,7680.0
2012,-4.5001,41.5841,2740.0
2013,-4.4501,41.6007,1640.0
2014,-4.4668,41.5674,2880.0
2015,-4.3667,41.6174,8180.0
2016,-4.2834,41.6341,920.0
2017,-4.2501,41.6507,800.0
2018,-4.2001,41.5674,7980.0
2019,-4.1667,41.5341,2360.0
2020,-5.2168,41.3507,720.0
2021,-5.1835,41.4007,440.0
2022,-5.0334,41.3674,2060.0
2023,-4.8501,41.4507,480.0
2024,-4.5334,41.3674,6140.0
2025,-4.3501,41.4841,1960.0
2026,-4.2167,41.4674,4800.0
2027,-5.2835,41.234,2300.0
2028,-5.1168,41.2174,940.0
2029,-5.0501,41.234,3260.0
2030,-4.9334,41.2507,1040.0
2031,-4.9334,41.3007,420.0
2032,-4.8001,41.2007,260.0
2033,-4.6334,41.3007,140.0
2034,-4.5334,41.5507,400.0
2035,-4.8668,41.4674,480.0
2036,-5.2166,41.3173,1860.0
2037,-4.9168,41.4174,640.0
2038,-4.9501,41.2007,220.0
2039,-4.7001,41.5507,280.0
2040,-5.0501,41.2674,860.0
2041,-5.1166,41.2174,460.0
2042,-4.6857,41.284,280.0
2043,-2.82,43.4227,600.0
2044,-2.8,43.3841,1540.0
2045,-2.7167,43.3841,540.0
2046,-2.6333,43.3508,2960.0
2047,-3.3167,43.2341,2020.0
2048,-3.2,43.2008,120.0
2049,-3.1833,43.2341,2360.0
2050,-3.1861,43.2027,3000.0
2051,-3.1167,43.2008,1400.0
2052,-3.0583,43.1911,400.0
2053,-2.8667,43.2841,4940.0
2054,-2.8944,43.2891,3800.0
2055,-2.8667,43.2508,320.0
2056,-2.8167,43.2675,1400.0
2057,-2.8055,43.3077,3480.0
2058,-2.7833,43.2174,340.0
2059,-2.7,43.3175,4360.0
2060,-2.7,43.3008,2500.0
2061,-2.6333,43.2008,60.0
2062,-2.65,43.1841,480.0
2063,-2.5166,43.2174,480.0
2064,-2.9333,43.1174,1980.0
2065,-2.8833,43.0841,880.0
2066,-2.8167,43.1008,1040.0
2067,-2.75,43.1508,2500.0
2068,-2.6333,43.1508,1500.0
2069,-2.6667,43.1008,1420.0
2070,-2.7167,43.0674,160.0
2071,-2.5,43.1174,800.0
2072,-3.0,42.9841,5300.0
2073,-2.9,43.3841,500.0
2074,-2.6166,43.1174,360.0
2075,-6.9836,42.0674,300.0
2076,-6.7502,42.1507,3080.0
2077,-6.6835,42.1507,240.0
2078,-6.3502,42.0341,20.0
2079,-6.4335,41.9841,360.0
2080,-5.9335,41.9507,480.0
2081,-5.5835,41.8841,360.0
2082,-5.4168,41.9674,240.0
2083,-6.5335,41.7841,160.0
2084,-6.5002,41.7174,540.0
2085,-6.4335,41.7841,480.0
2086,-6.2502,41.6841,620.0
2087,-6.0835,41.8174,20.0
2088,-5.7668,41.5507,1640.0
2089,-5.4668,41.5674,680.0
2090,-5.3835,41.6507,1620.0
2091,-5.3335,41.5674,960.0
2092,-6.1502,41.4007,20.0
2093,-5.4335,41.3674,460.0
2094,-6.4335,41.3007,900.0
2095,-5.7835,41.2507,240.0
2096,-5.4668,41.3174,1680.0
2097,-5.6502,41.4591,1080.0
2098,-6.5002,42.0007,360.0
2099,-6.5002,41.7507,200.0
2100,-6.5169,41.7341,840.0
2101,-5.3835,41.234,1200.0
2102,-5.4168,41.3674,780.0
2103,-1.0166,42.6174,480.0
2104,-1.0166,42.6174,2620.0
2105,-1.2499,42.1174,4180.0
2106,-1.1166,42.1174,2820.0
2107,-1.7499,41.9174,620.0
2108,-1.7333,41.9507,840.0
2109,-1.6999,41.9007,2400.0
2110,-1.6833,41.9007,3140.0
2111,-1.7499,41.8841,2520.0
2112,-1.6999,41.8716,1860.0
2113,-1.6824,41.8938,2040.0
2114,-1.8166,41.8174,1000.0
2115,-1.8166,41.8007,2900.0
2116,-3.8667,40.7507,2.0
2117,-3.8667,40.784,4.0
2118,-3.9001,40.784,21.0
2119,-3.85,40.734,1.0
2120,-3.8653,40.734,6.0
2121,-3.8667,40.7342,13.0
2122,-5.3506,36.7505,19.0
2123,-5.3503,36.7505,9.0
2124,-5.3501,36.7507,38.0
2125,-5.4169,36.767,18.0
2126,-5.4168,36.7673,43.0
2127,-5.4168,36.7673,41.0
2128,-5.3495,36.7499,46.0
2129,-5.3502,36.7516,20.0
2130,-5.3668,36.7506,10.0
2131,-5.3501,36.7506,26.0
2132,-5.3497,36.7508,30.0
2133,-5.3501,36.7506,34.0
2134,-0.8332,39.8507,37.0
2135,1.999,41.3332,59.0
2136,0.1668,41.3174,84.0
2137,0.0502,41.3674,75.0
2138,0.0502,41.3007,75.0
2139,0.0835,41.3841,90.0
2140,0.0172,41.3508,25.0
2141,0.0168,41.3509,33.0
2142,1.7336,41.484,7.0
2143,0.6669,41.6507,58.0
2144,0.6335,41.7174,31.0
2145,0.5501,41.9341,18.0
2146,0.5669,41.8674,14.0
2147,0.4853,41.6943,17.0
2148,0.5502,41.934,10.0
2149,0.7002,41.6341,11.0
2150,1.5003,42.0007,6.0
2151,1.4997,41.9998,14.0
2152,1.5002,42.0006,6.0
2153,1.5001,42.0002,32.0
2154,1.5002,42.0173,14.0
2155,1.5001,42.0176,8.0
2156,1.5003,42.0341,25.0
2157,1.5001,42.0172,9.0
2158,1.5003,42.0341,5.0
2159,2.0017,41.3353,18.0
2160,1.9928,41.326,27.0
2161,2.0015,41.3188,10.0
2162,1.9894,41.2749,8.0
2163,1.9926,41.3235,20.0
2164,2.0003,41.3174,16.0
2165,1.9982,41.3198,10.0
2166,1.9974,41.3185,17.0
2167,1.9919,41.3238,17.0
2168,2.0027,41.3246,12.0
2169,1.9982,41.3175,18.0
2170,2.0003,41.3174,28.0
2171,2.0,41.32,10.0
2172,1.9927,41.3187,21.0
2173,2.0003,41.3174,10.0
2174,2.0009,41.3176,35.0
2175,2.0013,41.3194,43.0
2176,2.0006,41.3219,19.0
2177,2.0005,41.3199,11.0
2178,0.0166,41.3507,34.0
2179,0.0168,41.3341,13.0
2180,0.0153,41.3341,43.0
2181,0.0167,41.334,54.0
2182,0.0166,41.3337,28.0
2183,0.0162,41.3341,47.0
2184,1.9926,41.3336,34.0
2185,0.0167,41.3507,36.0
2186,0.0169,41.351,16.0
2187,2.0019,41.338,12.0
2188,2.0004,41.3341,28.0
2189,2.0004,41.333,16.0
2190,1.9992,41.3348,32.0
2191,2.0004,41.3347,45.0
2192,2.0006,41.3333,45.0
2193,1.9827,41.3352,21.0
2194,2.0003,41.3349,30.0
2195,0.0169,41.334,14.0
2196,1.9985,41.3371,25.0
2197,1.9992,41.3341,34.0
2198,1.9939,41.333,59.0
2199,1.9986,41.3342,75.0
2200,1.9994,41.333,25.0
2201,2.0,41.3341,33.0
2202,-0.1312,42.6184,13.0
2203,-0.13,42.6194,11.0
2204,-0.1335,42.6183,15.0
2205,-0.1281,42.6218,12.0
2206,-0.1349,42.6181,12.0
2207,-0.1333,42.6174,13.0
2208,-0.1291,42.6177,12.0
2209,-0.133,42.6171,9.0
2210,-0.133,42.6171,8.0
2211,-0.1346,42.6194,11.0
2212,-0.1354,42.6175,12.0
2213,-0.1271,42.619,34.0
2214,-0.1302,42.6197,12.0
2215,-0.1325,42.6202,6.0
2216,-0.1245,42.6181,9.0
2217,-0.1324,42.6181,5.0
2218,-0.1301,42.6191,8.0
2219,-0.1309,42.6306,16.0
2220,-0.1328,42.6201,11.0
2221,-0.1204,42.621,17.0
2222,-0.1256,42.6172,27.0
2223,-0.1266,42.6144,15.0
2224,-0.1206,42.618,8.0
2225,-0.1195,42.6172,4.0
2226,-0.1329,42.6221,6.0
2227,-0.1137,42.617,22.0
2228,-0.1213,42.6176,10.0
2229,-0.1318,42.6192,14.0
2230,-2.3333,42.0674,40.0
2231,-4.1501,40.5665,6.0
2232,-4.1513,40.5674,15.0
2233,-4.1501,40.584,21.0
2234,-4.1167,40.7007,3.0
2235,-5.7501,37.834,5.0
2236,-3.8667,40.9007,6.0
2237,-3.75,40.6507,8.0
2238,-4.0167,39.8507,7.0
2239,-3.6667,38.834,19.0
2240,-5.3835,39.3673,1.0
2241,-5.3834,39.3673,1.0
2242,-5.7168,40.1175,1.0
2243,-5.7168,40.1174,1.0
2244,-1.9499,43.0008,10.0
2245,-2.0666,42.8175,24.0
2246,-2.3833,37.6173,23.0
2247,-2.2333,37.6506,18.0
2248,-2.3833,37.5506,4.0
2249,-2.4498,37.6006,18.0
2250,-2.4506,37.6006,27.0
2251,-2.45,37.5999,28.0
2252,-1.8666,37.0506,4.0
2253,-1.8999,37.1673,7.0
2254,-1.8999,37.0506,2.0
2255,-2.05,36.8173,14.0
2256,-2.1,36.8173,9.0
2257,-2.1166,36.7839,30.0
2258,-2.1189,37.3665,15.0
2259,-1.8999,37.4839,11.0
2260,-2.0666,37.4673,4.0
2261,-2.3666,37.0506,5.0
2262,-1.8666,37.4673,20.0
2263,-2.1166,37.3673,9.0
2264,-2.45,37.7003,27.0
2265,-2.45,37.7006,35.0
2266,-2.4553,37.7007,35.0
2267,-2.8833,37.3173,11.0
2268,-2.8667,37.2839,5.0
2269,-3.1333,37.3009,12.0
2270,-2.8333,37.2839,19.0
2271,-2.8333,37.2838,4.0
2272,-3.1167,37.2839,11.0
2273,-2.9833,37.3173,9.0
2274,-2.95,37.3339,8.0
2275,-2.9667,37.2673,4.0
2276,-3.0833,37.3173,42.0
2277,-2.8834,37.2504,6.0
2278,-2.9992,37.1673,4.0
2279,-3.15,37.3006,6.0
2280,-3.1831,37.3173,9.0
2281,-2.8667,37.2173,17.0
2282,-3.1333,37.3006,3.0
2283,-2.8333,37.3839,25.0
2284,-2.7167,37.4673,74.0
2285,-2.8333,37.4173,20.0
2286,-2.5833,37.3339,18.0
2287,-2.7649,37.483,9.0
2288,-2.7667,37.4673,21.0
2289,-2.5833,37.3673,18.0
2290,-2.5833,37.4499,22.0
2291,-2.75,37.4576,4.0
2292,-2.749,37.4704,23.0
2293,-2.7644,37.4666,18.0
2294,-2.7667,37.4673,27.0
2295,-2.8167,37.1006,21.0
2296,-2.7667,37.3506,22.0
2297,-2.7499,37.4673,15.0
2298,-5.4001,38.0506,4.0
2299,-6.5835,37.7506,1.0
2300,-4.6501,40.5174,5.0
2301,-4.6668,40.4674,18.0
2302,-4.5168,40.534,13.0
2303,-4.4001,40.5674,11.0
2304,-4.4237,40.5671,2.0
2305,-6.7002,40.2674,3.0
2306,-6.7002,40.2007,2.0
2307,-6.6002,40.2174,2.0
2308,-6.6669,40.1507,3.0
2309,-6.5002,40.1674,2.0
2310,-5.7502,40.1007,3.0
2311,-5.8335,40.034,5.0
2312,-5.7502,40.0507,13.0
2313,-5.6501,40.1174,4.0
2314,-5.4667,40.1007,2.0
2315,-5.4501,40.1174,6.0
2316,-6.3169,40.3007,3.0
2317,-6.4169,40.234,3.0
2318,-6.4669,40.4507,4.0
2319,-6.3502,40.5007,3.0
2320,-6.1835,40.5674,3.0
2321,-6.3502,40.5174,1.0
2322,-6.1843,40.5675,2.0
2323,-6.1169,40.5674,2.0
2324,-5.0168,40.3174,2.0
2325,-5.7001,40.4007,4.0
2326,-2.7,38.0006,13.0
2327,-2.7,38.0006,23.0
2328,-2.6998,37.9766,13.0
2329,-2.9266,37.9006,42.0
2330,-2.9,37.9006,30.0
2331,-3.0833,41.1507,2.0
2332,-3.1167,41.0674,2.0
2333,-3.1165,41.134,3.0
2334,-3.1001,41.5674,3.0
2335,-3.1,41.5674,5.0
2336,-3.1167,41.1345,2.0
2337,-3.0832,41.184,6.0
2338,-3.3333,41.084,4.0
2339,-2.25,40.7007,3.0
2340,-3.4,41.2507,2.0
2341,-6.3524,37.0519,2.0
2342,-6.3519,37.0503,3.0
2343,-6.3402,37.0352,6.0
2344,-2.9667,37.9006,70.0
2345,-2.9501,38.0673,75.0
2346,-2.9477,38.0662,97.0
2347,-2.9594,38.0673,78.0
2348,-2.9467,38.0667,75.0
2349,-2.6166,42.5174,25.0
2350,-6.3505,37.0496,3.0
2351,-6.4085,37.0864,8.0
2352,-2.9019,37.8985,80.0
2353,-2.8833,37.9006,61.0
