,Longitude,Latitude,pH
839,-4.0964,40.7785,5.0
840,-4.0937,40.7976,5.0
841,-4.187,40.7082,5.7
842,-3.8394,41.0145,4.4
843,-3.7992,40.9978,4.8
844,-3.8114,41.0126,4.7
845,-3.6125,41.1507,4.6
846,-3.5939,41.1638,5.0
847,-3.6935,41.0861,4.9
848,-3.7124,41.0887,4.9
849,-3.6565,41.1548,5.6
850,-3.6789,41.1083,4.9
851,-3.6843,41.1114,5.4
852,-3.6654,41.1318,5.3
853,-3.8608,41.0598,5.1
854,-3.8557,41.063,5.9
855,-4.0037,40.8821,5.2
856,-4.0439,40.88,5.5
857,-2.3959,40.7484,7.9
858,-2.4316,40.7215,8.3
859,-2.3283,40.5147,7.5
860,-2.3278,40.557,7.9
861,-2.0694,39.5299,8.1
862,-2.0772,39.5773,8.0
863,-1.6233,39.6156,8.0
864,-1.6144,39.6253,7.9
865,-1.649,39.5979,7.9
866,-2.2778,38.619,8.4
867,-2.1161,38.569,8.2
868,-2.081,38.5658,8.4
869,-2.9506,40.5739,8.1
870,-2.8756,40.4356,7.9
871,-1.2516,39.1872,8.2
872,-1.296,39.2689,8.0
873,-0.9954,38.7781,8.3
874,-1.0307,38.8052,8.2
875,-1.089,38.7795,8.3
876,-1.0786,38.7249,8.4
877,-3.2925,43.0492,6.0
878,-3.2017,42.8403,8.5
879,-3.1714,42.8208,4.9
880,-3.3806,42.7497,7.2
881,-3.0083,41.9757,5.2
882,-2.9713,42.0658,5.8
883,-3.1625,41.8384,4.3
884,-2.45,41.7591,5.4
885,-2.4333,41.7507,6.0
886,-2.4333,41.7757,6.1
887,-2.8528,41.9341,5.8
888,-2.85,41.9424,5.4
889,-2.8625,41.9341,5.9
890,-2.8083,41.8341,6.3
891,-3.0167,41.8257,6.9
892,-3.1333,41.7507,6.6
893,-1.7826,40.5994,7.8
894,-1.8161,40.4731,5.8
895,-1.7208,40.5745,6.6
896,-1.7333,40.5356,5.5
897,-1.7372,40.4998,7.0
898,-1.8889,40.4306,6.4
899,-1.8753,40.4338,6.7
900,-1.9044,40.379,7.9
901,-1.8692,40.3706,7.9
902,-1.7375,40.237,4.2
903,-1.684,40.2019,7.9
904,-1.7611,40.1473,6.1
905,-3.85,41.0507,5.7
906,-3.8334,41.0174,5.1
907,-3.8334,41.0007,4.9
908,-3.9833,40.8531,5.3
909,-3.9986,40.8717,5.6
910,-4.0369,40.8653,5.6
911,-4.1117,40.7592,5.4
912,-4.145,40.7175,5.4
913,-4.0714,40.7659,5.6
914,-4.5306,40.7606,5.7
915,-4.0606,40.7723,5.6
916,-4.1394,40.697,5.7
917,-4.1594,40.6845,5.7
918,-3.8711,40.8648,6.2
919,-3.8919,40.8448,5.6
920,-3.2195,41.2868,8.2
921,-3.2158,41.2203,5.5
922,-3.1347,41.2084,5.1
923,-5.3001,42.9841,4.5
924,-5.2882,42.9934,4.2
925,-5.2751,42.998,4.9
926,-1.9728,39.2551,8.2
927,-2.0625,39.349,7.7
928,-2.0816,38.5667,8.1
929,-1.4328,39.319,7.6
930,-2.0308,38.9349,7.9
931,-1.6556,39.2276,8.1
932,-1.6344,39.1315,7.7
933,-1.775,39.1537,8.2
934,-4.6824,40.9971,6.4
935,-4.3814,40.5162,7.0
936,-4.3833,40.4481,6.2
937,-4.3917,40.4587,6.2
938,-4.6856,40.2759,6.2
939,-4.6836,40.3178,6.1
940,-3.9472,41.6356,8.2
941,-3.9472,41.6295,7.2
942,-3.9094,41.6703,6.5
943,-3.9533,41.6245,7.3
944,-2.6175,39.3667,7.2
945,-2.55,39.3828,8.3
946,-2.1056,39.4176,8.2
947,-2.2028,39.3453,7.6
948,-2.3027,39.3465,7.1
949,-1.9092,39.4665,7.6
950,-1.9694,39.4326,7.8
951,-2.0702,39.4488,8.2
952,-1.6684,39.7963,8.1
953,-2.4569,39.344,7.6
954,-2.4236,39.3467,7.6
955,-2.3869,39.3717,8.0
956,-2.4044,39.3292,7.9
957,-4.2847,40.4564,6.1
958,-4.2667,40.3674,6.2
959,-4.4111,40.2801,6.2
960,-4.4047,40.4009,6.1
961,-4.2969,40.3725,6.4
962,-4.5658,41.262,6.4
963,-4.5578,41.257,6.3
964,-4.5059,41.1167,6.3
965,-4.3705,40.2959,5.7
966,-4.3522,40.2467,6.2
967,-4.7658,41.572,6.4
968,-4.7972,41.5828,7.6
969,-4.8227,41.5481,7.6
970,-4.7305,41.4725,7.5
971,-5.0501,41.4007,6.7
972,-4.9544,41.4707,6.8
973,-4.9638,41.4642,6.7
974,-4.568,41.4398,8.0
975,-4.5236,41.5023,8.0
976,-4.6097,41.6111,7.5
977,-5.325,41.512,6.5
978,-5.4736,41.5114,7.0
979,-5.4694,41.5056,6.7
980,-5.4992,41.5347,6.9
981,-5.4547,41.3273,7.3
982,-5.6167,41.2592,7.0
983,-5.8147,41.5336,6.0
984,-3.425,42.7591,6.1
985,-3.5417,42.7425,8.1
986,-3.4625,42.7064,8.9
987,-3.3431,42.8875,8.0
988,-2.9833,41.8341,5.7
989,-2.9967,41.8445,6.5
990,-2.7917,41.8507,6.7
991,-2.2316,41.0249,5.4
992,-2.1154,40.997,6.1
993,-1.986,40.909,5.9
994,-1.9377,39.7541,8.0
995,-1.8808,39.6634,7.8
996,-1.8125,39.812,7.1
997,-1.8422,39.8103,7.2
998,-1.675,39.9564,6.6
999,-1.6258,39.9689,6.5
1000,-2.2222,40.0854,6.5
1001,-2.2875,40.0842,8.3
1002,-2.1903,40.2412,7.0
1003,-2.1903,40.2503,6.8
1004,-4.1408,40.6667,6.3
1005,-4.2589,40.5042,6.5
1006,-4.3881,40.5634,6.2
1007,-4.4208,40.5028,6.4
1008,-4.4764,40.2737,5.9
1009,-4.4339,40.8473,6.3
1010,-4.6094,40.4106,5.8
1011,-4.7144,40.3026,5.1
1012,-4.7975,40.2959,5.3
1013,-4.8235,40.2905,5.7
1014,-5.0908,40.2009,6.2
1015,-1.3111,38.4768,5.9
1016,-1.2694,38.5043,6.3
1017,-2.3604,38.3694,7.7
1018,-4.7287,40.9712,6.6
1019,-4.7444,41.0175,6.7
1020,-4.7778,41.5239,6.5
1021,-4.5944,41.5398,6.2
1022,-4.4417,41.46,7.7
1023,-4.5144,41.5717,7.2
1024,-4.7047,41.4384,6.1
1025,-4.5278,41.4217,6.9
1026,-4.775,41.3189,7.0
1027,-4.505,41.2634,5.9
1028,-4.2078,41.255,6.0
1029,-4.0328,41.2064,6.2
1030,-3.6256,41.4564,6.6
1031,-3.5514,41.7264,6.1
1032,-3.6056,41.7634,6.1
1033,-3.6161,41.7245,5.6
1034,-3.8478,41.7731,6.7
1035,-3.8478,41.7661,6.0
1036,-2.6975,41.626,6.1
1037,-2.8936,41.5147,7.1
1038,-2.925,41.5028,6.9
1039,-2.975,41.5336,6.6
1040,-2.8647,41.512,6.4
1041,-6.2252,42.3174,5.2
1042,-6.2502,42.3091,4.5
1043,-6.2002,42.2507,5.8
1044,-4.5001,38.8173,5.5
1045,-4.1361,38.9481,6.9
1046,-3.9861,38.7176,5.3
1047,-3.4861,38.4315,5.4
1048,-3.9862,39.0507,6.8
1049,-4.3347,39.1612,6.3
1050,-4.4167,39.0007,5.9
1051,-4.3944,39.1745,5.9
1052,-3.7,39.234,6.0
1053,-3.7834,38.6173,5.9
1054,-3.1461,39.169,6.4
1055,-4.5334,39.134,5.0
1056,-4.1528,39.384,5.4
1057,-4.4195,39.4007,5.1
1058,-1.8666,40.2174,5.6
1059,-2.032,40.4065,8.2
1060,-1.9694,40.3648,6.2
1061,-1.8811,40.1346,6.8
1062,-1.8967,40.1321,8.1
1063,-2.3666,40.084,6.9
1064,-2.0195,40.2981,6.6
1065,-2.3583,40.5007,8.5
1066,-2.0926,40.182,8.1
1067,-1.6814,39.9481,6.3
1068,-2.0092,40.2467,6.7
1069,-2.8528,39.8673,8.7
1070,-2.8591,40.1553,8.0
1071,-1.9505,40.4479,6.8
1072,-1.6556,40.0037,5.7
1073,-1.9244,40.3305,7.3
1074,-2.161,39.6297,7.6
1075,-2.15,40.2507,6.6
1076,-2.3666,40.384,7.9
1077,-2.3333,41.0174,6.1
1078,-2.8528,41.1674,6.1
1079,-2.3431,41.0309,6.5
1080,-2.3,40.7507,8.3
1081,-2.3601,40.7752,8.5
1082,-2.3666,41.0174,8.1
1083,-2.9808,40.3174,7.9
1084,-1.9999,40.6674,7.0
1085,-2.7278,40.5564,8.6
1086,-1.7092,40.5884,4.9
1087,-2.7629,40.8038,8.1
1088,-2.7528,40.634,7.9
1089,-2.7986,40.7678,7.7
1090,-2.716,40.6685,8.3
1091,-3.1528,40.8648,6.2
1092,-3.4,41.0674,5.9
1093,-2.1689,40.9001,7.1
1094,-2.9645,40.7049,8.7
1095,-1.8916,40.5924,6.1
1096,-2.5998,40.7674,6.5
1097,-2.6333,40.6424,8.8
1098,-3.4,40.8507,6.0
1099,-3.1,41.1924,4.4
1100,-2.95,40.9757,5.9
1101,-2.9694,40.8537,7.7
1102,-3.3334,41.2507,5.7
1103,-3.3667,40.8507,6.4
1104,-3.1611,40.6981,8.0
1105,-3.1654,40.5516,8.0
1106,-3.1182,40.5967,8.0
1107,-3.0472,40.4527,8.6
1108,-2.9051,40.849,7.7
1109,-3.15,40.8674,6.3
1110,-3.1528,40.8674,8.2
1111,-3.135,40.8456,8.3
1112,-3.0197,40.8814,6.9
1113,-2.1211,41.0027,6.4
1114,-2.2166,40.9674,6.0
1115,-3.35,41.0341,6.1
1116,-2.2292,40.8194,8.1
1117,-2.217,40.8467,8.4
1118,-2.2194,40.8175,7.8
1119,-2.3666,40.8007,8.3
1120,-2.4166,40.7674,6.1
1121,-2.9169,40.9031,8.1
1122,-3.3167,40.8481,5.6
1123,-3.0943,40.4166,7.2
1124,-2.9644,40.8492,7.8
1125,-2.8833,40.4007,8.2
1126,-2.0944,40.3674,7.6
1127,-2.8528,40.4231,8.1
1128,-2.1194,40.6674,7.5
1129,-1.9361,40.6174,6.6
1130,-2.975,42.0007,5.4
1131,-5.0668,40.3007,5.3
1132,-4.5834,40.2174,5.6
1133,-5.1207,40.1426,5.2
1134,-2.4688,40.5145,7.9
1135,-2.1,41.0007,6.9
1136,-2.6028,41.0674,6.0
1137,-2.6071,41.0916,8.8
1138,-2.1361,40.934,5.6
1139,-2.0299,40.6648,7.5
1140,-3.2834,40.9257,6.2
1141,-2.8889,41.2564,6.7
1142,-2.5944,40.7674,6.7
1143,-2.2694,40.9507,6.0
1144,-2.5333,40.8757,7.4
1145,-2.3496,40.631,7.9
1146,-3.3,41.0007,6.5
1147,-1.9113,40.6818,8.0
1148,-3.223,41.0265,5.6
1149,-3.2167,41.0174,5.6
1150,-2.9333,40.5507,8.4
1151,-3.0611,40.7231,8.6
1152,-2.6553,40.9837,8.6
1153,-2.65,40.6541,8.7
1154,-2.0986,40.8365,7.8
1155,-3.3833,40.984,6.4
1156,-3.33,40.9362,6.6
1157,-2.5917,40.9481,6.7
1158,-2.917,40.831,8.1
1159,-1.9861,40.7731,7.5
1160,-2.2527,40.6674,6.1
1161,-3.071,40.6689,8.4
1162,-2.0045,40.7817,7.5
1163,-2.3725,40.7122,8.0
1164,-3.0667,40.984,5.5
1165,-3.2167,41.2674,7.5
1166,-2.9169,40.9031,8.2
1167,-2.8703,40.4526,8.3
1168,-3.3361,40.834,4.4
1169,-2.1166,40.734,8.3
1170,-6.2335,42.2674,5.7
1171,-6.2335,42.5577,4.6
1172,-6.2835,42.9174,4.6
1173,-5.1335,43.0008,4.4
1174,-5.5335,42.9508,5.3
1175,-6.2196,42.3007,5.1
1176,-5.7863,42.8008,5.1
1177,-4.9501,42.7008,5.0
1178,-6.8336,42.7174,4.7
1179,-3.9862,40.7174,5.6
1180,-4.2279,40.334,7.3
1181,-3.4361,40.284,7.7
1182,-3.3472,40.4868,7.5
1183,-3.6667,40.5507,6.1
1184,-3.8167,40.8965,5.8
1185,-3.6195,41.0924,5.7
1186,-3.5945,40.5257,6.7
1187,-3.725,40.859,6.3
1188,-3.5789,40.8814,5.6
1189,-3.8612,40.409,6.6
1190,-3.9911,40.7245,6.2
1191,-3.9858,40.7246,5.7
1192,-3.7695,40.984,5.6
1193,-3.7667,40.8965,6.5
1194,-3.7862,40.884,6.0
1195,-4.4168,40.3313,7.2
1196,-4.4029,40.3174,6.5
1197,-4.0445,40.6924,6.0
1198,-4.0667,40.7896,6.5
1199,-4.0695,40.7674,5.2
1200,-4.0528,40.7674,5.5
1201,-3.9334,40.634,6.4
1202,-4.2001,40.484,5.7
1203,-3.8334,40.6174,6.1
1204,-3.6,40.8674,5.8
1205,-3.55,41.0674,6.1
1206,-3.725,40.9424,5.8
1207,-3.9334,40.5507,6.5
1208,-4.1028,40.734,4.9
1209,-3.5834,40.3007,7.9
1210,-3.5667,41.034,4.2
1211,-3.45,41.084,5.5
1212,-3.65,40.784,8.7
1213,-4.1362,40.684,6.2
1214,-4.1528,40.6924,6.0
1215,-4.1362,40.6841,6.3
1216,-4.0695,40.7674,5.6
1217,-4.1362,40.684,6.4
1218,-4.0862,40.0007,5.9
1219,-3.9106,40.6258,6.6
1220,-4.0334,40.7257,4.3
1221,-3.5036,41.08,5.6
1222,-4.1084,40.4451,5.9
1223,-3.8983,40.3345,7.2
1224,-3.7834,40.8007,5.6
1225,-3.8492,40.4809,6.1
1226,-3.9028,40.7174,5.5
1227,-3.9667,40.3007,5.8
1228,-4.0333,40.6523,6.1
1229,-3.7112,40.8174,5.6
1230,-3.9862,40.7507,5.7
1231,-4.3751,40.3674,5.7
1232,-3.4667,41.034,5.4
1233,-3.5292,41.0146,5.8
1234,-3.575,41.1243,5.1
1235,-4.2334,40.491,6.2
1236,-3.85,40.884,5.8
1237,-3.7611,40.4287,6.8
1238,-3.9834,40.3674,6.7
1239,-0.1415,40.6896,7.7
1240,-0.2193,40.5535,7.1
1241,-0.2415,40.5701,8.1
1242,-0.2276,40.5396,8.0
1243,-0.3443,40.3229,7.4
1244,-0.3582,40.259,7.4
1245,-2.5166,38.3423,6.5
1246,-2.5833,38.3784,7.2
1247,-2.5166,38.309,6.6
1248,-2.5305,38.2729,7.4
1249,-2.6139,38.2562,7.1
1250,-2.5861,38.2534,7.0
1251,-2.5972,38.2423,6.8
1252,-2.6,38.2284,7.9
1253,-2.6305,38.2284,7.9
1254,-2.7528,38.0895,7.6
1255,-2.9528,37.9701,7.7
1256,-2.9167,37.9395,7.0
1257,-2.8028,37.9201,7.0
1258,-2.8361,37.8228,7.8
1259,-2.975,37.8562,6.2
1260,-2.9778,37.8395,7.9
1261,-3.0056,37.7562,6.7
1262,-2.9861,37.7117,7.2
1263,-2.55,37.9228,7.5
1264,-2.4944,37.9756,7.6
1265,-2.4389,38.0562,7.5
1266,-0.6165,38.5506,8.9
1267,-0.5377,38.659,5.3
1268,-0.5165,38.7743,7.9
1269,-0.8832,38.2673,7.7
1270,-2.46,36.92,8.7
1271,-2.9661,36.8718,8.3
1272,-2.6666,37.0006,7.9
1273,-2.4361,37.0648,8.5
1274,-5.9002,38.734,4.2
1275,-4.8334,39.2173,4.2
1276,2.5714,39.5415,7.9
1277,-5.9502,38.7507,6.4
1278,-6.8335,38.634,6.1
1279,-5.9418,38.7423,6.1
1280,-4.8584,39.234,6.1
1281,-6.8835,38.4506,6.2
1282,-2.9756,36.8034,8.2
1283,-2.5806,37.2759,7.1
1284,-2.5814,37.2726,7.0
1285,-2.5797,37.2657,6.7
1286,-2.5811,37.2521,7.0
1287,-2.5811,37.2634,6.8
1288,-2.5825,37.2543,6.7
1289,-2.5819,37.2682,7.1
1290,-2.5819,37.2701,7.2
1291,-2.5678,37.2496,6.9
1292,-2.575,37.2548,5.5
1293,-2.57,37.2526,6.6
1294,-2.58,37.2801,6.5
1295,-2.63,37.2843,7.4
1296,-2.6356,37.2848,7.5
1297,-0.171,40.734,8.0
1298,-0.1806,40.7142,8.0
1299,-0.4499,40.0479,8.2
1300,-0.4499,40.0562,8.2
1301,-0.6377,39.7923,8.0
1302,-0.6082,39.7673,8.0
1303,-1.0832,39.8868,7.9
1304,-1.0832,39.8785,8.0
1305,-1.1182,39.7923,8.1
1306,-1.0877,39.7979,8.2
1307,-0.411,38.8506,8.3
1308,-0.4999,38.859,7.7
1309,-3.75,37.684,7.8
1310,-3.1589,37.7357,8.1
1311,-3.1722,37.7351,8.3
1312,-3.1077,37.6817,8.4
1313,-3.0444,37.7645,8.0
1314,-2.941,37.7277,7.9
1315,-2.9125,37.788,8.0
1316,-2.95,37.9506,7.7
1317,-2.7953,38.0923,7.8
1318,-2.7753,38.1465,8.1
1319,-2.7611,38.1367,8.4
1320,-2.7472,38.1506,8.1
1321,-2.5861,38.1617,8.1
1322,-2.8294,38.0506,8.2
1323,-2.5878,38.3784,8.1
1324,0.0288,40.0729,7.4
1325,0.0288,40.0743,6.9
1326,-0.3472,39.667,7.4
1327,-0.4749,39.6693,8.2
1328,-0.8432,39.1437,7.5
1329,-0.9918,39.1595,8.4
1330,-1.1194,39.144,8.3
1331,-1.1091,39.1145,8.2
1332,-2.8605,37.6924,8.4
1333,-2.6072,37.9284,8.4
1334,-2.6161,37.9145,8.3
1335,-2.8559,37.4283,8.4
1336,-2.2501,37.819,7.6
1337,-2.0877,37.7589,8.3
1338,-1.9544,37.7473,7.9
1339,-1.8016,38.0595,8.5
1340,-1.744,37.9841,8.2
1341,-1.5166,37.8812,8.3
1342,-1.5111,37.8509,8.1
1343,-1.446,38.1215,8.5
1344,-1.4314,38.1393,8.1
1345,-1.2648,38.2655,8.3
1346,-1.2909,38.2655,8.1
1347,-1.1696,38.4474,8.2
1348,-0.2682,38.5348,8.2
1349,-0.3,38.4926,8.2
1350,-4.85,36.8648,7.9
1351,-4.8528,36.8482,8.6
1352,-3.95,36.8148,8.9
1353,-3.95,36.8149,8.7
1354,-3.7,36.8173,8.5
1355,-3.4208,37.2171,8.5
1356,-3.4685,37.098,8.1
1357,-3.4629,37.1012,7.3
1358,-5.9708,36.1796,7.8
1359,-5.9574,36.2061,8.0
1360,-5.9439,36.1982,8.1
1361,-6.1058,36.3129,7.8
1362,-6.1157,36.5311,8.0
1363,-6.3069,36.8565,8.1
1364,-6.3292,36.7965,6.4
1365,-5.0708,38.0268,6.7
1366,-4.8083,37.9493,6.0
1367,-4.8283,37.9809,5.6
1368,-4.8,37.9709,6.5
1369,-6.4389,37.7712,6.2
1370,-7.1481,37.3643,6.7
1371,-7.1619,37.3454,6.2
1372,-7.1194,37.3509,6.4
1373,-7.1472,37.2659,6.5
1374,-7.0263,37.2293,6.7
1375,-7.0369,37.3134,5.7
1376,-6.8392,37.1759,7.1
1377,-6.8556,37.1576,6.2
1378,-6.8278,37.2073,6.6
1379,-6.6097,37.2148,6.8
1380,-6.525,37.239,5.7
1381,-6.5042,37.1565,6.9
1382,-6.5335,37.6881,5.1
1383,-3.9847,38.142,6.0
1384,-6.3089,37.2298,7.8
1385,-6.1789,37.3112,7.3
1386,-6.1761,37.2454,8.0
1387,-6.1931,37.2398,5.6
1388,-6.2078,37.2773,5.9
1389,-0.3228,39.8573,6.5
1390,-0.2856,39.8801,7.3
1391,-0.35,39.9031,6.0
1392,-0.6472,40.0838,7.1
1393,-0.836,39.1423,8.0
1394,-0.8877,38.9229,8.3
1395,-6.6439,40.2189,4.6
1396,-6.488,40.2981,4.9
1397,-5.5064,40.0523,5.9
1398,-2.9178,37.9409,5.3
1399,-2.915,37.939,7.8
1400,-2.9083,37.952,7.7
1401,-2.7211,38.134,7.9
1402,-2.8306,38.0895,7.5
1403,-2.725,38.309,8.0
1404,-2.7083,38.2117,7.9
1405,-2.5211,38.334,7.5
1406,-3.5481,37.2599,6.3
1407,-3.8653,37.264,7.8
1408,-3.5111,37.2645,8.4
1409,-3.9536,37.2446,8.5
1410,-3.9583,37.2112,8.4
1411,-3.9758,37.2232,8.5
1412,-3.9236,36.8298,8.6
1413,-3.6857,36.9536,8.4
1414,-3.7335,36.9583,8.5
1415,-5.1492,36.4926,7.4
1416,-5.1419,36.5051,7.7
1417,-5.1847,36.4746,7.1
1418,-5.4589,36.5718,5.6
1419,-5.5322,36.5135,5.6
1420,-0.0196,38.8256,7.7
1421,-0.7349,38.3326,8.2
1422,-0.7432,38.3345,8.1
1423,-0.7961,38.4934,8.2
1424,-0.7583,38.4981,8.0
1425,-0.7167,38.5301,8.4
1426,-2.7877,37.3644,7.3
1427,-2.7775,37.3585,7.0
1428,-2.7643,37.3705,7.5
1429,-5.6113,40.084,5.6
1430,-5.9029,40.0901,5.5
1431,-5.7585,40.084,5.5
1432,-5.8021,40.334,4.5
1433,-5.8779,40.259,5.5
1434,-5.7196,39.7007,4.4
1435,-5.0501,39.4193,5.9
1436,-5.3807,40.1896,5.5
1437,-5.3862,40.134,5.6
1438,-4.9862,39.3673,5.4
1439,-6.6863,39.3507,5.7
1440,-6.6862,39.3507,5.2
1441,-6.4613,39.5257,6.5
1442,-6.7085,40.209,4.8
1443,-5.3644,36.7501,7.9
1444,-5.6696,36.6173,7.4
1445,0.0502,40.584,8.1
1446,0.1127,40.1135,7.1
1447,0.0502,40.6507,7.6
1448,-4.9334,38.1173,5.1
1449,-4.2167,38.2423,5.6
1450,-6.3526,40.193,4.7
1451,-7.2986,39.3637,5.0
1452,-7.2699,39.3433,4.5
1453,-7.2459,39.3262,4.7
1454,-5.3603,39.4826,4.5
1455,-5.3445,39.4051,4.5
1456,-5.4103,39.5904,5.5
1457,-5.4536,39.5129,4.4
1458,-5.585,39.3876,5.3
1459,-5.3444,39.4717,4.5
1460,-5.3523,39.4523,4.1
1461,-5.3374,39.4138,4.8
1462,-6.7818,40.2219,4.4
1463,-6.7876,40.1947,4.6
1464,-6.2985,40.2963,4.5
1465,-5.8679,40.2676,5.1
1466,-5.8767,40.2586,4.8
1467,-5.7869,40.0565,4.5
1468,-6.3382,40.3398,4.2
1469,-6.7846,40.2259,4.7
1470,-6.2772,40.2967,4.2
1471,-5.8621,40.3267,5.2
1472,-5.8295,40.3221,5.5
1473,-5.3355,39.4713,4.5
1474,-6.3869,40.3813,4.3
1475,-6.2635,40.3586,4.4
1476,-6.7783,40.2392,4.5
1477,-5.67,40.2689,5.2
1478,-5.7373,40.2164,4.8
1479,-3.4833,37.2648,7.7
1480,-3.4334,36.9673,6.4
1481,-3.4,36.9506,6.1
1482,-2.8694,37.3839,7.5
1483,-3.5069,37.1713,6.6
1484,-3.4334,37.1506,7.3
1485,-3.2167,37.1339,6.6
1486,-6.4155,39.007,5.2
1487,-5.9002,40.2174,6.1
1488,-6.4481,37.5801,6.0
1489,-6.403,37.2506,7.0
1490,-6.7502,37.1173,7.0
1491,-3.0167,37.884,7.7
1492,-2.7833,38.1173,7.6
1493,-2.8603,38.2173,8.1
1494,-3.6045,37.7006,8.3
1495,-3.4361,38.2756,6.3
1496,-3.0378,37.7842,7.8
1497,-3.3695,38.3506,7.1
1498,-3.2611,38.2756,6.0
1499,-3.65,40.984,5.2
1500,-3.22,40.4618,8.3
1501,-3.4917,40.859,8.3
1502,-3.6167,40.7757,5.9
1503,-3.8225,40.9374,5.4
1504,-3.8,40.4007,5.5
1505,-3.8834,40.866,6.0
1506,-3.8814,40.9282,6.3
1507,-3.5695,40.2757,7.5
1508,-3.5834,40.8396,8.2
1509,-3.8806,40.5674,6.2
1510,-3.225,40.5138,8.4
1511,-4.3504,40.2904,5.1
1512,-3.9334,40.3757,6.4
1513,-4.1727,40.517,6.4
1514,-4.1501,40.6007,5.9
1515,-4.1667,40.609,5.7
1516,-4.3306,40.3785,6.5
1517,-4.3126,40.3299,6.2
1518,-4.3001,40.3507,6.6
1519,-4.3501,40.284,5.9
1520,-4.3029,40.4007,6.6
1521,-3.7473,41.0452,6.0
1522,-4.0306,40.3604,6.9
1523,-3.8056,40.7496,5.2
1524,-4.3917,40.3757,5.9
1525,-4.2862,40.5513,6.1
1526,-3.7084,41.0452,5.5
1527,-4.0809,36.9345,8.2
1528,-4.9168,36.6206,6.1
1529,-5.0168,36.6989,7.5
1530,-4.9692,36.752,7.5
1531,-4.9354,37.0103,6.4
1532,-0.8416,37.6012,7.9
1533,-1.9805,38.1484,8.2
1534,-1.5627,37.8423,8.3
1535,-2.2027,42.9341,4.7
1536,-2.0805,42.7591,8.3
1537,-1.5166,43.0508,6.2
1538,-0.9193,42.8563,6.3
1539,-1.6695,43.1667,5.1
1540,-1.5194,43.2674,5.5
1541,-2.1478,42.9247,4.7
1542,-7.9864,42.1452,5.4
1543,-6.2002,43.5675,4.3
1544,-5.1682,43.4536,5.2
1545,-4.7168,42.9174,4.7
1546,-4.3334,42.9358,4.8
1547,-4.4001,42.5591,5.6
1548,-4.8833,42.8009,4.9
1549,-4.7779,42.6194,4.9
1550,-4.7334,42.5563,5.9
1551,-4.8834,42.8535,5.0
1552,-8.6531,42.4174,4.9
1553,-8.8003,42.1507,4.8
1554,-8.7448,42.0257,5.5
1555,-2.42,42.1563,6.7
1556,-2.5194,42.4494,8.1
1557,-2.5833,42.0774,6.4
1558,-2.5889,42.2758,6.5
1559,-2.7194,42.2007,4.9
1560,-2.6861,42.1841,5.4
1561,-2.8333,42.3027,5.0
1562,-2.5569,42.3216,8.7
1563,-2.3694,42.1507,5.5
1564,-6.0699,40.434,4.9
1565,-6.1502,40.5424,4.6
1566,-5.7529,40.334,5.3
1567,-6.353,40.8674,5.0
1568,-5.9174,40.5799,5.5
1569,-6.1946,40.5493,4.5
1570,-6.0593,40.479,5.4
1571,-6.528,40.3687,5.6
1572,-3.9195,43.3966,5.8
1573,-3.9612,43.3841,4.9
1574,-4.0001,43.4341,8.4
1575,-4.0251,43.2508,6.5
1576,-4.2936,43.124,4.3
1577,-4.089,41.2424,6.0
1578,-4.4029,41.0257,6.4
1579,-4.2834,41.0549,5.9
1580,-4.4195,40.8674,6.1
1581,-4.0001,41.3007,6.9
1582,-3.8653,41.1924,5.1
1583,-4.2834,41.3674,6.0
1584,-4.2279,40.7007,5.4
1585,-4.2006,40.7063,6.4
1586,-4.1528,40.7007,5.1
1587,-4.234,40.7007,5.6
1588,-4.2195,41.5007,6.5
1589,-4.1737,40.741,5.6
1590,-3.6723,41.2946,8.4
1591,-4.3917,41.3216,5.8
1592,-4.1723,41.3313,6.3
1593,-4.2626,41.3216,5.5
1594,-4.507,40.8721,5.9
1595,-4.1167,40.8674,6.0
1596,-4.1281,40.956,5.6
1597,-4.1028,41.3132,6.7
1598,-3.6,41.5507,8.1
1599,-4.2862,40.7757,5.9
1600,-4.1445,40.8007,4.8
1601,-3.8081,41.1368,8.1
1602,-4.3001,41.1674,6.4
1603,-3.45,41.2841,6.1
1604,-3.9417,41.1757,6.4
1605,-3.4278,41.5007,5.6
1606,-3.4611,41.2382,6.1
1607,-3.5417,41.3257,5.8
1608,-3.4095,41.2174,4.5
1609,-4.4195,41.4452,6.6
1610,-4.0723,40.8332,6.0
1611,-4.0112,40.7896,5.3
1612,-4.1501,40.884,6.6
1613,-3.9431,40.9859,6.5
1614,-3.5584,41.1715,5.0
1615,-3.7639,41.3016,8.3
1616,-3.7351,41.3009,8.8
1617,-4.3956,41.4118,8.9
1618,-4.0195,40.7507,5.9
1619,-4.5284,41.159,5.6
1620,-3.9962,40.9507,4.4
1621,-4.0278,41.2007,6.3
1622,-3.9689,41.2818,4.8
1623,-4.1278,40.9785,6.4
1624,-6.0418,37.8006,5.8
1625,-5.7015,37.809,6.0
1626,-6.0296,37.3526,7.8
1627,0.3419,40.7885,8.3
1628,1.1227,41.3188,8.2
1629,-1.6249,40.2924,8.3
1630,-1.3999,40.534,7.8
1631,-1.6194,40.5174,5.1
1632,-1.0582,40.8257,6.7
1633,-1.5666,40.934,8.1
1634,-1.3527,40.3174,5.4
1635,-1.3582,40.384,6.3
