,Longitude,Latitude,Mg [mg/kg]
827,-6.5835,42.9508,146.0
828,-4.8334,41.0674,171.0
829,-4.9501,41.1007,915.0
830,-5.0501,40.884,49.0
831,-4.9668,40.9507,61.0
832,-4.9668,40.9674,708.0
833,-5.1835,40.4174,512.0
834,-5.0168,40.5174,439.0
835,-4.8334,40.6007,49.0
836,-4.7334,40.5174,305.0
837,-4.5168,40.5507,964.0
838,-4.4334,40.584,964.0
839,-4.2167,40.634,85.0
840,-5.0812,40.3576,73.0
841,-4.9879,40.394,159.0
842,-4.7668,40.5007,927.0
843,-4.4654,40.3882,122.0
844,-5.6668,40.3007,329.0
845,-5.2301,40.279,146.0
846,-5.1665,40.2262,49.0
847,-5.1626,40.2382,12.0
848,-5.1209,40.2187,73.0
849,-5.0932,40.259,49.0
850,-5.0334,40.284,293.0
851,-5.0168,40.3174,159.0
852,-4.8501,40.3007,61.0
853,-4.8001,40.3007,85.0
854,-5.3321,40.1479,49.0
855,-5.2501,40.134,122.0
856,-5.2501,40.1174,49.0
857,-5.0501,40.184,622.0
858,-5.1001,40.2507,268.0
859,-5.1001,40.2007,195.0
860,-5.1334,40.184,98.0
861,-5.0112,40.3285,85.0
862,-4.7668,40.6507,244.0
863,-4.7668,40.6507,159.0
864,-5.0834,39.3673,207.0
865,-5.0668,39.2673,134.0
866,-6.853,39.0812,232.0
867,-6.853,38.7912,1501.0
868,-6.8483,38.794,293.0
869,-6.8463,38.7893,146.0
870,-6.8424,38.794,220.0
871,-6.6169,38.8673,73.0
872,-6.5835,38.834,854.0
873,-6.0835,38.884,537.0
874,-5.6501,39.0173,915.0
875,-5.2668,38.984,146.0
876,-6.9669,38.7173,427.0
877,-6.6835,38.8006,122.0
878,-6.4335,38.8006,793.0
879,-6.4057,38.7212,1440.0
880,-6.3657,38.7029,1196.0
881,-5.7501,38.784,12.0
882,-6.9002,38.5506,98.0
883,-6.8335,38.5465,110.0
884,-6.8002,38.634,305.0
885,-6.3168,38.584,293.0
886,-6.2835,38.5506,403.0
887,-5.8668,38.584,439.0
888,-5.6501,38.634,134.0
889,-5.5168,38.6173,146.0
890,-6.8169,38.4173,281.0
891,-6.6002,38.434,268.0
892,-6.5169,38.4006,85.0
893,-6.2502,37.984,207.0
894,-5.8502,38.484,159.0
895,-7.0835,38.234,390.0
896,-7.0002,38.284,146.0
897,-6.7835,38.3173,439.0
898,-6.6896,38.2251,220.0
899,-6.6558,38.194,171.0
900,-6.4835,38.2173,110.0
901,-5.7168,38.284,220.0
902,-6.5669,38.134,317.0
903,-6.5335,38.034,122.0
904,1.8003,42.1841,98.0
905,2.3253,41.8118,122.0
906,2.3892,41.7785,85.0
907,2.3336,41.7674,195.0
908,2.3947,41.7285,61.0
909,2.4392,41.7618,390.0
910,1.5169,41.5174,439.0
911,1.4336,41.5007,256.0
912,2.367,41.534,110.0
913,2.317,41.5007,366.0
914,2.3586,41.5368,342.0
915,2.3586,41.5229,305.0
916,1.553,41.4515,134.0
917,1.6749,41.428,146.0
918,1.6269,41.3515,244.0
919,1.8669,41.4007,171.0
920,1.9305,41.3889,793.0
921,1.9503,41.334,2367.0
922,1.9169,41.3007,1281.0
923,2.0108,41.3302,268.0
924,1.9528,41.2882,256.0
925,1.9455,41.2696,73.0
926,2.367,41.6841,232.0
927,-3.8167,42.9174,98.0
928,-3.4,42.9674,12.0
929,-3.0668,42.1341,110.0
930,-3.0667,42.1341,24.0
931,-3.0167,42.0424,37.0
932,-3.2833,41.9507,293.0
933,-3.0333,41.9841,793.0
934,-3.0167,41.9841,49.0
935,-3.9334,41.7507,842.0
936,-3.8834,41.7674,24.0
937,-3.8667,41.7507,183.0
938,-3.8834,41.7007,122.0
939,-3.8,41.7674,49.0
940,-3.7667,41.7341,159.0
941,-3.6334,41.7841,122.0
942,-3.7334,41.7007,98.0
943,-3.6834,41.7174,573.0
944,-3.6334,41.7341,24.0
945,-3.6167,41.7841,329.0
946,-3.5,41.7507,146.0
947,-3.5167,41.7007,183.0
948,-3.45,41.7007,232.0
949,-3.8167,41.6507,329.0
950,-3.5667,41.6341,122.0
951,-3.5167,41.6841,73.0
952,-3.0333,41.9841,49.0
953,-3.45,43.1174,12.0
954,-3.9667,41.8174,61.0
955,-3.9501,41.7507,817.0
956,-3.55,41.7674,73.0
957,-6.2502,40.3507,24.0
958,-6.6919,40.2424,293.0
959,-6.5835,40.2174,12.0
960,-6.5002,40.2507,134.0
961,-6.1502,40.2174,268.0
962,-5.7001,40.2674,220.0
963,-6.4669,40.034,256.0
964,-5.8668,40.134,378.0
965,-5.8335,40.134,232.0
966,-5.5668,40.1507,134.0
967,-5.6001,40.0174,61.0
968,-5.5835,39.6673,598.0
969,-6.5946,39.2701,195.0
970,-6.5002,39.284,171.0
971,-6.0168,39.1507,12.0
972,-5.8835,40.2507,98.0
973,-5.8668,40.234,232.0
974,-6.8669,40.2174,329.0
975,-6.7669,40.234,317.0
976,-6.7835,40.2174,220.0
977,-5.5668,40.1007,146.0
978,-6.7835,40.184,146.0
979,-6.6335,40.2174,195.0
980,-6.0668,40.234,244.0
981,-6.5835,40.0174,232.0
982,-6.5669,40.0174,146.0
983,-6.5502,40.034,549.0
984,-6.5502,40.0174,256.0
985,-6.5502,40.0007,171.0
986,-5.6835,40.0174,525.0
987,-5.5668,40.034,49.0
988,-5.5335,40.0674,61.0
989,-5.4335,40.1007,61.0
990,-5.4335,40.0507,85.0
991,-5.4001,40.1174,85.0
992,-6.5669,39.984,85.0
993,-6.3169,39.984,37.0
994,-6.3169,39.9173,12.0
995,-6.4002,39.9507,134.0
996,-6.3835,39.9007,586.0
997,-5.7001,36.9006,110.0
998,-5.1168,36.9673,1135.0
999,-5.1001,36.9173,1696.0
1000,-5.1168,36.9506,207.0
1001,-6.1835,36.7506,98.0
1002,-6.0502,36.7006,427.0
1003,-5.6668,36.7673,12.0
1004,-5.6168,36.8006,12.0
1005,-5.5835,36.8173,24.0
1006,-5.4335,36.3006,842.0
1007,-5.4001,36.2506,24.0
1008,-5.3946,36.1837,171.0
1009,-4.2834,43.3675,98.0
1010,-3.775,43.3958,244.0
1011,-3.6167,43.3841,73.0
1012,-3.45,43.3841,37.0
1013,-3.2667,43.3841,85.0
1014,-4.0923,43.3575,49.0
1015,-4.5334,43.3175,73.0
1016,-4.6168,43.2341,122.0
1017,-4.2667,43.2341,232.0
1018,-4.347,43.3338,37.0
1019,-4.2334,43.2841,24.0
1020,-3.9501,43.2008,61.0
1021,-3.8,43.1841,49.0
1022,-3.75,43.2675,85.0
1023,-3.6334,43.3008,73.0
1024,-3.6,43.2174,183.0
1025,-3.7909,43.1986,24.0
1026,-3.4667,43.3008,73.0
1027,-4.7001,43.1508,207.0
1028,-4.7168,43.0841,98.0
1029,-4.5168,43.1341,49.0
1030,-4.3501,43.1008,98.0
1031,-4.2501,43.1341,12.0
1032,-4.2445,43.0897,207.0
1033,-4.0834,43.1174,61.0
1034,-3.75,43.1341,61.0
1035,-3.9328,43.1533,98.0
1036,-3.45,43.1508,98.0
1037,-4.0167,42.8841,500.0
1038,-3.9667,42.8508,366.0
1039,-0.1665,40.7507,329.0
1040,-0.1332,40.6174,159.0
1041,-0.0832,40.6507,98.0
1042,-0.0498,40.6007,122.0
1043,0.0002,40.584,85.0
1044,0.2168,40.584,1476.0
1045,0.3835,40.3674,85.0
1046,-0.2999,40.3007,85.0
1047,0.0668,40.284,110.0
1048,-0.1498,39.784,61.0
1049,-0.3999,40.1507,476.0
1050,-0.3165,40.1174,61.0
1051,-0.4665,40.0507,37.0
1052,0.0668,40.134,61.0
1053,-0.0498,39.884,342.0
1054,-0.5665,39.8007,476.0
1055,-0.1998,39.7507,281.0
1056,-0.1637,39.7673,329.0
1057,-4.887,39.4451,195.0
1058,-4.7801,39.4465,73.0
1059,-4.6668,39.3673,61.0
1060,-3.2167,39.4007,49.0
1061,-2.9333,39.3507,73.0
1062,-3.7334,39.2673,293.0
1063,-3.5667,39.234,98.0
1064,-3.4334,39.2673,24.0
1065,-3.1833,39.3173,293.0
1066,-2.8667,39.284,61.0
1067,-4.1765,39.0523,171.0
1068,-4.157,39.0348,2037.0
1069,-3.2417,39.1118,5026.0
1070,-3.1167,39.1173,134.0
1071,-3.8334,38.834,122.0
1072,-3.6945,38.8687,49.0
1073,-3.6536,38.9257,439.0
1074,-3.3947,38.837,878.0
1075,-3.2667,38.884,24.0
1076,-4.0801,38.734,732.0
1077,-3.8956,38.722,683.0
1078,-3.4334,38.8006,1415.0
1079,-3.0167,38.7006,159.0
1080,-2.9833,38.8173,110.0
1081,-2.8667,38.7673,85.0
1082,-3.6,38.634,342.0
1083,-3.8903,38.5826,98.0
1084,-3.4667,38.6006,329.0
1085,-3.4834,38.6006,256.0
1086,-3.2833,38.584,183.0
1087,-3.4639,39.259,207.0
1088,-3.3333,38.8173,317.0
1089,-3.4084,38.8006,159.0
1090,-3.0167,39.1895,98.0
1091,-3.1542,39.3173,98.0
1092,-4.8834,38.4006,195.0
1093,-4.9334,38.3506,98.0
1094,-4.8168,38.3979,146.0
1095,-4.8043,38.3562,122.0
1096,-4.7584,38.3812,183.0
1097,-4.7376,38.3451,37.0
1098,-4.6501,38.3506,85.0
1099,-4.5834,38.4006,878.0
1100,-4.5459,38.4534,110.0
1101,-4.5904,38.409,317.0
1102,-4.6001,38.3673,61.0
1103,-5.3335,38.2673,61.0
1104,-4.8834,38.2006,122.0
1105,-4.9001,38.0173,195.0
1106,-4.8334,38.0506,220.0
1107,-4.4001,38.0506,24.0
1108,-4.8001,37.984,146.0
1109,-4.8001,37.8673,293.0
1110,-5.0765,37.8034,268.0
1111,-5.0168,37.784,171.0
1112,-4.7834,37.8173,781.0
1113,-4.7834,37.7673,622.0
1114,-4.9334,37.5173,232.0
1115,-4.3667,37.3173,817.0
1116,-7.9975,43.6994,354.0
1117,-8.117,43.6008,378.0
1118,-7.9836,43.5841,244.0
1119,-7.8336,43.5675,244.0
1120,-8.8337,43.2174,195.0
1121,-8.767,43.2174,61.0
1122,-8.3836,43.2841,110.0
1123,-8.2003,43.3008,195.0
1124,-8.2072,43.3105,842.0
1125,-8.1336,43.3174,464.0
1126,-8.0836,43.1841,854.0
1127,-7.967,43.1841,37.0
1128,-8.7337,43.1174,708.0
1129,-8.6837,43.0994,61.0
1130,-8.5837,43.1341,268.0
1131,-8.5003,43.1174,305.0
1132,-8.0836,43.1341,37.0
1133,-8.017,43.0674,73.0
1134,-8.0003,43.0841,49.0
1135,-9.0837,42.8508,244.0
1136,-9.0504,42.8841,24.0
1137,-9.017,42.9508,85.0
1138,-8.6837,42.8841,244.0
1139,-8.567,42.9008,37.0
1140,-8.367,42.8841,37.0
1141,-8.017,42.898,98.0
1142,-8.867,42.7508,134.0
1143,-8.7503,42.8008,146.0
1144,-8.7003,42.8174,85.0
1145,-8.7837,42.7841,171.0
1146,-8.7003,42.7341,220.0
1147,-2.55,40.3507,793.0
1148,-2.2333,40.4674,159.0
1149,-1.8666,40.4007,24.0
1150,-1.8499,40.384,915.0
1151,-1.9166,40.384,598.0
1152,-2.8333,40.2007,378.0
1153,-2.55,40.2174,366.0
1154,-2.0333,40.2507,244.0
1155,-1.9166,40.2507,781.0
1156,-1.9166,40.2174,317.0
1157,-1.8333,40.2507,488.0
1158,-3.0667,40.0507,73.0
1159,-2.55,40.134,207.0
1160,-2.5166,40.1174,171.0
1161,-2.3666,40.084,159.0
1162,-2.1,40.1674,122.0
1163,-2.0333,40.1674,256.0
1164,-2.0333,40.1673,98.0
1165,-1.9499,40.034,232.0
1166,-1.8999,40.034,1244.0
1167,-1.6666,40.1007,122.0
1168,-1.6666,40.0507,183.0
1169,-2.0333,39.884,37.0
1170,-1.9833,39.9674,195.0
1171,-1.9833,39.9507,256.0
1172,-1.9333,39.984,146.0
1173,-1.9333,39.9674,195.0
1174,-1.6833,39.984,244.0
1175,-2.9,39.8173,317.0
1176,-2.7167,39.4673,878.0
1177,-2.7833,40.284,159.0
1178,-2.4333,40.2007,183.0
1179,-1.7963,40.4118,207.0
1180,-1.7708,40.2124,915.0
1181,-1.7944,40.3813,73.0
1182,2.1336,42.2341,598.0
1183,2.4906,42.2144,244.0
1184,2.7003,42.2841,268.0
1185,2.6837,42.2674,634.0
1186,2.2003,42.3174,647.0
1187,2.5198,42.1521,134.0
1188,2.5503,42.1507,244.0
1189,2.4281,41.8424,49.0
1190,2.4225,41.8396,85.0
1191,2.7837,41.9841,281.0
1192,2.7837,41.9507,146.0
1193,2.7642,41.8368,1171.0
1194,3.017,41.9507,403.0
1195,3.0337,41.9341,73.0
1196,3.1672,41.9201,195.0
1197,2.7156,41.7696,49.0
1198,2.7503,42.1507,464.0
1199,-2.55,37.6506,342.0
1200,-2.45,37.7506,451.0
1201,-2.4333,37.8173,390.0
1202,-3.6,37.4228,561.0
1203,-3.5667,37.4006,98.0
1204,-3.3,37.4006,110.0
1205,-2.7667,37.4839,122.0
1206,-2.7667,37.3673,98.0
1207,-2.5833,37.4506,390.0
1208,-3.7334,37.1673,390.0
1209,-3.55,37.2506,122.0
1210,-3.55,37.2673,85.0
1211,-3.5167,37.2673,1025.0
1212,-4.1001,37.3173,146.0
1213,-3.1833,37.3172,317.0
1214,-3.0667,37.3173,244.0
1215,-3.1833,37.2673,354.0
1216,-2.8833,37.2506,98.0
1217,-3.1167,37.2339,73.0
1218,-3.0167,37.1839,586.0
1219,-4.0834,37.1673,268.0
1220,-2.8167,37.3339,317.0
1221,-4.0834,37.0506,134.0
1222,-4.0334,37.0839,317.0
1223,-4.0334,37.0173,915.0
1224,-3.9167,37.084,1549.0
1225,-3.4834,37.0506,256.0
1226,-3.4667,37.1006,61.0
1227,-3.3834,37.1006,695.0
1228,-3.25,37.1506,12.0
1229,-3.2833,37.0173,183.0
1230,-3.0833,37.0173,110.0
1231,-3.0667,37.1506,24.0
1232,-3.8,36.9839,342.0
1233,-3.3,36.9006,207.0
1234,-3.2833,36.9839,1854.0
1235,-3.0833,36.9506,244.0
1236,-3.15,36.8673,183.0
1237,-3.05,36.8839,159.0
1238,-3.5167,36.7839,293.0
1239,-3.6,36.7839,146.0
1240,-3.55,36.7673,122.0
1241,-3.3653,36.7806,134.0
1242,-3.3686,36.7609,244.0
1243,-3.3661,36.7417,122.0
1244,-2.575,37.634,451.0
1245,-2.55,37.6339,403.0
1246,-2.55,37.6339,854.0
1247,-2.5499,37.6339,695.0
1248,-2.5847,37.6423,756.0
1249,-3.7166,37.1006,671.0
1250,-3.2833,41.084,24.0
1251,-3.2333,41.0507,73.0
1252,-3.2722,40.8618,708.0
1253,-3.1333,40.9007,281.0
1254,-3.1,40.9507,342.0
1255,-2.7167,40.884,293.0
1256,-3.4278,40.709,195.0
1257,-3.1167,40.7674,1074.0
1258,-3.0833,40.7674,268.0
1259,-2.9833,40.784,244.0
1260,-2.9667,40.7674,73.0
1261,-2.6667,40.8007,159.0
1262,-1.6999,40.7507,73.0
1263,-1.6499,40.8007,73.0
1264,-1.5499,40.784,146.0
1265,-3.3167,40.6007,207.0
1266,-3.1708,40.5326,378.0
1267,-3.2458,40.9146,73.0
1268,-3.15,40.734,220.0
1269,-3.3167,40.6007,61.0
1270,-3.2917,41.059,378.0
1271,-3.1,40.934,207.0
1272,-3.4167,40.7049,49.0
1273,-2.8667,40.7674,1013.0
1274,-3.1667,40.5674,220.0
1275,-3.0667,40.9924,122.0
1276,-1.8333,43.3675,439.0
1277,-1.7833,43.0341,134.0
1278,-2.4166,43.2174,232.0
1279,-2.35,43.2841,85.0
1280,-2.2677,43.2107,244.0
1281,-2.2002,43.3008,244.0
1282,-2.0833,43.2841,244.0
1283,-1.7833,43.2841,159.0
1284,-2.5333,43.0008,183.0
1285,-2.5,43.0341,37.0
1286,-2.8333,43.2675,171.0
1287,-2.7,43.3175,220.0
1288,-2.35,43.0841,244.0
1289,-2.2166,43.1508,37.0
1290,-2.25,43.0841,244.0
1291,-2.2666,43.0341,390.0
1292,-2.1166,43.0508,183.0
1293,-2.0499,43.1341,244.0
1294,-1.9333,43.1508,122.0
1295,-2.4166,43.0008,244.0
1296,-6.6727,38.0728,171.0
1297,-6.4366,38.0092,793.0
1298,-7.1169,37.9673,281.0
1299,-7.0569,37.8392,317.0
1300,-6.4059,36.9166,244.0
1301,-6.8685,37.9459,854.0
1302,-6.8685,37.9328,1305.0
1303,-6.7335,37.8673,732.0
1304,-6.6269,37.949,329.0
1305,-6.5835,37.8673,256.0
1306,-6.4724,37.8837,476.0
1307,-6.2002,37.9173,146.0
1308,-7.1419,37.7687,903.0
1309,-6.9155,37.6687,549.0
1310,-6.8935,37.7164,732.0
1311,-6.7155,37.7728,281.0
1312,-6.7127,37.7256,37.0
1313,-6.5835,37.7839,37.0
1314,-6.5669,37.5751,1854.0
1315,-7.121,37.5751,37.0
1316,-7.121,37.5895,61.0
1317,-6.9169,37.5534,183.0
1318,-7.0002,37.3503,73.0
1319,-6.4669,37.4006,49.0
1320,-6.3724,37.3728,110.0
1321,-6.9335,37.2007,1537.0
1322,-6.8502,37.2006,1574.0
1323,-6.7335,37.2006,73.0
1324,-6.5835,37.1839,12.0
1325,-6.4962,37.2505,37.0
1326,-6.4335,37.2839,85.0
1327,-6.5169,37.2173,110.0
1328,-6.5002,37.2006,110.0
1329,-6.8169,37.1506,24.0
1330,-6.5044,37.017,146.0
1331,-0.7332,42.8341,1037.0
1332,-0.7165,42.8508,256.0
1333,-0.3998,42.7841,220.0
1334,-0.2332,42.7841,952.0
1335,-0.8499,42.6063,488.0
1336,-0.8499,42.6008,378.0
1337,-0.7499,42.5508,366.0
1338,-0.5499,42.5508,317.0
1339,-0.4665,42.5341,122.0
1340,0.0168,42.6341,98.0
1341,-0.0498,42.6008,61.0
1342,0.6169,42.5841,244.0
1343,-0.5832,42.4674,244.0
1344,0.1502,42.4674,37.0
1345,0.0335,42.4341,586.0
1346,-0.4665,42.4508,976.0
1347,0.5502,42.4841,342.0
1348,-0.6999,42.4008,390.0
1349,-0.6499,42.3007,500.0
1350,-0.7499,42.0007,305.0
1351,-0.2707,41.8702,24.0
1352,-0.1998,41.8868,12.0
1353,-0.4499,41.7507,12.0
1354,0.0668,42.6008,98.0
1355,0.0168,42.5841,146.0
1356,-0.1332,42.5341,98.0
1357,0.3002,42.6008,122.0
1358,0.2335,42.6174,183.0
1359,0.3835,42.5674,49.0
1360,0.3502,42.5841,98.0
1361,-2.7592,38.509,85.0
1362,-3.9303,38.1656,159.0
1363,-2.7,38.5006,220.0
1364,-2.6166,38.5006,256.0
1365,-2.6,38.4006,342.0
1366,-3.9042,38.3145,708.0
1367,-4.2334,38.0673,268.0
1368,-4.1042,38.037,183.0
1369,-4.0973,38.0437,1342.0
1370,-4.0576,38.0356,952.0
1371,-4.0142,38.0437,232.0
1372,-3.9981,38.1117,98.0
1373,-3.92,38.0659,171.0
1374,-3.8839,38.1012,110.0
1375,-3.8834,38.134,85.0
1376,-3.6534,38.3251,464.0
1377,-3.7667,38.0006,85.0
1378,-2.9,38.0506,476.0
1379,-4.0345,37.964,525.0
1380,-3.8667,37.9395,232.0
1381,-3.7456,37.9834,329.0
1382,-3.0667,37.834,268.0
1383,-2.9,37.9673,598.0
1384,-3.8175,37.7645,451.0
1385,-3.8167,37.7506,598.0
1386,-3.85,37.734,232.0
1387,-3.8167,37.7173,232.0
1388,-3.0,37.8006,256.0
1389,-2.9,42.3508,12.0
1390,-2.1138,42.4091,183.0
1391,-1.8527,42.2202,305.0
1392,-2.0166,42.1174,122.0
1393,-6.0502,43.0508,37.0
1394,-5.0501,43.1341,549.0
1395,-5.0334,43.1008,134.0
1396,-4.8668,43.1174,73.0
1397,-5.1501,42.7174,37.0
1398,-5.6168,42.4008,305.0
1399,-5.5668,42.3507,207.0
1400,-5.5001,42.4008,366.0
1401,-5.4668,42.4174,268.0
1402,-4.9834,42.4674,12.0
1403,-6.2169,42.3174,366.0
1404,-6.1168,42.3007,195.0
1405,-5.5668,42.2341,220.0
1406,-5.4001,42.3007,525.0
1407,-5.4001,42.2841,500.0
1408,-5.3835,42.2674,329.0
1409,-5.8168,42.1507,342.0
1410,-5.6168,42.8008,293.0
1411,-5.3668,42.2841,37.0
1412,-5.4335,42.3841,342.0
1413,-5.0334,42.6341,37.0
1414,1.0002,42.5674,24.0
1415,1.0169,42.5674,12.0
1416,1.4003,42.5508,24.0
1417,1.4341,41.8796,122.0
1418,1.4003,41.8007,891.0
1419,1.3752,41.7196,390.0
1420,0.5335,41.5341,256.0
1421,1.2975,41.6052,903.0
1422,1.3919,41.7757,195.0
1423,1.4003,41.7757,49.0
1424,1.4003,41.7841,220.0
1425,1.3919,41.7924,427.0
1426,0.6002,41.5591,49.0
1427,1.6808,42.4199,256.0
1428,1.4286,42.5908,244.0
1429,0.5835,41.5257,49.0
1430,0.4169,41.3174,134.0
1431,-7.6336,43.0008,37.0
1432,-7.3336,43.5841,110.0
1433,-7.0669,43.5341,244.0
1434,-7.7503,43.3508,12.0
1435,-7.3836,43.4675,256.0
1436,-7.0836,43.4341,244.0
1437,-7.7336,43.2174,1647.0
1438,-7.5336,43.2674,12.0
1439,-7.4669,43.2841,12.0
1440,-7.4836,43.2674,439.0
1441,-7.4336,43.2008,85.0
1442,-7.5003,43.0508,73.0
1443,-7.8003,43.0841,24.0
1444,-7.6169,43.1508,98.0
1445,-7.6003,43.1008,24.0
1446,-7.4669,43.1508,24.0
1447,-7.4836,43.1174,12.0
1448,-7.4669,43.1174,12.0
1449,-7.5003,43.0841,24.0
1450,-7.7336,42.9008,24.0
1451,-7.1669,42.8841,12.0
1452,-7.7003,42.8174,342.0
1453,-7.4336,42.8008,37.0
1454,-7.5003,42.7008,732.0
1455,-7.7669,42.5841,49.0
1456,-7.4669,42.5841,12.0
1457,-7.2336,42.5674,61.0
1458,-7.123,42.6658,12.0
1459,-7.4725,43.4302,85.0
1460,-3.6153,41.1174,12.0
1461,-3.4834,41.084,98.0
1462,-3.8667,40.884,146.0
1463,-3.7,40.9674,195.0
1464,-3.75,40.834,159.0
1465,-3.7,40.8674,122.0
1466,-3.6667,40.884,37.0
1467,-3.55,40.9174,24.0
1468,-3.5,40.8507,122.0
1469,-4.1334,40.7146,488.0
1470,-4.0834,40.7507,12.0
1471,-3.9834,40.734,49.0
1472,-3.9505,40.8629,146.0
1473,-3.8,40.834,49.0
1474,-3.7667,40.734,49.0
1475,-3.65,40.784,37.0
1476,-4.1497,40.5679,159.0
1477,-4.0667,40.6507,12.0
1478,-3.9667,40.584,122.0
1479,-3.85,40.634,232.0
1480,-3.9001,40.6174,171.0
1481,-3.7334,40.5507,98.0
1482,-3.6667,40.5507,73.0
1483,-3.6167,40.5507,110.0
1484,-3.45,40.6174,647.0
1485,-3.3,40.5674,73.0
1486,-3.2667,40.5174,207.0
1487,-4.3334,40.3674,171.0
1488,-4.0334,40.4007,110.0
1489,-3.6667,40.3507,1049.0
1490,-3.5334,40.4174,549.0
1491,-4.4668,40.284,85.0
1492,-4.0667,40.3174,122.0
1493,-3.6,40.3174,586.0
1494,-3.3667,40.284,85.0
1495,-3.4,40.2507,220.0
1496,-3.35,40.184,159.0
1497,-3.5834,40.1174,85.0
1498,-3.3,40.1007,37.0
1499,-3.25,40.1507,122.0
1500,-3.7667,39.934,122.0
1501,-3.7834,39.934,110.0
1502,-3.6,40.7507,671.0
1503,-3.6167,40.834,634.0
1504,-3.6334,40.8507,512.0
1505,-3.7167,40.9674,159.0
1506,-3.6167,41.1174,268.0
1507,-3.8334,40.834,24.0
1508,-4.2001,40.5674,24.0
1509,-4.2167,40.5007,451.0
1510,-3.75,40.7174,85.0
1511,-4.6501,37.1006,85.0
1512,-4.6501,37.0006,268.0
1513,-4.6168,37.0839,49.0
1514,-4.7668,36.8506,610.0
1515,-4.7501,36.8339,378.0
1516,-4.5134,36.9653,1806.0
1517,-4.4506,36.9839,73.0
1518,-4.4504,36.9839,1501.0
1519,-4.6234,36.72,1549.0
1520,-4.5906,36.7634,366.0
1521,-4.6987,36.6945,122.0
1522,-4.6584,36.7089,134.0
1523,-4.3667,36.7673,281.0
1524,-4.2667,36.8173,268.0
1525,-3.9834,36.8173,195.0
1526,-4.8501,36.5173,122.0
1527,-4.7668,36.5673,5783.0
1528,-4.6606,36.6934,3453.0
1529,-4.6254,36.7495,647.0
1530,-4.5695,36.6887,464.0
1531,-4.5426,36.9559,403.0
1532,-4.5498,36.9517,85.0
1533,-4.5568,36.9539,183.0
1534,-1.2999,38.584,220.0
1535,-1.7874,38.3109,85.0
1536,-1.051,38.3254,244.0
1537,-2.2833,38.0173,329.0
1538,-1.4663,38.1359,378.0
1539,-1.1332,38.1006,37.0
1540,-1.4666,37.984,134.0
1541,-1.4166,37.9673,342.0
1542,-1.3666,37.934,281.0
1543,-1.0666,37.8673,220.0
1544,-1.1499,37.9506,171.0
1545,-1.6999,37.7173,659.0
1546,-1.6499,37.7673,830.0
1547,-1.5333,37.7006,695.0
1548,-1.6249,37.4839,159.0
1549,-1.2827,37.6659,525.0
1550,-1.0735,37.7692,110.0
1551,-1.0166,37.6839,183.0
1552,-0.9332,37.834,281.0
1553,-0.8166,37.6506,281.0
1554,-1.7999,37.6673,293.0
1555,-1.7666,37.6006,659.0
1556,-1.7699,37.6403,403.0
1557,-1.6999,37.6339,647.0
1558,-1.6916,37.5839,708.0
1559,-1.4332,37.6006,622.0
1560,-1.1832,37.6506,708.0
1561,-0.7332,37.6339,171.0
1562,-2.0666,38.0006,98.0
1563,-1.7035,43.2155,317.0
1564,-1.8666,43.1841,525.0
1565,-1.5746,43.1719,37.0
1566,-1.481,43.2452,268.0
1567,-1.461,43.1208,122.0
1568,-1.9666,42.9841,122.0
1569,-1.878,42.9749,732.0
1570,-1.6019,42.9911,403.0
1571,-1.281,42.9397,244.0
1572,-1.3466,42.9783,122.0
1573,-1.126,42.9572,98.0
1574,-1.0946,42.8658,525.0
1575,-2.17,42.8341,244.0
1576,-1.8619,42.7841,49.0
1577,-1.6671,42.8135,744.0
1578,-1.5555,42.7508,122.0
1579,-1.4916,42.8327,366.0
1580,-1.3824,42.7655,244.0
1581,-1.186,42.7041,122.0
1582,-0.9938,42.7035,159.0
1583,-2.0041,42.6563,61.0
1584,-1.4068,42.6299,366.0
1585,-1.3638,42.628,122.0
1586,-1.2105,42.6166,122.0
1587,-2.35,42.4841,122.0
1588,-2.0333,42.4077,1976.0
1589,-1.4999,42.2507,2111.0
1590,-1.7958,42.3874,122.0
1591,-1.6333,42.7841,244.0
1592,-1.6333,42.6508,183.0
1593,-1.3332,42.6841,122.0
1594,-8.067,42.4507,366.0
1595,-6.9836,42.3507,12.0
1596,-7.6003,42.3174,12.0
1597,-7.6503,42.2341,12.0
1598,-7.4836,42.3341,12.0
1599,-7.2669,42.2341,98.0
1600,-7.0336,42.2341,24.0
1601,-8.067,42.1341,37.0
1602,-7.4503,42.0507,49.0
1603,-7.3044,42.1174,24.0
1604,-6.9836,42.0507,268.0
1605,-8.1003,41.9507,98.0
1606,-4.4334,43.0008,73.0
1607,-4.7668,42.6341,73.0
1608,-4.7501,42.5674,317.0
1609,-4.7183,42.0674,232.0
1610,-4.7001,42.1007,610.0
1611,-4.6334,42.0341,244.0
1612,-4.6334,42.0674,1684.0
1613,-8.717,42.6771,1659.0
1614,-8.567,42.6841,964.0
1615,-8.317,42.7508,12.0
1616,-8.1003,42.7174,122.0
1617,-8.0336,42.7508,281.0
1618,-8.7003,42.6508,12.0
1619,-8.6871,42.6548,769.0
1620,-8.6861,42.6548,403.0
1621,-8.6359,42.6257,244.0
1622,-8.6503,42.5674,12.0
1623,-8.5503,42.5341,12.0
1624,-8.3503,42.5674,12.0
1625,-8.3503,42.6174,122.0
1626,-8.117,42.6508,12.0
