,Longitude,Latitude,Mg [mg/kg]
1627,-8.167,42.6008,12.0
1628,-7.9336,42.6341,12.0
1629,-8.767,42.5007,49.0
1630,-8.6503,42.4674,244.0
1631,-8.5003,42.3841,12.0
1632,-8.5519,42.234,110.0
1633,-8.417,42.3174,146.0
1634,-8.2836,42.3096,122.0
1635,-8.317,42.2785,37.0
1636,-8.3003,42.2341,12.0
1637,-6.4169,41.0007,647.0
1638,-5.5001,41.1007,1464.0
1639,-5.2335,41.0507,220.0
1640,-5.2168,41.1007,37.0
1641,-6.7502,40.9674,37.0
1642,-5.9668,40.884,159.0
1643,-5.8168,40.9507,366.0
1644,-5.3501,40.934,12.0
1645,-6.1835,40.684,12.0
1646,-6.1168,40.7007,390.0
1647,-5.6668,40.7007,195.0
1648,-5.6001,40.7007,390.0
1649,-5.6001,40.6674,403.0
1650,-5.3668,40.7674,122.0
1651,-6.2669,40.6174,342.0
1652,-6.2669,40.5674,37.0
1653,-6.3335,40.534,37.0
1654,-6.2002,40.5674,37.0
1655,-6.1835,40.6507,146.0
1656,-6.1335,40.584,354.0
1657,-6.1571,40.516,293.0
1658,-6.6002,40.4174,37.0
1659,-5.8002,40.3674,146.0
1660,-5.7668,40.3507,24.0
1661,-6.1335,40.6174,110.0
1662,-5.7168,40.3507,427.0
1663,-6.7335,40.284,37.0
1664,-6.053,40.5535,24.0
1665,-6.3335,40.4507,12.0
1666,-6.1339,40.5842,110.0
1667,-5.2835,40.834,146.0
1668,-5.2168,40.9007,866.0
1669,-5.5668,41.084,354.0
1670,-5.2335,41.084,378.0
1671,-5.3335,41.0674,244.0
1672,-5.5168,41.1507,403.0
1673,-3.7834,41.5174,342.0
1674,-4.3001,41.3841,500.0
1675,-3.5834,41.4841,24.0
1676,-3.4667,41.3507,464.0
1677,-3.3333,41.3674,232.0
1678,-3.5834,41.3174,268.0
1679,-3.5667,41.284,73.0
1680,-3.5,41.284,293.0
1681,-3.4834,41.234,49.0
1682,-4.4001,41.1007,24.0
1683,-4.1167,41.1174,49.0
1684,-3.8334,41.0674,500.0
1685,-3.8167,41.1174,708.0
1686,-4.0167,40.8676,73.0
1687,-3.9667,40.884,61.0
1688,-4.0167,40.809,49.0
1689,-3.6834,41.1257,134.0
1690,-6.0502,37.884,329.0
1691,-5.9835,37.9673,232.0
1692,-5.6835,37.984,73.0
1693,-5.7001,37.934,207.0
1694,-5.6501,37.884,98.0
1695,-5.5835,37.8506,244.0
1696,-6.4544,37.7034,85.0
1697,-6.3835,37.7089,122.0
1698,-6.2668,37.7173,37.0
1699,-6.1502,37.7338,671.0
1700,-6.1501,37.7339,98.0
1701,-6.1502,37.734,207.0
1702,-5.821,37.7006,98.0
1703,-5.3668,37.7673,476.0
1704,-5.8043,37.6673,244.0
1705,-5.1001,37.5173,110.0
1706,-6.1835,37.3839,464.0
1707,-5.9668,37.4839,122.0
1708,-5.9168,37.4173,342.0
1709,-5.8335,37.3506,329.0
1710,-5.4835,37.4839,183.0
1711,-5.3668,37.4839,85.0
1712,-5.3168,37.4339,378.0
1713,-5.3668,37.3506,1135.0
1714,-5.2168,37.4673,366.0
1715,-6.3168,37.2339,756.0
1716,-6.1002,37.2839,159.0
1717,-5.5168,37.2673,244.0
1718,-5.3668,37.1006,195.0
1719,-2.9833,41.8674,61.0
1720,-2.7333,41.7841,159.0
1721,-2.7,41.7841,220.0
1722,-2.75,41.7507,171.0
1723,-2.75,41.7007,146.0
1724,-2.5333,41.7007,24.0
1725,-2.5,41.7174,37.0
1726,-2.45,41.8174,866.0
1727,-2.9333,41.6507,73.0
1728,-2.5444,41.5674,61.0
1729,-2.55,41.5174,37.0
1730,-2.525,41.5841,85.0
1731,-3.5,41.5674,488.0
1732,-3.4,41.6174,122.0
1733,-3.0,41.6007,122.0
1734,-2.7833,41.7257,256.0
1735,-2.6667,41.8174,195.0
1736,-2.7167,41.8174,37.0
1737,1.0336,41.3841,24.0
1738,1.2502,41.384,244.0
1739,0.9961,41.3327,232.0
1740,0.9836,41.309,122.0
1741,0.5669,41.1174,73.0
1742,0.6335,41.0507,98.0
1743,0.5335,40.7674,659.0
1744,0.6835,40.7007,756.0
1745,0.4502,40.6007,159.0
1746,1.2041,41.3799,134.0
1747,1.1847,41.3904,195.0
1748,-0.5665,40.984,268.0
1749,-0.7704,40.8149,378.0
1750,-0.7796,40.7971,464.0
1751,-0.7035,40.7674,98.0
1752,-0.0998,40.8007,512.0
1753,-0.2998,40.5174,329.0
1754,-1.5666,40.484,293.0
1755,-1.5499,40.634,122.0
1756,-1.6833,40.5674,24.0
1757,-1.4332,40.284,85.0
1758,-1.3666,40.3345,122.0
1759,-1.4166,40.2007,122.0
1760,-0.7499,40.284,134.0
1761,-0.7165,40.2674,37.0
1762,-0.4665,40.3007,378.0
1763,-0.2998,40.7174,110.0
1764,-0.7688,40.8026,110.0
1765,-0.7765,40.8015,110.0
1766,-0.7785,40.8076,49.0
1767,-0.7821,40.8046,98.0
1768,-0.7838,40.8026,159.0
1769,-0.7868,40.8013,146.0
1770,-0.7777,40.7888,464.0
1771,-4.7668,40.2632,512.0
1772,-3.85,40.0674,49.0
1773,-3.8334,40.034,1013.0
1774,-3.8,40.0507,1122.0
1775,-3.8,40.0174,1025.0
1776,-4.3334,39.834,366.0
1777,-4.0167,39.884,110.0
1778,-3.5667,39.984,110.0
1779,-3.7167,39.9174,1049.0
1780,-3.6334,39.8507,1293.0
1781,-3.4667,39.9507,4319.0
1782,-3.3167,39.934,378.0
1783,-3.4834,39.884,183.0
1784,-3.2833,39.884,195.0
1785,-3.55,39.8173,110.0
1786,-3.7167,39.7673,1013.0
1787,-3.7334,39.7007,195.0
1788,-3.3667,39.784,220.0
1789,-3.25,39.734,2281.0
1790,-3.4167,39.6673,232.0
1791,-3.1167,39.784,122.0
1792,-3.4167,39.6507,61.0
1793,-4.6356,39.484,220.0
1794,-3.7667,39.3201,134.0
1795,-3.6834,39.684,98.0
1796,-3.7167,39.684,171.0
1797,-3.2167,39.7507,110.0
1798,-3.3667,39.8507,1000.0
1799,-3.4334,39.634,159.0
1800,-4.9501,39.7507,37.0
1801,-1.4499,40.134,73.0
1802,-0.9332,39.8507,1159.0
1803,-1.2499,39.734,878.0
1804,-1.1332,39.684,488.0
1805,-1.0999,39.7507,183.0
1806,-1.0832,39.734,49.0
1807,-1.1832,39.8173,61.0
1808,-0.9332,39.7507,12.0
1809,-0.9666,39.684,24.0
1810,-0.8499,39.8173,24.0
1811,-0.6665,39.8173,415.0
1812,-0.7165,39.7007,110.0
1813,-0.6999,39.784,73.0
1814,-0.4832,39.7007,378.0
1815,-0.2498,39.7173,1513.0
1816,-0.1998,39.7007,439.0
1817,-1.2166,39.534,159.0
1818,-1.1332,39.484,305.0
1819,-1.1666,39.6673,342.0
1820,-0.9499,39.5507,207.0
1821,-0.7999,39.6507,12.0
1822,-0.8666,39.5173,110.0
1823,-0.6999,39.534,1464.0
1824,-0.5999,39.7007,110.0
1825,-0.5832,39.5673,256.0
1826,-0.4332,39.584,732.0
1827,-0.4332,39.5673,537.0
1828,-0.3165,39.6334,256.0
1829,-0.3165,39.6007,329.0
1830,-0.2832,39.584,98.0
1831,-1.0999,39.4007,634.0
1832,-1.0416,39.3882,220.0
1833,-0.5499,38.8173,122.0
1834,-0.5999,39.384,366.0
1835,-0.5165,38.7506,12.0
1836,-1.2166,39.0673,232.0
1837,-1.1999,39.0673,561.0
1838,-1.0666,39.1007,708.0
1839,-0.2524,39.1015,183.0
1840,-0.6832,38.984,378.0
1841,-0.5665,38.8506,98.0
1842,-0.1998,38.884,171.0
1843,-0.0332,38.8673,85.0
1844,-0.0665,38.884,183.0
1845,-0.8499,38.834,598.0
1846,-0.6665,38.8006,366.0
1847,-5.1501,42.1841,183.0
1848,-5.2501,42.1674,354.0
1849,-4.4668,41.5674,134.0
1850,-5.2168,41.3507,61.0
1851,-4.9334,41.3007,24.0
1852,-4.8668,41.3174,12.0
1853,-4.8668,41.4674,122.0
1854,-4.9168,41.4174,512.0
1855,-4.9501,41.2007,159.0
1856,-4.7001,41.5507,403.0
1857,-2.8,43.3841,61.0
1858,-2.7167,43.3841,183.0
1859,-2.6333,43.3508,122.0
1860,-3.3167,43.2341,85.0
1861,-3.2,43.2008,159.0
1862,-3.1833,43.2341,61.0
1863,-3.1861,43.2027,195.0
1864,-3.1167,43.2008,122.0
1865,-3.0583,43.1911,122.0
1866,-2.8667,43.2841,122.0
1867,-2.8944,43.2891,98.0
1868,-2.8667,43.2508,122.0
1869,-2.8055,43.3077,122.0
1870,-2.7833,43.2174,61.0
1871,-2.7,43.3175,12.0
1872,-2.7,43.3008,1208.0
1873,-2.6333,43.2008,244.0
1874,-2.5034,43.2675,73.0
1875,-2.9333,43.1174,134.0
1876,-2.8833,43.0841,85.0
1877,-2.8167,43.1008,73.0
1878,-2.75,43.1508,293.0
1879,-2.6333,43.1508,134.0
1880,-2.6667,43.1008,183.0
1881,-2.7167,43.0674,159.0
1882,-3.0,42.9841,195.0
1883,-2.9,43.3841,268.0
1884,-2.6166,43.1174,73.0
1885,-6.7502,42.1507,122.0
1886,-6.3502,42.0341,146.0
1887,-5.6168,42.0841,37.0
1888,-5.6168,42.0202,195.0
1889,-5.7002,41.8841,159.0
1890,-6.0835,41.8174,293.0
1891,-5.8168,41.7507,1281.0
1892,-5.9668,41.7841,500.0
1893,-5.5168,41.4174,854.0
1894,-5.4668,41.3174,573.0
1895,-5.4168,41.3674,256.0
1896,-1.7333,41.9507,73.0
1897,-1.6999,41.9007,73.0
1898,-1.6833,41.9007,354.0
1899,-1.7499,41.8841,342.0
1900,-1.6999,41.8716,329.0
1901,-0.5499,41.8007,281.0
1902,-2.5501,37.7366,3.0
1903,-3.8667,40.7507,1.0
1904,-3.8667,40.784,2.0
1905,-3.9001,40.784,3.0
1906,-3.8653,40.734,2.0
1907,-3.8667,40.7342,4.0
1908,-5.3506,36.7505,5.0
1909,-5.3503,36.7505,2.0
1910,-5.3501,36.7507,1.0
1911,-5.4169,36.767,7.0
1912,-5.4168,36.7673,5.0
1913,-5.4168,36.7673,1.0
1914,-5.3495,36.7499,18.0
1915,-5.3502,36.7516,7.0
1916,-5.3501,36.7506,3.0
1917,-5.3497,36.7508,2.0
1918,-5.3501,36.7506,5.0
1919,-0.8332,39.8507,3.0
1920,1.999,41.3332,13.0
1921,0.1668,41.3174,12.0
1922,0.0502,41.3674,7.0
1923,0.0502,41.3007,9.0
1924,0.0835,41.3841,6.0
1925,0.0172,41.3508,10.0
1926,0.0168,41.3509,20.0
1927,1.7336,41.484,1.0
1928,0.6669,41.6507,7.0
1929,0.6335,41.7174,3.0
1930,0.5501,41.9341,3.0
1931,0.5669,41.8674,2.0
1932,0.4853,41.6943,3.0
1933,0.5502,41.934,2.0
1934,0.7002,41.6341,2.0
1935,-0.7332,38.484,35.0
1936,1.501,42.0,1.0
1937,1.5003,42.0007,1.0
1938,1.4997,41.9998,2.0
1939,1.5002,42.0006,1.0
1940,1.5001,42.0002,3.0
1941,1.5002,42.0173,2.0
1942,1.5001,42.0176,1.0
1943,1.5003,42.0341,4.0
1944,1.5003,42.0341,1.0
1945,2.0017,41.3353,1.0
1946,1.9928,41.326,2.0
1947,2.0015,41.3188,6.0
1948,1.9894,41.2749,9.0
1949,1.9926,41.3235,2.0
1950,2.0003,41.3174,5.0
1951,1.9982,41.3198,9.0
1952,1.9974,41.3185,2.0
1953,1.9919,41.3238,5.0
1954,2.0027,41.3246,6.0
1955,1.9982,41.3175,2.0
1956,2.0003,41.3174,1.0
1957,2.0,41.32,1.0
1958,1.9927,41.3187,1.0
1959,2.0003,41.3174,1.0
1960,2.0009,41.3176,2.0
1961,2.0013,41.3194,3.0
1962,2.0006,41.3219,3.0
1963,2.0005,41.3199,1.0
1964,0.0166,41.3507,4.0
1965,0.0153,41.3341,4.0
1966,0.0167,41.334,9.0
1967,0.0166,41.3337,1.0
1968,0.0162,41.3341,1.0
1969,1.9926,41.3336,4.0
1970,0.0167,41.3507,2.0
1971,2.0004,41.3341,2.0
1972,1.9992,41.3348,1.0
1973,2.0004,41.3347,3.0
1974,2.0006,41.3333,5.0
1975,0.0169,41.334,1.0
1976,1.9985,41.3371,1.0
1977,1.9992,41.3341,2.0
1978,1.9939,41.333,13.0
1979,1.9986,41.3342,7.0
1980,1.9994,41.333,10.0
1981,2.0,41.3341,20.0
1982,-0.1312,42.6184,1.0
1983,-0.13,42.6194,1.0
1984,-0.1335,42.6183,1.0
1985,-0.1281,42.6218,1.0
1986,-0.1349,42.6181,1.0
1987,-0.1333,42.6174,1.0
1988,-0.1291,42.6177,1.0
1989,-0.133,42.6171,1.0
1990,-0.133,42.6171,1.0
1991,-0.1346,42.6194,1.0
1992,-0.1354,42.6175,1.0
1993,-0.1271,42.619,2.0
1994,-0.1302,42.6197,2.0
1995,-0.1325,42.6202,1.0
1996,-0.1245,42.6181,1.0
1997,-0.1324,42.6181,1.0
1998,-0.1301,42.6191,1.0
1999,-0.1309,42.6306,1.0
2000,-0.1204,42.621,1.0
2001,-0.1256,42.6172,2.0
2002,-0.1266,42.6144,1.0
2003,-0.1206,42.618,1.0
2004,-0.1195,42.6172,1.0
2005,-0.1329,42.6221,1.0
2006,-0.1137,42.617,2.0
2007,-0.1213,42.6176,1.0
2008,-0.1318,42.6192,1.0
2009,-4.1501,40.5665,1.0
2010,-4.1513,40.5674,2.0
2011,-4.1501,40.584,2.0
2012,-5.7501,37.834,2.0
2013,-5.7168,40.1174,2.0
2014,-2.5512,37.7506,3.0
2015,-2.7333,37.5506,5.0
2016,-2.5645,37.5833,21.0
2017,-2.5704,37.584,5.0
2018,-2.5666,37.5839,9.0
2019,-2.5666,37.584,5.0
2020,-2.5662,37.5841,2.0
2021,-2.7,37.6006,2.0
2022,-3.7167,37.1005,2.0
2023,-3.718,37.0997,2.0
2024,-3.9167,37.0839,2.0
2025,-1.9499,43.0008,14.0
2026,-2.0666,42.8175,10.0
2027,-2.3833,37.6173,1.0
2028,-2.2333,37.6506,1.0
2029,-2.3833,37.5506,1.0
2030,-2.4498,37.6006,2.0
2031,-2.4506,37.6006,2.0
2032,-2.45,37.5999,1.0
2033,-1.8666,37.0506,2.0
2034,-1.8999,37.1673,1.0
2035,-1.8999,37.0506,2.0
2036,-2.05,36.8173,7.0
2037,-2.1,36.8173,2.0
2038,-2.1166,36.7839,5.0
2039,-2.1189,37.3665,1.0
2040,-1.8999,37.4839,1.0
2041,-2.0666,37.4673,2.0
2042,-2.3666,37.0506,1.0
2043,-1.8666,37.4673,1.0
2044,-2.1166,37.3673,1.0
2045,-2.45,37.7003,2.0
2046,-2.45,37.7006,2.0
2047,-2.4553,37.7007,3.0
2048,-2.8833,37.3173,1.0
2049,-2.8667,37.2839,2.0
2050,-2.8333,37.2839,2.0
2051,-2.8333,37.2838,1.0
2052,-3.1167,37.2839,1.0
2053,-2.9833,37.3173,5.0
2054,-2.95,37.3339,2.0
2055,-2.9667,37.2673,1.0
2056,-3.0833,37.3173,18.0
2057,-2.8834,37.2504,1.0
2058,-2.9992,37.1673,1.0
2059,-3.15,37.3006,1.0
2060,-3.1831,37.3173,4.0
2061,-2.8667,37.2173,2.0
2062,-3.1333,37.3006,1.0
2063,-2.8333,37.3839,2.0
2064,-2.7167,37.4673,1.0
2065,-2.8333,37.4173,7.0
2066,-2.5833,37.3339,1.0
2067,-2.7649,37.483,2.0
2068,-2.7667,37.4673,1.0
2069,-2.5833,37.3673,2.0
2070,-2.5833,37.4499,3.0
2071,-2.75,37.4576,3.0
2072,-2.749,37.4704,4.0
2073,-2.7644,37.4666,7.0
2074,-2.7667,37.4673,3.0
2075,-2.8167,37.1006,3.0
2076,-2.7667,37.3506,1.0
2077,-2.7499,37.4673,3.0
2078,-5.4001,38.0506,1.0
2079,-6.5835,37.7506,1.0
2080,-4.6501,40.5174,3.0
2081,-4.6668,40.4674,8.0
2082,-4.5168,40.534,8.0
2083,-4.4001,40.5674,8.0
2084,-4.4237,40.5671,3.0
2085,-6.7002,40.2674,2.0
2086,-6.7002,40.2007,2.0
2087,-6.6002,40.2174,2.0
2088,-6.6669,40.1507,2.0
2089,-6.5002,40.1674,2.0
2090,-5.7502,40.1007,1.0
2091,-5.8335,40.034,2.0
2092,-5.7502,40.0507,4.0
2093,-5.6501,40.1174,1.0
2094,-5.4667,40.1007,1.0
2095,-5.4501,40.1174,3.0
2096,-6.3169,40.3007,2.0
2097,-6.4169,40.234,1.0
2098,-6.4669,40.4507,4.0
2099,-6.3502,40.5007,2.0
2100,-2.7,38.0006,12.0
2101,-2.7,38.0006,8.0
2102,-2.6998,37.9766,12.0
2103,-2.9266,37.9006,8.0
2104,-2.9,37.9006,3.0
2105,-3.0833,41.1507,1.0
2106,-3.1167,41.0674,1.0
2107,-3.1165,41.134,1.0
2108,-3.1001,41.5674,1.0
2109,-3.1,41.5674,1.0
2110,-3.1167,41.1345,1.0
2111,-3.0832,41.184,2.0
2112,-3.3333,41.084,2.0
2113,-2.25,40.7007,1.0
2114,-3.4,41.2507,1.0
2115,-6.3524,37.0519,1.0
2116,-6.3519,37.0503,1.0
2117,-6.3402,37.0352,3.0
2118,-2.9667,37.9006,4.0
2119,-2.9501,38.0673,67.0
2120,-2.9477,38.0662,3.0
2121,-2.9594,38.0673,3.0
2122,-2.9467,38.0667,3.0
2123,-2.6166,42.5174,2.0
2124,-6.3505,37.0496,1.0
2125,-6.4085,37.0864,2.0
2126,-2.9019,37.8985,4.0
2127,-2.8833,37.9006,4.0
2128,-2.95,38.0674,1.0
2129,-2.9027,37.8923,4.0
2130,-2.9003,37.9003,3.0
2131,-3.1499,37.0673,6.0
2132,-3.15,37.0673,4.0
2133,-3.15,37.0673,4.0
2134,-4.2667,43.0674,2.0
2135,-8.5336,42.8674,1.0
2136,-3.4334,40.1673,6.0
2137,-3.4,40.1174,9.0
2138,-3.4294,40.1674,7.0
2139,-3.4167,40.1507,2.0
2140,-2.9,37.5506,1.0
2141,-3.1,37.1006,1.0
2142,-2.2333,42.8174,2.0
2143,-1.7166,43.0008,1.0
2144,-4.5501,40.1674,4.0
2145,-4.3001,40.2674,6.0
2146,-4.5398,40.165,4.0
2147,-4.7501,40.1507,2.0
2148,-4.7168,40.134,1.0
2149,-4.8834,39.884,5.0
2150,-4.9334,39.634,4.0
2151,-4.8001,39.5673,4.0
2152,-3.9,39.9007,1.0
2153,-3.3167,39.8673,5.0
2154,-3.3333,39.834,6.0
2155,-1.8499,41.7674,1.0
2156,-0.1165,42.7008,1.0
2157,-0.9332,42.435,1.0
2158,-0.7832,42.6341,1.0
2159,0.6335,42.6008,1.0
2160,1.9832,42.3174,1.0
2161,1.9836,42.3174,2.0
2162,1.9836,42.3174,2.0
2163,1.9834,42.3183,1.0
2164,-0.2664,39.0674,1.0
2165,-0.2665,39.0674,2.0
2166,0.0335,42.2841,2.0
2167,0.0337,42.2842,1.0
2168,0.0335,42.2841,2.0
2169,0.0334,42.2841,1.0
2170,-5.2668,40.4174,6.0
2171,-5.3501,40.434,9.0
2172,-5.9002,39.8673,2.0
2173,-5.1668,40.3007,4.0
2174,-5.2501,40.334,3.0
2175,2.6502,39.6831,4.0
2176,2.6501,39.6832,22.0
2177,2.6503,39.6842,9.0
2178,2.65,39.6826,8.0
2179,2.8003,39.5673,4.0
2180,3.0003,39.3507,1.0
2181,2.0003,41.3174,3.0
2182,0.0502,41.284,1.0
2183,0.0668,41.2674,3.0
2184,1.6336,41.6841,3.0
2185,1.2002,41.8341,1.0
2186,1.2502,42.1174,4.0
2187,0.9836,41.3674,2.0
2188,-1.0666,39.1173,4.0
2189,-1.0832,39.0673,1.0
2190,-1.1999,39.0173,6.0
2191,-0.9832,39.0507,3.0
2192,-0.9832,39.084,3.0
2193,-0.9832,39.1673,1.0
2194,-1.2166,39.0673,7.0
2195,-0.9666,39.1007,13.0
2196,-1.1832,39.134,6.0
2197,-0.8999,39.1673,13.0
2198,-0.8999,39.1007,10.0
2199,-1.2166,39.084,2.0
2200,-1.0999,39.0673,1.0
2201,1.9003,41.4341,1.0
2202,1.9006,41.4345,2.0
2203,1.9003,41.434,1.0
2204,1.9008,41.4357,1.0
2205,1.8996,41.4355,2.0
2206,-8.017,42.9008,1.0
2207,-7.2992,42.2674,1.0
2208,-7.301,42.2674,2.0
2209,-7.3003,42.2682,1.0
2210,-7.5836,42.3007,1.0
2211,-7.7669,42.5841,1.0
2212,-7.8503,42.8508,1.0
2213,-8.0003,43.6841,3.0
2214,-8.0003,43.6841,3.0
2215,1.8836,41.434,1.0
2216,1.8837,41.4341,2.0
2217,1.8837,41.4175,1.0
2218,1.8836,41.4174,2.0
2219,-7.9453,41.8767,2.0
2220,1.7669,41.8841,1.0
2221,1.7169,41.8674,1.0
2222,1.717,41.8674,1.0
2223,1.7836,41.9507,1.0
2224,1.7837,41.9504,1.0
2225,1.9836,41.6342,1.0
2226,1.9836,41.6353,4.0
2227,1.9837,41.6341,1.0
2228,0.9002,41.3507,7.0
2229,-4.7668,40.3007,1.0
2230,-3.9167,40.6007,1.0
2231,-3.75,40.734,2.0
2232,-3.7167,40.984,2.0
2233,-3.75,40.734,2.0
2234,-4.0667,40.7507,1.0
2235,-3.8334,40.0674,6.0
2236,-4.0168,39.884,1.0
2237,-4.0667,39.9007,1.0
2238,-4.0834,39.9007,1.0
2239,-7.3004,42.2521,2.0
2240,-7.3004,42.2508,1.0
2241,-7.2997,42.2506,2.0
2242,-7.2986,42.2504,1.0
2243,-7.3,42.2494,1.0
2244,-7.6003,42.3341,1.0
2245,-3.8667,43.1841,1.0
2246,-4.8168,43.1508,2.0
2247,-8.0336,43.0674,14.0
2248,-2.2,43.0841,1.0
2249,-2.5166,43.0008,1.0
2250,-2.2666,43.0174,2.0
2251,-2.4166,43.1008,3.0
2252,-2.25,43.0841,3.0
2253,-2.4001,43.0197,2.0
2254,-2.2666,43.0175,1.0
2255,-2.2333,43.1841,1.0
2256,-2.0333,43.1341,1.0
2257,-2.4014,43.0341,1.0
2258,-2.1166,43.1341,1.0
2259,-2.0166,43.1174,1.0
2260,-2.25,43.0674,1.0
2261,-2.2333,43.1841,1.0
2262,-2.1826,43.1802,5.0
2263,-5.3501,39.4673,2.0
2264,-5.4001,39.4673,2.0
2265,-5.4001,39.4674,3.0
2266,-4.9501,40.934,1.0
2267,-5.5001,41.084,1.0
2268,-3.1667,40.7674,1.0
2269,-2.55,41.1174,4.0
2270,-1.8666,40.984,1.0
2271,-3.0833,40.7507,1.0
2272,-3.15,40.734,2.0
2273,-2.6667,40.784,1.0
2274,-1.6333,40.784,1.0
2275,-1.6333,40.784,1.0
2276,-0.5665,41.5507,1.0
2277,-0.5665,41.5341,2.0
2278,0.9669,41.3674,4.0
2279,-0.6665,41.1174,1.0
2280,0.0168,42.3007,2.0
2281,0.0502,42.3174,2.0
2282,0.0835,42.3507,5.0
2283,0.1168,42.3674,1.0
2284,0.1335,42.4508,1.0
2285,0.2169,42.4674,1.0
2286,0.2169,42.4508,1.0
2287,0.4169,42.4508,2.0
2288,0.3169,42.3841,3.0
2289,0.2002,42.3174,2.0
2290,0.1002,42.4174,1.0
2291,0.1502,42.3841,2.0
2292,-1.851,38.1008,68.0
2293,-1.851,38.1006,68.0
2294,-1.8495,38.1007,10.0
2295,-1.8499,38.1018,28.0
2296,-1.8511,38.1011,13.0
2297,-2.7666,37.4838,5.0
2298,-2.7647,37.4839,8.0
2299,-2.7667,37.4839,5.0
2300,-2.7667,37.4839,2.0
2301,-2.767,37.4837,6.0
2302,-2.7659,37.4872,1.0
2303,-2.7673,37.4861,2.0
2304,-1.7001,37.6669,13.0
2305,-1.8166,37.5673,8.0
2306,-1.7,37.6673,6.0
2307,-2.7678,37.4795,1.0
2308,-2.7649,37.4873,1.0
2309,-1.4298,37.6011,42.0
2310,-4.6501,37.5173,14.0
2311,-2.1833,37.3506,4.0
2312,-2.15,37.3839,1.0
2313,-2.4666,37.3339,6.0
2314,-2.3666,37.3506,2.0
2315,-2.5,37.3506,4.0
2316,-2.4055,37.8026,2.0
2317,-2.2666,37.5839,4.0
2318,-1.9833,37.0006,6.0
2319,-2.6333,37.2839,2.0
2320,-1.9499,36.9506,4.0
2321,-2.05,36.8673,3.0
2322,-2.1166,36.8673,1.0
2323,-2.1333,36.9673,1.0
2324,-2.1333,36.8506,4.0
2325,-2.1255,36.9407,4.0
2326,-2.0666,36.9339,2.0
2327,-2.1166,36.9339,1.0
2328,-2.0166,36.8506,4.0
2329,-2.1186,36.7612,2.0
2330,-1.9604,37.0005,1.0
2331,-1.8333,37.2339,2.0
2332,-2.0833,37.684,2.0
2333,-0.9999,38.134,1.0
2334,-1.8666,37.8506,1.0
2335,-2.1666,37.7173,2.0
2336,-2.0333,37.8006,1.0
2337,-3.2167,36.8339,2.0
2338,-3.2833,36.9006,5.0
2339,-3.3833,36.8839,1.0
2340,-3.3834,36.8839,5.0
2341,-3.2167,36.8339,1.0
2342,-3.0167,37.3339,1.0
2343,-3.0667,37.1839,2.0
2344,-3.0661,37.1839,1.0
2345,-3.0667,37.184,1.0
2346,-3.0667,37.1822,2.0
2347,-1.8999,39.9674,1.0
2348,-3.15,37.1839,1.0
2349,-3.1333,37.1673,1.0
2350,-2.05,36.9506,4.0
2351,-2.4333,36.8339,6.0
2352,-2.2166,36.8839,6.0
2353,-2.0666,37.1839,2.0
2354,-1.8666,37.2506,1.0
2355,-2.1833,37.2839,1.0
2356,-2.1833,37.284,1.0
2357,-1.9794,37.2516,2.0
2358,-2.1833,37.3173,2.0
2359,-1.8102,37.2497,1.0
2360,-2.4406,37.5344,21.0
2361,-2.7167,37.7173,5.0
2362,-2.4515,37.5941,5.0
2363,-2.4333,37.5839,2.0
2364,-2.2,37.8006,2.0
2365,-2.1833,37.7173,1.0
2366,-2.4518,37.534,2.0
2367,-2.45,37.5339,2.0
2368,-2.4527,37.5898,2.0
2369,-2.4166,37.6173,1.0
2370,-2.443,37.5348,2.0
2371,-2.4833,37.5839,4.0
2372,-2.4497,37.534,3.0
2373,-2.4388,37.5339,3.0
2374,-2.4459,37.5956,3.0
2375,-2.3665,37.8174,2.0
2376,-2.3666,37.8173,1.0
2377,-2.2833,37.8173,1.0
2378,-2.45,37.53,1.0
2379,-2.4833,37.5339,2.0
2380,-2.2838,37.5688,3.0
2381,-2.4,37.6006,1.0
2382,-2.25,37.5506,2.0
2383,-2.3833,37.6006,1.0
2384,-3.1991,36.7839,4.0
2385,-3.2,36.7835,2.0
2386,-3.2,36.7839,4.0
2387,-1.8333,41.4341,1.0
2388,-3.4167,36.7839,2.0
2389,-3.5167,36.7506,4.0
2390,-3.3167,36.7506,1.0
2391,-3.1999,36.7837,1.0
2392,-3.2,36.7847,3.0
2393,-1.4996,37.7673,15.0
2394,-1.4157,37.8506,55.0
2395,-1.4149,37.8503,10.0
2396,-1.4999,37.7683,40.0
2397,-6.0502,37.5339,3.0
2398,-3.5,38.2006,2.0
2399,-3.3667,38.0173,2.0
2400,-3.9501,37.7173,1.0
2401,-0.951,37.734,3.0
2402,-3.6334,37.1006,1.0
2403,-1.3888,37.8034,1.0
2404,-1.3888,37.7978,2.0
2405,-1.4082,37.7784,2.0
2406,-1.4096,37.7784,1.0
2407,-0.6329,39.0174,4.0
2408,-0.6426,39.017,4.0
2409,-0.9165,38.434,5.0
2410,-0.9166,38.434,4.0
2411,-0.6324,39.0174,1.0
2412,-0.5165,38.784,3.0
2413,-0.6332,39.0173,3.0
2414,-0.633,39.0173,1.0
2415,-0.633,39.0239,1.0
2416,-0.6332,39.0163,1.0
2417,-4.6668,39.5662,2.0
2418,-4.6664,39.5673,1.0
2419,-4.6668,39.5672,1.0
2420,-4.668,39.5668,2.0
