,Longitude,Latitude,Sand [%]
1633,-4.2006,40.7063,65.5
1634,-4.234,40.7007,58.0
1635,-4.2195,41.5007,69.0
1636,-4.1737,40.741,77.0
1637,-3.6723,41.2946,20.0
1638,-4.3917,41.3216,96.4
1639,-4.1723,41.3313,94.0
1640,-4.2626,41.3216,84.4
1641,-4.507,40.8721,60.0
1642,-4.1167,40.8674,33.0
1643,-4.1281,40.956,71.0
1644,-4.1028,41.3132,93.0
1645,-3.6,41.5507,21.2
1646,-4.2862,40.7757,52.0
1647,-4.1445,40.8007,81.9
1648,-3.9667,40.9174,53.2
1649,-3.8081,41.1368,59.0
1650,-4.3001,41.1674,56.0
1651,-3.45,41.2841,45.0
1652,-3.9417,41.1757,82.0
1653,-3.4278,41.5007,45.0
1654,-3.4611,41.2382,51.0
1655,-3.5417,41.3257,36.6
1656,-3.4095,41.2174,57.0
1657,-4.4195,41.4452,87.0
1658,-4.0723,40.8332,60.0
1659,-4.0112,40.7896,62.0
1660,-4.1501,40.884,53.7
1661,-3.9431,40.9859,65.0
1662,-3.5584,41.1715,63.4
1663,-3.7639,41.3016,87.0
1664,-3.7351,41.3009,84.0
1665,-4.3956,41.4118,20.0
1666,-4.0195,40.7507,60.0
1667,-4.5284,41.159,87.9
1668,-3.9962,40.9507,56.4
1669,-4.0278,41.2007,73.0
1670,-3.9689,41.2818,26.5
1671,-4.1278,40.9785,71.0
1672,-6.0418,37.8006,50.5
1673,-5.7015,37.809,52.0
1674,-6.0296,37.3526,42.0
1675,0.3419,40.7885,14.5
1676,1.1227,41.3188,24.0
1677,-1.6249,40.2924,87.0
1678,-1.3999,40.534,22.5
1679,-1.6194,40.5174,8.0
1680,-1.0582,40.8257,60.0
1681,-1.5666,40.934,33.0
1682,-1.3527,40.3174,66.0
1683,-1.3582,40.384,34.0
1684,-0.6983,40.4009,15.5
1685,-1.1,40.3481,35.0
1686,-2.4833,42.0096,39.0
1687,-2.4061,41.0924,11.0
1688,-2.4029,42.0841,38.0
1689,-2.8517,41.8388,80.0
1690,-2.8611,41.9499,55.0
1691,-3.1946,41.8007,74.0
1692,-2.1695,41.7174,56.0
1693,-2.7833,41.8757,72.0
1694,-2.7311,42.1119,30.7
1695,-3.0179,41.8507,81.0
1696,-3.2028,41.5674,55.0
1697,-2.5528,42.0035,48.0
1698,-2.7,41.9619,72.0
1699,-2.6694,41.9424,62.0
1700,-3.2467,41.4243,39.0
1701,-2.8055,41.9102,77.0
1702,-3.0569,41.8216,75.0
1703,-2.9194,41.8674,60.0
1704,-2.7917,41.8271,68.0
1705,-3.0445,41.3424,21.5
1706,-1.8222,41.8035,65.2
1707,-2.6194,41.5674,81.5
1708,-2.5666,41.9507,55.0
1709,-2.6436,41.4202,27.0
1710,-2.7639,41.9077,68.0
1711,-2.8,41.9341,50.0
1712,-2.3263,42.1205,36.0
1713,-4.7195,40.134,58.0
1714,-4.3779,40.284,70.5
1715,-4.3694,40.2759,78.0
1716,-4.2592,39.8537,56.5
1717,-4.0126,39.8215,45.0
1718,-3.5528,39.4981,57.0
1719,-4.7876,39.6215,72.0
1720,-4.414,39.5651,52.0
1721,-4.1701,40.2759,79.0
1722,-4.5195,39.9173,57.5
1723,-3.8878,39.8009,53.0
1724,-4.4579,39.5987,40.0
1725,-4.6456,39.6007,44.7
1726,-4.5279,40.0868,56.0
1727,-3.5167,39.9648,37.0
1728,-4.0195,39.9185,72.0
1729,-4.0167,39.8507,65.0
1730,-4.364,39.5104,38.0
1731,-4.1512,39.6543,74.0
1732,-3.9917,39.8423,78.0
1733,-4.2209,39.5118,59.0
1734,-3.9028,39.3365,48.0
1735,-4.0902,39.4008,40.0
1736,-4.0084,39.4651,35.0
1737,-4.0917,39.4007,29.0
1738,-4.0913,39.4006,37.5
1739,-0.471,39.684,57.5
1740,-5.2361,41.4398,66.0
1741,-4.8228,41.548,94.0
1742,-3.0403,42.9939,10.5
1743,-2.7105,43.3772,32.0
1744,-3.2195,43.2508,43.0
1745,-2.5055,43.3313,9.5
1746,-2.6294,43.1977,53.0
1747,-3.2195,43.3008,16.0
1748,-6.4196,42.1799,37.0
1749,-0.8556,42.3689,37.0
1750,-0.9588,42.4091,55.0
1751,0.3141,41.284,32.0
1752,-1.1027,42.4174,27.0
1753,-0.9332,41.9341,31.0
1754,-2.7333,42.6841,46.0
1755,-1.6333,39.8007,77.5
1756,-4.4167,40.8507,88.1
1757,-4.4667,40.734,39.5
1758,-3.2334,41.0174,10.0
1759,-4.2501,40.784,78.6
1760,-4.5334,39.7173,55.7
1761,-2.6,40.7675,39.3
1762,-3.5978,39.3426,40.6
1763,-4.1994,40.6714,62.2
1764,-5.3835,39.634,54.5
1765,-3.9834,40.9674,64.2
1766,-2.8666,41.0913,63.0
1767,-3.3334,41.9174,44.0
1768,-4.7334,39.4173,55.7
1769,-1.2999,42.0674,17.0
1770,-3.6167,42.8841,73.0
1771,-5.1405,36.6011,58.3
1772,-5.1304,36.6506,47.4
1773,-4.9488,36.6637,62.3
1774,-4.9475,36.7264,65.4
1775,-3.3997,37.1384,56.2
1776,-3.1656,37.1764,47.3
1777,-3.4742,36.9344,59.0
1778,-3.2786,36.9637,61.9
1779,-3.0089,42.4065,36.3
1780,-2.9361,42.3852,38.1
1781,-3.0446,42.3401,36.8
1782,-2.9818,42.3127,26.1
1783,-2.6874,42.3101,63.2
1784,-2.672,42.3087,56.3
1785,-2.8447,42.2998,63.7
1786,-2.8945,42.2614,24.4
1787,-2.7812,42.2824,20.9
1788,-2.734,42.25,11.2
1789,-2.578,42.2541,34.6
1790,-2.2339,42.2698,58.4
1791,-3.0875,42.2081,46.1
1792,-3.0694,42.1686,38.5
1793,-2.9,42.2208,49.3
1794,-2.845,42.2306,28.7
1795,-2.5743,42.2294,25.9
1796,-2.7185,42.1737,21.2
1797,-2.6033,42.168,27.0
1798,-2.5182,42.1292,17.7
1799,-2.4651,42.1431,65.0
1800,-1.8048,41.7949,47.4
1801,-0.8361,42.8303,41.3
1802,-0.982,42.4218,26.7
1803,-0.1637,42.4836,26.8
1804,-3.7233,38.5773,31.0
1805,-2.6019,40.5718,17.0
1806,-4.8644,40.5681,77.0
1807,-4.9668,40.4007,55.7
1808,-4.5063,40.8852,68.0
1809,-3.9334,41.3507,96.7
1810,-2.6025,41.0682,95.0
1811,-3.1781,40.5814,28.2
1812,-2.016,39.8629,62.3
1813,-5.8075,39.9601,80.0
1814,-3.9277,41.0166,45.0
1815,-4.5261,40.4038,44.3
1816,-1.509,41.0895,38.0
1817,-2.808,41.1912,55.4
1818,-5.7485,40.2182,66.0
1819,-4.7769,41.5239,96.1
1820,-3.2087,41.1993,27.0
1821,-4.3953,40.3412,76.9
1822,-1.5697,40.4836,55.3
1823,-4.5616,40.9765,25.0
1824,-3.1333,41.2007,22.1
1825,-2.598,40.6398,61.1
1826,-3.6867,43.2889,26.0
1827,-5.1547,41.6963,15.8
1828,-2.4788,40.0641,31.0
1829,-3.679,40.5363,55.0
1830,-3.9285,40.7598,59.0
1831,-2.6734,41.8728,68.3
1832,-4.4673,39.3351,51.1
1833,-4.6635,41.3343,76.9
1834,-4.6031,41.4054,41.2
1835,-3.2017,40.1012,43.1
1836,-5.1672,41.4412,90.2
1837,-4.9745,40.4089,62.9
1838,-6.5027,42.1,31.5
1839,-1.8571,40.1839,43.0
1840,-3.5506,40.3263,76.1
1841,-1.7117,40.541,35.5
1842,-3.8891,40.8898,68.2
1843,-4.3834,39.5173,39.9
1844,-3.6,38.534,56.0
1845,-4.4501,40.7507,46.0
1846,-3.4826,41.148,71.7
1847,-5.3668,39.584,51.2
1848,-1.0999,42.7841,14.8
1849,-4.1501,40.734,66.6
1850,-1.8666,43.2508,42.0
1851,-1.7666,41.3507,43.0
1852,-4.1501,40.8007,70.0
1853,-2.9078,37.0318,70.0
1854,-1.9659,40.0961,45.0
1855,-5.2001,40.634,74.6
1856,-4.5001,41.1174,90.0
1857,-2.4838,40.1001,16.4
1858,-4.4834,40.3507,63.0
1859,-5.0668,40.2174,65.0
1860,-3.0333,40.5674,34.5
1861,-5.7668,40.034,68.2
1862,-3.1833,41.0674,36.3
1863,-4.0667,40.9174,63.1
1864,-0.8207,38.4762,52.5
1865,-6.8836,43.5008,53.0
1866,-0.7499,38.5173,67.8
1867,-2.3138,40.6668,19.5
1868,-4.5667,41.5481,62.0
1869,-3.9334,41.2507,83.0
1870,-5.0001,40.284,69.0
1871,-2.7417,41.9174,53.6
1872,-0.6715,38.5193,43.2
1873,-3.9334,41.0007,48.2
1874,-5.5001,41.517,86.8
1875,-3.3634,41.1482,29.5
1876,-1.9666,40.2007,23.0
1877,-5.5014,41.5174,84.4
1878,-0.5006,38.7518,33.0
1879,-4.5668,40.3174,71.5
1880,-4.5167,41.3314,93.9
1881,-2.8833,40.684,40.0
1882,-4.5167,41.4148,83.9
1883,-4.5334,40.0674,57.0
1884,-6.9002,39.4507,33.0
1885,-0.8332,38.5506,26.5
1886,-3.7334,38.434,65.5
1887,-4.95,41.4981,95.3
1888,-4.3042,42.9975,34.1
1889,-1.7166,40.8674,49.5
1890,-2.6,41.0674,80.0
1891,-1.8907,43.1138,21.7
1892,-1.8509,43.144,31.2
1893,-1.7341,43.2285,27.3
1894,-1.717,42.985,33.5
1895,-1.6724,43.0075,55.0
1896,-1.7218,43.0211,46.9
1897,-1.7592,43.0238,5.6
1898,-1.6054,43.0814,28.0
1899,-1.2802,43.1135,22.4
1900,-1.3117,43.073,47.6
1901,-1.2411,43.0084,6.6
1902,-1.2873,42.9337,21.8
1903,-1.4343,43.1301,29.0
1904,-1.4637,43.1824,28.8
1905,-1.6212,43.1825,23.1
1906,-1.9198,42.9389,9.2
1907,-2.1223,42.8844,7.1
1908,-1.7264,43.2382,26.9
1909,-3.1981,41.7981,18.5
1910,-0.0498,40.7007,20.0
1911,-5.7516,39.5367,31.6
1912,-5.0473,41.344,70.0
1913,-3.9667,41.2841,95.3
1914,-1.934,39.9973,13.0
1915,-2.7,42.2007,51.6
1916,-2.0999,40.9174,68.9
1917,-2.9339,37.889,20.0
1918,-3.0667,41.2031,21.2
1919,-6.0204,39.8601,50.2
1920,-4.3296,41.0256,93.0
1921,-4.6178,41.3648,94.0
1922,-4.0217,40.8607,65.1
1923,-3.7953,41.2941,32.0
1924,-5.4146,43.4705,21.1
1925,-0.9149,41.5896,49.7
1926,-3.4081,43.1188,56.2
1927,-4.7351,40.1487,62.0
1928,-2.4411,41.0188,51.6
1929,-4.3309,41.191,89.9
1930,-4.7119,41.4039,91.1
1931,-5.3243,40.2094,60.0
1932,-5.2485,40.4768,76.0
1933,-4.6868,40.7179,86.4
1934,-2.9397,40.5896,34.0
1935,0.0022,38.8616,21.1
1936,-0.6832,42.5174,28.8
1937,-8.5712,42.1902,68.0
1938,-3.8597,38.3671,61.7
1939,-1.6205,40.4976,19.1
1940,-3.8698,38.3499,39.1
1941,-5.0668,40.184,63.0
1942,-4.2994,41.1669,65.0
1943,-1.7222,40.2279,15.5
1944,-6.2335,42.2507,54.8
1945,-4.2347,38.4088,71.0
1946,-5.9819,38.7603,13.2
1947,-0.6238,42.7411,20.8
1948,-4.3207,41.6342,38.4
1949,-4.7491,39.6349,41.0
1950,-5.3278,43.1095,21.1
1951,-5.0478,41.5846,34.0
1952,-5.0474,41.5848,35.0
1953,-1.8869,37.0329,51.0
1954,-6.5669,40.434,33.1
1955,-2.9481,41.9309,72.4
1956,-6.2665,41.4507,54.3
1957,-3.9237,40.9841,63.8
1958,-4.7766,39.6147,27.0
1959,-5.45,41.5167,18.0
1960,2.5359,41.9461,53.0
1961,2.5703,41.9372,53.3
1962,2.5706,41.9372,63.7
1963,2.5338,41.902,70.9
1964,2.5031,41.8716,61.0
1965,2.5187,41.8218,85.4
1966,2.5195,41.8718,70.2
1967,2.4569,41.871,69.9
1968,2.4887,41.8117,78.3
1969,2.541,41.9002,79.8
1970,2.4779,42.1398,47.4
1971,2.5251,42.1475,67.1
1972,2.7436,42.4097,64.3
1973,2.5896,41.6599,27.1
1974,2.5618,41.6733,40.4
1975,2.4386,41.8962,65.9
1976,2.4469,41.9052,58.2
1977,2.7168,41.9951,36.3
1978,2.7145,42.0065,49.9
1979,2.9215,41.9878,50.1
1980,2.5976,41.9715,54.8
1981,2.5884,41.9706,65.4
1982,2.5564,42.0171,34.3
1983,2.6002,41.8786,77.0
1984,2.693,41.8012,65.7
1985,2.625,41.786,65.9
1986,2.6013,41.8213,68.9
1987,2.5953,41.8328,71.9
1988,0.7219,42.8466,27.1
1989,0.8088,42.8133,39.2
1990,0.814,42.7782,40.4
1991,0.8404,42.776,35.2
1992,0.7139,42.674,32.8
1993,0.7701,42.6213,65.4
1994,1.7645,42.28,23.0
1995,1.8322,42.2915,57.8
1996,1.9496,42.2341,20.4
1997,1.756,42.0961,32.9
1998,2.1003,42.2705,22.9
1999,2.1822,42.2566,28.9
2000,2.1917,42.2558,36.8
2001,2.3509,42.1981,19.8
2002,2.4106,42.2012,25.6
2003,2.2959,42.108,45.8
2004,2.3769,42.1051,27.9
2005,2.3807,42.1077,32.8
2006,2.4334,42.0757,14.3
2007,2.4824,42.1395,53.6
2008,2.5121,42.1512,48.7
2009,2.9421,42.4689,48.5
2010,2.4479,41.7935,62.9
2011,2.4828,41.7982,67.8
2012,-7.362,43.4262,41.8
2013,-7.683,42.9848,73.1
2014,-7.5327,42.9995,64.7
2015,-6.9807,42.9688,43.0
2016,-7.2153,42.8518,30.5
2017,-6.9018,42.8397,19.1
2018,-7.0949,42.8186,43.2
2019,-7.0424,42.8145,38.1
2020,-7.6085,42.7856,64.1
2021,-7.2748,42.7413,30.6
2022,-7.1977,42.5883,28.2
2023,-7.2009,42.4244,46.9
2024,-8.2177,42.8164,38.7
2025,-8.1637,42.7788,34.8
2026,-8.11,42.636,42.1
2027,-7.79,42.7141,65.3
2028,-7.7196,42.5633,54.2
2029,-7.4735,42.4112,47.4
2030,-7.0779,42.4574,38.7
2031,-7.2789,42.3637,64.7
2032,-7.1597,42.3055,40.6
2033,-7.1052,42.1673,66.7
2034,-1.54,42.6916,23.6
2035,-1.1831,42.6541,66.1
2036,-1.5756,43.0009,12.6
2037,-1.5698,42.9873,29.3
2038,-1.5795,42.9929,29.0
2039,-1.6166,43.0311,42.3
2040,-1.6431,43.0436,45.5
2041,-0.8324,42.9247,7.5
2042,-0.8335,42.9181,48.4
2043,-0.903,42.9365,8.4
2044,-0.8986,42.9214,4.4
2045,-2.0177,42.9731,50.6
2046,-2.0057,42.9604,7.6
2047,-1.9798,42.9665,10.8
2048,-1.9454,42.9698,14.8
2049,-1.8906,42.9513,5.4
2050,-1.8723,42.9421,11.0
2051,-1.8878,43.0386,6.5
2052,-1.8815,43.0457,5.0
2053,-1.5075,43.0775,29.0
2054,-1.5338,43.0553,12.0
2055,-1.6382,43.0548,14.3
2056,-1.5875,43.0723,27.5
2057,-1.4158,43.2023,38.5
2058,-1.4448,43.2243,65.0
2059,-1.4581,43.2335,14.0
2060,-1.4132,43.1618,17.5
2061,-1.4806,43.0231,31.5
2062,-1.5318,43.0373,25.5
2063,-1.4305,43.0143,12.0
2064,-1.1526,42.9931,5.5
2065,-1.1837,42.9773,25.0
2066,-1.2557,42.9028,36.5
2067,-1.6612,43.0695,9.0
2068,-1.6992,43.0753,17.5
2069,-1.7271,43.1486,27.2
2070,-1.7705,43.0716,9.0
2071,-1.8053,43.1143,28.0
2072,-1.8825,43.125,30.0
2073,-1.0982,42.4456,40.5
2074,-0.8393,42.866,19.0
2075,-0.8374,42.8688,10.0
2076,-2.1809,42.7826,28.0
2077,-2.2148,42.8063,11.5
2078,-2.238,42.8145,75.5
2079,-1.2515,42.8767,4.5
2080,-1.3111,42.9361,50.0
2081,-1.3454,43.0302,32.0
2082,-1.4029,42.9914,5.0
2083,-1.3793,43.0001,3.5
2084,-2.0636,42.7988,20.0
2085,-2.0511,42.7972,16.5
2086,-1.4493,42.6544,14.0
2087,-1.0755,42.9855,5.5
2088,-1.0119,42.9638,17.0
2089,-1.2038,42.9597,8.8
2090,-1.2633,42.9804,37.0
2091,-2.4623,42.6114,39.0
2092,-2.14,42.7364,27.0
2093,-2.2547,42.7462,16.5
2094,-2.0354,42.7842,15.0
2095,-2.0625,42.9339,16.0
2096,-1.9383,42.9579,38.0
2097,-1.9998,42.8676,8.0
2098,-2.1039,42.864,15.5
2099,-1.7565,43.0366,25.0
2100,-1.7537,42.9913,13.5
2101,-1.8519,43.0508,17.0
2102,-1.8143,42.8388,7.4
2103,-1.8039,42.9333,7.0
2104,-2.0932,42.8417,18.0
2105,-1.2919,43.0105,8.2
2106,-2.0966,42.9432,14.2
2107,-1.7037,42.9772,15.0
2108,-2.5746,42.765,15.5
2109,-2.5171,42.7854,28.0
2110,-2.4079,42.6967,40.0
2111,-2.3632,42.7694,21.5
2112,-2.3105,42.7808,11.5
2113,-2.2333,42.8459,55.5
2114,-2.3273,42.9231,39.0
2115,-2.9179,42.9602,11.0
2116,-2.8713,42.9269,6.0
2117,-2.8859,42.98,6.5
2118,-2.8613,43.0295,20.5
2119,-2.6303,43.0632,7.0
2120,-2.6674,43.0237,30.0
2121,-2.7361,43.0239,21.2
2122,-2.6075,42.9866,12.0
2123,-3.2302,42.8664,63.0
2124,-3.2217,42.8889,28.0
2125,-2.7463,42.6286,27.2
2126,-2.6573,42.6238,25.5
2127,-2.0452,43.0994,17.0
2128,-2.3649,43.0773,16.0
2129,-2.5537,42.9675,28.5
2130,-1.894,43.2404,16.8
2131,-1.8248,43.2523,58.0
2132,-2.2794,42.9328,9.5
2133,-2.2104,42.9584,19.0
2134,-2.0728,42.979,7.5
2135,-6.6861,37.8888,27.0
2136,-6.6814,37.8932,27.9
2137,-6.6791,37.8967,29.4
2138,-6.6666,37.8956,14.4
2139,-6.6049,37.9043,25.3
2140,-6.5528,37.8969,56.3
2141,-6.5686,37.9017,29.2
2142,-6.5653,37.8981,24.8
2143,-5.728,37.9493,21.2
2144,-5.4316,37.8972,20.0
2145,-5.5722,37.9177,26.3
2146,-5.2609,36.5785,52.2
2147,-3.5869,43.1156,46.0
2148,-3.4266,43.126,54.4
2149,-3.2952,43.1769,60.9
2150,-3.3427,43.0651,29.1
2151,-3.191,43.0232,11.4
2152,-2.9979,42.9449,6.3
2153,-3.832,42.9415,62.4
2154,-3.6978,42.9633,73.1
2155,-4.1167,42.7147,30.4
2156,-3.8529,42.6857,16.6
2157,-3.3372,42.7094,38.3
2158,-3.1895,42.7045,46.0
2159,-3.1981,42.35,54.4
2160,-3.1429,42.3387,52.9
2161,-5.1983,36.5804,53.0
2162,-0.9617,38.5381,50.0
2163,-0.9417,38.534,39.0
2164,-0.9719,38.5387,30.0
2165,-1.4722,43.0149,17.2
2166,-6.0488,40.5023,71.1
2167,-4.9744,40.3899,66.1
2168,-2.7032,40.6316,28.0
2169,-2.7255,40.6649,9.0
2170,-4.5272,41.1258,81.0
2171,-3.2449,40.9857,83.0
2172,-4.9906,40.1859,69.5
2173,-4.9403,40.2391,78.9
2174,-2.1085,40.766,27.0
2175,-4.141,39.4316,57.0
2176,-3.2555,40.9524,10.0
2177,-4.3328,40.3698,74.0
2178,-4.1386,40.6116,59.0
2179,-4.9956,40.3885,67.0
2180,-2.2536,40.9709,73.0
2181,-1.8857,40.2599,38.9
2182,-3.227,40.3658,21.0
2183,-3.544,40.9973,64.2
2184,-1.8702,41.0147,24.0
2185,-4.1574,40.5181,68.0
2186,-2.7403,40.5163,64.0
2187,-4.0001,40.9007,59.9
2188,-3.2878,41.1351,34.5
2189,-4.967,40.3888,73.8
2190,-3.2536,41.6901,70.5
2191,-4.4335,40.3241,68.0
2192,-3.4995,40.857,30.0
2193,-3.4636,40.8959,47.0
2194,-2.6186,41.1749,78.0
2195,-0.0949,40.4364,31.9
2196,-0.0852,40.436,44.9
2197,-5.7551,41.1798,54.7
2198,-5.7952,41.1923,83.9
2199,-5.7835,41.1927,84.5
2200,-5.7627,41.1735,72.4
2201,-5.7836,41.1933,81.9
2202,-5.7734,41.1943,72.1
2203,-0.0975,40.9304,64.6
2204,-0.099,40.9312,47.1
2205,-0.0977,40.9336,64.0
2206,-0.0977,40.9341,60.7
2207,-0.3182,41.3213,54.6
2208,-0.3469,41.3691,66.0
2209,-0.3456,41.3724,58.5
2210,-5.8941,41.2324,77.8
2211,-0.023,41.5819,45.6
2212,-0.0196,41.5801,40.4
2213,-0.4292,40.5975,54.4
2214,-0.0908,40.4345,18.0
2215,-5.8138,41.2706,73.6
2216,-5.8087,41.2662,67.1
2217,-0.4165,40.6645,59.4
2218,-0.4186,40.6619,69.2
2219,-0.3771,40.4925,45.6
2220,-0.6281,40.5224,65.0
2221,-0.6338,40.5268,66.6
2222,-0.5694,40.668,59.0
2223,-0.4086,40.5901,62.7
2224,-5.7249,41.1644,79.7
2225,-4.0382,40.8579,56.0
2226,-5.158,40.2357,70.3
2227,-0.0922,40.4093,17.2
2228,-4.0072,40.7537,69.0
2229,-3.6813,40.8334,66.0
2230,-3.7627,40.8501,74.0
2231,-2.4997,37.9451,32.0
2232,-5.3009,39.9861,74.5
2233,-4.5027,41.1996,96.0
2234,-4.9909,40.3741,67.0
2235,-4.1396,40.6128,74.8
2236,-4.7204,40.9839,78.1
2237,-4.5601,41.3158,91.0
2238,-3.8283,40.707,57.0
2239,-4.2159,40.7138,61.8
2240,-3.6698,41.0399,50.0
2241,-4.7353,40.1438,60.9
2242,-3.8977,40.4698,61.0
2243,-4.7801,41.3127,80.0
2244,-4.0271,41.4996,30.0
2245,-5.0334,40.4174,58.0
2246,-4.0263,40.8903,60.0
2247,-3.6274,40.5752,74.0
2248,-5.1079,39.9863,68.0
2249,-1.7378,40.6067,29.2
2250,-3.65,40.8,78.0
2251,-3.651,41.1089,67.5
2252,-4.2015,40.3063,82.1
2253,-4.1838,40.651,64.0
2254,-4.09,38.9425,38.0
2255,-4.5791,40.3051,70.2
2256,-8.0755,43.6359,81.8
2257,-8.9685,42.9773,65.0
2258,-8.5525,43.0143,44.7
2259,-8.0171,43.051,22.8
2260,-8.4965,43.1816,61.4
2261,-7.8033,43.546,73.5
2262,-7.9063,43.3265,42.4
2263,-8.7121,42.7185,85.0
2264,-8.7495,43.15,64.6
2265,-8.0491,43.7096,69.6
2266,-8.6239,42.8714,79.7
2267,-8.3556,42.9413,59.7
2268,-8.5113,43.1704,59.3
2269,-8.0833,43.2848,57.1
2270,-9.1047,43.0331,69.0
2271,-7.9639,43.194,36.4
2272,-8.2032,42.8687,78.4
2273,-8.6836,43.0976,57.5
2274,-8.3946,43.1567,44.7
2275,-8.2923,43.2291,33.1
2276,-7.8057,43.7081,42.5
2277,-8.6832,42.8526,89.3
2278,-8.727,42.6713,25.2
2279,-8.0234,42.794,76.7
2280,-8.3198,42.6363,80.0
2281,-8.3193,42.6228,78.2
2282,-8.6419,42.6053,80.1
2283,-8.5533,42.5519,85.3
2284,-7.9439,42.6492,54.6
2285,-8.2613,42.7336,81.7
2286,-8.7419,42.6177,75.4
2287,-8.1276,42.644,67.0
2288,-8.7011,42.3511,44.8
2289,-8.3384,42.6008,75.6
2290,-8.6401,42.7174,72.8
2291,-8.4304,42.7472,77.7
2292,-8.6677,42.5793,84.2
2293,-8.2466,42.6322,58.0
2294,-8.0632,42.7439,45.3
2295,-8.2939,42.7653,35.0
2296,-8.134,42.5733,25.0
2297,-7.2574,43.245,57.2
2298,-7.8875,42.6302,78.5
2299,-7.4835,43.2672,47.8
2300,-7.33,42.817,50.2
2301,-7.3817,42.7574,63.6
2302,-7.6156,42.5155,74.1
2303,-7.7046,42.8349,41.1
2304,-7.5541,43.2775,23.5
2305,-7.4262,42.8098,72.9
2306,-7.7163,42.8905,52.0
2307,-7.6456,43.7334,66.9
2308,-7.6634,42.8156,45.5
2309,-7.5019,42.841,75.3
2310,-7.4869,43.0799,83.8
2311,-7.623,43.4206,77.6
2312,-7.6383,42.5086,73.9
2313,-7.2889,43.3963,75.5
2314,-7.148,42.8521,51.5
2315,-7.3741,43.4192,61.3
2316,-7.7586,42.0876,56.2
2317,-7.5188,42.3099,49.0
2318,-7.8299,42.0884,69.3
2319,-7.5204,42.033,68.9
2320,-7.3676,42.3633,59.9
2321,-7.0853,42.403,65.9
2322,-6.9882,42.3406,68.8
2323,-8.1951,42.3693,69.7
2324,-7.7454,42.3558,77.8
2325,-7.0526,42.2422,78.2
2326,-6.9755,42.0377,66.0
2327,-7.3122,42.3467,66.9
2328,-6.9915,42.373,36.3
2329,-6.875,42.4056,63.6
2330,-7.8234,42.2427,73.0
2331,-8.1003,42.1228,79.3
2332,-7.5719,42.1345,76.0
2333,-6.9639,42.0393,64.2
2334,-7.2984,42.4091,73.8
2335,-7.6284,42.2365,66.2
2336,-7.6303,42.2339,48.9
2337,-7.6432,42.311,69.3
2338,-7.3067,41.9859,51.3
2339,-7.5363,41.9994,56.8
2340,-3.8783,43.033,70.8
2341,-4.7715,43.1458,22.1
2342,-4.4493,43.3806,47.3
2343,-4.2325,43.0678,54.9
2344,-4.4641,43.2512,42.9
2345,-4.517,43.2496,22.4
2346,-4.2554,43.3761,50.6
2347,-4.1061,43.4114,46.7
2348,-4.2756,43.3696,27.4
2349,-4.0897,42.9812,82.2
2350,-4.4001,43.0386,75.3
2351,-4.2262,43.0599,22.9
2352,-4.76,43.0674,45.2
2353,-3.3328,43.3924,59.8
2354,-4.4468,43.2496,70.1
2355,-3.426,43.3079,66.5
2356,-3.4144,43.4093,67.1
2357,-4.4738,43.3731,90.7
2358,-4.1722,43.3842,83.9
2359,-3.8299,43.082,69.6
2360,-4.1433,43.2913,86.9
2361,-4.1208,42.7981,82.1
2362,-4.2811,43.0121,31.9
2363,-4.0573,43.3421,57.8
2364,-5.6126,43.3905,45.0
2365,-5.4355,43.439,41.5
2366,-5.3847,43.4725,58.0
2367,-5.4713,43.4523,40.0
2368,-5.5463,43.4091,36.0
2369,-5.7435,43.4856,43.8
2370,-5.76,43.184,57.0
2371,-5.5907,43.5414,73.1
2372,-5.0399,43.3049,42.9
2373,-5.1832,43.4666,21.8
2374,-5.3883,43.5102,30.3
2375,-5.0656,43.3171,80.3
2376,-5.7752,43.5848,17.8
2377,-5.2523,43.3455,40.6
2378,-2.5913,43.023,49.5
2379,-2.433,42.6882,47.7
2380,-2.5756,42.6281,77.0
2381,-2.7237,42.6348,84.5
2382,-2.6051,42.9569,49.8
2383,-2.7137,42.6965,47.9
2384,-2.4212,42.5149,24.9
2385,-2.3085,42.7952,22.9
2386,-2.2686,42.812,58.9
2387,-2.5565,42.8248,33.6
2388,-2.4872,42.625,47.7
2389,-2.7847,42.6539,76.0
2390,-2.5311,42.6265,62.2
2391,-2.5979,42.9568,34.3
2392,-2.628,42.8471,56.3
2393,-1.8833,42.8091,26.7
2394,-2.1319,42.7508,30.1
2395,-1.9733,42.7327,61.7
2396,-1.8055,42.4966,53.8
2397,-1.9861,42.5073,61.8
2398,-2.0597,42.6271,67.7
2399,-1.9859,42.5077,56.6
2400,-1.8777,42.5202,67.7
2401,-1.8619,42.7841,70.9
2402,-2.17,42.8341,64.2
2403,-2.1861,42.7938,78.9
2404,-1.081,42.9083,53.2
2405,-1.0932,42.9293,31.6
2406,-1.5999,42.9877,43.5
2407,-1.6019,42.991,40.2
2408,-1.7694,42.9924,57.0
2409,-1.1902,42.6535,16.5
2410,-1.3038,42.6594,76.9
2411,-1.2863,42.6224,43.6
2412,-1.2105,42.6166,70.0
2413,-1.3638,42.628,81.5
2414,-1.3499,42.0674,37.5
2415,-1.2943,42.8085,60.9
2416,-1.4916,42.8327,21.4
2417,-1.2707,42.823,8.3
2418,-1.2082,42.616,16.0
2419,-1.6138,42.3563,80.3
2420,-1.7499,43.0091,56.6
