,Longitude,Latitude,Sand [%]
836,-4.1775,40.5818,60.2
837,-4.1768,40.5773,44.1
838,-4.1378,40.7088,68.9
839,-4.002,40.689,87.4
840,-4.0042,40.6901,79.9
841,-4.0565,40.7732,73.1
842,-4.1349,40.6156,72.2
843,-4.114,40.641,64.9
844,-4.0322,40.7328,59.3
845,-4.0801,40.7438,62.5
846,-4.1689,40.5976,72.7
847,-4.0392,40.6926,71.5
848,-4.0161,40.5779,67.8
849,-4.0051,40.6751,79.4
850,-3.9688,40.577,78.7
851,-4.1118,40.614,83.3
852,-4.0389,40.6899,72.0
853,-4.0825,40.589,67.5
854,-4.0101,40.6774,62.5
855,-3.9609,40.6036,69.9
856,-3.9603,40.5581,56.4
857,-4.0239,40.5094,71.0
858,-4.0341,40.517,79.8
859,-3.9767,40.5517,81.0
860,-3.9217,40.9318,38.0
861,-3.8385,40.8323,55.1
862,-3.8041,40.83,55.8
863,-3.7688,40.8537,64.1
864,-3.7762,40.8771,54.5
865,-3.7864,40.9401,50.8
866,-3.6427,40.9436,68.6
867,-3.7987,40.9742,51.8
868,-3.7475,41.0126,56.0
869,-3.8739,40.909,55.1
870,-3.9601,40.816,60.0
871,-3.9139,40.8329,58.8
872,-3.6753,41.0556,44.0
873,-3.8534,40.7867,73.2
874,-3.9992,40.8549,51.7
875,-4.0167,40.8674,53.9
876,-4.0462,40.8451,53.4
877,-3.9072,41.018,68.8
878,-4.1794,40.7079,79.7
879,-3.8443,41.0047,69.0
880,-3.807,41.0237,47.2
881,-3.8394,41.0622,62.0
882,-4.1256,40.7401,65.7
883,-4.1278,40.7732,55.9
884,-4.1759,40.7066,74.7
885,-4.0964,40.7785,61.5
886,-4.0937,40.7976,60.5
887,-4.187,40.7082,69.8
888,-3.8394,41.0145,46.8
889,-3.7992,40.9978,63.0
890,-3.8114,41.0126,53.5
891,-3.6125,41.1507,67.8
892,-3.5939,41.1638,59.3
893,-3.6935,41.0861,47.3
894,-3.7124,41.0887,55.0
895,-3.6565,41.1548,60.5
896,-3.6789,41.1083,47.5
897,-3.6843,41.1114,61.7
898,-3.6654,41.1318,65.0
899,-3.8608,41.0598,67.6
900,-3.8557,41.063,69.5
901,-4.0037,40.8821,46.8
902,-4.0439,40.88,55.4
903,-2.3959,40.7484,42.2
904,-2.4316,40.7215,49.4
905,-2.3283,40.5147,31.2
906,-2.3278,40.557,61.2
907,-2.0694,39.5299,32.7
908,-2.0772,39.5773,44.6
909,-1.6233,39.6156,36.2
910,-1.6144,39.6253,45.1
911,-1.649,39.5979,42.2
912,-2.2778,38.619,42.5
913,-2.1161,38.569,61.2
914,-2.081,38.5658,30.1
915,-2.9506,40.5739,54.5
916,-2.8756,40.4356,25.4
917,-1.2516,39.1872,41.4
918,-1.296,39.2689,34.7
919,-0.9954,38.7781,16.3
920,-1.0307,38.8052,41.9
921,-1.089,38.7795,40.6
922,-1.0786,38.7249,71.0
923,-3.2925,43.0492,19.0
924,-3.2017,42.8403,26.0
925,-3.1714,42.8208,89.7
926,-3.3806,42.7497,47.5
927,-3.0083,41.9757,65.1
928,-2.9713,42.0658,63.0
929,-3.1625,41.8384,83.8
930,-2.45,41.7591,50.3
931,-2.4333,41.7507,66.5
932,-2.4333,41.7757,72.4
933,-2.8528,41.9341,62.7
934,-2.85,41.9424,60.0
935,-2.8625,41.9341,52.6
936,-2.8083,41.8341,57.1
937,-3.0167,41.8257,84.5
938,-3.1333,41.7507,59.9
939,-1.7826,40.5994,35.0
940,-1.8161,40.4731,19.0
941,-1.7208,40.5745,43.4
942,-1.7333,40.5356,75.2
943,-1.7372,40.4998,4.5
944,-1.8889,40.4306,80.3
945,-1.8753,40.4338,15.5
946,-1.9044,40.379,68.5
947,-1.8692,40.3706,43.5
948,-1.7375,40.237,60.5
949,-1.684,40.2019,46.7
950,-1.7611,40.1473,87.4
951,-3.85,41.0507,59.7
952,-3.8334,41.0174,59.2
953,-3.8334,41.0007,65.0
954,-3.9833,40.8531,61.2
955,-3.9986,40.8717,52.6
956,-4.0369,40.8653,54.0
957,-4.1117,40.7592,49.8
958,-4.145,40.7175,50.5
959,-4.0714,40.7659,59.5
960,-4.5306,40.7606,64.8
961,-4.0606,40.7723,58.6
962,-4.1394,40.697,69.3
963,-4.1594,40.6845,76.6
964,-3.8711,40.8648,60.6
965,-3.8919,40.8448,81.2
966,-3.2195,41.2868,67.2
967,-3.2158,41.2203,29.0
968,-3.1347,41.2084,47.0
969,-5.3001,42.9841,73.5
970,-5.2882,42.9934,87.8
971,-5.2751,42.998,54.2
972,-1.9728,39.2551,91.7
973,-2.0625,39.349,66.0
974,-2.0816,38.5667,42.2
975,-1.4328,39.319,61.5
976,-2.0308,38.9349,60.1
977,-1.6556,39.2276,88.4
978,-1.6344,39.1315,83.7
979,-1.775,39.1537,89.2
980,-4.6824,40.9971,88.8
981,-4.3814,40.5162,83.5
982,-4.3833,40.4481,76.8
983,-4.3917,40.4587,78.7
984,-4.6856,40.2759,72.5
985,-4.6836,40.3178,74.2
986,-3.9472,41.6356,74.8
987,-3.9472,41.6295,92.4
988,-3.9094,41.6703,82.8
989,-3.9533,41.6245,84.8
990,-2.6175,39.3667,80.4
991,-2.55,39.3828,86.8
992,-2.1056,39.4176,85.3
993,-2.2028,39.3453,97.5
994,-2.3027,39.3465,85.8
995,-1.9092,39.4665,83.9
996,-1.9694,39.4326,73.1
997,-2.0702,39.4488,64.3
998,-1.6684,39.7963,75.0
999,-2.4569,39.344,81.5
1000,-2.4236,39.3467,90.7
1001,-2.3869,39.3717,78.5
1002,-2.4044,39.3292,95.3
1003,-4.2847,40.4564,78.4
1004,-4.2667,40.3674,77.3
1005,-4.4111,40.2801,78.9
1006,-4.4047,40.4009,77.8
1007,-4.2969,40.3725,66.5
1008,-4.5658,41.262,92.5
1009,-4.5578,41.257,85.9
1010,-4.5059,41.1167,85.3
1011,-4.3705,40.2959,77.0
1012,-4.3522,40.2467,81.0
1013,-4.7658,41.572,82.7
1014,-4.7972,41.5828,68.4
1015,-4.8227,41.5481,96.4
1016,-4.7305,41.4725,89.5
1017,-5.0501,41.4007,74.9
1018,-4.9544,41.4707,94.1
1019,-4.9638,41.4642,96.2
1020,-4.568,41.4398,73.5
1021,-4.5236,41.5023,78.1
1022,-4.6097,41.6111,93.2
1023,-5.325,41.512,97.4
1024,-5.4736,41.5114,90.7
1025,-5.4694,41.5056,96.5
1026,-5.4992,41.5347,84.2
1027,-5.4547,41.3273,88.6
1028,-5.6167,41.2592,81.7
1029,-5.8147,41.5336,57.5
1030,-3.425,42.7591,81.2
1031,-3.5417,42.7425,43.7
1032,-3.4625,42.7064,48.7
1033,-3.3431,42.8875,48.7
1034,-2.9833,41.8341,83.6
1035,-2.9967,41.8445,80.1
1036,-2.7917,41.8507,86.6
1037,-2.2316,41.0249,76.8
1038,-2.1154,40.997,74.5
1039,-1.986,40.909,79.7
1040,-1.9377,39.7541,19.2
1041,-1.8808,39.6634,44.2
1042,-1.8125,39.812,82.4
1043,-1.8422,39.8103,77.4
1044,-1.675,39.9564,63.7
1045,-1.6258,39.9689,70.4
1046,-2.2222,40.0854,84.0
1047,-2.2875,40.0842,35.1
1048,-2.1903,40.2412,72.2
1049,-2.1903,40.2503,78.7
1050,-4.1408,40.6667,74.2
1051,-4.2589,40.5042,74.7
1052,-4.3881,40.5634,77.1
1053,-4.4208,40.5028,80.2
1054,-4.4764,40.2737,66.5
1055,-4.4339,40.8473,88.5
1056,-4.6094,40.4106,66.4
1057,-4.7144,40.3026,81.0
1058,-4.7975,40.2959,67.9
1059,-4.8235,40.2905,72.1
1060,-5.0908,40.2009,67.9
1061,-1.3111,38.4768,49.7
1062,-1.2694,38.5043,11.3
1063,-2.3604,38.3694,33.9
1064,-4.7287,40.9712,87.7
1065,-4.7444,41.0175,82.0
1066,-4.7778,41.5239,95.0
1067,-4.5944,41.5398,95.0
1068,-4.4417,41.46,80.1
1069,-4.5144,41.5717,96.5
1070,-4.7047,41.4384,97.4
1071,-4.5278,41.4217,85.8
1072,-4.775,41.3189,84.8
1073,-4.505,41.2634,92.6
1074,-4.2078,41.255,95.1
1075,-4.0328,41.2064,93.5
1076,-3.6256,41.4564,83.2
1077,-3.5514,41.7264,76.5
1078,-3.6056,41.7634,81.2
1079,-3.6161,41.7245,64.5
1080,-3.8478,41.7731,93.7
1081,-3.8478,41.7661,72.8
1082,-2.6975,41.626,86.4
1083,-2.8936,41.5147,67.4
1084,-2.925,41.5028,76.1
1085,-2.975,41.5336,71.5
1086,-2.8647,41.512,84.4
1087,-6.2252,42.3174,54.5
1088,-6.2502,42.3091,59.0
1089,-6.2002,42.2507,55.6
1090,-4.5001,38.8173,43.0
1091,-4.1361,38.9481,57.5
1092,-3.9861,38.7176,58.0
1093,-3.4861,38.4315,47.5
1094,-3.9862,39.0507,68.5
1095,-4.3347,39.1612,44.5
1096,-4.4167,39.0007,48.4
1097,-4.3944,39.1745,53.5
1098,-3.7,39.234,24.0
1099,-3.7834,38.6173,65.0
1100,-3.1461,39.169,33.0
1101,-4.5334,39.134,52.0
1102,-4.1528,39.384,56.5
1103,-4.4195,39.4007,59.0
1104,-1.8666,40.2174,83.0
1105,-2.032,40.4065,36.3
1106,-1.9694,40.3648,76.0
1107,-1.8811,40.1346,9.0
1108,-1.8967,40.1321,32.0
1109,-2.3666,40.084,50.3
1110,-2.0195,40.2981,41.5
1111,-2.3583,40.5007,50.9
1112,-2.0926,40.182,67.0
1113,-1.6814,39.9481,89.3
1114,-2.0092,40.2467,81.0
1115,-2.8528,39.8673,68.5
1116,-2.8591,40.1553,41.0
1117,-1.9505,40.4479,16.0
1118,-1.6556,40.0037,73.6
1119,-1.9244,40.3305,65.0
1120,-2.161,39.6297,25.0
1121,-2.15,40.2507,62.0
1122,-2.3666,40.384,30.0
1123,-2.3333,41.0174,46.0
1124,-2.8528,41.1674,64.0
1125,-2.3431,41.0309,84.2
1126,-2.3,40.7507,63.0
1127,-2.3601,40.7752,69.0
1128,-2.3666,41.0174,44.0
1129,-2.9808,40.3174,42.0
1130,-1.9999,40.6674,20.0
1131,-2.7278,40.5564,34.0
1132,-2.7629,40.8038,10.0
1133,-2.7528,40.634,3.0
1134,-2.7986,40.7678,11.5
1135,-2.716,40.6685,55.5
1136,-3.1528,40.8648,33.7
1137,-3.4,41.0674,27.0
1138,-2.1689,40.9001,45.0
1139,-2.9645,40.7049,50.0
1140,-1.8916,40.5924,11.6
1141,-2.5998,40.7674,55.0
1142,-2.6333,40.6424,48.7
1143,-3.4,40.8507,28.0
1144,-3.1,41.1924,37.0
1145,-2.95,40.9757,38.0
1146,-2.9694,40.8537,12.5
1147,-3.3334,41.2507,35.0
1148,-3.3667,40.8507,64.0
1149,-3.1611,40.6981,31.0
1150,-3.1654,40.5516,18.0
1151,-3.1182,40.5967,22.5
1152,-3.0472,40.4527,43.0
1153,-2.9051,40.849,33.0
1154,-3.15,40.8674,56.0
1155,-3.1528,40.8674,28.5
1156,-3.135,40.8456,36.2
1157,-3.0197,40.8814,58.0
1158,-2.1211,41.0027,62.5
1159,-2.2166,40.9674,78.0
1160,-3.35,41.0341,23.0
1161,-2.2292,40.8194,11.0
1162,-2.217,40.8467,16.0
1163,-2.2194,40.8175,11.0
1164,-2.3666,40.8007,37.0
1165,-2.4166,40.7674,54.0
1166,-2.9169,40.9031,35.5
1167,-3.3167,40.8481,34.0
1168,-3.0943,40.4166,37.0
1169,-2.9644,40.8492,19.0
1170,-2.8833,40.4007,29.0
1171,-2.0944,40.3674,49.0
1172,-2.8528,40.4231,34.0
1173,-2.1194,40.6674,65.0
1174,-1.9361,40.6174,23.0
1175,-2.975,42.0007,58.0
1176,-5.0668,40.3007,70.0
1177,-4.5834,40.2174,71.0
1178,-5.1207,40.1426,64.0
1179,-2.4688,40.5145,22.0
1180,-2.1,41.0007,59.0
1181,-2.6028,41.0674,89.0
1182,-2.6071,41.0916,12.0
1183,-2.1361,40.934,71.0
1184,-2.0299,40.6648,15.0
1185,-3.2834,40.9257,54.0
1186,-2.8889,41.2564,83.0
1187,-2.5944,40.7674,67.0
1188,-2.2694,40.9507,90.0
1189,-2.5333,40.8757,84.0
1190,-2.3496,40.631,22.0
1191,-3.3,41.0007,60.5
1192,-1.9113,40.6818,8.0
1193,-3.223,41.0265,49.0
1194,-3.2167,41.0174,38.0
1195,-2.9333,40.5507,29.8
1196,-3.0611,40.7231,17.5
1197,-2.6553,40.9837,40.5
1198,-2.65,40.6541,39.5
1199,-2.0986,40.8365,28.0
1200,-3.3833,40.984,55.0
1201,-3.33,40.9362,40.0
1202,-2.5917,40.9481,85.0
1203,-2.917,40.831,25.8
1204,-1.9861,40.7731,14.5
1205,-2.2527,40.6674,63.5
1206,-3.071,40.6689,34.0
1207,-2.0045,40.7817,31.0
1208,-2.3725,40.7122,26.0
1209,-3.0667,40.984,57.5
1210,-3.2167,41.2674,55.0
1211,-2.9169,40.9031,16.0
1212,-2.8703,40.4526,28.0
1213,-3.3361,40.834,33.0
1214,-2.1166,40.734,26.0
1215,-6.2335,42.2674,46.0
1216,-6.2335,42.5577,42.0
1217,-6.2835,42.9174,65.3
1218,-5.1335,43.0008,32.5
1219,-5.5335,42.9508,31.0
1220,-6.2196,42.3007,55.5
1221,-5.7863,42.8008,36.0
1222,-4.9501,42.7008,68.5
1223,-6.8336,42.7174,28.0
1224,-3.9862,40.7174,79.0
1225,-4.2279,40.334,81.0
1226,-3.4361,40.284,71.0
1227,-3.3472,40.4868,39.0
1228,-3.6667,40.5507,73.0
1229,-3.8167,40.8965,72.0
1230,-3.6195,41.0924,48.0
1231,-3.5945,40.5257,61.5
1232,-3.725,40.859,57.8
1233,-3.5789,40.8814,55.0
1234,-3.8612,40.409,80.0
1235,-3.9911,40.7245,63.7
1236,-3.9858,40.7246,73.0
1237,-3.7695,40.984,75.0
1238,-3.7667,40.8965,71.0
1239,-3.7862,40.884,71.2
1240,-4.4168,40.3313,74.0
1241,-4.4029,40.3174,60.0
1242,-4.0445,40.6924,74.0
1243,-4.0667,40.7896,58.3
1244,-4.0695,40.7674,57.0
1245,-4.0528,40.7674,52.5
1246,-3.9334,40.634,62.9
1247,-4.2001,40.484,71.0
1248,-3.8334,40.6174,83.9
1249,-3.6,40.8674,37.0
1250,-3.55,41.0674,65.0
1251,-3.725,40.9424,65.0
1252,-3.9334,40.5507,74.0
1253,-4.1028,40.734,70.0
1254,-3.5834,40.3007,43.0
1255,-3.5667,41.034,63.5
1256,-3.45,41.084,42.0
1257,-3.65,40.784,42.0
1258,-4.1362,40.684,78.0
1259,-4.1528,40.6924,74.0
1260,-4.1362,40.6841,64.0
1261,-4.0695,40.7674,69.5
1262,-4.1362,40.684,62.0
1263,-4.0862,40.0007,60.0
1264,-3.9106,40.6258,81.0
1265,-4.0334,40.7257,49.0
1266,-3.5036,41.08,54.0
1267,-4.1084,40.4451,81.0
1268,-3.8983,40.3345,78.8
1269,-3.7834,40.8007,73.0
1270,-3.8492,40.4809,78.0
1271,-3.9028,40.7174,63.0
1272,-3.9667,40.3007,74.0
1273,-4.0333,40.6523,64.0
1274,-3.7112,40.8174,66.0
1275,-3.9862,40.7507,72.0
1276,-4.3751,40.3674,84.7
1277,-3.4667,41.034,26.0
1278,-3.5292,41.0146,41.1
1279,-3.575,41.1243,50.0
1280,-4.2334,40.491,41.0
1281,-3.85,40.884,65.0
1282,-3.7611,40.4287,71.0
1283,-3.9834,40.3674,72.0
1284,-0.1415,40.6896,22.1
1285,-0.2193,40.5535,4.1
1286,-0.2415,40.5701,43.0
1287,-0.2276,40.5396,19.1
1288,-0.3443,40.3229,7.5
1289,-0.3582,40.259,21.3
1290,-2.5166,38.3423,65.6
1291,-2.5833,38.3784,46.5
1292,-2.5166,38.309,31.6
1293,-2.5305,38.2729,15.3
1294,-2.6139,38.2562,14.7
1295,-2.5861,38.2534,20.3
1296,-2.5972,38.2423,21.9
1297,-2.6,38.2284,38.0
1298,-2.6305,38.2284,20.9
1299,-2.7528,38.0895,37.7
1300,-2.9528,37.9701,25.7
1301,-2.9167,37.9395,71.9
1302,-2.8028,37.9201,60.0
1303,-2.8361,37.8228,44.6
1304,-2.975,37.8562,33.1
1305,-2.9778,37.8395,9.3
1306,-3.0056,37.7562,26.1
1307,-2.9861,37.7117,4.9
1308,-2.55,37.9228,10.5
1309,-2.4944,37.9756,32.3
1310,-2.4389,38.0562,57.6
1311,-0.6165,38.5506,44.0
1312,-0.5377,38.659,22.5
1313,-0.5165,38.7743,40.0
1314,-0.8832,38.2673,40.0
1315,-2.46,36.92,52.0
1316,-2.9661,36.8718,39.0
1317,-2.6666,37.0006,52.0
1318,-2.4361,37.0648,68.5
1319,-5.9002,38.734,29.2
1320,-4.8334,39.2173,38.0
1321,2.5714,39.5415,19.0
1322,-5.9502,38.7507,12.0
1323,-6.8335,38.634,74.0
1324,-5.9418,38.7423,45.0
1325,-4.8584,39.234,26.5
1326,-6.8835,38.4506,56.8
1327,-2.9756,36.8034,62.0
1328,-2.5806,37.2759,65.7
1329,-2.5814,37.2726,65.6
1330,-2.5797,37.2657,65.5
1331,-2.5811,37.2521,72.4
1332,-2.5811,37.2634,62.7
1333,-2.5825,37.2543,64.7
1334,-2.5819,37.2682,75.8
1335,-2.5819,37.2701,70.4
1336,-2.5678,37.2496,38.7
1337,-2.575,37.2548,47.0
1338,-2.57,37.2526,73.7
1339,-2.58,37.2801,69.0
1340,-2.63,37.2843,73.0
1341,-2.6356,37.2848,66.0
1342,-0.171,40.734,35.0
1343,-0.1806,40.7142,45.4
1344,-0.4499,40.0479,24.7
1345,-0.4499,40.0562,29.1
1346,-0.6377,39.7923,25.1
1347,-0.6082,39.7673,31.4
1348,-1.0832,39.8868,8.7
1349,-1.0832,39.8785,21.0
1350,-1.1182,39.7923,27.7
1351,-1.0877,39.7979,18.0
1352,-0.411,38.8506,15.0
1353,-0.4999,38.859,14.8
1354,-3.75,37.684,14.9
1355,-3.1589,37.7357,37.0
1356,-3.1722,37.7351,23.9
1357,-3.1077,37.6817,65.2
1358,-3.0444,37.7645,28.1
1359,-2.941,37.7277,47.9
1360,-2.9125,37.788,63.6
1361,-2.95,37.9506,62.5
1362,-2.7953,38.0923,45.4
1363,-2.7753,38.1465,35.1
1364,-2.7611,38.1367,19.8
1365,-2.7472,38.1506,38.1
1366,-2.5861,38.1617,53.6
1367,-2.8294,38.0506,46.5
1368,-2.5878,38.3784,9.6
1369,0.0288,40.0729,33.5
1370,0.0288,40.0743,63.6
1371,-0.3472,39.667,61.0
1372,-0.4749,39.6693,43.8
1373,-0.8432,39.1437,34.1
1374,-0.9918,39.1595,23.8
1375,-1.1194,39.144,62.0
1376,-1.1091,39.1145,34.0
1377,-2.8605,37.6924,49.3
1378,-2.6072,37.9284,29.7
1379,-2.6161,37.9145,37.0
1380,-2.8559,37.4283,26.4
1381,-2.2501,37.819,10.2
1382,-2.0877,37.7589,28.3
1383,-1.9544,37.7473,24.8
1384,-1.8016,38.0595,29.7
1385,-1.744,37.9841,10.5
1386,-1.5166,37.8812,16.8
1387,-1.5111,37.8509,32.5
1388,-1.446,38.1215,31.1
1389,-1.4314,38.1393,12.4
1390,-1.2648,38.2655,35.8
1391,-1.2909,38.2655,51.8
1392,-1.1696,38.4474,24.5
1393,-0.2682,38.5348,18.2
1394,-0.3,38.4926,18.6
1395,-4.85,36.8648,82.3
1396,-4.8528,36.8482,89.9
1397,-3.95,36.8148,94.4
1398,-3.95,36.8149,85.9
1399,-3.7,36.8173,40.8
1400,-3.4208,37.2171,62.0
1401,-3.4685,37.098,23.3
1402,-3.4629,37.1012,36.5
1403,-5.9708,36.1796,91.6
1404,-5.9574,36.2061,67.2
1405,-5.9439,36.1982,93.2
1406,-6.1058,36.3129,77.5
1407,-6.1157,36.5311,75.8
1408,-6.3069,36.8565,97.4
1409,-6.3292,36.7965,95.8
1410,-5.0708,38.0268,73.9
1411,-4.8083,37.9493,48.3
1412,-4.8283,37.9809,70.2
1413,-4.8,37.9709,26.4
1414,-6.4389,37.7712,72.9
1415,-7.1481,37.3643,89.3
1416,-7.1619,37.3454,66.9
1417,-7.1194,37.3509,74.9
1418,-7.1472,37.2659,94.7
1419,-7.0263,37.2293,73.0
1420,-7.0369,37.3134,48.3
1421,-6.8392,37.1759,90.6
1422,-6.8556,37.1576,91.5
1423,-6.8278,37.2073,83.6
1424,-6.6097,37.2148,89.3
1425,-6.525,37.239,92.8
1426,-6.5042,37.1565,86.7
1427,-6.5335,37.6881,47.9
1428,-3.9847,38.142,74.8
1429,-6.3089,37.2298,89.1
1430,-6.1789,37.3112,72.9
1431,-6.1761,37.2454,72.3
1432,-6.1931,37.2398,82.1
1433,-6.2078,37.2773,86.7
1434,-0.3228,39.8573,62.7
1435,-0.2856,39.8801,50.7
1436,-0.35,39.9031,51.5
1437,-0.6472,40.0838,80.9
1438,-0.836,39.1423,77.0
1439,-0.8877,38.9229,54.5
1440,-6.6439,40.2189,54.6
1441,-6.488,40.2981,32.9
1442,-5.5064,40.0523,90.2
1443,-2.9178,37.9409,14.4
1444,-2.915,37.939,12.5
1445,-2.9083,37.952,62.5
1446,-2.7211,38.134,41.2
1447,-2.8306,38.0895,14.4
1448,-2.725,38.309,29.4
1449,-2.7083,38.2117,31.2
1450,-2.5211,38.334,11.7
1451,-3.5481,37.2599,49.0
1452,-3.8653,37.264,44.5
1453,-3.5111,37.2645,41.0
1454,-3.9536,37.2446,35.9
1455,-3.9583,37.2112,64.7
1456,-3.9758,37.2232,62.0
1457,-3.9236,36.8298,92.0
1458,-3.6857,36.9536,88.5
1459,-3.7335,36.9583,61.2
1460,-5.1492,36.4926,49.6
1461,-5.1419,36.5051,61.9
1462,-5.2042,36.5079,25.0
1463,-5.1847,36.4746,56.5
1464,-5.4589,36.5718,60.5
1465,-5.5322,36.5135,51.6
1466,-0.0196,38.8256,26.7
1467,-0.7349,38.3326,54.1
1468,-0.7432,38.3345,49.4
1469,-0.7961,38.4934,56.6
1470,-0.7583,38.4981,58.2
1471,-0.7167,38.5301,43.7
1472,-2.7877,37.3644,49.6
1473,-2.7775,37.3585,57.4
1474,-2.7643,37.3705,73.5
1475,-5.6113,40.084,75.0
1476,-5.9029,40.0901,68.0
1477,-5.7585,40.084,69.5
1478,-5.8021,40.334,65.9
1479,-5.8779,40.259,67.5
1480,-5.7196,39.7007,58.0
1481,-5.0501,39.4193,30.0
1482,-5.3807,40.1896,63.5
1483,-5.3862,40.134,76.4
1484,-4.9862,39.3673,43.0
1485,-6.6863,39.3507,44.0
1486,-6.6862,39.3507,66.0
1487,-6.4613,39.5257,68.0
1488,-6.7085,40.209,34.5
1489,-5.3644,36.7501,29.5
1490,-5.6696,36.6173,12.0
1491,0.0502,40.584,31.3
1492,0.1127,40.1135,74.7
1493,0.0502,40.6507,22.9
1494,-4.9334,38.1173,54.0
1495,-4.2167,38.2423,76.0
1496,-6.3526,40.193,25.9
1497,-7.2986,39.3637,43.4
1498,-7.2699,39.3433,29.9
1499,-7.2459,39.3262,36.7
1500,-5.3603,39.4826,27.3
1501,-5.3445,39.4051,44.2
1502,-5.4103,39.5904,29.5
1503,-5.4536,39.5129,42.0
1504,-5.585,39.3876,22.5
1505,-5.3444,39.4717,31.8
1506,-5.3523,39.4523,21.4
1507,-5.3374,39.4138,30.2
1508,-6.7818,40.2219,64.1
1509,-6.7876,40.1947,63.3
1510,-6.2985,40.2963,30.1
1511,-5.8679,40.2676,42.4
1512,-5.8767,40.2586,66.1
1513,-5.7869,40.0565,55.4
1514,-6.3382,40.3398,27.4
1515,-6.7846,40.2259,68.8
1516,-6.2772,40.2967,11.8
1517,-5.8621,40.3267,38.1
1518,-5.8295,40.3221,47.5
1519,-5.3355,39.4713,20.5
1520,-6.2772,40.4092,33.4
1521,-6.3869,40.3813,31.3
1522,-6.2635,40.3586,38.9
1523,-6.7783,40.2392,63.2
1524,-5.67,40.2689,60.0
1525,-5.7373,40.2164,58.6
1526,-3.4833,37.2648,62.0
1527,-3.4334,36.9673,54.5
1528,-3.4,36.9506,65.3
1529,-2.8694,37.3839,26.0
1530,-3.5069,37.1713,52.0
1531,-3.4334,37.1506,50.0
1532,-3.2167,37.1339,56.0
1533,-6.4155,39.007,71.0
1534,-5.9002,40.2174,73.2
1535,-6.4481,37.5801,32.0
1536,-6.403,37.2506,94.0
1537,-6.7502,37.1173,93.0
1538,-3.0167,37.884,19.0
1539,-2.7833,38.1173,14.0
1540,-2.8603,38.2173,46.0
1541,-3.6045,37.7006,46.0
1542,-3.4361,38.2756,38.5
1543,-3.0378,37.7842,29.0
1544,-3.3695,38.3506,45.0
1545,-3.2611,38.2756,44.1
1546,-3.65,40.984,45.0
1547,-3.22,40.4618,33.0
1548,-3.4917,40.859,16.5
1549,-3.6167,40.7757,59.0
1550,-3.8225,40.9374,59.0
1551,-3.8,40.4007,84.0
1552,-3.8834,40.866,69.0
1553,-3.8814,40.9282,69.6
1554,-3.5695,40.2757,53.1
1555,-3.5834,40.8396,22.5
1556,-3.8806,40.5674,85.0
1557,-3.225,40.5138,28.0
1558,-4.3504,40.2904,66.0
1559,-3.9334,40.3757,80.5
1560,-4.1727,40.517,63.0
1561,-4.1501,40.6007,69.0
1562,-4.1667,40.609,66.0
1563,-4.3306,40.3785,74.0
1564,-4.3126,40.3299,61.0
1565,-4.3001,40.3507,68.0
1566,-4.3501,40.284,68.5
1567,-4.3029,40.4007,70.9
1568,-3.7473,41.0452,68.0
1569,-4.0306,40.3604,87.0
1570,-3.8056,40.7496,68.6
1571,-4.3917,40.3757,73.0
1572,-4.2862,40.5513,67.0
1573,-3.7084,41.0452,62.0
1574,-4.0809,36.9345,35.0
1575,-4.9168,36.6206,65.0
1576,-5.0168,36.6989,26.0
1577,-4.9692,36.752,27.0
1578,-4.9354,37.0103,91.7
1579,-0.8416,37.6012,40.0
1580,-1.9805,38.1484,44.0
1581,-1.5627,37.8423,44.0
1582,-2.2027,42.9341,36.5
1583,-2.0805,42.7591,25.0
1584,-1.5166,43.0508,11.0
1585,-0.9193,42.8563,8.0
1586,-1.6695,43.1667,11.0
1587,-1.5194,43.2674,39.0
1588,-2.1478,42.9247,15.0
1589,-7.9864,42.1452,57.5
1590,-6.2002,43.5675,25.0
1591,-4.9001,43.4341,55.5
1592,-5.1682,43.4536,64.0
1593,-4.7168,42.9174,34.2
1594,-4.3334,42.9358,32.5
1595,-4.4001,42.5591,49.8
1596,-4.8833,42.8009,25.5
1597,-4.7779,42.6194,42.0
1598,-4.7334,42.5563,41.0
1599,-4.8834,42.8535,28.0
1600,-8.6531,42.4174,75.5
1601,-8.8003,42.1507,54.0
1602,-8.7448,42.0257,65.0
1603,-2.42,42.1563,14.0
1604,-2.5194,42.4494,54.1
1605,-2.5833,42.0774,16.6
1606,-2.5889,42.2758,58.8
1607,-2.7194,42.2007,38.0
1608,-2.6861,42.1841,58.5
1609,-2.8333,42.3027,45.0
1610,-2.5569,42.3216,66.5
1611,-2.3694,42.1507,22.5
1612,-6.0699,40.434,66.6
1613,-6.1502,40.5424,35.0
1614,-5.7529,40.334,66.0
1615,-6.353,40.8674,60.0
1616,-5.9174,40.5799,21.5
1617,-6.1946,40.5493,27.0
1618,-6.0593,40.479,74.0
1619,-6.528,40.3687,33.0
1620,-3.9195,43.3966,16.9
1621,-3.9612,43.3841,21.5
1622,-4.0001,43.4341,97.0
1623,-4.0251,43.2508,33.0
1624,-4.2936,43.124,31.0
1625,-4.089,41.2424,95.0
1626,-4.4029,41.0257,62.0
1627,-4.2834,41.0549,84.0
1628,-4.4195,40.8674,81.1
1629,-4.0001,41.3007,97.0
1630,-3.8653,41.1924,42.6
1631,-4.2834,41.3674,84.0
1632,-4.2279,40.7007,68.4
