,Longitude,Latitude,Carb [%]
838,-4.1201,41.1007,0.3
839,-4.0101,41.1207,0.6
840,-3.26,41.1607,30.2
841,-1.5299,41.2607,28.2
842,1.5903,41.4507,24.4
843,-5.5301,40.4906,69.2
844,-2.38,41.1307,11.4
845,-2.0299,41.1607,0.3
846,-1.2899,41.2007,34.8
847,-0.5399,41.2307,15.5
848,1.1302,41.3307,4.7
849,1.4903,41.3607,4.5
850,-3.11,41.0007,33.5
851,-2.13,41.0707,8.0
852,-2.0199,41.0807,49.8
853,0.1602,41.2007,55.7
854,0.4002,41.2207,57.1
855,0.5102,41.2307,15.0
856,1.0402,41.2507,48.6
857,1.2602,41.2607,60.5
858,-3.09,40.5207,1.5
859,-2.12,40.5807,13.2
860,-1.9999,40.5907,0.5
861,-1.2599,41.0307,60.2
862,-0.3899,41.0707,62.2
863,0.0602,41.1107,34.9
864,0.1802,41.1207,27.1
865,-4.2701,40.3407,37.1
866,-2.45,40.4607,65.4
867,-2.33,40.4707,50.9
868,-2.22,40.4907,4.4
869,-1.0099,40.5707,80.3
870,-0.2598,41.0007,55.2
871,-4.3701,40.2407,42.7
872,-2.2,40.4007,22.7
873,-2.0799,40.4107,32.1
874,-0.4799,40.4907,40.6
875,-4.2301,40.1707,62.5
876,-2.0699,40.3307,0.5
877,-1.4399,40.3507,21.9
878,-1.0999,40.3907,50.1
879,-0.0098,40.4507,26.6
880,0.1002,40.4607,42.5
881,0.3302,40.4807,3.0
882,-4.3301,40.0807,28.0
883,-3.25,40.1607,45.8
884,-1.5399,40.2607,5.7
885,-1.3099,40.2807,6.4
886,-1.1999,40.2907,28.5
887,-0.3399,40.3307,62.6
888,-2.49,40.1107,36.8
889,-2.0399,40.1607,6.3
890,-1.5199,40.1707,34.5
891,-1.2899,40.2007,58.2
892,-1.1799,40.2107,27.9
893,-0.5499,40.2307,14.6
894,-0.4399,40.2407,7.3
895,-5.0301,39.4607,55.7
896,-2.0199,40.0807,2.6
897,-1.5099,40.0907,74.2
898,-1.2799,40.1107,73.3
899,-1.1699,40.1207,21.2
900,-0.5399,40.1407,3.5
901,-0.4199,40.1607,24.8
902,-5.3401,39.3307,38.2
903,-2.12,39.5807,1.1
904,-1.4899,40.0107,1.6
905,-1.2599,40.0307,19.0
906,-1.0399,40.0507,13.2
907,-0.5199,40.0607,18.6
908,-0.4099,40.0707,51.5
909,-4.2501,39.3407,38.1
910,-1.5899,39.5107,77.6
911,-1.3599,39.5307,19.4
912,-1.1399,39.5507,41.1
913,-0.5099,39.5807,13.2
914,-0.3999,39.5907,20.3
915,-4.5701,39.2107,13.5
916,-1.5699,39.4307,58.6
917,-1.4599,39.4407,23.8
918,-1.2299,39.4607,23.4
919,-1.0099,39.4807,18.6
920,-4.1001,39.1907,2.8
921,-3.48,39.2107,49.2
922,-1.3299,39.3607,9.9
923,-4.3101,39.0707,0.5
924,-2.28,39.2207,52.8
925,-1.3199,39.2807,5.5
926,-5.0201,38.5506,42.8
927,-1.1899,39.2107,61.5
928,-1.0799,39.2207,55.5
929,-0.5699,39.2307,24.4
930,-7.1202,38.2706,69.3
931,-2.58,39.0107,2.5
932,-4.3601,38.4106,24.9
933,-2.23,38.5706,36.0
934,-3.39,38.3906,69.0
935,-3.59,38.2806,18.5
936,-2.2,38.4006,12.2
937,-2.09,38.4106,2.8
938,-3.34,38.1406,83.4
939,-2.39,38.2106,35.2
940,-4.3701,37.5706,51.3
941,-2.48,38.1106,4.5
942,-2.37,38.1206,52.6
943,-2.26,38.1306,38.2
944,-2.15,38.1506,41.5
945,-1.5299,38.1706,57.9
946,-6.4502,37.3006,2.4
947,-2.57,38.0106,76.1
948,-2.46,38.0206,0.3
949,-2.35,38.0406,18.1
950,-2.14,38.0606,57.1
951,-3.5,37.4606,15.1
952,-2.56,37.5306,11.9
953,-2.34,37.5506,63.8
954,-2.23,37.5606,61.6
955,-2.0099,37.5906,58.9
956,-1.4999,38.0006,53.8
957,-6.4102,37.1306,0.9
958,-5.4701,37.2106,38.7
959,-3.27,37.4006,1.7
960,-2.54,37.4406,75.8
961,-2.1,37.4906,27.8
962,-3.47,37.2906,72.1
963,-2.52,37.3606,14.0
964,-4.0601,37.1806,12.1
965,-3.56,37.1906,74.6
966,-3.45,37.2106,48.0
967,-3.34,37.2206,90.5
968,-2.51,37.2706,26.8
969,-3.43,37.1206,92.8
970,-3.22,37.1506,1.0
971,-2.38,37.2006,3.6
972,1.2702,41.1707,12.2
973,1.5103,41.1907,7.3
974,1.3302,39.0106,44.4
975,-0.4599,42.5708,3.1
976,-0.0598,40.0207,5.4
977,-6.1668,36.9673,24.0
978,-6.0168,36.9339,15.8
979,-5.9335,36.9839,12.1
980,-5.7668,37.1839,8.6
981,-2.5501,37.7366,16.8
982,-5.4169,36.767,39.5
983,-5.4168,36.7673,0.3
984,-5.4168,36.7673,0.7
985,-5.3495,36.7499,17.9
986,-5.3502,36.7516,41.5
987,-5.3501,36.7506,0.9
988,-5.3497,36.7508,0.4
989,-5.3501,36.7506,0.6
990,-0.0498,38.7006,1.15
991,-0.0498,38.8006,3.2
992,-1.7999,38.1006,6.82
993,-0.6999,38.1006,54.0
994,-0.6999,38.1006,49.0
995,-1.2335,38.2507,35.8
996,-1.2332,38.2506,5.4
997,-1.2005,38.2707,23.6
998,-1.202,38.2675,54.02
999,-1.2,38.2673,41.28
1000,-1.2018,38.2786,40.52
1001,-1.1999,38.2673,21.64
1002,-1.2001,38.2675,46.56
1003,-1.2011,38.2673,18.48
1004,-1.2017,38.2674,52.36
1005,-1.2017,38.2674,18.82
1006,-1.1999,38.2686,42.42
1007,-1.2005,38.269,17.2
1008,1.999,41.3332,12.04
1009,0.0502,41.3674,2.86
1010,0.0502,41.3007,2.45
1011,0.0835,41.3841,6.53
1012,-1.2828,37.6004,11.3
1013,-1.2999,37.6005,6.7
1014,-1.3001,37.6008,0.2
1015,-1.3499,37.5673,2.4
1016,-1.2832,37.5969,58.2
1017,-1.2666,37.6339,33.7
1018,-1.2914,37.5974,53.8
1019,-1.2825,37.5982,6.3
1020,-1.3499,37.5999,25.7
1021,-1.2833,37.5999,67.1
1022,-2.0166,38.1506,34.5
1023,-1.9999,38.1673,1.7
1024,-1.9333,38.184,17.8
1025,-1.9499,38.184,49.4
1026,-1.8999,38.1006,46.0
1027,-1.8999,38.1506,37.6
1028,-2.0833,38.0173,62.1
1029,-1.8521,38.1005,74.5
1030,-1.8833,38.1173,44.3
1031,-1.7333,37.6674,2.0
1032,-1.6833,37.5839,7.4
1033,-1.6529,37.7173,5.0
1034,-1.5666,37.4839,0.1
1035,-1.6333,37.734,7.6
1036,-1.6501,37.7075,12.5
1037,-1.7331,37.6673,6.5
1038,-1.5499,37.6339,32.0
1039,-1.7999,37.5506,35.9
1040,-1.6499,37.6506,3.2
1041,-1.5999,37.5506,27.9
1042,-1.6666,37.6339,44.4
1043,-1.7333,37.6506,5.3
1044,-0.3999,38.4673,60.11
1045,-0.3757,38.5028,57.25
1046,0.6338,41.6341,3.4
1047,0.6335,41.6341,25.2
1048,0.6502,41.5507,9.2
1049,0.6502,41.5341,46.7
1050,0.9169,41.8674,6.7
1051,0.7669,41.6507,36.9
1052,0.7835,41.6507,26.7
1053,0.9669,41.5507,11.2
1054,0.5502,41.7507,22.5
1055,0.6335,41.8174,13.3
1056,0.6669,41.6507,5.9
1057,0.6335,41.7174,2.8
1058,0.6502,41.7007,4.8
1059,0.7502,41.334,10.4
1060,0.7669,41.7507,25.8
1061,0.8002,41.7341,10.9
1062,0.6169,41.7507,25.2
1063,0.7169,41.6007,6.3
1064,-0.5332,41.4674,62.6
1065,0.7669,41.8674,15.7
1066,0.7002,41.9174,22.7
1067,0.4853,41.6943,2.6
1068,0.6007,41.6007,2.2
1069,0.6669,41.5841,4.4
1070,0.6002,41.6015,4.5
1071,0.6002,41.5841,35.9
1072,0.7169,41.5174,56.8
1073,0.9669,41.4007,29.8
1074,0.8335,41.4341,37.5
1075,0.9502,41.8007,20.6
1076,-0.9332,41.7841,32.8
1077,-0.9342,41.7829,19.8
1078,-0.9329,41.7833,22.3
1079,0.8335,41.8841,25.9
1080,0.7835,41.8841,27.8
1081,-0.9666,41.5507,55.6
1082,-0.7499,41.4507,52.1
1083,-0.3665,41.2007,29.0
1084,-0.3332,41.1836,29.0
1085,-0.3336,41.1841,39.5
1086,-0.4665,41.0674,6.9
1087,-0.4665,41.1174,9.9
1088,-0.5497,41.1674,39.8
1089,-0.5499,41.1674,59.3
1090,-0.883,41.4353,17.0
1091,-0.8832,41.4341,37.5
1092,0.6668,41.6507,25.8
1093,0.6671,41.6507,14.6
1094,0.6665,41.6505,29.8
1095,-0.5663,41.4007,48.7
1096,-0.5665,41.4012,51.2
1097,-0.4332,41.3174,33.9
1098,-0.4332,41.3172,23.6
1099,-0.4665,41.334,14.8
1100,-0.4624,41.3344,9.2
1101,-0.4476,41.3372,18.4
1102,-0.4165,41.4174,61.3
1103,-0.4165,41.4175,31.9
1104,-0.4165,41.3841,7.8
1105,0.6669,41.6174,3.9
1106,0.6502,41.6007,26.1
1107,0.6669,41.6007,31.8
1108,-0.7499,38.484,12.9
1109,-0.7499,38.6173,12.7
1110,-0.6603,38.6002,21.2
1111,-0.7332,38.484,41.9
1112,-0.6844,38.5646,16.5
1113,-0.5665,38.534,58.5
1114,-0.6499,38.584,61.1
1115,-0.7614,38.6975,12.9
1116,-0.7165,38.534,57.6
1117,-0.7165,38.6673,65.5
1118,-0.6499,38.7173,35.3
1119,-0.5499,38.5506,8.6
1120,-0.6646,38.5521,65.4
1121,-0.6665,38.7006,21.5
1122,-0.7165,38.4673,70.1
1123,-0.6832,38.634,70.9
1124,1.501,42.0,32.9
1125,2.0015,41.3188,12.5
1126,2.0003,41.3174,18.21
1127,2.0,41.32,7.13
1128,1.9927,41.3187,1.71
1129,2.0003,41.3174,3.96
1130,2.0006,41.3219,25.21
1131,2.0005,41.3199,1.54
1132,0.0166,41.3507,7.75
1133,0.0168,41.3341,19.33
1134,0.0153,41.3341,3.54
1135,0.0167,41.334,1.67
1136,0.0166,41.3337,24.92
1137,0.0162,41.3341,41.0
1138,1.9926,41.3336,24.58
1139,0.0167,41.3507,20.58
1140,0.0169,41.351,27.92
1141,2.0019,41.338,19.92
1142,1.9827,41.3352,1.25
1143,2.0003,41.3349,1.71
1144,1.9985,41.3371,19.0
1145,1.9992,41.3341,3.5
1146,1.9939,41.333,12.04
1147,1.9986,41.3342,2.86
1148,-0.1335,42.6183,7.2
1149,-0.1314,42.6179,20.0
1150,-0.1281,42.6218,8.5
1151,-0.1349,42.6181,1.6
1152,-0.1333,42.6174,13.4
1153,-0.1307,42.6188,16.4
1154,-0.1271,42.619,4.0
1155,-0.1204,42.621,3.0
1156,-0.1329,42.6221,0.5
1157,-0.1137,42.617,4.8
1158,-0.1129,42.6207,0.9
1159,-2.3333,42.0674,24.0
1160,-0.8165,41.7341,30.77
1161,-0.7832,41.6674,23.43
1162,-0.8999,42.0507,36.54
1163,-0.6999,41.6174,24.02
1164,-1.6666,41.8341,0.84
1165,-3.6667,38.834,9.12
1166,-2.5512,37.7506,16.8
1167,-2.7333,37.5506,33.6
1168,-2.5645,37.5833,28.8
1169,-2.5704,37.584,24.9
1170,-2.5666,37.5839,38.9
1171,-2.5666,37.584,35.6
1172,-2.5662,37.5841,35.5
1173,-2.7,37.6006,46.1
1174,-3.7167,37.1005,23.4
1175,-3.718,37.0997,24.7
1176,-3.9167,37.0839,44.7
1177,-3.6,39.8673,21.9
1178,-3.4667,39.7673,13.9
1179,-1.9499,43.0008,0.68
1180,-2.0666,42.8175,2.52
1181,-2.3833,37.6173,25.8
1182,-2.2333,37.6506,70.7
1183,-2.3833,37.5506,1.7
1184,-2.4498,37.6006,26.4
1185,-2.4506,37.6006,22.8
1186,-2.45,37.5999,18.8
1187,-1.8666,37.0506,0.1
1188,-1.83,37.3808,9.37
1189,-1.8275,37.0504,49.7
1190,-1.8162,37.1673,37.3
1191,-1.8333,37.1339,3.7
1192,-1.8499,37.1339,2.5
1193,-1.8999,37.1673,0.64
1194,-1.7666,37.3173,17.4
1195,-1.816,37.1673,2.3
1196,-1.8333,37.1506,11.5
1197,-1.8499,37.1173,25.0
1198,-1.8333,37.1839,34.1
1199,-1.8333,37.2006,20.4
1200,-1.8999,37.0506,25.7
1201,-2.2166,36.7673,3.5
1202,-2.2,36.8173,1.5
1203,-2.05,36.8173,0.6
1204,-2.1166,36.7839,2.9
1205,-2.233,36.7854,9.1
1206,-2.2189,36.7643,0.3
1207,-2.2166,36.7673,1.2
1208,-2.1189,37.3665,13.7
1209,-1.8999,37.4839,20.3
1210,-2.0666,37.4673,25.5
1211,-2.3666,37.0506,4.8
1212,-1.8666,37.4673,31.7
1213,-2.1166,37.3673,3.8
1214,-2.1,37.684,60.0
1215,-2.1361,37.5039,77.7
1216,-1.8502,38.1017,77.4
1217,-2.5666,37.4839,46.0
1218,-1.7002,37.6643,7.6
1219,-1.7002,37.6675,31.3
1220,-2.45,37.7003,62.56
1221,-2.45,37.7006,62.89
1222,-2.4553,37.7007,53.73
1223,-2.8833,37.3173,1.7
1224,-3.1333,37.3009,22.0
1225,-2.8333,37.2839,36.2
1226,-3.1167,37.2839,20.0
1227,-2.9833,37.3173,61.0
1228,-2.95,37.3339,69.0
1229,-2.9992,37.1673,1.0
1230,-3.15,37.3006,1.0
1231,-3.1831,37.3173,1.0
1232,-2.8667,37.2173,4.0
1233,-2.8333,37.3839,32.0
1234,-2.7167,37.4673,2.0
1235,-2.8333,37.4173,12.0
1236,-2.5833,37.3339,4.0
1237,-2.7649,37.483,3.0
1238,-2.5833,37.3673,18.0
1239,-2.5833,37.4499,34.0
1240,-2.75,37.4576,40.0
1241,-2.749,37.4704,35.0
1242,-2.7644,37.4666,9.0
1243,-2.7667,37.4673,40.0
1244,-2.8167,37.1006,12.0
1245,-2.7667,37.3506,37.0
1246,-2.7499,37.4673,50.0
1247,-2.7,38.0006,25.7
1248,-2.7,38.0006,39.2
1249,-2.6998,37.9766,24.9
1250,-2.9266,37.9006,9.8
1251,-2.9,37.9006,41.1
1252,-2.9667,37.9006,7.07
1253,-2.9501,38.0673,15.44
1254,-2.9477,38.0662,7.76
1255,-2.9594,38.0673,13.22
1256,-2.9467,38.0667,1.89
1257,-2.6166,42.5174,37.4
1258,-2.9019,37.8985,2.37
1259,-2.8833,37.9006,9.37
1260,-2.95,38.0674,3.95
1261,-2.9003,37.9003,0.79
1262,-4.2667,43.0674,2.3
1263,-3.4334,40.1673,27.3
1264,-3.4294,40.1674,28.1
1265,-3.4167,40.1507,30.4
1266,-1.6164,41.9507,18.5
1267,-1.6833,41.8174,2.43
1268,-1.5999,41.8841,4.4
1269,-1.6006,41.8841,34.0
1270,-6.0668,37.0839,12.9
1271,-6.0668,37.0839,9.9
1272,1.9832,42.3174,0.5
1273,1.9837,42.3175,0.9
1274,1.9836,42.3174,0.5
1275,1.9836,42.3174,0.5
1276,1.9834,42.3183,0.6
1277,0.6013,41.7854,19.4
1278,0.5993,41.7674,22.9
1279,-0.2666,39.0674,4.9
1280,-6.4107,37.0862,1.4
1281,-6.473,36.8147,0.6
1282,-6.4781,37.0456,0.5
1283,-6.478,36.967,0.5
1284,-6.4784,37.016,0.5
1285,-6.3668,37.1673,0.5
1286,-6.4003,37.0784,0.5
1287,-6.3445,36.8179,15.4
1288,-6.3668,36.8173,12.2
1289,-6.3786,37.0768,0.1
1290,-6.3917,37.0857,9.8
1291,-6.479,37.0457,23.4
1292,-6.4848,37.0335,22.4
1293,-6.3669,37.2839,6.7
1294,-6.2327,37.3003,16.2
1295,-6.2329,37.3043,20.2
1296,-6.235,37.3108,19.7
1297,-6.2322,37.3007,12.5
1298,-6.2335,37.3006,23.9
1299,-6.3668,37.2839,7.8
1300,-6.5019,37.2506,0.7
1301,-6.2337,37.3052,23.5
1302,-6.5002,37.2506,18.0
1303,-6.5502,37.2506,21.7
1304,-6.2322,37.3006,7.2
1305,-6.2321,37.3137,29.7
1306,-6.3668,37.284,0.4
1307,-6.3668,37.2837,17.4
1308,-6.4168,37.0672,8.1
1309,-6.4928,37.079,1.5
1310,0.0335,42.2841,0.9
1311,0.0335,42.2841,0.5
1312,0.0337,42.2842,0.6
1313,0.0335,42.2841,0.5
1314,0.0334,42.2841,0.5
1315,2.6502,39.6831,10.33
1316,2.6501,39.6832,47.28
1317,2.6503,39.6842,56.8
1318,2.65,39.6826,13.04
1319,2.8003,39.5673,2.37
1320,3.0003,39.3507,30.99
1321,2.0003,41.3174,0.9
1322,0.0502,41.284,18.1
1323,0.0668,41.2674,3.3
1324,1.2502,42.1174,0.1
1325,-1.0666,39.1173,1.36
1326,-1.1166,39.084,40.77
1327,-1.1499,39.134,14.61
1328,-1.0832,39.0673,58.45
1329,-1.1999,39.0173,20.2
1330,-0.9832,39.0507,46.74
1331,-0.9832,39.084,42.72
1332,-0.9832,39.1673,39.29
1333,-1.2166,39.0673,8.1
1334,-0.9666,39.1007,5.47
1335,-0.9332,39.0173,0.1
1336,-1.1666,39.134,15.85
1337,-1.1832,39.134,7.57
1338,-0.8999,39.1673,8.46
1339,-0.8999,39.1007,14.39
1340,-1.2166,39.084,49.18
1341,-1.0999,39.0673,9.9
1342,-7.9453,41.8767,25.1
1343,1.7669,41.8841,40.8
1344,1.7169,41.8674,3.6
1345,1.717,41.8674,27.1
1346,1.7836,41.9507,24.8
1347,1.7837,41.9504,22.7
1348,0.8999,41.3341,46.0
1349,0.8836,41.3507,23.0
1350,0.8836,41.3508,6.0
1351,0.8502,41.3674,28.0
1352,0.8335,41.3674,59.0
1353,0.8502,41.3507,65.96
1354,0.9002,41.334,26.0
1355,0.8824,41.3504,8.0
1356,0.9002,41.3507,23.0
1357,1.9169,41.3174,24.33
1358,1.9169,41.3165,14.5
1359,1.9166,41.3176,20.8
1360,1.9175,41.3153,13.8
1361,1.917,41.3186,14.1
1362,-4.0667,39.9007,3.0
1363,-5.05,41.8841,20.0
1364,-5.1501,42.0341,1.4
1365,-5.0501,41.883,4.8
1366,-4.3167,41.5007,53.6
1367,-4.5514,41.4007,43.0
1368,-4.1167,41.5841,30.7
1369,-5.1835,41.784,46.0
1370,-4.2001,41.5007,0.78
1371,-4.5501,41.3999,6.9
1372,-4.4501,41.5173,5.5
1373,-4.9334,41.7841,6.2
1374,-4.4487,41.5174,46.4
1375,-4.6872,41.2831,1.6
1376,3.9671,40.0507,5.9
1377,3.9005,39.9841,8.33
1378,3.8837,40.0505,3.69
1379,3.9005,39.9839,41.25
1380,3.901,39.9836,54.75
1381,3.9004,40.0506,9.5
1382,3.9007,40.0504,29.71
1383,3.8837,40.0507,12.76
1384,3.884,40.0523,10.37
1385,3.9003,39.984,60.54
1386,3.9,39.984,10.25
1387,3.9004,39.9846,48.28
1388,-2.1166,36.8006,4.8
1389,-2.05,36.8339,5.2
1390,-0.5499,42.2007,24.56
1391,-0.4323,41.9506,23.6
1392,-0.4327,41.9507,23.83
1393,-0.4326,41.9503,24.7
1394,-0.15,41.4337,4.2
1395,-0.4333,41.9507,24.7
1396,-0.1499,41.4336,13.1
1397,-0.1498,41.4341,29.4
1398,-4.9501,40.934,9.3
1399,-3.1667,40.7674,9.3
1400,-2.55,41.1174,6.4
1401,-1.8666,40.984,32.0
1402,-3.0833,40.7507,6.2
1403,-3.15,40.734,0.5
1404,-2.6667,40.784,23.5
1405,-0.2332,41.5841,18.72
1406,-0.2332,41.5841,18.72
1407,-0.2998,41.5507,6.2
1408,-0.3999,41.5677,31.56
1409,-0.3999,41.5674,27.1
1410,-0.3665,41.5842,31.54
1411,-0.3665,41.5841,27.32
1412,-0.5665,42.7341,3.1
1413,-0.5665,41.5507,24.1
1414,-0.5665,41.5341,29.8
1415,-0.5156,41.534,30.49
1416,-0.6665,41.1174,24.7
1417,-0.6999,41.1174,32.1
1418,-0.6165,40.7507,51.5
1419,-0.5665,40.784,58.8
1420,0.1335,42.3674,13.8
1421,-1.851,38.1008,43.0
1422,-1.851,38.1006,63.4
1423,-1.8495,38.1007,46.6
1424,-1.8499,38.1018,42.8
1425,-1.8511,38.1011,53.1
1426,-2.7666,37.4838,19.0
1427,-2.7647,37.4839,36.0
1428,-2.7665,37.4832,3.0
1429,-2.7667,37.4839,42.0
1430,-2.7667,37.4839,38.0
1431,-2.7671,37.4843,48.0
1432,-2.767,37.4837,48.0
1433,-2.7659,37.4872,12.0
1434,-2.7673,37.4861,61.0
1435,-1.7001,37.6669,43.6
1436,-1.7001,37.6648,7.2
1437,-1.8166,37.5673,4.8
1438,-1.7,37.6673,42.8
1439,-2.7649,37.4873,5.0
1440,-1.6998,37.6672,2.0
1441,-1.4298,37.6011,28.2
1442,-4.6501,37.5173,15.6
1443,-1.6999,37.6678,12.1
1444,-1.2344,37.7341,26.7
1445,-1.4331,37.6022,35.2
1446,-2.1833,37.3506,23.6
1447,-2.15,37.3839,4.11
1448,-2.4666,37.3339,43.3
1449,-2.3666,37.3506,14.8
1450,-2.5,37.3506,26.6
1451,-2.4055,37.8026,12.7
1452,-2.2666,37.5839,29.82
1453,-1.9833,37.0006,27.1
1454,-2.6333,37.2839,4.6
1455,-1.9499,36.9506,56.3
1456,-2.05,36.8673,32.0
1457,-2.1166,36.8673,47.7
1458,-2.1333,36.9673,0.8
1459,-2.1333,36.8506,8.7
1460,-2.1255,36.9407,7.32
1461,-2.0666,36.9339,5.8
1462,-2.1166,36.9339,2.5
1463,-2.0166,36.8506,3.8
1464,-2.1186,36.7612,0.2
1465,-1.9604,37.0005,1.1
1466,-1.8333,37.2339,10.6
1467,-2.0833,37.684,48.67
1468,-0.9999,38.134,46.3
1469,-1.8666,37.8506,69.03
1470,-2.1666,37.7173,44.78
1471,-2.0333,37.8006,53.04
1472,-2.15,38.234,5.3
1473,-2.1006,38.2173,0.9
1474,-1.8999,38.3006,22.1
1475,-2.0935,38.2172,55.1
1476,-2.1,38.2174,50.0
1477,-2.1031,38.2173,57.9
1478,-1.8999,38.3173,18.3
1479,-3.2833,36.9006,13.43
1480,-3.3833,36.8839,10.6
1481,-3.3834,36.8839,2.19
1482,-3.0167,37.3339,41.9
1483,-3.0667,37.184,10.5
1484,-3.0667,37.1822,30.0
1485,-1.8999,39.9674,0.4
1486,-3.1333,37.1673,1.0
1487,-2.05,36.9506,7.0
1488,-2.4333,36.8339,9.13
1489,-2.2166,36.8839,12.12
1490,-2.0666,37.1839,4.55
1491,-1.8666,37.2506,10.92
1492,-2.1833,37.2839,8.31
1493,-2.1833,37.284,21.65
1494,-1.9794,37.2516,30.75
1495,-2.1833,37.3173,39.22
1496,-1.8102,37.2497,14.35
1497,-2.4406,37.5344,48.66
1498,-2.7167,37.7173,54.69
1499,-2.4515,37.5941,49.14
1500,-2.4333,37.5839,68.37
1501,-2.2,37.8006,59.0
1502,-2.1833,37.7173,83.92
1503,-2.4518,37.534,53.68
1504,-2.45,37.5339,41.28
1505,-2.4527,37.5898,40.73
1506,-2.4166,37.6173,43.08
1507,-2.443,37.5348,21.31
1508,-2.4833,37.5839,2.51
1509,-2.4497,37.534,17.46
1510,-2.4388,37.5339,24.34
1511,-2.4459,37.5956,54.21
1512,-2.3665,37.8174,57.42
1513,-2.3666,37.8173,51.18
1514,-2.2833,37.8173,58.43
1515,-2.45,37.53,66.43
1516,-2.4833,37.5339,8.0
1517,-2.2838,37.5688,22.7
1518,-2.4,37.6006,15.4
1519,-2.25,37.5506,1.0
1520,-2.3833,37.6006,11.0
1521,-1.8999,37.9506,61.2
1522,-1.8499,38.1002,31.1
1523,-1.8499,38.1006,37.7
1524,-1.6992,37.6672,58.7
1525,-1.8505,38.1004,57.7
1526,-1.8505,38.1007,43.7
1527,-1.8504,38.1009,51.3
1528,-3.1991,36.7839,0.1
1529,-3.2,36.7839,0.1
1530,-0.9999,41.8341,10.9
1531,-1.8333,41.4341,4.7
1532,-1.4666,41.7674,39.6
1533,-3.5167,36.7506,19.6
1534,-3.3167,36.7506,0.1
1535,-1.4996,37.7673,34.6
1536,-1.4157,37.8506,29.3
1537,-1.4149,37.8503,34.2
1538,-1.4999,37.7683,44.0
1539,-1.4166,37.8506,38.8
1540,-1.1861,37.7335,32.9
1541,-1.2666,37.6839,23.1
1542,-3.5,38.2006,0.96
1543,-3.3667,38.0173,43.48
1544,-3.9501,37.7173,35.97
1545,-0.9499,37.734,24.2
1546,-0.951,37.734,16.25
1547,-1.0332,37.5839,21.9
1548,-0.8166,37.6505,2.5
1549,-3.6334,37.1006,34.6
1550,-0.9832,37.7173,21.6
1551,-0.9666,37.7173,20.7
1552,-0.8163,37.6506,1.5
1553,-1.2332,37.7673,24.6
1554,-0.8173,37.6504,5.7
1555,-1.2332,37.7343,18.8
1556,-1.3888,37.8034,23.9
1557,-1.3888,37.7978,8.8
1558,-1.4082,37.7784,0.4
1559,-1.4096,37.7784,16.7
1560,-5.0334,41.8841,4.8
1561,-5.5501,41.0674,1.3
1562,-0.1665,42.0341,30.0
1563,-0.1665,42.0351,31.0
1564,-0.1658,42.034,4.0
1565,-0.1655,42.0343,4.7
1566,-0.166,42.0341,31.0
1567,-2.1833,42.6508,27.83
1568,-2.1833,42.6508,29.81
1569,-2.1837,42.6508,33.22
1570,-2.1333,42.6508,23.87
1571,-2.1833,42.6635,35.64
1572,-2.1833,42.6499,31.13
1573,-2.184,42.6508,21.58
1574,-2.1915,42.6524,36.48
1575,-3.2,38.2506,51.0
1576,0.1343,41.434,71.0
1577,0.1335,41.4348,24.0
1578,0.1335,41.4341,27.0
1579,-0.5999,41.5674,19.9
1580,-0.5165,41.5352,38.1
1581,-0.5995,41.5675,26.22
1582,-0.533,41.5341,39.6
1583,-0.7196,41.5716,22.2
1584,-0.5331,41.5373,31.5
1585,-0.4665,41.4841,19.42
1586,-0.8396,41.5721,24.28
1587,-0.4665,41.4341,23.05
1588,2.1804,41.6189,0.36
1589,2.1565,41.6201,37.09
1590,2.1448,41.6235,8.95
1591,1.9532,41.6288,14.27
1592,2.0728,41.6236,47.03
1593,1.8336,41.6341,2.57
1594,-0.9077,42.0007,10.9
1595,-0.8582,42.0007,36.7
1596,-2.4666,42.5674,50.0
1597,-1.0332,37.6673,17.8
1598,-1.2334,37.734,29.8
1599,-3.4167,40.184,23.0
1600,-3.4167,40.134,38.1
1601,-3.8501,42.0174,42.0
1602,-3.85,42.0174,41.0
1603,-4.5756,37.6506,36.0
1604,-4.7268,37.5556,52.1
1605,-4.6168,37.4673,27.0
1606,-4.5543,37.4631,67.3
1607,-4.5901,37.432,58.1
1608,-4.5801,37.5478,58.1
1609,-4.4901,37.5267,68.1
1610,-4.6168,37.4676,14.0
1611,-1.4996,42.2007,24.9
1612,-1.4999,42.2006,27.35
1613,-0.5677,42.7363,3.1
1614,-5.6834,41.4348,53.0
1615,-5.6794,41.4706,47.4
1616,-5.6903,41.4274,44.7
1617,-5.6278,41.296,36.1
1618,-5.6048,41.3874,45.8
1619,-5.6077,41.3958,45.1
1620,-5.6427,41.3466,28.7
1621,-5.6644,41.4114,36.6
1622,-5.6494,41.4499,24.7
1623,-5.6281,41.385,54.7
