,Longitude,Latitude,TOC [%]
835,-4.0812,40.7315,3.42
836,-4.156,40.6045,3.43
837,-4.199,40.5663,0.65
838,-4.1775,40.5818,2.02
839,-4.1768,40.5773,3.87
840,-4.1378,40.7088,5.62
841,-4.002,40.689,0.21
842,-4.0042,40.6901,0.24
843,-4.0565,40.7732,6.14
844,-4.1349,40.6156,1.97
845,-4.114,40.641,1.95
846,-4.0322,40.7328,3.38
847,-4.0801,40.7438,5.33
848,-4.1689,40.5976,2.87
849,-4.0392,40.6926,1.34
850,-4.0161,40.5779,1.6
851,-4.0051,40.6751,0.5
852,-3.9688,40.577,1.21
853,-4.1118,40.614,1.27
854,-4.0389,40.6899,1.31
855,-4.0825,40.589,1.03
856,-4.0101,40.6774,1.34
857,-3.9609,40.6036,1.15
858,-3.9603,40.5581,1.36
859,-4.0239,40.5094,1.06
860,-4.0341,40.517,0.28
861,-3.9767,40.5517,1.36
862,-3.9217,40.9318,0.97
863,-3.8385,40.8323,6.03
864,-3.8041,40.83,2.65
865,-3.7688,40.8537,0.93
866,-3.7762,40.8771,4.1
867,-3.7864,40.9401,1.93
868,-3.6427,40.9436,0.6
869,-3.7987,40.9742,4.92
870,-3.7475,41.0126,5.71
871,-3.8739,40.909,2.18
872,-3.9601,40.816,5.92
873,-3.9139,40.8329,5.3
874,-3.6753,41.0556,3.12
875,-3.8534,40.7867,0.93
876,-3.9992,40.8549,6.98
877,-4.0167,40.8674,2.62
878,-4.0462,40.8451,4.3
879,-3.9072,41.018,1.49
880,-4.1794,40.7079,0.75
881,-3.8443,41.0047,4.99
882,-3.807,41.0237,3.1
883,-3.8394,41.0622,1.88
884,-4.1256,40.7401,5.23
885,-4.1278,40.7732,3.84
886,-4.1759,40.7066,2.44
887,-4.0964,40.7785,4.27
888,-4.0937,40.7976,5.52
889,-4.187,40.7082,2.56
890,-3.8394,41.0145,6.39
891,-3.7992,40.9978,3.0
892,-3.8114,41.0126,6.12
893,-3.6125,41.1507,3.96
894,-3.5939,41.1638,2.91
895,-3.6935,41.0861,4.44
896,-3.7124,41.0887,3.52
897,-3.6565,41.1548,2.06
898,-3.6789,41.1083,4.83
899,-3.6843,41.1114,2.49
900,-3.6654,41.1318,2.83
901,-3.8608,41.0598,1.45
902,-3.8557,41.063,1.08
903,-4.0037,40.8821,3.23
904,-4.0439,40.88,1.59
905,-2.3959,40.7484,1.59
906,-2.4316,40.7215,1.64
907,-2.3283,40.5147,2.27
908,-2.3278,40.557,1.37
909,-2.0694,39.5299,4.78
910,-2.0772,39.5773,1.72
911,-1.6233,39.6156,4.85
912,-1.6144,39.6253,4.09
913,-1.649,39.5979,3.72
914,-2.2778,38.619,2.73
915,-2.1161,38.569,2.64
916,-2.081,38.5658,3.21
917,-2.9506,40.5739,1.51
918,-2.8756,40.4356,1.0
919,-1.2516,39.1872,3.37
920,-1.296,39.2689,3.26
921,-0.9954,38.7781,3.38
922,-1.0307,38.8052,3.85
923,-1.089,38.7795,2.63
924,-1.0786,38.7249,0.66
925,-3.2925,43.0492,1.96
926,-3.2017,42.8403,1.02
927,-3.1714,42.8208,1.32
928,-3.3806,42.7497,4.1
929,-3.0083,41.9757,3.78
930,-2.9713,42.0658,3.56
931,-3.1625,41.8384,23.66
932,-2.45,41.7591,5.59
933,-2.4333,41.7507,3.39
934,-2.4333,41.7757,4.41
935,-2.8528,41.9341,4.35
936,-2.85,41.9424,8.9
937,-2.8625,41.9341,3.99
938,-2.8083,41.8341,5.02
939,-3.0167,41.8257,2.91
940,-3.1333,41.7507,6.58
941,-1.7826,40.5994,8.04
942,-1.8161,40.4731,4.92
943,-1.7208,40.5745,1.87
944,-1.7333,40.5356,1.23
945,-1.7372,40.4998,7.2
946,-1.8889,40.4306,0.95
947,-1.8753,40.4338,5.47
948,-1.9044,40.379,1.22
949,-1.8692,40.3706,3.48
950,-1.7375,40.237,2.22
951,-1.684,40.2019,3.98
952,-1.7611,40.1473,2.03
953,-3.85,41.0507,4.59
954,-3.8334,41.0174,3.13
955,-3.8334,41.0007,5.33
956,-3.9833,40.8531,3.8
957,-3.9986,40.8717,2.51
958,-4.0369,40.8653,4.12
959,-4.1117,40.7592,7.46
960,-4.145,40.7175,3.06
961,-4.0714,40.7659,5.86
962,-4.5306,40.7606,4.95
963,-4.0606,40.7723,6.45
964,-4.1394,40.697,2.45
965,-4.1594,40.6845,1.97
966,-3.8711,40.8648,2.7
967,-3.8919,40.8448,0.86
968,-3.2195,41.2868,2.47
969,-3.2158,41.2203,4.51
970,-3.1347,41.2084,3.21
971,-5.3001,42.9841,1.24
972,-5.2882,42.9934,15.76
973,-5.2751,42.998,1.09
974,-1.9728,39.2551,0.1
975,-2.0625,39.349,0.86
976,-2.0816,38.5667,4.13
977,-1.4328,39.319,0.87
978,-2.0308,38.9349,1.3
979,-1.6556,39.2276,0.21
980,-1.6344,39.1315,0.52
981,-1.775,39.1537,0.3
982,-4.6824,40.9971,0.31
983,-4.3814,40.5162,0.37
984,-4.3833,40.4481,2.39
985,-4.3917,40.4587,1.09
986,-4.6856,40.2759,1.61
987,-4.6836,40.3178,3.56
988,-3.9472,41.6356,0.16
989,-3.9472,41.6295,0.16
990,-3.9094,41.6703,0.22
991,-3.9533,41.6245,0.35
992,-2.6175,39.3667,0.24
993,-2.55,39.3828,0.37
994,-2.1056,39.4176,0.49
995,-2.2028,39.3453,0.14
996,-2.3027,39.3465,0.27
997,-1.9092,39.4665,0.28
998,-1.9694,39.4326,0.08
999,-2.0702,39.4488,0.83
1000,-1.6684,39.7963,0.7
1001,-2.4569,39.344,0.28
1002,-2.4236,39.3467,0.15
1003,-2.3869,39.3717,0.42
1004,-2.4044,39.3292,0.1
1005,-4.2847,40.4564,1.13
1006,-4.2667,40.3674,1.74
1007,-4.4111,40.2801,0.84
1008,-4.4047,40.4009,2.49
1009,-4.2969,40.3725,2.67
1010,-4.5658,41.262,0.15
1011,-4.5578,41.257,0.37
1012,-4.5059,41.1167,0.53
1013,-4.3705,40.2959,1.08
1014,-4.3522,40.2467,0.74
1015,-4.7658,41.572,0.32
1016,-4.7972,41.5828,1.22
1017,-4.8227,41.5481,0.16
1018,-4.7305,41.4725,0.36
1019,-5.0501,41.4007,0.47
1020,-4.9544,41.4707,0.31
1021,-4.9638,41.4642,0.27
1022,-4.568,41.4398,0.75
1023,-4.5236,41.5023,0.8
1024,-4.6097,41.6111,0.22
1025,-5.325,41.512,0.08
1026,-5.4736,41.5114,0.1
1027,-5.4694,41.5056,0.1
1028,-5.4992,41.5347,0.24
1029,-5.4547,41.3273,0.26
1030,-5.6167,41.2592,0.43
1031,-5.8147,41.5336,1.17
1032,-3.425,42.7591,0.91
1033,-3.5417,42.7425,4.03
1034,-3.4625,42.7064,0.66
1035,-3.3431,42.8875,3.69
1036,-2.9833,41.8341,5.31
1037,-2.9967,41.8445,5.15
1038,-2.7917,41.8507,3.3
1039,-2.2316,41.0249,2.04
1040,-2.1154,40.997,1.09
1041,-1.986,40.909,0.79
1042,-1.9377,39.7541,4.91
1043,-1.8808,39.6634,2.6
1044,-1.8125,39.812,0.98
1045,-1.8422,39.8103,1.15
1046,-1.675,39.9564,7.15
1047,-1.6258,39.9689,2.07
1048,-2.2222,40.0854,0.94
1049,-2.2875,40.0842,1.48
1050,-2.1903,40.2412,0.75
1051,-2.1903,40.2503,0.95
1052,-4.1408,40.6667,1.55
1053,-4.2589,40.5042,0.87
1054,-4.3881,40.5634,1.66
1055,-4.4208,40.5028,0.62
1056,-4.4764,40.2737,2.99
1057,-4.4339,40.8473,0.62
1058,-4.6094,40.4106,6.19
1059,-4.7144,40.3026,0.65
1060,-4.7975,40.2959,3.06
1061,-4.8235,40.2905,3.62
1062,-5.0908,40.2009,6.2
1063,-1.3111,38.4768,3.77
1064,-1.2694,38.5043,2.48
1065,-2.3604,38.3694,1.8
1066,-4.7287,40.9712,0.31
1067,-4.7444,41.0175,0.66
1068,-4.7778,41.5239,0.1
1069,-4.5944,41.5398,0.08
1070,-4.4417,41.46,1.05
1071,-4.5144,41.5717,0.12
1072,-4.7047,41.4384,0.67
1073,-4.5278,41.4217,0.76
1074,-4.775,41.3189,0.17
1075,-4.505,41.2634,1.26
1076,-4.2078,41.255,0.72
1077,-4.0328,41.2064,0.89
1078,-3.6256,41.4564,0.66
1079,-3.5514,41.7264,0.34
1080,-3.6056,41.7634,0.44
1081,-3.6161,41.7245,0.3
1082,-3.8478,41.7731,0.31
1083,-3.8478,41.7661,0.32
1084,-2.6975,41.626,1.27
1085,-2.8936,41.5147,2.69
1086,-2.925,41.5028,1.24
1087,-2.975,41.5336,1.99
1088,-2.8647,41.512,1.79
1089,-6.2252,42.3174,2.27
1090,-6.2502,42.3091,5.26
1091,-6.2002,42.2507,2.83
1092,-4.5001,38.8173,1.13
1093,-4.1361,38.9481,1.38
1094,-3.9861,38.7176,0.97
1095,-3.4861,38.4315,0.41
1096,-3.9862,39.0507,0.76
1097,-4.3347,39.1612,0.63
1098,-4.4167,39.0007,1.41
1099,-4.3944,39.1745,2.16
1100,-3.7,39.234,0.88
1101,-3.7834,38.6173,1.34
1102,-3.1461,39.169,1.2
1103,-4.5334,39.134,2.98
1104,-4.1528,39.384,1.88
1105,-4.4195,39.4007,4.19
1106,-1.8666,40.2174,3.41
1107,-2.032,40.4065,2.94
1108,-1.9694,40.3648,1.54
1109,-1.8811,40.1346,11.28
1110,-1.8967,40.1321,2.01
1111,-2.3666,40.084,8.27
1112,-2.0195,40.2981,1.65
1113,-2.3583,40.5007,0.85
1114,-2.0926,40.182,1.44
1115,-1.6814,39.9481,0.92
1116,-2.0092,40.2467,0.76
1117,-2.8528,39.8673,1.67
1118,-2.8591,40.1553,2.15
1119,-1.9505,40.4479,4.95
1120,-1.6556,40.0037,0.87
1121,-1.9244,40.3305,10.58
1122,-2.161,39.6297,1.85
1123,-2.15,40.2507,1.38
1124,-2.3666,40.384,0.17
1125,-2.3333,41.0174,1.04
1126,-2.8528,41.1674,1.55
1127,-2.3431,41.0309,0.76
1128,-2.3,40.7507,2.37
1129,-2.3601,40.7752,0.99
1130,-2.3666,41.0174,1.8
1131,-2.9808,40.3174,2.11
1132,-1.9999,40.6674,7.45
1133,-2.7278,40.5564,1.74
1134,-1.7092,40.5884,20.85
1135,-2.7629,40.8038,2.2
1136,-2.7528,40.634,1.8
1137,-2.7986,40.7678,4.92
1138,-2.716,40.6685,0.63
1139,-3.1528,40.8648,1.59
1140,-3.4,41.0674,2.44
1141,-2.1689,40.9001,2.92
1142,-2.9645,40.7049,0.91
1143,-1.8916,40.5924,2.45
1144,-2.5998,40.7674,0.53
1145,-2.6333,40.6424,0.72
1146,-3.4,40.8507,0.72
1147,-3.1,41.1924,6.69
1148,-2.95,40.9757,1.77
1149,-2.9694,40.8537,0.56
1150,-3.3334,41.2507,1.85
1151,-3.3667,40.8507,5.33
1152,-3.1611,40.6981,3.0
1153,-3.1654,40.5516,3.52
1154,-3.1182,40.5967,2.5
1155,-3.0472,40.4527,0.77
1156,-2.9051,40.849,1.77
1157,-3.15,40.8674,3.55
1158,-3.1528,40.8674,1.36
1159,-3.135,40.8456,1.44
1160,-3.0197,40.8814,0.69
1161,-2.1211,41.0027,2.28
1162,-2.2166,40.9674,3.14
1163,-3.35,41.0341,6.05
1164,-2.2292,40.8194,2.03
1165,-2.217,40.8467,0.76
1166,-2.2194,40.8175,4.01
1167,-2.3666,40.8007,1.42
1168,-2.4166,40.7674,0.51
1169,-2.9169,40.9031,2.76
1170,-3.3167,40.8481,0.6
1171,-3.0943,40.4166,10.2
1172,-2.9644,40.8492,1.64
1173,-2.8833,40.4007,0.55
1174,-2.0944,40.3674,0.65
1175,-2.8528,40.4231,7.44
1176,-2.1194,40.6674,1.62
1177,-1.9361,40.6174,3.06
1178,-2.975,42.0007,2.85
1179,-5.0668,40.3007,3.26
1180,-4.5834,40.2174,4.16
1181,-5.1207,40.1426,1.7
1182,-2.4688,40.5145,1.48
1183,-2.1,41.0007,2.02
1184,-2.6028,41.0674,0.33
1185,-2.6071,41.0916,2.73
1186,-2.1361,40.934,0.52
1187,-2.0299,40.6648,9.72
1188,-3.2834,40.9257,1.12
1189,-2.8889,41.2564,0.27
1190,-2.5944,40.7674,1.02
1191,-2.2694,40.9507,1.26
1192,-2.5333,40.8757,0.56
1193,-2.3496,40.631,3.98
1194,-3.3,41.0007,2.23
1195,-1.9113,40.6818,4.83
1196,-3.223,41.0265,0.44
1197,-3.2167,41.0174,1.39
1198,-2.9333,40.5507,2.1
1199,-3.0611,40.7231,1.45
1200,-2.6553,40.9837,1.91
1201,-2.65,40.6541,1.6
1202,-2.0986,40.8365,2.13
1203,-3.3833,40.984,0.94
1204,-3.33,40.9362,1.33
1205,-2.5917,40.9481,0.53
1206,-2.917,40.831,2.37
1207,-1.9861,40.7731,7.56
1208,-2.2527,40.6674,1.35
1209,-3.071,40.6689,0.45
1210,-2.0045,40.7817,5.74
1211,-2.3725,40.7122,2.42
1212,-3.0667,40.984,0.45
1213,-3.2167,41.2674,11.28
1214,-2.9169,40.9031,3.01
1215,-2.8703,40.4526,1.77
1216,-3.3361,40.834,0.85
1217,-2.1166,40.734,2.53
1218,-6.2335,42.2674,3.54
1219,-6.2335,42.5577,1.34
1220,-6.2835,42.9174,5.39
1221,-5.1335,43.0008,6.27
1222,-5.5335,42.9508,1.77
1223,-6.2196,42.3007,2.08
1224,-5.7863,42.8008,3.33
1225,-4.9501,42.7008,1.65
1226,-6.8336,42.7174,4.51
1227,-3.9862,40.7174,0.42
1228,-4.2279,40.334,0.57
1229,-3.4361,40.284,0.52
1230,-3.3472,40.4868,2.31
1231,-3.6667,40.5507,0.96
1232,-3.8167,40.8965,0.65
1233,-3.6195,41.0924,3.01
1234,-3.5945,40.5257,1.67
1235,-3.725,40.859,2.97
1236,-3.5789,40.8814,2.76
1237,-3.8612,40.409,1.4
1238,-3.9911,40.7245,1.24
1239,-3.9858,40.7246,0.38
1240,-3.7695,40.984,1.93
1241,-3.7667,40.8965,1.06
1242,-3.7862,40.884,4.47
1243,-4.4168,40.3313,5.29
1244,-4.4029,40.3174,1.5
1245,-4.0445,40.6924,2.23
1246,-4.0667,40.7896,10.68
1247,-4.0695,40.7674,2.41
1248,-4.0528,40.7674,8.08
1249,-3.9334,40.634,2.77
1250,-4.2001,40.484,1.41
1251,-3.8334,40.6174,0.4
1252,-3.6,40.8674,3.48
1253,-3.55,41.0674,5.48
1254,-3.725,40.9424,0.47
1255,-3.9334,40.5507,1.2
1256,-4.1028,40.734,4.77
1257,-3.5834,40.3007,1.67
1258,-3.5667,41.034,0.62
1259,-3.45,41.084,3.33
1260,-3.65,40.784,0.75
1261,-4.1362,40.684,0.83
1262,-4.1528,40.6924,1.16
1263,-4.1362,40.6841,2.81
1264,-4.0695,40.7674,1.84
1265,-4.1362,40.684,5.6
1266,-4.0862,40.0007,6.46
1267,-3.9106,40.6258,1.38
1268,-4.0334,40.7257,4.15
1269,-3.5036,41.08,4.13
1270,-4.1084,40.4451,0.74
1271,-3.8983,40.3345,0.35
1272,-3.7834,40.8007,0.49
1273,-3.8492,40.4809,0.23
1274,-3.9028,40.7174,3.45
1275,-3.9667,40.3007,0.29
1276,-4.0333,40.6523,0.61
1277,-3.7112,40.8174,0.62
1278,-3.9862,40.7507,3.72
1279,-4.3751,40.3674,0.65
1280,-3.4667,41.034,3.13
1281,-3.5292,41.0146,2.51
1282,-3.575,41.1243,4.4
1283,-4.2334,40.491,5.58
1284,-3.85,40.884,0.97
1285,-3.7611,40.4287,1.37
1286,-3.9834,40.3674,0.75
1287,-0.1415,40.6896,4.73
1288,-0.2193,40.5535,22.33
1289,-0.2415,40.5701,4.2
1290,-0.2276,40.5396,5.38
1291,-0.3443,40.3229,3.96
1292,-0.3582,40.259,4.4
1293,-2.5166,38.3423,1.87
1294,-2.5833,38.3784,2.37
1295,-2.5166,38.309,3.72
1296,-2.5305,38.2729,6.4
1297,-2.6139,38.2562,7.56
1298,-2.5861,38.2534,7.27
1299,-2.5972,38.2423,9.83
1300,-2.6,38.2284,3.13
1301,-2.6305,38.2284,6.51
1302,-2.7528,38.0895,4.44
1303,-2.9528,37.9701,3.76
1304,-2.9167,37.9395,1.92
1305,-2.8028,37.9201,2.45
1306,-2.8361,37.8228,2.52
1307,-2.975,37.8562,2.6
1308,-2.9778,37.8395,3.55
1309,-3.0056,37.7562,11.45
1310,-2.9861,37.7117,6.74
1311,-2.55,37.9228,10.76
1312,-2.4944,37.9756,3.18
1313,-2.4389,38.0562,3.69
1314,-0.6165,38.5506,0.28
1315,-0.5377,38.659,5.47
1316,-0.5165,38.7743,3.97
1317,-0.8832,38.2673,4.47
1318,-2.46,36.92,0.79
1319,-2.9661,36.8718,2.29
1320,-2.6666,37.0006,0.68
1321,-2.4361,37.0648,0.44
1322,-5.9002,38.734,0.97
1323,-4.8334,39.2173,5.6
1324,2.5714,39.5415,2.66
1325,-5.9502,38.7507,0.72
1326,-6.8335,38.634,0.84
1327,-5.9418,38.7423,1.99
1328,-4.8584,39.234,1.71
1329,-6.8835,38.4506,1.98
1330,-2.9756,36.8034,0.42
1331,-2.5806,37.2759,0.47
1332,-2.5814,37.2726,0.91
1333,-2.5797,37.2657,0.63
1334,-2.5811,37.2521,0.48
1335,-2.5811,37.2634,0.59
1336,-2.5825,37.2543,0.76
1337,-2.5819,37.2682,0.69
1338,-2.5819,37.2701,0.55
1339,-2.5678,37.2496,0.29
1340,-2.575,37.2548,0.35
1341,-2.57,37.2526,0.3
1342,-2.58,37.2801,0.58
1343,-2.63,37.2843,0.12
1344,-2.6356,37.2848,0.19
1345,-0.171,40.734,6.01
1346,-0.1806,40.7142,1.12
1347,-0.4499,40.0479,2.57
1348,-0.4499,40.0562,2.45
1349,-0.6377,39.7923,4.05
1350,-0.6082,39.7673,4.15
1351,-1.0832,39.8868,3.37
1352,-1.0832,39.8785,9.16
1353,-1.1182,39.7923,5.59
1354,-1.0877,39.7979,2.45
1355,-0.411,38.8506,5.48
1356,-0.4999,38.859,4.31
1357,-3.75,37.684,3.77
1358,-3.1589,37.7357,1.54
1359,-3.1722,37.7351,5.13
1360,-3.1077,37.6817,1.47
1361,-3.0444,37.7645,0.7
1362,-2.941,37.7277,1.03
1363,-2.9125,37.788,4.01
1364,-2.95,37.9506,3.78
1365,-2.7953,38.0923,1.99
1366,-2.7753,38.1465,1.33
1367,-2.7611,38.1367,3.8
1368,-2.7472,38.1506,3.84
1369,-2.5861,38.1617,2.73
1370,-2.8294,38.0506,3.71
1371,-2.5878,38.3784,5.79
1372,0.0288,40.0729,1.16
1373,0.0288,40.0743,1.55
1374,-0.3472,39.667,1.37
1375,-0.4749,39.6693,3.57
1376,-0.8432,39.1437,3.87
1377,-0.9918,39.1595,2.05
1378,-1.1194,39.144,1.34
1379,-1.1091,39.1145,2.85
1380,-2.8605,37.6924,2.3
1381,-2.6072,37.9284,1.9
1382,-2.6161,37.9145,2.9
1383,-2.8559,37.4283,3.16
1384,-2.2501,37.819,1.79
1385,-2.0877,37.7589,1.58
1386,-1.9544,37.7473,4.42
1387,-1.8016,38.0595,2.52
1388,-1.744,37.9841,6.15
1389,-1.5166,37.8812,2.28
1390,-1.5111,37.8509,0.67
1391,-1.446,38.1215,2.74
1392,-1.4314,38.1393,1.94
1393,-1.2648,38.2655,2.73
1394,-1.2909,38.2655,2.26
1395,-1.1696,38.4474,4.58
1396,-0.2682,38.5348,3.75
1397,-0.3,38.4926,1.13
1398,-4.85,36.8648,4.1
1399,-4.8528,36.8482,2.43
1400,-3.95,36.8148,2.26
1401,-3.95,36.8149,1.93
1402,-3.7,36.8173,4.64
1403,-3.4208,37.2171,1.95
1404,-3.4685,37.098,5.3
1405,-3.4629,37.1012,1.97
1406,-5.9708,36.1796,2.24
1407,-5.9574,36.2061,1.91
1408,-5.9439,36.1982,0.61
1409,-6.1058,36.3129,2.28
1410,-6.1157,36.5311,2.14
1411,-6.3069,36.8565,0.47
1412,-6.3292,36.7965,0.77
1413,-5.0708,38.0268,0.54
1414,-4.8083,37.9493,1.27
1415,-4.8283,37.9809,0.71
1416,-4.8,37.9709,4.51
1417,-6.4389,37.7712,2.45
1418,-7.1481,37.3643,1.49
1419,-7.1619,37.3454,0.66
1420,-7.1194,37.3509,2.29
1421,-7.1472,37.2659,2.44
1422,-7.0263,37.2293,1.15
1423,-7.0369,37.3134,2.84
1424,-6.8392,37.1759,0.76
1425,-6.8556,37.1576,1.47
1426,-6.8278,37.2073,2.94
1427,-6.6097,37.2148,0.75
1428,-6.525,37.239,0.92
1429,-6.5042,37.1565,0.73
1430,-6.5335,37.6881,1.63
1431,-3.9847,38.142,0.74
1432,-6.3089,37.2298,0.31
1433,-6.1789,37.3112,1.05
1434,-6.1761,37.2454,0.84
1435,-6.1931,37.2398,1.35
1436,-6.2078,37.2773,1.07
1437,-0.3228,39.8573,0.87
1438,-0.2856,39.8801,1.39
1439,-0.35,39.9031,1.98
1440,-0.6472,40.0838,0.8
1441,-0.836,39.1423,5.88
1442,-0.8877,38.9229,4.24
1443,-6.6439,40.2189,6.56
1444,-6.488,40.2981,5.49
1445,-5.5064,40.0523,2.68
1446,-2.9178,37.9409,13.29
1447,-2.915,37.939,6.23
1448,-2.9083,37.952,3.78
1449,-2.7211,38.134,5.19
1450,-2.8306,38.0895,9.94
1451,-2.725,38.309,7.42
1452,-2.7083,38.2117,4.95
1453,-2.5211,38.334,6.99
1454,-3.5481,37.2599,3.45
1455,-3.8653,37.264,1.63
1456,-3.5111,37.2645,1.45
1457,-3.9536,37.2446,2.33
1458,-3.9583,37.2112,3.26
1459,-3.9758,37.2232,1.95
1460,-3.9236,36.8298,0.84
1461,-3.6857,36.9536,2.77
1462,-3.7335,36.9583,4.64
1463,-5.1492,36.4926,2.28
1464,-5.1419,36.5051,3.49
1465,-5.2042,36.5079,3.62
1466,-5.1847,36.4746,1.97
1467,-5.4589,36.5718,4.22
1468,-5.5322,36.5135,3.06
1469,-0.0196,38.8256,4.45
1470,-0.7349,38.3326,1.13
1471,-0.7432,38.3345,2.92
1472,-0.7961,38.4934,2.02
1473,-0.7583,38.4981,1.77
1474,-0.7167,38.5301,1.19
1475,-2.7877,37.3644,1.52
1476,-2.7775,37.3585,0.66
1477,-2.7643,37.3705,0.29
1478,-5.6113,40.084,3.77
1479,-5.9029,40.0901,2.69
1480,-5.7585,40.084,3.43
1481,-5.8021,40.334,7.15
1482,-5.8779,40.259,1.72
1483,-5.7196,39.7007,3.87
1484,-5.0501,39.4193,0.75
1485,-5.3807,40.1896,6.14
1486,-5.3862,40.134,2.37
1487,-4.9862,39.3673,2.21
1488,-6.6863,39.3507,2.97
1489,-6.6862,39.3507,2.85
1490,-6.4613,39.5257,1.92
1491,-6.7085,40.209,2.91
1492,-5.3644,36.7501,5.88
1493,-5.6696,36.6173,8.99
1494,0.0502,40.584,1.18
1495,0.1127,40.1135,0.51
1496,0.0502,40.6507,18.13
1497,-4.9334,38.1173,1.05
1498,-4.2167,38.2423,0.44
1499,-6.3526,40.193,0.84
1500,-7.2986,39.3637,2.9
1501,-7.2699,39.3433,2.44
1502,-7.2459,39.3262,3.01
1503,-5.3603,39.4826,3.42
1504,-5.3445,39.4051,2.22
1505,-5.4103,39.5904,3.12
1506,-5.4536,39.5129,1.19
1507,-5.585,39.3876,3.33
1508,-5.3444,39.4717,1.78
1509,-5.3523,39.4523,4.82
1510,-5.3374,39.4138,1.46
1511,-6.7818,40.2219,0.94
1512,-6.7876,40.1947,0.7
1513,-6.2985,40.2963,3.43
1514,-5.8679,40.2676,1.11
1515,-5.8767,40.2586,0.95
1516,-5.7869,40.0565,1.73
1517,-6.3382,40.3398,2.56
1518,-6.7846,40.2259,3.01
1519,-6.2772,40.2967,2.56
1520,-5.8621,40.3267,1.78
1521,-5.8295,40.3221,2.54
1522,-5.3355,39.4713,4.54
1523,-6.2772,40.4092,4.03
1524,-6.3869,40.3813,2.43
1525,-6.2635,40.3586,1.9
1526,-6.7783,40.2392,2.9
1527,-5.67,40.2689,2.71
1528,-5.7373,40.2164,1.45
1529,-3.4833,37.2648,1.05
1530,-3.4334,36.9673,2.21
1531,-3.4,36.9506,3.8
1532,-2.8694,37.3839,3.09
1533,-3.5069,37.1713,0.76
1534,-3.4334,37.1506,2.5
1535,-3.2167,37.1339,0.9
1536,-6.4155,39.007,0.83
1537,-5.9002,40.2174,1.84
1538,-6.4481,37.5801,4.83
1539,-6.403,37.2506,0.53
1540,-6.7502,37.1173,0.22
1541,-3.0167,37.884,2.94
1542,-2.7833,38.1173,3.68
1543,-2.8603,38.2173,3.0
1544,-3.6045,37.7006,2.81
1545,-3.4361,38.2756,3.0
1546,-3.0378,37.7842,5.34
1547,-3.3695,38.3506,1.98
1548,-3.2611,38.2756,1.27
1549,-3.65,40.984,4.03
1550,-3.22,40.4618,2.16
1551,-3.4917,40.859,3.65
1552,-3.6167,40.7757,0.8
1553,-3.8225,40.9374,1.24
1554,-3.8,40.4007,0.4
1555,-3.8834,40.866,2.76
1556,-3.8814,40.9282,1.49
1557,-3.5695,40.2757,1.47
1558,-3.5834,40.8396,4.62
1559,-3.8806,40.5674,0.22
1560,-3.225,40.5138,3.06
1561,-4.3504,40.2904,0.53
1562,-3.9334,40.3757,0.29
1563,-4.1727,40.517,3.19
1564,-4.1501,40.6007,7.23
1565,-4.1667,40.609,2.02
1566,-4.3306,40.3785,2.61
1567,-4.3126,40.3299,2.93
1568,-4.3001,40.3507,1.77
1569,-4.3501,40.284,1.66
1570,-4.3029,40.4007,1.15
1571,-3.7473,41.0452,1.91
1572,-4.0306,40.3604,3.91
1573,-3.8056,40.7496,1.35
1574,-4.3917,40.3757,0.67
1575,-4.2862,40.5513,4.86
1576,-3.7084,41.0452,7.33
1577,-4.0809,36.9345,2.35
1578,-4.9168,36.6206,3.51
1579,-5.0168,36.6989,5.26
1580,-4.9692,36.752,2.35
1581,-4.9354,37.0103,0.26
1582,-0.8416,37.6012,1.76
1583,-1.9805,38.1484,1.33
1584,-1.5627,37.8423,2.11
1585,-2.2027,42.9341,7.67
1586,-2.0805,42.7591,2.31
1587,-1.5166,43.0508,4.31
1588,-0.9193,42.8563,3.36
1589,-1.6695,43.1667,3.33
1590,-1.5194,43.2674,1.5
1591,-2.1478,42.9247,1.92
1592,-7.9864,42.1452,5.97
1593,-6.2002,43.5675,3.05
1594,-4.9001,43.4341,7.12
1595,-5.1682,43.4536,7.21
1596,-4.7168,42.9174,2.08
1597,-4.3334,42.9358,6.06
1598,-4.4001,42.5591,2.03
1599,-4.8833,42.8009,3.52
1600,-4.7779,42.6194,1.7
1601,-4.7334,42.5563,0.87
1602,-4.8834,42.8535,2.77
1603,-8.6531,42.4174,7.24
1604,-8.8003,42.1507,3.63
1605,-8.7448,42.0257,5.45
1606,-2.42,42.1563,0.97
1607,-2.5194,42.4494,0.92
1608,-2.5833,42.0774,1.22
1609,-2.5889,42.2758,0.99
1610,-2.7194,42.2007,1.71
1611,-2.6861,42.1841,1.55
1612,-2.8333,42.3027,2.45
1613,-2.5569,42.3216,1.59
1614,-2.3694,42.1507,6.49
1615,-6.0699,40.434,3.34
1616,-6.1502,40.5424,7.39
1617,-5.7529,40.334,3.39
1618,-6.353,40.8674,4.02
1619,-5.9174,40.5799,2.26
1620,-6.1946,40.5493,1.66
1621,-6.0593,40.479,1.71
1622,-6.528,40.3687,3.22
1623,-3.9195,43.3966,1.5
1624,-3.9612,43.3841,1.36
1625,-4.0001,43.4341,0.35
1626,-4.0251,43.2508,1.6
1627,-4.2936,43.124,2.52
1628,-4.089,41.2424,0.34
1629,-4.4029,41.0257,0.41
1630,-4.2834,41.0549,0.47
1631,-4.4195,40.8674,0.83
