,Longitude,Latitude,TOC [%]
1632,-4.0001,41.3007,0.23
1633,-3.8653,41.1924,2.48
1634,-4.2834,41.3674,2.44
1635,-4.2279,40.7007,1.76
1636,-4.2006,40.7063,1.73
1637,-4.1528,40.7007,11.26
1638,-4.234,40.7007,2.06
1639,-4.2195,41.5007,3.24
1640,-4.1737,40.741,1.63
1641,-3.6723,41.2946,8.13
1642,-4.3917,41.3216,0.55
1643,-4.1723,41.3313,0.47
1644,-4.2626,41.3216,2.72
1645,-4.507,40.8721,0.63
1646,-4.1167,40.8674,1.98
1647,-4.1281,40.956,1.27
1648,-4.1028,41.3132,0.55
1649,-3.6,41.5507,3.22
1650,-4.2862,40.7757,3.03
1651,-4.1445,40.8007,1.22
1652,-3.9667,40.9174,4.06
1653,-3.8081,41.1368,1.95
1654,-4.3001,41.1674,0.85
1655,-3.45,41.2841,1.91
1656,-3.9417,41.1757,0.63
1657,-3.4278,41.5007,3.66
1658,-3.4611,41.2382,4.81
1659,-3.5417,41.3257,1.3
1660,-3.4095,41.2174,5.47
1661,-4.4195,41.4452,0.41
1662,-4.0723,40.8332,4.91
1663,-4.0112,40.7896,4.87
1664,-4.1501,40.884,0.73
1665,-3.9431,40.9859,2.1
1666,-3.5584,41.1715,2.31
1667,-3.7639,41.3016,0.7
1668,-3.7351,41.3009,0.09
1669,-4.3956,41.4118,0.84
1670,-4.0195,40.7507,1.97
1671,-4.5284,41.159,0.25
1672,-3.9962,40.9507,3.03
1673,-4.0278,41.2007,0.88
1674,-3.9689,41.2818,3.95
1675,-4.1278,40.9785,0.34
1676,-6.0418,37.8006,1.43
1677,-5.7015,37.809,4.09
1678,-6.0296,37.3526,1.99
1679,0.3419,40.7885,5.12
1680,1.1227,41.3188,2.45
1681,-1.6249,40.2924,2.23
1682,-1.3999,40.534,2.65
1683,-1.6194,40.5174,3.01
1684,-1.0582,40.8257,0.67
1685,-1.5666,40.934,2.65
1686,-1.3527,40.3174,6.39
1687,-1.3582,40.384,1.47
1688,-0.6983,40.4009,2.55
1689,-1.1,40.3481,2.32
1690,-2.4833,42.0096,2.74
1691,-2.4061,41.0924,0.94
1692,-2.4029,42.0841,4.38
1693,-2.8517,41.8388,0.67
1694,-2.8611,41.9499,2.41
1695,-3.1946,41.8007,1.65
1696,-2.1695,41.7174,1.67
1697,-2.7833,41.8757,1.66
1698,-2.7311,42.1119,1.53
1699,-3.0179,41.8507,2.31
1700,-3.2028,41.5674,0.53
1701,-2.5528,42.0035,2.28
1702,-2.7,41.9619,1.44
1703,-2.6694,41.9424,1.11
1704,-3.2467,41.4243,10.42
1705,-2.8055,41.9102,1.02
1706,-3.0569,41.8216,1.58
1707,-2.9194,41.8674,5.13
1708,-2.7917,41.8271,1.34
1709,-3.0445,41.3424,1.65
1710,-1.8222,41.8035,6.21
1711,-2.6194,41.5674,0.9
1712,-2.5666,41.9507,2.42
1713,-2.6436,41.4202,6.82
1714,-2.7639,41.9077,2.46
1715,-2.8,41.9341,2.76
1716,-2.3263,42.1205,0.82
1717,-4.7195,40.134,3.5
1718,-4.3779,40.284,0.77
1719,-4.3694,40.2759,0.83
1720,-4.2592,39.8537,0.45
1721,-4.0126,39.8215,0.13
1722,-3.5528,39.4981,1.83
1723,-4.7876,39.6215,4.4
1724,-4.414,39.5651,2.37
1725,-4.1701,40.2759,1.08
1726,-4.5195,39.9173,0.51
1727,-3.8878,39.8009,1.49
1728,-4.4579,39.5987,0.33
1729,-4.6456,39.6007,1.78
1730,-4.5279,40.0868,0.29
1731,-3.5167,39.9648,2.91
1732,-4.0195,39.9185,1.72
1733,-4.0167,39.8507,0.79
1734,-4.364,39.5104,3.5
1735,-4.1512,39.6543,0.84
1736,-3.9917,39.8423,0.47
1737,-4.2209,39.5118,2.39
1738,-3.9028,39.3365,1.9
1739,-4.0902,39.4008,2.18
1740,-4.0084,39.4651,2.59
1741,-4.0917,39.4007,3.93
1742,-4.0913,39.4006,0.56
1743,-0.471,39.684,2.61
1744,-5.2361,41.4398,0.67
1745,-4.8228,41.548,0.55
1746,-3.0403,42.9939,4.18
1747,-2.7105,43.3772,2.59
1748,-3.2195,43.2508,6.47
1749,-2.5055,43.3313,1.66
1750,-2.6294,43.1977,2.99
1751,-3.2195,43.3008,2.73
1752,-6.4196,42.1799,4.2
1753,-0.8556,42.3689,3.16
1754,-0.9588,42.4091,1.59
1755,0.3141,41.284,1.55
1756,-1.1027,42.4174,1.29
1757,-0.9332,41.9341,1.74
1758,-2.7333,42.6841,2.82
1759,-1.6333,39.8007,0.72
1760,-4.4167,40.8507,0.46
1761,-4.4667,40.734,1.53
1762,-3.2334,41.0174,3.02
1763,-4.2501,40.784,0.26
1764,-4.5334,39.7173,1.69
1765,-2.6,40.7675,2.16
1766,-3.5978,39.3426,2.43
1767,-4.1994,40.6714,2.27
1768,-5.3835,39.634,1.63
1769,-3.9834,40.9674,3.81
1770,-2.8666,41.0913,1.16
1771,-3.3334,41.9174,0.7
1772,-4.7334,39.4173,1.38
1773,-1.2999,42.0674,6.94
1774,-3.6167,42.8841,0.69
1775,-5.1405,36.6011,1.58
1776,-5.1304,36.6506,0.81
1777,-4.9488,36.6637,0.66
1778,-4.9475,36.7264,0.43
1779,-3.3997,37.1384,1.62
1780,-3.1656,37.1764,3.08
1781,-3.4742,36.9344,3.58
1782,-3.2786,36.9637,2.31
1783,-3.0089,42.4065,2.65
1784,-2.9361,42.3852,2.99
1785,-3.0446,42.3401,6.05
1786,-2.9818,42.3127,1.91
1787,-2.6874,42.3101,1.98
1788,-2.672,42.3087,2.06
1789,-2.8447,42.2998,4.55
1790,-2.8945,42.2614,7.44
1791,-2.7812,42.2824,4.49
1792,-2.734,42.25,2.08
1793,-2.578,42.2541,3.76
1794,-2.2339,42.2698,3.42
1795,-3.0875,42.2081,5.78
1796,-3.0694,42.1686,9.65
1797,-2.9,42.2208,5.85
1798,-2.845,42.2306,7.37
1799,-2.5743,42.2294,3.02
1800,-2.7185,42.1737,4.16
1801,-2.6033,42.168,3.94
1802,-2.5182,42.1292,2.35
1803,-2.4651,42.1431,2.9
1804,-1.8048,41.7949,6.6
1805,-0.8361,42.8303,3.03
1806,-0.982,42.4218,2.55
1807,-0.1637,42.4836,2.3
1808,-3.7233,38.5773,1.31
1809,-2.6019,40.5718,2.49
1810,-4.8644,40.5681,0.2
1811,-4.9668,40.4007,3.23
1812,-4.5063,40.8852,0.87
1813,-3.9334,41.3507,0.47
1814,-2.6025,41.0682,0.29
1815,-3.1781,40.5814,1.69
1816,-2.016,39.8629,1.74
1817,-5.8075,39.9601,4.74
1818,-3.9277,41.0166,2.72
1819,-4.5261,40.4038,5.29
1820,-1.509,41.0895,2.05
1821,-2.808,41.1912,2.69
1822,-5.7485,40.2182,4.11
1823,-4.7769,41.5239,0.3
1824,-3.2087,41.1993,7.44
1825,-4.3953,40.3412,0.18
1826,-1.5697,40.4836,3.94
1827,-4.5616,40.9765,0.17
1828,-3.1333,41.2007,2.3
1829,-2.598,40.6398,1.35
1830,-3.6867,43.2889,5.38
1831,-5.1547,41.6963,1.17
1832,-2.4788,40.0641,3.33
1833,-3.679,40.5363,0.52
1834,-3.9285,40.7598,4.03
1835,-2.6734,41.8728,0.6
1836,-4.4673,39.3351,3.92
1837,-4.6635,41.3343,0.36
1838,-4.6031,41.4054,6.56
1839,-3.2017,40.1012,0.6
1840,-5.1672,41.4412,2.03
1841,-4.9745,40.4089,1.93
1842,-6.5027,42.1,5.74
1843,-1.8571,40.1839,26.2
1844,-3.5506,40.3263,0.66
1845,-1.7117,40.541,3.51
1846,-3.8891,40.8898,1.84
1847,-4.3834,39.5173,2.63
1848,-3.6,38.534,1.95
1849,-4.4501,40.7507,2.21
1850,-3.4826,41.148,4.02
1851,-5.3668,39.584,9.03
1852,-1.0999,42.7841,2.61
1853,-4.1501,40.734,1.02
1854,-1.8666,43.2508,2.05
1855,-1.7666,41.3507,0.3
1856,-4.1501,40.8007,4.14
1857,-2.9078,37.0318,0.94
1858,-1.9659,40.0961,2.71
1859,-5.2001,40.634,0.77
1860,-4.5001,41.1174,0.3
1861,-2.4838,40.1001,3.38
1862,-4.4834,40.3507,3.96
1863,-5.0668,40.2174,1.37
1864,-3.0333,40.5674,1.22
1865,-5.7668,40.034,0.63
1866,-3.1833,41.0674,3.51
1867,-4.0667,40.9174,1.63
1868,-0.8207,38.4762,1.43
1869,-6.8836,43.5008,4.12
1870,-0.7499,38.5173,1.65
1871,-2.3138,40.6668,6.04
1872,-4.5667,41.5481,1.27
1873,-3.9334,41.2507,0.53
1874,-5.0001,40.284,2.1
1875,-2.7417,41.9174,1.73
1876,-0.6715,38.5193,0.91
1877,-3.9334,41.0007,2.28
1878,-5.5001,41.517,0.18
1879,-3.3634,41.1482,3.49
1880,-1.9666,40.2007,8.13
1881,-5.5014,41.5174,0.35
1882,-0.5006,38.7518,2.66
1883,-4.5668,40.3174,1.87
1884,-4.5167,41.3314,0.03
1885,-2.8833,40.684,2.15
1886,-4.5167,41.4148,1.48
1887,-4.5334,40.0674,3.88
1888,-6.9002,39.4507,1.29
1889,-0.8332,38.5506,0.91
1890,-3.7334,38.434,1.28
1891,-4.95,41.4981,0.77
1892,-4.3042,42.9975,2.74
1893,-1.7166,40.8674,1.53
1894,-2.6,41.0674,1.48
1895,-1.8907,43.1138,3.39
1896,-1.8509,43.144,1.8
1897,-1.7341,43.2285,1.08
1898,-1.717,42.985,1.51
1899,-1.6724,43.0075,1.56
1900,-1.7218,43.0211,1.48
1901,-1.7592,43.0238,2.91
1902,-1.6054,43.0814,3.4
1903,-1.2802,43.1135,2.63
1904,-1.3117,43.073,4.15
1905,-1.2411,43.0084,3.08
1906,-1.2873,42.9337,0.98
1907,-1.4343,43.1301,1.36
1908,-1.4637,43.1824,1.92
1909,-1.6212,43.1825,3.24
1910,-1.9198,42.9389,1.59
1911,-2.1223,42.8844,2.69
1912,-1.7264,43.2382,2.2
1913,-3.1981,41.7981,1.06
1914,-0.0498,40.7007,2.05
1915,-5.7516,39.5367,8.24
1916,-5.0473,41.344,3.49
1917,-3.9667,41.2841,0.13
1918,-1.934,39.9973,5.84
1919,-2.7,42.2007,9.08
1920,-2.0999,40.9174,1.09
1921,-2.9339,37.889,2.98
1922,-3.0667,41.2031,1.52
1923,-6.0204,39.8601,3.31
1924,-4.3296,41.0256,0.65
1925,-4.6178,41.3648,0.76
1926,-4.0217,40.8607,5.32
1927,-3.7953,41.2941,1.44
1928,-5.4146,43.4705,7.33
1929,-0.9149,41.5896,0.76
1930,-3.4081,43.1188,12.41
1931,-4.7351,40.1487,2.42
1932,-2.4411,41.0188,0.7
1933,-4.3309,41.191,0.35
1934,-4.7119,41.4039,0.37
1935,-5.3243,40.2094,4.43
1936,-5.2485,40.4768,0.6
1937,-4.6868,40.7179,0.18
1938,-2.9397,40.5896,2.33
1939,0.0022,38.8616,2.82
1940,-0.6832,42.5174,2.07
1941,-8.5712,42.1902,5.87
1942,-3.8597,38.3671,1.49
1943,-1.6205,40.4976,3.43
1944,-3.8698,38.3499,1.66
1945,-5.0668,40.184,6.28
1946,-4.2994,41.1669,0.62
1947,-1.7222,40.2279,2.1
1948,-6.2335,42.2507,1.54
1949,-4.2347,38.4088,1.53
1950,-5.9819,38.7603,2.23
1951,-0.6238,42.7411,9.35
1952,-4.3207,41.6342,1.97
1953,-4.7491,39.6349,0.86
1954,-5.3278,43.1095,3.69
1955,-5.0478,41.5846,1.09
1956,-5.0474,41.5848,1.09
1957,-1.8869,37.0329,0.84
1958,-6.5669,40.434,2.9
1959,-2.9481,41.9309,1.71
1960,-6.2665,41.4507,1.8
1961,-3.9237,40.9841,4.21
1962,-4.7766,39.6147,3.11
1963,-5.45,41.5167,0.35
1964,2.5359,41.9461,2.3
1965,2.5703,41.9372,1.4
1966,2.5706,41.9372,2.17
1967,2.5338,41.902,1.31
1968,2.5031,41.8716,1.9
1969,2.5187,41.8218,2.4
1970,2.5195,41.8718,3.42
1971,2.4569,41.871,1.71
1972,2.4887,41.8117,1.62
1973,2.541,41.9002,1.38
1974,2.4779,42.1398,2.1
1975,2.5251,42.1475,4.19
1976,2.7436,42.4097,3.04
1977,2.5896,41.6599,2.35
1978,2.5618,41.6733,1.98
1979,2.4386,41.8962,1.58
1980,2.4469,41.9052,2.37
1981,2.7168,41.9951,5.01
1982,2.7145,42.0065,1.87
1983,2.9215,41.9878,2.33
1984,2.5976,41.9715,1.91
1985,2.5884,41.9706,2.9
1986,2.5564,42.0171,3.12
1987,2.6002,41.8786,0.78
1988,2.693,41.8012,1.78
1989,2.625,41.786,1.48
1990,2.6013,41.8213,1.19
1991,2.5953,41.8328,0.97
1992,0.7219,42.8466,5.01
1993,0.8088,42.8133,5.83
1994,0.814,42.7782,5.99
1995,0.8404,42.776,5.88
1996,0.7139,42.674,8.32
1997,0.7701,42.6213,4.31
1998,1.7645,42.28,7.8
1999,1.8322,42.2915,2.32
2000,1.9496,42.2341,5.73
2001,1.756,42.0961,2.59
2002,2.1003,42.2705,2.41
2003,2.1822,42.2566,2.16
2004,2.1917,42.2558,2.97
2005,2.3509,42.1981,1.78
2006,2.4106,42.2012,1.49
2007,2.2959,42.108,3.92
2008,2.3769,42.1051,1.61
2009,2.3807,42.1077,2.05
2010,2.4334,42.0757,3.11
2011,2.4824,42.1395,2.0
2012,2.5121,42.1512,9.47
2013,2.9421,42.4689,7.94
2014,2.4479,41.7935,3.14
2015,2.4828,41.7982,1.35
2016,-7.362,43.4262,4.56
2017,-7.683,42.9848,3.19
2018,-7.5327,42.9995,1.97
2019,-6.9807,42.9688,1.95
2020,-7.2153,42.8518,6.27
2021,-6.9018,42.8397,2.6
2022,-7.0949,42.8186,2.83
2023,-7.0424,42.8145,4.58
2024,-7.6085,42.7856,4.7
2025,-7.2748,42.7413,4.55
2026,-7.1977,42.5883,2.4
2027,-7.2009,42.4244,2.45
2028,-8.2177,42.8164,5.59
2029,-8.1637,42.7788,3.3
2030,-8.11,42.636,5.75
2031,-7.79,42.7141,5.36
2032,-7.7196,42.5633,0.92
2033,-7.4735,42.4112,0.92
2034,-7.0779,42.4574,3.38
2035,-7.2789,42.3637,2.48
2036,-7.1597,42.3055,1.07
2037,-7.1052,42.1673,1.77
2038,-1.54,42.6916,3.75
2039,-1.1831,42.6541,11.63
2040,-1.5756,43.0009,6.08
2041,-1.5698,42.9873,2.88
2042,-1.5795,42.9929,3.08
2043,-1.6166,43.0311,5.72
2044,-1.6431,43.0436,3.35
2045,-0.8324,42.9247,3.72
2046,-0.8335,42.9181,3.64
2047,-0.903,42.9365,3.93
2048,-0.8986,42.9214,5.08
2049,-2.0177,42.9731,5.95
2050,-2.0057,42.9604,4.4
2051,-1.9798,42.9665,10.18
2052,-1.9454,42.9698,3.7
2053,-1.8906,42.9513,6.2
2054,-1.8723,42.9421,3.81
2055,-1.8878,43.0386,4.09
2056,-1.8815,43.0457,3.77
2057,-1.5075,43.0775,3.66
2058,-1.5338,43.0553,10.99
2059,-1.6382,43.0548,5.43
2060,-1.5875,43.0723,1.72
2061,-1.4158,43.2023,1.61
2062,-1.4448,43.2243,2.87
2063,-1.4581,43.2335,3.21
2064,-1.4132,43.1618,6.09
2065,-1.4806,43.0231,5.47
2066,-1.5318,43.0373,13.53
2067,-1.4305,43.0143,6.52
2068,-1.1526,42.9931,3.07
2069,-1.1837,42.9773,2.03
2070,-1.2557,42.9028,2.78
2071,-1.6612,43.0695,7.42
2072,-1.6992,43.0753,10.52
2073,-1.7271,43.1486,1.8
2074,-1.7705,43.0716,9.97
2075,-1.8053,43.1143,3.93
2076,-1.8825,43.125,2.14
2077,-1.0982,42.4456,4.55
2078,-0.8393,42.866,3.99
2079,-0.8374,42.8688,3.78
2080,-2.1809,42.7826,8.72
2081,-2.2148,42.8063,2.41
2082,-2.238,42.8145,3.91
2083,-1.2515,42.8767,3.19
2084,-1.3111,42.9361,2.31
2085,-1.3454,43.0302,10.58
2086,-1.4029,42.9914,2.46
2087,-1.3793,43.0001,4.16
2088,-2.0636,42.7988,4.38
2089,-2.0511,42.7972,3.47
2090,-1.4493,42.6544,2.1
2091,-1.0755,42.9855,2.81
2092,-1.0119,42.9638,3.33
2093,-1.2038,42.9597,2.83
2094,-1.2633,42.9804,5.81
2095,-2.4623,42.6114,5.77
2096,-2.14,42.7364,5.56
2097,-2.2547,42.7462,1.38
2098,-2.0354,42.7842,3.24
2099,-2.0625,42.9339,2.88
2100,-1.9383,42.9579,1.4
2101,-1.9998,42.8676,4.52
2102,-2.1039,42.864,2.92
2103,-1.7565,43.0366,2.27
2104,-1.7537,42.9913,1.74
2105,-1.8519,43.0508,4.43
2106,-1.8143,42.8388,3.44
2107,-1.8039,42.9333,3.11
2108,-2.0932,42.8417,2.02
2109,-1.2919,43.0105,4.94
2110,-2.0966,42.9432,1.99
2111,-1.7037,42.9772,1.45
2112,-2.5746,42.765,9.52
2113,-2.5171,42.7854,1.67
2114,-2.4079,42.6967,2.18
2115,-2.3632,42.7694,3.48
2116,-2.3105,42.7808,6.81
2117,-2.2333,42.8459,2.48
2118,-2.3273,42.9231,2.21
2119,-2.9179,42.9602,3.69
2120,-2.8713,42.9269,5.56
2121,-2.8859,42.98,4.99
2122,-2.8613,43.0295,2.73
2123,-2.6303,43.0632,1.06
2124,-2.6674,43.0237,4.53
2125,-2.7361,43.0239,4.95
2126,-2.6075,42.9866,2.31
2127,-3.2302,42.8664,3.58
2128,-3.2217,42.8889,7.42
2129,-2.7463,42.6286,4.85
2130,-2.6573,42.6238,2.36
2131,-2.0452,43.0994,3.85
2132,-2.3649,43.0773,2.56
2133,-2.5537,42.9675,3.3
2134,-1.894,43.2404,2.51
2135,-1.8248,43.2523,2.28
2136,-2.2794,42.9328,5.05
2137,-2.2104,42.9584,6.86
2138,-2.0728,42.979,3.55
2139,-6.6861,37.8888,2.13
2140,-6.6814,37.8932,3.52
2141,-6.6791,37.8967,1.47
2142,-6.6666,37.8956,1.62
2143,-6.6049,37.9043,1.11
2144,-6.5528,37.8969,2.01
2145,-6.5686,37.9017,1.37
2146,-6.5653,37.8981,0.63
2147,-5.728,37.9493,2.86
2148,-5.4316,37.8972,2.53
2149,-5.5722,37.9177,2.09
2150,-5.2609,36.5785,2.59
2151,-3.5869,43.1156,3.1
2152,-3.4266,43.126,11.69
2153,-3.2952,43.1769,4.48
2154,-3.3427,43.0651,2.22
2155,-3.191,43.0232,2.06
2156,-2.9979,42.9449,6.51
2157,-3.832,42.9415,1.4
2158,-3.6978,42.9633,3.2
2159,-4.1167,42.7147,4.06
2160,-3.8529,42.6857,3.59
2161,-3.3372,42.7094,5.12
2162,-3.1895,42.7045,6.15
2163,-3.1981,42.35,2.62
2164,-3.1429,42.3387,2.41
2165,-5.1983,36.5804,3.08
2166,-0.9617,38.5381,3.52
2167,-0.9417,38.534,2.97
2168,-0.9719,38.5387,1.85
2169,-1.4722,43.0149,4.89
2170,-6.0488,40.5023,6.66
2171,-4.9744,40.3899,3.17
2172,-2.7032,40.6316,2.94
2173,-2.7255,40.6649,4.76
2174,-4.5272,41.1258,0.48
2175,-3.2449,40.9857,0.41
2176,-4.9906,40.1859,1.33
2177,-4.9403,40.2391,2.17
2178,-2.1085,40.766,2.0
2179,-4.141,39.4316,0.88
2180,-3.2555,40.9524,2.58
2181,-4.3328,40.3698,0.85
2182,-4.1386,40.6116,27.09
2183,-4.9956,40.3885,3.86
2184,-2.2536,40.9709,0.9
2185,-1.8857,40.2599,2.44
2186,-3.227,40.3658,5.23
2187,-3.544,40.9973,1.12
2188,-1.8702,41.0147,3.07
2189,-4.1574,40.5181,1.59
2190,-2.7403,40.5163,0.76
2191,-4.0001,40.9007,3.06
2192,-3.2878,41.1351,1.22
2193,-4.967,40.3888,3.87
2194,-3.2536,41.6901,1.03
2195,-4.4335,40.3241,0.69
2196,-3.4995,40.857,3.48
2197,-3.4636,40.8959,1.82
2198,-2.6186,41.1749,2.28
2199,-0.0949,40.4364,11.55
2200,-0.0852,40.436,2.9
2201,-5.7551,41.1798,0.87
2202,-5.7952,41.1923,0.46
2203,-5.7835,41.1927,0.78
2204,-5.7627,41.1735,0.62
2205,-5.7836,41.1933,0.86
2206,-5.7734,41.1943,0.6
2207,-0.0975,40.9304,0.65
2208,-0.099,40.9312,0.65
2209,-0.0977,40.9336,1.06
2210,-0.0977,40.9341,0.99
2211,-0.3182,41.3213,1.74
2212,-0.3469,41.3691,9.19
2213,-0.3456,41.3724,3.8
2214,-5.8941,41.2324,1.54
2215,-0.023,41.5819,10.72
2216,-0.0196,41.5801,5.63
2217,-0.4292,40.5975,2.51
2218,-0.0908,40.4345,9.2
2219,-5.8138,41.2706,1.22
2220,-5.8087,41.2662,0.74
2221,-0.4165,40.6645,1.6
2222,-0.4186,40.6619,0.63
2223,-0.3771,40.4925,0.95
2224,-0.6281,40.5224,1.21
2225,-0.6338,40.5268,1.23
2226,-0.5694,40.668,2.3
2227,-0.4086,40.5901,2.26
2228,-5.7249,41.1644,1.04
2229,-4.0382,40.8579,4.3
2230,-5.158,40.2357,1.85
2231,-0.0922,40.4093,3.34
2232,-4.0072,40.7537,0.99
2233,-3.6813,40.8334,1.47
2234,-3.7627,40.8501,1.44
2235,-2.4997,37.9451,5.34
2236,-5.3009,39.9861,1.56
2237,-4.5027,41.1996,0.65
2238,-4.9909,40.3741,3.86
2239,-4.1396,40.6128,1.48
2240,-4.7204,40.9839,0.72
2241,-4.5601,41.3158,1.33
2242,-3.8283,40.707,0.38
2243,-4.2159,40.7138,3.56
2244,-3.6698,41.0399,4.13
2245,-4.7353,40.1438,3.55
2246,-3.8977,40.4698,1.44
2247,-4.7801,41.3127,0.77
2248,-4.0271,41.4996,0.87
2249,-5.0334,40.4174,3.3
2250,-4.0263,40.8903,0.36
2251,-3.6274,40.5752,1.05
2252,-5.1079,39.9863,2.9
2253,-1.7378,40.6067,5.81
2254,-3.65,40.8,0.62
2255,-3.651,41.1089,2.0
2256,-4.2015,40.3063,0.3
2257,-4.1838,40.651,2.58
2258,-4.09,38.9425,0.97
2259,-4.5791,40.3051,3.2
2260,-8.0755,43.6359,2.32
2261,-8.5927,43.1396,38.61
2262,-8.9685,42.9773,13.49
2263,-8.5525,43.0143,4.16
2264,-8.0171,43.051,13.21
2265,-8.4965,43.1816,8.78
2266,-7.8033,43.546,10.5
2267,-7.9063,43.3265,7.61
2268,-8.7121,42.7185,4.22
2269,-8.7495,43.15,9.24
2270,-8.0491,43.7096,7.79
2271,-8.6239,42.8714,7.83
2272,-8.3556,42.9413,12.01
2273,-8.5113,43.1704,9.98
2274,-8.0833,43.2848,15.2
2275,-9.1047,43.0331,9.46
2276,-7.9639,43.194,9.65
2277,-8.2032,42.8687,4.09
2278,-8.6836,43.0976,9.35
2279,-8.3946,43.1567,7.51
2280,-8.2923,43.2291,3.14
2281,-7.8057,43.7081,1.46
2282,-8.6832,42.8526,2.75
2283,-8.727,42.6713,5.65
2284,-8.0234,42.794,10.24
2285,-8.3198,42.6363,7.4
2286,-8.3193,42.6228,3.75
2287,-8.6419,42.6053,5.51
2288,-8.5533,42.5519,7.09
2289,-7.9439,42.6492,16.37
2290,-8.2613,42.7336,6.98
2291,-8.7419,42.6177,7.8
2292,-8.1276,42.644,3.92
2293,-8.7011,42.3511,5.72
2294,-8.3384,42.6008,2.42
2295,-8.6401,42.7174,5.85
2296,-8.4304,42.7472,7.94
2297,-8.6677,42.5793,2.64
2298,-8.2466,42.6322,6.95
2299,-8.0632,42.7439,7.34
2300,-8.2939,42.7653,3.6
2301,-8.134,42.5733,8.37
2302,-7.2574,43.245,9.52
2303,-7.8875,42.6302,19.12
2304,-7.4835,43.2672,6.37
2305,-7.33,42.817,6.29
2306,-7.3817,42.7574,3.56
2307,-7.6156,42.5155,2.4
2308,-7.7046,42.8349,6.36
2309,-7.5541,43.2775,3.86
2310,-7.4262,42.8098,7.14
2311,-7.7163,42.8905,13.23
2312,-7.6456,43.7334,5.11
2313,-7.6634,42.8156,3.96
2314,-7.5019,42.841,5.59
2315,-7.4869,43.0799,7.23
2316,-7.623,43.4206,5.05
2317,-7.6383,42.5086,3.62
2318,-7.2889,43.3963,2.99
2319,-7.148,42.8521,2.79
2320,-7.3741,43.4192,1.83
2321,-7.7586,42.0876,30.28
2322,-7.5188,42.3099,10.18
2323,-7.8299,42.0884,5.18
2324,-7.5204,42.033,1.29
2325,-7.3676,42.3633,5.69
2326,-7.0853,42.403,1.38
2327,-6.9882,42.3406,6.96
2328,-8.1951,42.3693,6.67
2329,-7.7454,42.3558,12.04
2330,-7.0526,42.2422,4.69
2331,-6.9755,42.0377,9.15
2332,-7.3122,42.3467,4.25
2333,-6.9915,42.373,3.14
2334,-6.875,42.4056,2.2
2335,-7.8234,42.2427,1.68
2336,-8.1003,42.1228,4.36
2337,-7.5719,42.1345,9.1
2338,-6.9639,42.0393,8.73
2339,-7.2984,42.4091,13.23
2340,-7.6284,42.2365,5.58
2341,-7.6303,42.2339,4.64
2342,-7.6432,42.311,6.1
2343,-7.3067,41.9859,8.52
2344,-7.5363,41.9994,3.7
2345,-3.8783,43.033,32.16
2346,-4.7715,43.1458,12.61
2347,-4.4493,43.3806,4.49
2348,-4.2325,43.0678,9.45
2349,-4.4641,43.2512,3.96
2350,-4.517,43.2496,3.91
2351,-4.2554,43.3761,2.85
2352,-4.1061,43.4114,5.38
2353,-4.2756,43.3696,6.35
2354,-4.0897,42.9812,5.39
2355,-4.4001,43.0386,22.18
2356,-4.2262,43.0599,10.14
2357,-4.76,43.0674,5.93
2358,-3.3328,43.3924,5.21
2359,-4.4468,43.2496,9.66
2360,-3.426,43.3079,3.86
2361,-3.4144,43.4093,4.59
2362,-4.4738,43.3731,6.93
2363,-4.1722,43.3842,3.75
2364,-3.8299,43.082,5.45
2365,-4.1433,43.2913,8.59
2366,-4.1208,42.7981,1.95
2367,-4.2811,43.0121,4.27
2368,-4.0573,43.3421,1.66
2369,-5.6126,43.3905,2.8
2370,-5.4355,43.439,4.28
2371,-5.3847,43.4725,4.7
2372,-5.4713,43.4523,10.49
2373,-5.5463,43.4091,5.5
2374,-5.7435,43.4856,2.6
2375,-5.76,43.184,6.5
2376,-5.5907,43.5414,1.2
2377,-5.0399,43.3049,5.9
2378,-5.1832,43.4666,6.1
2379,-5.3883,43.5102,15.1
2380,-5.0656,43.3171,5.9
2381,-5.7752,43.5848,5.6
2382,-5.2523,43.3455,3.5
2383,-2.5913,43.023,3.23
2384,-2.433,42.6882,2.5
2385,-2.5756,42.6281,1.64
2386,-2.7237,42.6348,2.42
2387,-2.6051,42.9569,6.44
2388,-2.7137,42.6965,3.55
2389,-2.4212,42.5149,3.09
2390,-2.3085,42.7952,0.83
2391,-2.2686,42.812,16.0
2392,-2.5565,42.8248,4.16
2393,-2.4872,42.625,1.33
2394,-2.7847,42.6539,3.05
2395,-2.5311,42.6265,5.65
2396,-2.5979,42.9568,2.2
2397,-2.628,42.8471,6.62
2398,-1.8833,42.8091,2.46
2399,-2.1319,42.7508,4.08
2400,-1.9733,42.7327,3.47
2401,-1.8055,42.4966,4.33
2402,-1.9861,42.5073,0.9
2403,-2.0597,42.6271,2.12
2404,-1.9859,42.5077,1.09
2405,-1.8777,42.5202,2.12
2406,-1.8619,42.7841,1.94
2407,-2.17,42.8341,1.64
2408,-2.1861,42.7938,1.81
2409,-1.081,42.9083,6.55
2410,-1.0932,42.9293,2.38
2411,-1.5999,42.9877,2.86
2412,-1.6019,42.991,4.45
2413,-1.7694,42.9924,4.29
2414,-1.1902,42.6535,5.27
2415,-1.3038,42.6594,7.36
2416,-1.2863,42.6224,2.41
2417,-1.2105,42.6166,1.49
2418,-1.3638,42.628,1.99
2419,-1.3499,42.0674,4.8
