,Longitude,Latitude,C/N
3219,1.5001,42.0002,18.99
3220,1.5002,42.0173,23.45
3221,1.5001,42.0176,13.26
3222,1.5003,42.0341,19.34
3223,1.5001,42.0172,12.26
3224,1.5003,42.0341,14.24
3225,-5.5835,40.0008,9.8
3226,-5.5834,40.0007,14.47
3227,-5.4001,40.4507,11.1
3228,-0.1257,42.637,17.04
3229,-0.1312,42.6184,10.91
3230,-0.1331,42.6188,8.0
3231,-0.13,42.6194,8.12
3232,-0.1335,42.6183,6.42
3233,-0.1314,42.6179,6.37
3234,-0.1281,42.6218,5.38
3235,-0.1337,42.6175,13.64
3236,-0.1349,42.6181,18.26
3237,-0.1333,42.6174,12.31
3238,-0.1291,42.6177,7.95
3239,-0.133,42.6171,7.67
3240,-0.133,42.6171,5.81
3241,-0.1346,42.6194,7.35
3242,-0.1354,42.6175,4.78
3243,-0.1307,42.6188,6.05
3244,-0.1271,42.619,6.96
3245,-0.1302,42.6197,7.4
3246,-0.1323,42.6203,5.29
3247,-0.1325,42.6202,7.86
3248,-0.1245,42.6181,6.55
3249,-0.1298,42.6255,10.18
3250,-0.1315,42.6197,10.36
3251,-0.1326,42.6183,12.29
3252,-0.1282,42.6182,8.97
3253,-0.1301,42.6191,9.57
3254,-0.1309,42.6306,8.37
3255,-0.1328,42.6201,7.19
3256,-0.1204,42.621,7.72
3257,-0.1256,42.6172,9.59
3258,-0.1266,42.6144,8.13
3259,-0.1206,42.618,13.33
3260,-0.1195,42.6172,10.0
3261,-0.1329,42.6221,10.0
3262,-0.1137,42.617,4.08
3263,-0.1129,42.6207,9.57
3264,-0.1213,42.6176,3.75
3265,-0.1318,42.6192,10.77
3266,-6.9169,42.7841,12.55
3267,-6.9169,42.7841,12.65
3268,-6.9169,42.7841,12.97
3269,-1.4999,41.8507,12.56
3270,-4.1501,40.5665,8.66
3271,-4.1513,40.5674,11.95
3272,-4.1501,40.584,15.84
3273,-4.1167,40.7007,18.06
3274,-5.7501,37.834,10.5
3275,-1.8177,41.8007,10.13
3276,-0.8165,41.7341,6.64
3277,-0.7832,41.6674,6.67
3278,-0.8999,42.0507,11.61
3279,-0.6999,41.6174,8.15
3280,-1.6666,41.8341,8.68
3281,-2.1666,42.8341,11.63
3282,-2.1666,42.8508,11.0
3283,-2.1666,42.8508,11.8
3284,-6.1835,40.5507,18.5
3285,-6.1168,40.5674,23.94
3286,-6.4502,40.4674,14.3
3287,-8.267,42.7008,20.09
3288,-3.8667,40.9007,15.08
3289,-3.75,40.6507,15.39
3290,-4.0167,39.8507,13.47
3291,-3.6667,38.834,13.97
3292,-5.3835,39.3673,19.63
3293,-5.3834,39.3673,17.89
3294,-5.7168,40.1175,18.43
3295,-5.7168,40.1174,20.47
3296,-2.5512,37.7506,14.19
3297,-2.7333,37.5506,17.05
3298,-2.5645,37.5833,20.51
3299,-2.5704,37.584,12.46
3300,-2.5666,37.5839,10.43
3301,-2.5666,37.584,9.23
3302,-2.5662,37.5841,13.0
3303,-2.7,37.6006,10.61
3304,-3.7167,37.1005,11.67
3305,-3.718,37.0997,11.0
3306,-3.9167,37.0839,22.39
3307,-3.6,39.8673,11.13
3308,-3.4667,39.7673,7.94
3309,-1.9499,43.0008,11.49
3310,-2.0666,42.8175,8.65
3311,-2.3833,37.6173,13.18
3312,-2.2333,37.6506,15.0
3313,-2.3833,37.5506,14.17
3314,-2.4498,37.6006,14.5
3315,-2.4506,37.6006,15.44
3316,-2.45,37.5999,14.05
3317,-1.8666,37.0506,14.47
3318,-1.83,37.3808,9.88
3319,-1.8166,37.3006,14.63
3320,-1.8275,37.0504,14.03
3321,-1.8162,37.1673,6.5
3322,-1.8333,37.1339,13.0
3323,-1.8499,37.1339,9.35
3324,-1.8999,37.1673,14.57
3325,-1.7666,37.3173,3.44
3326,-1.816,37.1673,5.9
3327,-1.8333,37.1506,6.53
3328,-1.8499,37.1173,6.11
3329,-1.8333,37.1839,14.58
3330,-1.8333,37.2006,9.0
3331,-1.8999,37.0506,11.33
3332,-2.2166,36.7673,14.09
3333,-2.2,36.8173,11.78
3334,-2.05,36.8173,14.41
3335,-2.1,36.8173,12.35
3336,-2.1166,36.7839,18.9
3337,-2.233,36.7854,14.1
3338,-2.2189,36.7643,28.77
3339,-2.2166,36.7673,14.94
3340,-2.1189,37.3665,9.67
3341,-1.8999,37.4839,3.85
3342,-2.0666,37.4673,8.75
3343,-2.3666,37.0506,8.8
3344,-1.8666,37.4673,12.29
3345,-2.1166,37.3673,12.78
3346,-2.1,37.684,11.03
3347,-2.1361,37.5039,9.87
3348,-1.8502,38.1017,8.64
3349,-2.5666,37.4839,10.8
3350,-1.7002,37.6643,1.32
3351,-1.7002,37.6675,11.54
3352,-2.45,37.7003,7.53
3353,-2.45,37.7006,9.29
3354,-2.4553,37.7007,8.81
3355,-2.8833,37.3173,11.96
3356,-2.8667,37.2839,15.69
3357,-3.1333,37.3009,17.11
3358,-2.8333,37.2839,13.13
3359,-2.8333,37.2838,14.58
3360,-3.1167,37.2839,14.49
3361,-2.9833,37.3173,14.11
3362,-2.95,37.3339,10.56
3363,-2.9667,37.2673,1.34
3364,-3.0833,37.3173,0.73
3365,-2.8834,37.2504,15.34
3366,-2.9992,37.1673,12.24
3367,-3.15,37.3006,11.25
3368,-3.1831,37.3173,9.85
3369,-2.8667,37.2173,10.77
3370,-3.1333,37.3006,11.76
3371,-2.8333,37.3839,13.93
3372,-2.7167,37.4673,9.58
3373,-2.8333,37.4173,13.88
3374,-2.5833,37.3339,14.14
3375,-2.7649,37.483,10.33
3376,-2.7667,37.4673,12.27
3377,-2.5833,37.3673,15.14
3378,-2.5833,37.4499,12.4
3379,-2.75,37.4576,9.45
3380,-2.749,37.4704,12.23
3381,-2.7644,37.4666,12.35
3382,-2.7667,37.4673,11.45
3383,-2.8167,37.1006,13.57
3384,-2.7667,37.3506,14.01
3385,-2.7499,37.4673,10.95
3386,-5.4001,38.0506,12.5
3387,-6.5835,37.7506,20.0
3388,-4.6501,40.5174,12.85
3389,-4.6668,40.4674,10.44
3390,-4.5168,40.534,14.12
3391,-4.4001,40.5674,12.85
3392,-4.4237,40.5671,14.33
3393,-6.7002,40.2674,19.21
3394,-6.7002,40.2007,26.31
3395,-6.6002,40.2174,24.63
3396,-6.6669,40.1507,13.25
3397,-6.5002,40.1674,17.91
3398,-5.7502,40.1007,19.08
3399,-5.8335,40.034,12.4
3400,-5.7502,40.0507,15.86
3401,-5.6501,40.1174,16.05
3402,-5.4667,40.1007,15.03
3403,-5.4501,40.1174,15.24
3404,-6.3169,40.3007,22.36
3405,-6.4169,40.234,21.44
3406,-6.4669,40.4507,15.04
3407,-6.3502,40.5007,14.59
3408,-6.1835,40.5674,2.41
3409,-6.3502,40.5174,2.05
3410,-6.1843,40.5675,1.37
3411,-6.1169,40.5674,2.13
3412,-5.0168,40.3174,1.29
3413,-5.7001,40.4007,1.51
3414,-2.7,38.0006,9.44
3415,-2.7,38.0006,13.04
3416,-2.6998,37.9766,9.46
3417,-2.9266,37.9006,10.34
3418,-2.9,37.9006,10.0
3419,-4.6001,41.2674,12.86
3420,-4.6334,41.5174,12.36
3421,-5.051,41.2674,9.73
3422,-5.7502,40.3507,15.35
3423,-3.75,41.0007,24.62
3424,-6.3524,37.0519,20.33
3425,-6.3519,37.0503,29.74
3426,-6.3402,37.0352,27.33
3427,-2.9667,37.9006,12.59
3428,-2.9501,38.0673,13.5
3429,-2.9477,38.0662,17.27
3430,-2.9594,38.0673,13.06
3431,-2.9467,38.0667,17.32
3432,-2.6166,42.5174,15.64
3433,-6.34,37.0404,11.5
3434,-6.3494,37.0541,10.71
3435,-6.3365,37.051,24.3
3436,-6.3505,37.0496,26.08
3437,-6.4085,37.0864,19.93
3438,-2.9019,37.8985,27.52
3439,-2.8833,37.9006,9.03
3440,-2.9024,37.8993,27.12
3441,-2.95,38.0674,9.76
3442,-2.9027,37.8923,13.28
3443,-2.9003,37.9003,22.35
3444,-3.1499,37.0673,16.34
3445,-3.15,37.0673,16.56
3446,-3.15,37.0673,16.89
3447,-4.2667,43.0674,16.48
3448,-3.9667,40.7674,18.72
3449,-3.9167,40.784,15.91
3450,-8.5337,42.8674,13.16
3451,-8.5336,42.8668,11.62
3452,-8.5338,42.8676,12.56
3453,-8.5336,42.8674,11.26
3454,-8.5336,42.8668,10.97
3455,-3.4334,40.1673,11.07
3456,-3.4,40.1174,11.02
3457,-3.4294,40.1674,14.02
3458,-3.4167,40.1507,14.0
3459,-2.9,37.5506,10.95
3460,-3.1,37.1006,13.27
3461,-2.1499,42.8174,12.39
3462,-2.15,42.8174,17.08
3463,-2.2333,42.8174,31.62
3464,-2.06,42.8174,24.95
3465,-1.7166,43.0008,18.17
3466,-4.5501,40.1674,14.08
3467,-4.3001,40.2674,18.53
3468,-4.5398,40.165,11.94
3469,-4.7501,40.1507,17.0
3470,-4.7168,40.134,15.13
3471,-4.8834,39.884,13.28
3472,-4.9334,39.634,17.93
3473,-4.8001,39.5673,17.57
3474,-3.9,39.9007,14.78
3475,-3.3167,39.8673,13.54
3476,-3.3333,39.834,1.81
3477,-1.8499,41.7674,6.45
3478,-1.6164,41.9507,8.02
3479,-1.8499,41.7841,17.55
3480,-1.8154,41.7999,17.25
3481,-1.8166,41.8006,20.37
3482,-1.8166,41.7507,14.74
3483,-1.8166,41.7507,17.57
3484,-1.7833,41.8341,21.64
3485,-1.6833,41.8174,37.85
3486,-1.5999,41.8841,34.71
3487,-1.6006,41.8841,8.08
3488,-1.6166,41.9501,12.43
3489,-3.9165,38.984,6.25
3490,-3.9167,38.9839,9.6
3491,-3.2167,39.1007,7.83
3492,-0.1164,42.7015,11.74
3493,-0.1165,42.7008,23.44
3494,-0.1165,42.7008,12.31
3495,-0.4499,42.6507,12.96
3496,-0.4498,42.6508,12.56
3497,-0.8499,42.7841,17.43
3498,-0.8665,42.8008,13.78
3499,-0.9165,42.7841,10.36
3500,-0.9332,42.435,9.8
3501,-0.9329,42.4341,17.74
3502,-0.7832,42.6341,14.31
3503,-0.7666,42.6341,12.48
3504,-0.7665,42.6342,13.73
3505,-0.7332,42.8838,10.89
3506,-0.7305,42.884,10.44
3507,-0.1831,42.7016,11.82
3508,-0.1831,42.7008,11.84
3509,-0.1833,42.7008,15.04
3510,0.5836,42.5843,10.78
3511,0.5835,42.5841,10.84
3512,0.6335,42.6008,13.69
3513,0.6835,42.7174,11.11
3514,0.6834,42.7008,12.42
3515,0.6835,42.7008,12.93
3516,1.9832,42.3174,12.72
3517,1.9837,42.3175,11.26
3518,1.9836,42.3174,12.81
3519,1.9836,42.3174,13.86
3520,1.9834,42.3183,10.9
3521,-5.7335,40.2174,17.48
3522,-5.7335,40.2174,11.98
3523,-6.1837,40.5674,24.08
3524,-6.35,40.5176,20.48
3525,-6.1668,40.5674,13.69
3526,-6.1146,40.5671,21.26
3527,-4.9668,40.334,12.91
3528,-5.7001,40.4007,15.14
3529,-5.1001,40.5507,11.96
3530,-6.8169,40.3007,13.99
3531,-6.6669,40.3174,21.48
3532,-6.7171,40.2873,18.56
3533,-6.7232,40.2837,19.79
3534,-5.3168,40.4674,14.39
3535,-5.8335,40.1174,8.67
3536,-0.2659,39.0673,17.1
3537,-0.2666,39.0674,16.84
3538,-0.2664,39.0674,17.5
3539,-0.2665,39.0674,9.87
3540,-0.2667,39.0675,12.88
3541,-6.4083,37.0858,11.5
3542,-6.4107,37.0862,34.59
3543,-6.4015,37.0801,11.5
3544,-6.413,37.0863,10.71
3545,-6.4078,37.0856,14.5
3546,-6.4669,36.9673,8.75
3547,-6.4845,37.0456,13.38
3548,-6.478,37.0392,24.63
3549,-6.4798,37.0483,10.67
3550,-6.473,36.8147,11.61
3551,-6.4781,37.0456,10.55
3552,-6.4789,37.0432,11.42
3553,-6.478,36.967,20.66
3554,-6.4784,37.016,21.89
3555,-6.3668,37.1673,31.88
3556,-6.3835,37.1173,10.4
3557,-6.4003,37.0784,20.33
3558,-6.4004,37.0831,24.17
3559,-6.4028,37.0859,31.09
3560,-6.4011,37.0864,30.71
3561,-6.4691,36.9839,29.74
3562,-6.401,37.0855,12.22
3563,-6.4017,37.0833,12.54
3564,-6.4039,37.0837,37.82
3565,-6.3445,36.8179,11.38
3566,-6.3668,36.8173,10.44
3567,-6.3786,37.0768,11.59
3568,-6.3917,37.0857,12.22
3569,-6.467,36.9673,31.88
3570,-6.479,37.0457,10.68
3571,-6.4848,37.0335,12.78
3572,-6.4172,37.0841,14.5
3573,-6.4546,37.9472,19.89
3574,-6.4163,37.0854,25.95
3575,-6.3541,37.0425,10.58
3576,-6.3669,37.2839,17.91
3577,-6.2327,37.3003,10.48
3578,-6.2329,37.3043,8.18
3579,-6.235,37.3108,9.62
3580,-6.2322,37.3007,16.57
3581,-6.2335,37.3006,16.23
3582,-6.3668,37.2839,12.79
3583,-6.5019,37.2506,14.89
3584,-6.2337,37.3052,14.5
3585,-6.5002,37.2506,10.8
3586,-6.5502,37.2506,19.0
3587,-6.2322,37.3006,18.53
3588,-6.2321,37.3137,9.37
3589,-6.3668,37.284,16.2
3590,-6.3668,37.2837,12.35
3591,-6.4168,37.0672,14.5
3592,-6.4928,37.079,16.62
3593,0.0335,42.2841,11.26
3594,0.0335,42.2841,12.81
3595,0.0337,42.2842,10.9
3596,0.0335,42.2841,13.86
3597,0.0334,42.2841,12.72
3598,-6.8335,40.3007,13.99
3599,-6.6835,40.3174,21.48
3600,-6.7164,40.284,18.56
3601,-6.7158,40.2832,19.79
3602,-5.3335,40.4174,14.39
3603,-5.8335,40.134,8.67
3604,-5.2668,40.4174,45.48
3605,-5.3501,40.434,5.22
3606,-5.9002,39.8673,13.02
3607,-5.1668,40.3007,15.2
3608,-5.2501,40.334,13.43
3609,2.6502,39.6831,17.13
3610,2.6501,39.6832,15.35
3611,2.6503,39.6842,9.57
3612,2.65,39.6826,10.14
3613,2.8003,39.5673,13.96
3614,3.0003,39.3507,11.73
3615,2.0003,41.3174,15.27
3616,0.0502,41.284,13.15
3617,0.0668,41.2674,14.3
3618,1.6336,41.6841,16.98
3619,1.2002,41.8341,32.5
3620,1.2502,42.1174,15.1
3621,0.9836,41.3674,18.18
3622,-1.0666,39.1173,9.47
3623,-1.1166,39.084,11.49
3624,-1.1499,39.134,17.47
3625,-1.0832,39.0673,14.96
3626,-1.1999,39.0173,9.87
3627,-0.9832,39.0507,14.46
3628,-0.9832,39.084,12.13
3629,-0.9832,39.1673,15.98
3630,-1.2166,39.0673,17.53
3631,-0.9666,39.1007,14.64
3632,-0.9332,39.0173,12.75
3633,-1.1666,39.134,13.85
3634,-1.1832,39.134,18.85
3635,-0.8999,39.1673,13.77
3636,-0.8999,39.1007,17.0
3637,-1.2166,39.084,13.68
3638,-1.0999,39.0673,9.44
3639,1.9003,41.4341,1.3
3640,1.9006,41.4345,0.85
3641,1.9003,41.434,10.93
3642,1.9008,41.4357,5.59
3643,1.8996,41.4355,7.74
3644,-8.017,42.9008,9.79
3645,-7.6503,42.8174,12.3
3646,-7.5003,42.5008,18.52
3647,-7.2992,42.2674,19.21
3648,-7.301,42.2674,11.68
3649,-7.3003,42.2682,10.59
3650,-7.2336,42.3007,19.57
3651,-7.5836,42.3008,16.44
3652,-7.5836,42.3007,24.25
3653,-7.6669,42.3007,20.2
3654,-7.7669,42.5841,21.41
3655,-7.8503,42.8508,31.43
3656,-7.8503,42.8508,15.84
3657,-7.8336,43.4342,24.08
3658,-7.8336,43.4341,14.68
3659,-8.0003,43.6841,8.53
3660,-8.0003,43.6841,1.43
3661,-5.7668,40.384,1.49
3662,1.8836,41.434,1.28
3663,1.8837,41.4341,0.85
3664,1.8808,41.418,1.09
3665,1.8837,41.4175,0.56
3666,1.8836,41.4174,0.77
3667,-7.9453,41.8767,18.3
3668,1.7669,41.8841,16.93
3669,1.7169,41.8674,13.85
3670,1.717,41.8674,15.76
3671,1.7836,41.9507,12.53
3672,1.7837,41.9504,20.63
3673,1.9836,41.6342,14.58
3674,1.9836,41.6353,11.01
3675,1.9837,41.6341,22.11
3676,1.0336,41.9007,19.5
3677,1.0336,41.9008,19.5
3678,1.0335,41.9008,19.5
3679,1.0336,41.9007,17.27
3680,0.8999,41.3341,27.65
3681,0.8836,41.3507,24.31
3682,0.8836,41.3508,17.96
3683,0.8502,41.3674,22.7
3684,0.8335,41.3674,25.14
3685,0.8502,41.3507,21.54
3686,0.9002,41.334,21.34
3687,0.8824,41.3504,24.09
3688,0.9002,41.3507,31.19
3689,1.9169,41.3174,13.44
3690,1.9169,41.3165,14.43
3691,1.9166,41.3176,14.59
3692,1.9175,41.3153,9.85
3693,1.917,41.3186,17.06
3694,1.9169,41.3174,19.5
3695,-3.9167,40.6007,10.89
3696,-3.75,40.734,15.22
3697,-3.7167,40.984,2.71
3698,-3.75,40.734,12.63
3699,-3.8,40.984,13.43
3700,-4.0667,40.7507,17.1
3701,-3.9501,40.834,18.52
3702,-3.8334,40.0674,10.41
3703,-4.0168,39.884,15.33
3704,-4.0667,39.9007,11.6
3705,-4.0834,39.9007,10.71
3706,-7.3004,42.2521,11.68
3707,-7.3004,42.2508,13.39
3708,-7.2997,42.2506,13.1
3709,-7.2986,42.2504,10.59
3710,-7.3003,42.239,24.44
3711,-7.3002,42.2507,19.57
3712,-7.3,42.2494,19.21
3713,-7.6003,42.3341,16.44
3714,-7.6003,42.3341,24.25
3715,-7.867,42.8508,20.2
3716,-3.8667,43.1841,13.31
3717,-4.8168,43.1508,11.54
3718,-4.0167,40.8674,14.11
3719,-4.018,40.8682,13.13
3720,-4.0174,40.8674,13.76
3721,-5.05,41.8841,7.67
3722,-5.1501,42.0341,7.27
3723,-5.0501,41.883,6.98
3724,-4.3167,41.5007,10.88
3725,-4.5514,41.4007,11.78
3726,-4.1167,41.5841,11.82
3727,-5.1835,41.784,11.39
3728,-4.3501,41.5007,3.14
3729,-4.2001,41.5007,8.8
3730,-5.0334,41.7674,10.55
3731,-4.5501,41.3999,10.98
3732,-4.4501,41.5173,13.28
3733,-4.9334,41.7841,10.0
3734,-5.1834,41.7841,14.21
3735,-4.6668,41.3674,16.59
3736,-4.6168,41.2674,15.45
3737,-4.4487,41.5174,10.35
3738,-4.8334,41.3174,10.0
3739,-4.8001,41.5507,10.0
3740,-4.9668,41.5007,3.96
3741,-4.8668,41.4507,11.92
3742,-4.6872,41.2831,10.62
3743,-4.9168,41.3007,8.33
3744,-4.9334,41.184,10.64
3745,-5.2168,41.3008,3.1
3746,-5.2168,41.3007,9.27
3747,-7.8177,43.1273,31.26
3748,-7.8172,43.1174,18.13
3749,-8.3394,43.0535,16.53
3750,-7.6505,43.2174,19.29
3751,-7.6503,43.2173,19.34
3752,-8.0336,43.0674,12.75
3753,3.9671,40.0507,16.39
3754,3.9005,39.9841,15.21
3755,3.867,39.984,17.12
3756,3.8837,40.0505,12.79
3757,3.9005,39.9839,33.0
3758,3.901,39.9836,5.94
3759,3.9004,40.0506,12.74
3760,3.9007,40.0504,16.0
3761,3.8837,40.0507,21.91
3762,3.884,40.0523,22.14
3763,3.9003,39.984,9.88
3764,3.9,39.984,19.91
3765,3.9337,39.9507,23.64
3766,3.9004,39.9846,5.14
3767,3.8504,39.934,21.29
3768,-5.3501,39.4673,15.62
3769,-5.4001,39.4673,18.07
3770,-5.4001,39.4674,29.84
3771,-2.1166,36.8006,10.88
3772,-2.05,36.8339,10.8
3773,-4.7668,40.8507,12.51
3774,-4.9501,40.934,11.49
3775,-4.9334,41.284,10.64
3776,-5.5001,41.084,12.74
3777,-3.1667,40.7674,7.0
3778,-2.55,41.1174,7.07
3779,-1.8666,40.984,8.66
3780,-3.0833,40.7507,6.46
3781,-3.15,40.734,8.27
3782,-2.6667,40.784,10.5
3783,-1.6333,40.784,11.76
3784,-1.6333,40.784,11.76
3785,-0.2332,41.5841,9.12
3786,-0.2332,41.5841,9.12
3787,-0.2998,41.5507,10.57
3788,-0.3999,41.5677,7.5
3789,-0.3999,41.5674,6.58
3790,-0.3665,41.5842,11.89
3791,-0.3665,41.5841,10.0
3792,-0.5832,42.7508,7.8
3793,-0.0309,42.6007,9.7
3794,-0.5832,42.7174,7.79
3795,-0.0329,42.5995,9.6
3796,-0.0329,42.5995,9.6
3797,-0.5665,42.7508,10.89
3798,-0.0496,42.638,10.3
3799,-0.5665,42.7341,7.01
3800,-0.0498,42.6341,6.59
3801,-0.5999,42.7674,12.71
3802,-0.0165,42.6674,10.6
3803,-0.5665,41.5507,6.04
3804,-0.5665,41.5341,10.4
3805,0.9669,41.3841,11.25
3806,0.9669,41.3674,12.11
3807,0.0168,42.3007,9.58
3808,0.0502,42.3174,12.57
3809,0.0502,42.3341,13.0
3810,0.0835,42.3507,22.06
3811,0.1168,42.3674,13.15
3812,0.1335,42.4508,34.58
3813,0.2169,42.4674,18.22
3814,0.2169,42.4508,21.12
3815,0.2335,42.4508,15.93
3816,0.3835,42.4341,27.1
3817,0.4169,42.468,19.61
3818,0.4169,42.4508,22.32
3819,0.4169,42.4508,29.25
3820,0.4002,42.4174,15.21
3821,0.3502,42.4174,9.0
3822,0.2002,42.3174,24.35
3823,0.1002,42.4174,13.59
3824,0.1502,42.3841,19.03
3825,-1.851,38.1008,10.66
3826,-1.851,38.1006,6.65
3827,-1.8495,38.1007,14.95
3828,-1.8499,38.1018,8.85
3829,-1.8511,38.1011,4.29
3830,-2.7666,37.4838,8.13
3831,-2.7647,37.4839,9.76
3832,-2.7665,37.4832,13.41
3833,-2.7667,37.4839,26.15
3834,-2.7667,37.4839,7.96
3835,-2.7671,37.4843,7.79
3836,-2.767,37.4837,28.31
3837,-2.7659,37.4872,9.32
3838,-2.7673,37.4861,9.4
3839,-1.7001,37.6669,9.65
3840,-1.7001,37.6648,11.0
3841,-1.8166,37.5673,6.3
3842,-1.7,37.6673,6.52
3843,-2.7671,37.4839,10.07
3844,-2.7678,37.4795,10.63
3845,-2.7649,37.4873,10.45
3846,-1.6998,37.6672,13.28
3847,-1.4298,37.6011,8.52
3848,-4.6501,37.5173,10.29
3849,-1.6999,37.6678,7.93
3850,-1.2344,37.7341,7.39
3851,-1.4331,37.6022,9.56
3852,-2.1833,37.3506,7.44
3853,-2.15,37.3839,12.5
3854,-2.3666,37.3506,9.3
3855,-2.5,37.3506,23.5
3856,-2.4055,37.8026,7.0
3857,-2.2666,37.5839,14.0
3858,-1.9833,37.0006,9.2
3859,-2.6333,37.2839,5.42
3860,-1.9499,36.9506,8.94
3861,-2.05,36.8673,8.71
3862,-2.1166,36.8673,6.22
3863,-2.1333,36.9673,8.88
3864,-2.1333,36.8506,8.55
3865,-2.1255,36.9407,6.07
3866,-2.0666,36.9339,11.67
3867,-2.1166,36.9339,15.4
3868,-2.0166,36.8506,8.63
3869,-2.1186,36.7612,8.78
3870,-1.9604,37.0005,14.77
3871,-1.8333,37.2339,13.0
3872,-2.0833,37.684,21.19
3873,-0.9999,38.134,17.24
3874,-1.6998,37.6673,38.0
3875,-1.8666,37.8506,13.42
3876,-2.1666,37.7173,9.35
3877,-2.0333,37.8006,9.71
3878,-2.15,38.234,5.45
3879,-2.1006,38.2173,5.48
3880,-1.8999,38.3006,7.3
3881,-2.0935,38.2172,7.38
3882,-2.1,38.2174,12.84
3883,-2.1031,38.2173,6.02
3884,-1.8999,38.3173,11.08
3885,-3.2167,36.8339,3.98
3886,-3.2833,36.9006,12.69
3887,-3.3833,36.8839,13.7
3888,-3.3834,36.8839,14.25
3889,-3.2167,36.8339,12.79
3890,-3.0167,37.3339,9.92
3891,-3.0667,37.1839,7.18
3892,-3.0661,37.1839,8.0
3893,-3.0667,37.184,10.76
3894,-3.0667,37.1822,13.73
3895,-1.8999,39.9674,10.26
3896,-3.15,37.1839,6.18
3897,-3.1333,37.1673,8.24
3898,-2.05,36.9506,13.38
3899,-2.4333,36.8339,8.89
3900,-2.2166,36.8839,14.91
3901,-2.0666,37.1839,13.45
3902,-1.8666,37.2506,11.91
3903,-2.1833,37.2839,14.02
3904,-2.1833,37.284,13.01
3905,-1.9794,37.2516,13.04
3906,-2.1833,37.3173,11.98
3907,-1.8102,37.2497,13.98
3908,-2.4406,37.5344,10.4
3909,-2.7167,37.7173,9.38
3910,-2.4515,37.5941,4.21
3911,-2.4333,37.5839,1.75
3912,-2.2,37.8006,4.56
3913,-2.1833,37.7173,3.55
3914,-2.4518,37.534,7.55
3915,-2.45,37.5339,9.41
3916,-2.4527,37.5898,9.14
3917,-2.4166,37.6173,4.31
3918,-2.443,37.5348,6.56
3919,-2.4833,37.5839,1.24
3920,-2.4497,37.534,6.69
3921,-2.4388,37.5339,8.92
3922,-2.4459,37.5956,6.21
3923,-2.3665,37.8174,2.79
3924,-2.3666,37.8173,3.56
3925,-2.2833,37.8173,7.31
3926,-2.45,37.53,7.09
3927,-2.4833,37.5339,12.08
3928,-2.2838,37.5688,12.5
3929,-2.4,37.6006,13.5
3930,-2.25,37.5506,12.38
3931,-2.3833,37.6006,13.0
3932,-1.8999,37.9506,1.38
3933,-1.8499,38.1002,9.63
3934,-1.8499,38.1006,5.71
3935,-1.6992,37.6672,0.91
3936,-1.8505,38.1004,9.47
3937,-1.8505,38.1007,0.35
3938,-1.8504,38.1009,0.63
3939,-3.1991,36.7839,7.67
3940,-3.2,36.7835,12.08
3941,-3.2,36.7839,7.57
3942,-0.9999,41.8341,9.06
3943,-1.4666,41.7674,9.59
3944,-3.4167,36.7839,6.42
3945,-3.5167,36.7506,9.71
3946,-3.3167,36.7506,7.0
3947,-3.1999,36.7837,10.69
3948,-3.2,36.7847,7.44
3949,-1.4996,37.7673,9.27
3950,-1.4157,37.8506,7.64
3951,-1.4149,37.8503,6.4
3952,-1.4999,37.7683,0.81
3953,-1.4166,37.8506,0.95
3954,-1.1861,37.7335,7.44
3955,-1.2666,37.6839,0.79
3956,-6.0502,37.5339,9.38
3957,-0.9499,37.734,10.51
3958,-0.951,37.734,12.78
3959,-1.0332,37.5839,9.63
3960,-0.8166,37.6505,8.06
3961,-3.6334,37.1006,12.7
3962,-0.9832,37.7173,7.5
3963,-0.9666,37.7173,8.15
3964,-0.8163,37.6506,8.25
3965,-1.2332,37.7673,9.54
3966,-0.8173,37.6504,10.0
3967,-1.2332,37.7343,10.38
3968,-1.3888,37.8034,8.67
3969,-1.3888,37.7978,10.4
3970,-1.4082,37.7784,7.0
3971,-1.4096,37.7784,11.09
3972,-0.6329,39.0174,10.28
3973,-0.6426,39.017,10.09
3974,-0.9165,38.434,9.17
3975,-0.9166,38.434,10.95
3976,-0.6324,39.0174,7.62
3977,-0.5165,38.784,8.57
3978,-0.6332,39.0173,9.71
3979,-0.633,39.0173,8.31
3980,-0.633,39.0239,10.0
3981,-0.6332,39.0163,10.77
3982,-4.6668,39.5662,10.88
3983,-4.6664,39.5673,8.45
3984,-4.6668,39.5672,10.36
3985,-4.668,39.5668,9.25
3986,-4.6692,39.5673,9.17
3987,-4.6667,39.5673,8.6
3988,-4.6662,39.5682,11.09
3989,-4.6679,39.5687,9.67
3990,-4.6676,39.5678,9.82
3991,-4.668,39.568,18.6
3992,-4.6668,39.5673,10.17
3993,-3.2,38.2506,12.42
3994,0.1343,41.434,11.08
3995,0.1335,41.4348,9.9
3996,0.1335,41.4341,9.0
3997,-0.5999,41.5674,0.63
3998,-0.5165,41.5352,7.8
3999,-0.5995,41.5675,8.64
4000,-0.533,41.5341,7.38
4001,-0.7196,41.5716,7.4
4002,-0.5331,41.5373,3.63
4003,-0.4665,41.4841,5.1
4004,-0.8396,41.5721,5.75
4005,-0.4665,41.4341,9.18
4006,2.1938,41.6363,7.71
4007,2.1804,41.6189,5.77
4008,-5.1001,41.2174,6.76
4009,-5.2168,41.3174,3.57
4010,-5.4835,43.3508,10.38
4011,-4.8501,41.284,13.18
