,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Date,Date Before,Date After,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,NDVI
37,44363142,,,,6.3,6.76,11.48,15.2,0,27.4,1.7,152.2,51.377140854,11.651814264,2015-06-27,2015-06-10,2015-07-14,8802,9047,8871,9086,8913,9154,9251,9243,9128,5267,883,3617,2987,0.008565660974412134
38,44383152,,,,7.2,7.59,24.2,44.6,84,74.5,2.4,531.0,51.466586019,11.683835468,2015-06-29,2015-06-12,2015-07-16,5981,6114,5812,6012,5913,6251,6454,6369,6392,3032,299,1804,1421,0.028834504482675067
39,44983158,,,,5.8,6.1,15.48,10.2,0,51.8,1.2,162.4,51.504857852,12.549813737000001,2015-06-12,2015-05-26,2015-06-29,6854,5739,5879,6049,6075,6740,7338,6437,7632,4025,174,3582,3353,0.03107480378023386
40,44263162,,,,6.5,6.73,96.1,20.7,11,214.7,2.6,1919.0,51.558804114,11.514161567,2015-06-28,2015-06-11,2015-07-15,5510,5156,5140,5246,5234,5977,6515,6097,6622,2854,134,2786,2722,0.07502424402715331
41,42583062,,,,5.7,5.93,14.07,33.0,1,57.7,3.8,131.0,50.666259833000005,9.108924216,2015-08-06,2015-07-20,2015-08-23,4914,4549,4123,4150,4343,4958,5411,4982,5643,1840,184,3934,3042,0.09110819097678494
42,43043086,,,,3.8,4.26,10.35,17.7,0,13.1,1.1,47.0,50.88520267,9.758428202000001,2015-07-11,2015-06-24,2015-07-28,7105,6743,6554,6663,6559,6761,6853,6698,6881,4941,2020,2056,2307,0.0026195644038619864
43,42943084,,,,3.7,4.13,17.6,29.6,1,14.1,1.6,58.4,50.866840237,9.616477132,2015-06-19,2015-06-02,2015-07-06,7612,7414,7237,7393,7221,7444,7637,7442,7614,4583,1367,1851,2022,0.003302999662959218
44,42583080,,,,5.0,5.39,8.97,22.1,0,27.8,2.8,110.3,50.828059112,9.105836397000001,2015-08-07,2015-07-21,2015-08-24,7274,7155,6792,6963,6812,7109,7403,7397,7610,4115,148,3560,2374,0.03022284122562674
45,42623080,,,,6.4,6.95,12.11,12.7,1,62.8,1.6,278.9,50.828484462,9.162604007999999,2015-08-07,2015-07-21,2015-08-24,4352,4358,4164,3534,3708,4492,5147,5205,5471,1773,43,3642,2663,0.1912118091314796
46,43023088,,,,6.0,6.64,14.61,9.7,0,52.1,1.4,201.6,50.903118279,9.72990393,2015-07-11,2015-06-24,2015-07-28,7213,7075,6898,6954,6877,7083,7245,7111,7224,4626,1603,1801,1948,0.011162460007109846
47,43123092,,,,5.2,5.42,44.1,25.2,0,31.9,3.1,105.3,50.939319676000004,9.871960406,2015-07-10,2015-06-23,2015-07-27,6992,6859,6619,6722,6555,6781,6938,6857,6964,4465,1564,1957,2187,0.009941821930922749
48,43143096,,,,3.6,4.1,7.44,24.5,1,71.8,1.4,78.7,50.97530426,9.900336512,2015-07-10,2015-06-23,2015-07-27,7033,6770,6574,6678,6517,6780,6978,6731,7091,3926,1143,2449,2445,0.003952569169960474
49,42803040,,,,5.6,5.81,10.48,41.3,1,22.5,4.8,101.5,50.470472703,9.422511504,2015-07-31,2015-07-14,2015-08-17,5067,5097,5092,5578,5661,6258,6595,6230,6883,2796,113,5759,4534,0.05521680216802168
50,43043060,,,,6.8,7.28,19.45,13.1,5,69.2,1.6,253.3,50.651475236,9.759633093,2015-07-15,2015-06-28,2015-08-01,4178,4421,3536,3331,3499,3908,4380,4874,4755,2964,356,3552,3177,0.18805606337599026
51,42643126,,,,6.8,7.11,10.42,12.2,2,52.7,1.5,226.7,51.242151575,9.183737771,2015-06-28,2015-06-11,2015-07-15,5546,5308,5060,5118,5074,5569,5821,5608,5892,2984,973,2669,2500,0.04568338616446019
52,42363036,,,,6.1,6.48,15.46,15.9,0,40.1,2.0,298.4,50.42972713899999,8.803753402,2015-08-15,2015-07-29,2015-09-01,2666,2231,2202,2380,2550,3557,4140,3560,4464,872,15,3477,2776,0.19865319865319866
53,42423082,,,,6.5,6.75,11.44,11.5,2,57.0,1.3,192.1,50.84405526,8.878344164,2015-08-12,2015-07-26,2015-08-29,1315,1156,1073,1268,1312,1581,1755,1668,1946,322,45,2102,1518,0.1362397820163488
54,42323086,,,,6.7,6.99,10.96,7.2,2,46.3,1.0,159.8,50.878541674,8.735411506,2015-08-11,2015-07-25,2015-08-28,1417,1106,856,853,1040,1253,1416,1157,1617,531,16,1798,1167,0.15124378109452735
55,42623116,,,,5.5,6.04,11.28,12.2,0,29.5,1.8,163.4,51.152067364,9.156744928,2015-06-28,2015-06-11,2015-07-15,6872,6500,6376,6579,6427,6793,7039,6683,7169,3366,803,3385,2911,0.007841954456341426
