,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Date,Date Before,Date After,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,NDVI
342,45143706,,,,4.4,4.7,14.47,18.2,0,72.8,1.6,29.7,56.419606176,13.125838244,2015-10-30,2015-10-13,2015-11-16,2104,1814,1232,975,980,1097,1118,1142,1188,296,18,748,541,0.07888521492678319
343,46704024,,,,5.7,5.97,16.76,17.4,0,18.4,2.0,75.9,59.182005273,16.100371029,2015-10-20,2015-10-03,2015-11-06,4502,4042,3549,3584,3373,3635,3829,3592,3924,1224,292,2478,1828,0.0011148272017837235
344,46944012,,,,4.6,4.76,42.6,23.4,0,18.7,2.8,130.3,59.055463757,16.497598064,2015-10-24,2015-10-07,2015-11-10,5323,5172,4765,5133,5126,5445,5714,5291,5969,1245,114,4236,2776,0.015157329240214889
345,46944016,,,,4.3,4.7,16.65,33.4,0,10.2,2.8,131.0,59.091268855,16.504261969,2015-10-23,2015-10-06,2015-11-09,5517,5282,4762,5238,5366,5884,6273,5487,6683,1432,183,4777,3271,0.023216783216783218
346,47044012,,,,4.5,4.76,64.5,94.7,0,24.5,5.4,118.4,59.047151588999995,16.670803465,2015-10-23,2015-10-06,2015-11-09,3816,3348,2731,2648,2651,2893,3124,2824,3227,1241,459,2039,1591,0.03216374269005848
347,47044004,,,,4.2,4.46,40.0,43.3,0,16.5,2.7,121.1,58.975560855,16.657174406,2015-10-24,2015-10-07,2015-11-10,5487,5359,4864,5130,5022,5202,5408,5278,5420,1549,416,3940,2711,0.014219830899308224
348,45003676,,,,6.0,6.33,20.9,17.4,0,14.3,2.1,149.8,56.155499931,12.879275423,2015-11-05,2015-10-19,2015-11-22,2241,1762,1428,1365,1457,1737,1851,1719,1924,649,27,1685,1308,0.11478599221789883
349,45023702,,,,3.9,3.91,49.1,65.5,0,30.1,4.9,52.0,56.388236921,12.928976157000001,2015-10-31,2015-10-14,2015-11-17,2046,1770,1321,1252,1271,1461,1563,1453,1595,387,22,1214,1010,0.07430683918669131
350,45123700,,,,3.5,3.89,27.7,65.9,0,16.4,3.8,50.1,56.36651398,13.089175688,2015-10-28,2015-10-11,2015-11-14,1937,1569,1008,765,839,980,1044,1072,1116,296,17,448,252,0.16712030484485574
351,45203698,,,,2.9,3.9,22.6,322.6,0,36.8,12.9,105.1,56.345402141,13.216908689,2015-10-28,2015-10-11,2015-11-14,5214,5031,4511,5139,5335,5642,5828,5594,5979,2717,54,4103,2792,0.04239262088884748
