,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Fecha,FechaAntes,FechaDespues,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,NDVI
95,32422124,30.0,35.0,35.0,7.7,8.03,17.65,10.5,389,25.1,1.3,225.6,41.384433285,-2.918204629,2015-07-28,2015-07-11,2015-08-14,1313,1282,1518,2448,2619,2915,3200,3118,3409,1083,18,4735,3817,-623742454.7283698,3501483679.5252237,8874045801.526724,4329113924.050632,8131868131.868113,6737588652.482269,-1640000000.000002,9122257053.291548,-28930348258.706467,-2485994397.759103,19637801831.806843,-1559368099.2016308,8.30025379125471e+16,7.971160418399854e+16,-4.336767058660395e+16,9.627225842575898e+16,-3.830438130180879e+16,-1.980517411934343e+17,2.1524514106583123e+17,-1.1928716398745475e+18,3.2890987389238016e+17,5.164284834165718e+16,-8.824800137805365e+16,1.0,0.8069217034166938,0.7734188839568611,0.9621949790390727,0.9477649332617306,0.9830357940541193,1.0,0.9370131728617032,1.0,0.30495557174465665,0.00417656724586152,1.0,0.12037369744879628
96,33182126,30.0,16.0,54.0,7.9,8.4,15.69,8.8,110,6.7,0.7,167.2,41.515247429,-2.024870646,2015-07-23,2015-07-06,2015-08-09,1434,1308,1471,2331,2544,2912,3179,2988,3191,1135,15,3097,2927,-2535211267.6056323,2418397626.1127605,8206106870.2290125,5392405063.291139,10109890109.890085,6312056737.588653,-3820000000.0000043,6363636363.636372,-25572139303.482586,-2614379084.9673195,12830974188.176529,-288771870.2225242,9.96701990687805e+16,8.587105703436578e+16,-2.6848299684521716e+16,1.1943000117972016e+17,-1.0433608165663251e+17,-2.3952852807538195e+17,2.0367272727272774e+17,-1.0011214942670532e+18,2.8554428132481674e+17,3.6053579068963224e+16,-5.46200918334682e+16,1.0,0.7744213871875402,0.7229134205408364,0.9061103834881153,0.9166898342781199,0.9831310298438182,1.0,0.9377571513806134,1.0,0.35681615968830066,0.004796707140599833,1.0,0.12351945854483926
97,32402120,25.0,12.0,62.0,7.1,7.35,21.0,72.6,5,7.8,7.5,306.5,41.345785267,-2.934250157,2015-07-28,2015-07-11,2015-08-14,1446,1491,1567,1903,2031,2331,2630,2632,2931,1043,17,4128,2875,905432595.5734401,1127596439.1691399,3206106870.2290096,3240506329.113924,8241758241.758222,7068557919.621749,40000000.000000045,9373040752.351109,-23482587064.676617,-2394957983.193277,17114904246.461294,-2128418549.3460166,4470097456653916.5,3.08384336952503e+16,328239111497275.0,1.2661397247200752e+17,-3.223077808067225e+16,-1.6615976169318554e+17,1.8666081504702237e+17,-1.0299569848598045e+18,2.6228394379954403e+17,4.554122836053821e+16,-8.011375019070493e+16,1.0,0.9198637752159488,0.8433482484181019,0.8545678109804535,0.8584632673972421,0.934663569117626,0.9951576335752946,0.9337487983502456,1.0,0.3409065221920215,0.004540441883092732,1.0,0.1607497243660419
98,32602106,31.0,32.0,37.0,7.3,7.68,125.3,20.6,49,80.7,2.0,437.3,41.251767682,-2.672910999,2015-07-17,2015-06-30,2015-08-03,1514,1657,1974,2767,2792,3129,3495,3673,3843,1315,18,4507,2969,2877263581.488932,4703264094.955491,7566793893.129776,632911392.4050633,9258241758.241735,8652482269.503546,3560000000.000004,5329153605.01568,-31442786069.65174,-3027544351.073762,18688592839.300594,-2612536096.483778,3.674045298725469e+16,4.248560531415854e+16,-6.616300096111371e+16,2.1836279407181446e+17,-1.6641744196104072e+16,-1.2038965176131304e+17,3.538307210031357e+16,-1.1527253816510177e+18,3.534234044599251e+17,5.069126328285329e+16,-8.868080322974349e+16,1.0,0.918773928370139,0.8988747286234253,0.9859207269014316,0.9194519304285048,0.963180357354262,1.0,0.9907067733059326,1.0,0.3359497530623414,0.004191838060359857,1.0,0.1406832298136646
99,30861660,52.0,12.0,36.0,7.6,7.73,199.3,7.0,518,7.1,1.1,388.9,37.005087835,-3.844920752,2015-08-24,2015-08-07,2015-09-10,1591,1568,1745,2138,2192,2405,2591,2519,2773,934,17,2875,2113,-462776659.9597583,2626112759.6439176,3750000000.0000024,1367088607.5949366,5851648351.648337,4397163120.567376,-1440000000.0000017,7962382445.141075,-22873134328.358208,-2140522875.816993,11898417985.012497,-1294377441.8209615,6.2150692547357624e+16,1.6674884871752004e+16,-2.2737704126002548e+16,1.1353315807730128e+17,-3.995838546925708e+16,-1.3799440001341318e+17,1.8804764890282176e+17,-9.666306198589129e+17,2.5786830164852256e+17,3.277063693004082e+16,-5.49242107694982e+16,1.0,0.9026364461286416,0.9016641013334717,0.9529943089054757,0.9289720075698528,0.9750165425138732,1.0,0.9322340556766314,1.0,0.3354946518229764,0.0059810944242558945,1.0,0.08181232553145802
100,30921662,28.0,29.0,43.0,7.6,7.89,26.1,17.8,168,59.3,1.5,484.9,37.032701617,-3.782335072,2015-08-24,2015-08-07,2015-09-10,1470,1394,1494,1948,2113,2327,2612,2556,2888,979,16,3689,2712,-1529175050.30181,1483679525.2225523,4332061068.702292,4177215189.8734174,5879120879.120865,6737588652.482269,-1120000000.0000012,10407523510.9718,-23743781094.527363,-2247899159.663865,15291423813.48877,-1659588924.749448,6.062081640894086e+16,4.2260853760827016e+16,-1477537011725908.0,4.308621998094803e+16,2.3584279487950616e+16,-1.8575859698539645e+17,2.305504702194363e+17,-1.0705738120846145e+18,2.6736171560775494e+17,4.094146352276524e+16,-7.057041106677032e+16,1.0,0.8515569879385874,0.8017265781590203,0.8792097319961985,0.8997793351639325,0.9418518954741341,0.9996936337306903,0.9191566642675792,1.0,0.32918829093835794,0.0046618363651867245,1.0,0.1349911190053286
101,33762000,47.0,14.0,39.0,7.6,7.95,26.3,16.7,516,16.7,1.9,338.7,40.470701682,-1.134480429,2015-06-19,2015-06-02,2015-07-06,1800,1671,1832,2211,2308,2618,2856,2909,3175,1212,90,3839,2812,-2595573440.643862,2388724035.6083093,3616412213.7404604,2455696202.5316453,8516483516.483496,5626477541.371159,1060000000.0000012,8338557993.730417,-24415422885.572136,-2619047619.0476184,15607826810.990852,-1744521827.7560728,1.0028767557851445e+17,1.8214958132524504e+16,-1.1075534458099388e+16,1.5343765351776835e+17,-7.939576854704203e+16,-1.0795455180546472e+17,1.4557115987460848e+17,-1.0267705604797051e+18,2.7109919485727008e+17,4.254639222698055e+16,-7.22412516184302e+16,1.0,0.8517092171812486,0.8397713478798082,0.8763323432381981,0.870379124684435,0.9450172144644269,0.9820690779087176,0.9472298151023832,1.0,0.3733508986326984,0.024820335163260807,1.0,0.136328125
102,33162102,15.0,65.0,19.0,7.7,8.18,14.91,5.4,327,12.9,0.6,72.6,41.298502669,-2.006529554,2015-07-13,2015-06-26,2015-07-30,1834,2047,2656,3901,3883,4156,4596,4503,4683,1511,16,5395,4490,4285714285.7142835,9035608308.605343,11879770992.36642,-455696202.53164554,7499999999.999982,10401891252.955082,-1860000000.0000021,5642633228.840132,-39452736318.40796,-3489729225.0233417,22393838467.943398,-1537285544.4199083,9.557130830766715e+16,4.219825940298336e+16,-1.1770483964597398e+17,2.0141003044383866e+17,7.972228716909597e+16,-2.898792258381816e+17,1.5005266457680285e+17,-1.4136479481895972e+18,4.473010832510525e+17,6.041915894716791e+16,-9.962999172507627e+16,1.0,0.8911795202812663,0.9081002258361691,1.0,0.9394533668665301,0.9559996940733724,1.0,0.9685717392263522,1.0,0.31747510485686786,0.003096774780387141,1.0,0.07163255592574964
103,32722098,10.0,69.0,20.0,5.0,5.54,4.18,3.8,0,39.9,0.5,77.9,41.198571495,-2.517237178,2015-07-16,2015-06-29,2015-08-02,1414,1499,1673,2598,2828,3041,3322,3098,3574,1149,16,4049,3511,1710261569.416498,2581602373.887241,8826335877.8626,5822784810.126582,5851648351.648337,6643026004.728132,-4480000000.000005,14921630094.043905,-30161691542.288555,-2644724556.4892616,16790174854.288105,-913878036.3512825,1.7532008138244314e+16,9.265183240319526e+16,-2.8659838432595612e+16,730722570171018.1,2.174114431537893e+16,-2.629556975113035e+17,3.8803260188087866e+17,-1.4132702707314268e+18,3.422508331567076e+17,4.5366245123196456e+16,-7.370546582281182e+16,1.0,0.8855032489244071,0.8078439852330206,0.9771015074203245,0.9817794593716181,0.9858358152930148,1.0,0.8912937635550835,1.0,0.3169665679109106,0.004106069815521519,1.0,0.0877808988764045
104,32742100,31.0,17.0,52.0,7.3,7.88,19.54,61.2,162,18.3,1.6,217.5,41.219357715,-2.497342179,2015-07-16,2015-06-29,2015-08-02,1331,1228,1481,2334,2533,2753,2986,2858,3114,1085,18,4510,3805,-2072434607.645874,3753709198.8130574,8139312977.099242,5037974683.544304,6043956043.956029,5508274231.678487,-2560000000.000003,8025078369.905966,-25236318407.960197,-2490662931.8394017,18701082431.30726,-1197553932.3934093,1.1722623353036072e+17,6.5068305315818776e+16,-2.9592922648425004e+16,2.5467882542068988e+16,-1.4716533304328044e+16,-1.9073934353849856e+17,2.1170156739811958e+17,-1.0426770149801318e+18,2.8290616263831834e+17,4.946719272443197e+16,-8.284194989051075e+16,1.0,0.7807478633517196,0.7791317387129187,0.9681380177715418,0.9730971802350441,0.9902311090231627,1.0,0.9286131751415594,0.9929158753482026,0.3304216158509164,0.004423217595203636,1.0,0.10092449922958398
105,32762098,43.0,20.0,37.0,7.5,7.93,19.03,26.7,239,13.3,1.2,414.3,41.204526158,-2.470215714,2015-07-16,2015-06-29,2015-08-02,1560,1664,1942,2760,2973,3183,3561,3463,3897,1249,16,4162,2796,2092555331.9919505,4124629080.1186953,7805343511.450387,5392405063.291139,5769230769.230755,8936170212.765957,-1960000000.0000021,13605015673.981207,-32935323383.084576,-2878151260.504201,17260616153.205673,-2320366910.140989,4.088679573695661e+16,5.461000639958001e+16,-2.3024221833580628e+16,9539891289610536.0,8.700383086635149e+16,-2.5759267642472714e+17,3.113003134796245e+17,-1.4589447980271421e+18,3.7384542441020365e+17,4.700926100305758e+16,-8.15194965168471e+16,1.0,0.898287745650555,0.8635082080936041,0.9631615902638466,0.9596626821083251,0.9610143798174412,1.0,0.9195119792482247,1.0,0.318180411331496,0.003924438833736944,1.0,0.11296802185441104
106,32722104,11.0,49.0,40.0,7.1,7.22,62.4,43.1,189,90.8,4.8,403.6,41.251985303000005,-2.5281093130000003,2015-07-16,2015-06-29,2015-08-02,1412,1381,1438,1930,1858,2131,2400,2605,2714,1053,16,3561,2492,-623742454.7283698,845697329.3768548,4694656488.549622,-1822784810.1265821,7499999999.999982,6359338061.465721,4100000000.0000043,3416927899.6865244,-20659203980.099503,-2420634920.63492,14758534554.537895,-1815865466.2816377,2.956619283913931e+16,5.710621897882445e+16,-6.2189325369047784e+16,2.3601986861079907e+17,-3.133686644324885e+16,-5.341224731597439e+16,-1.3661442006269614e+16,-7.547376764823215e+17,2.268478738739376e+17,4.010076908303644e+16,-6.90024980050772e+16,1.0,0.8822365538787968,0.8109222664600906,0.9205249046709808,0.8375029961329056,0.9142765003157788,0.9750892050654574,0.9959555133649617,1.0,0.3754118264837748,0.004864150415896225,1.0,0.14884233737596472
107,33282078,32.0,38.0,30.0,7.3,7.84,18.81,8.6,295,19.6,1.1,202.2,41.101563502,-1.823982948,2015-07-18,2015-07-01,2015-08-04,1321,1435,1595,2149,2284,2647,2902,2909,3152,1126,15,3837,2744,2293762575.452715,2373887240.356084,5286259541.984736,3417721518.9873414,9972527472.527449,6028368794.326241,140000000.00000015,7617554858.934178,-25199004975.12438,-2593370681.605975,15911740216.486273,-1856633259.7248175,1612166295842432.8,4.321027153751711e+16,-1.7829561288143094e+16,1.6594445452000272e+17,-1.0835600764289006e+17,-1.3920493603608133e+17,1.4955109717868374e+17,-1.028732283199329e+18,2.8116460564077613e+17,4.3195870443726056e+16,-7.397324511328518e+16,1.0,0.9245913310617188,0.8550651694999678,0.9134840069191698,0.9005767231989501,0.9784269844632163,1.0,0.9523263427265365,1.0,0.34908991267102163,0.004146711272263428,1.0,0.15025701858442073
108,33442076,41.0,27.0,33.0,7.7,8.18,17.41,9.7,377,16.3,1.1,155.4,41.106082492,-1.632582369,2015-07-11,2015-06-24,2015-07-28,1691,1722,1939,2650,2857,3156,3431,3364,3834,1121,17,4481,3175,623742454.7283698,3219584569.732939,6784351145.038173,5240506329.113924,8214285714.285694,6501182033.096927,-1340000000.0000014,14733542319.749233,-33743781094.527363,-2577030812.324929,18584512905.911755,-2218447426.533039,5.223022364194301e+16,5.2889711799780936e+16,-1.473134366339933e+16,7.528555405498152e+16,-4.706328794474625e+16,-1.8537073364295338e+17,3.214708463949851e+17,-1.5196653107923717e+18,3.8764614778858746e+17,4.939669402016031e+16,-8.660682902766365e+16,1.0,0.8852231248160671,0.8466878197208214,0.9376309215283863,0.9434150422192407,0.9817745866090615,1.0,0.914868359140611,1.0,0.28718177828198166,0.003977993911385554,1.0,0.11872297971400067
109,33022098,18.0,56.0,25.0,7.6,8.12,12.11,9.0,322,0.0,0.5,80.6,41.242689755,-2.164384526,2015-07-12,2015-06-25,2015-07-29,1510,1222,1424,1925,2042,2384,2618,2647,2807,1056,20,3528,2641,-5794768611.670017,2997032640.949556,4780534351.145041,2962025316.455696,9395604395.604372,5531914893.617021,580000000.0000006,5015673981.191229,-21778606965.17413,-2418300653.5947704,14604496253.122408,-1506709699.3375235,1.7689740950944806e+17,2.646144970616448e+16,-1.7352185445509032e+16,1.628754197252829e+17,-1.0614531598866325e+17,-1.170665459483929e+17,8.871347962382466e+16,-8.399461111713288e+17,2.4079982974601194e+17,3.973575375050694e+16,-6.707412969383822e+16,1.0,0.7308980043916958,0.7528432399426828,0.8620997287126613,0.8646658255125674,0.9612157909998821,1.0,0.9683964653571228,1.0,0.3661080477542379,0.006066526550692066,1.0,0.15791776027996499
110,33062092,27.0,29.0,44.0,7.7,8.25,13.6,7.7,339,2.6,0.7,146.5,41.195009404000004,-2.106788245,2015-07-12,2015-06-25,2015-07-29,1484,1424,1636,2221,2614,2772,2982,2813,3369,1105,18,4209,3212,-1207243460.764587,3145400593.471811,5582061068.702293,9949367088.607594,4340659340.65933,4964539007.092198,-3380000000.000004,17429467084.63952,-28159203980.0995,-2537348272.64239,17447960033.30559,-1693562085.952098,8.757835119187918e+16,3.615223257018521e+16,4.1672767365508616e+16,-1.4199260121388006e+17,1.71395512756282e+16,-1.9727042569957923e+17,4.161893416927909e+17,-1.4291119456031055e+18,3.186797973564317e+17,4.6651046465798264e+16,-7.968993388533598e+16,1.0,0.8347004753917902,0.8151205191612804,0.8973054375199552,0.9858094866160197,0.9849974865295669,0.9929517535398056,0.8718403127528069,1.0,0.3194409546890155,0.004568972265911339,1.0,0.11760031783869684
111,32942092,23.0,52.0,26.0,7.4,7.85,17.78,13.8,307,59.0,1.1,263.8,41.177596303,-2.247888569,2015-07-12,2015-06-25,2015-07-29,1379,1447,1627,2080,2160,2680,2972,3117,3233,1017,17,3781,2701,1368209255.5331984,2670623145.400594,4322519083.969468,2025316455.6962023,14285714285.71425,6903073286.05201,2900000000.0000033,3636363636.363641,-27562189054.726368,-2334267040.1493926,15670274771.024157,-1834550704.943095,2.620551086252304e+16,2.4508841818529292e+16,-2.1919872407187664e+16,3.103898184814695e+17,-2.028198076830281e+17,-9.463530227073301e+16,1.4727272727272766e+16,-9.780110561470234e+17,3.137801245594151e+17,4.202740852281406e+16,-7.287604278087954e+16,1.0,0.8977592717587608,0.8441044320529298,0.8600866204668148,0.8296919804551145,0.9661590770254569,1.0,0.9954202813105365,1.0,0.30894725541234536,0.00471533319107961,1.0,0.19953819511256493
112,31441638,23.0,26.0,51.0,7.3,7.5,9.21,7.9,2,6.4,1.1,60.0,36.901005695,-3.1674667160000003,2015-08-22,2015-08-05,2015-09-08,1444,1307,1452,1803,2032,2330,2526,2306,2491,752,15,2944,2201,-2756539235.412473,2151335311.572701,3349236641.2213764,5797468354.430379,8186813186.813167,4633569739.952719,-4400000000.000005,5799373040.752358,-21629353233.830845,-1720354808.5901022,12194004995.836811,-1262102938.6784441,9.87499908850135e+16,1.777301676036611e+16,2.3360989629856908e+16,6.0489742591969304e+16,-9.761657821045163e+16,-2.1355956832039536e+17,2.039874608150475e+17,-8.5983467945402e+17,2.476243585228948e+17,3.2479831476253292e+16,-5.602043269989702e+16,1.0,0.8157958874599499,0.7993200461115177,0.8386216251034941,0.8929424947075947,0.9743140495054862,1.0,0.9039048598766253,0.9703173465543562,0.28838247084914775,0.005313189806655907,1.0,0.12241421270382087
113,31701674,13.0,46.0,41.0,7.4,7.93,14.13,18.3,187,16.2,1.5,97.9,37.26279873,-2.9409830560000003,2015-07-21,2015-07-04,2015-08-07,1469,1477,1545,1807,1742,1998,2226,2173,2247,721,15,2427,1845,160965794.76861158,1008902077.1513356,2500000000.0000014,-1645569620.2531645,7032967032.967016,5390070921.985815,-1060000000.0000012,2319749216.3009434,-18980099502.48756,-1647992530.3454711,10041631973.355543,-988618990.9971123,1.706109220085963e+16,2.2123114582324424e+16,-3.95569620253165e+16,2.1970978868911846e+17,-4.513450854343948e+16,-1.5248394614623677e+17,6.759498432601896e+16,-6.677068563883552e+17,2.155734698027623e+17,2.7286705190711976e+16,-4.59211114252817e+16,1.0,0.9350332018067501,0.8932478891685122,0.9205726849546695,0.8494128991993684,0.937215042173448,1.0,0.9706003619121791,1.0,0.3181366441331978,0.006331050548662872,1.0,0.09195979899497488
114,31001702,49.0,12.0,39.0,7.5,7.8,31.5,9.8,652,15.0,1.0,284.1,37.402470329,-3.765353799,2015-07-14,2015-06-27,2015-07-31,1790,1889,2113,2617,2833,3431,3910,3837,4341,1130,21,4356,2899,1991951710.2615683,3323442136.498517,4809160305.343514,5468354430.379746,16428571428.571388,11323877068.557919,-1460000000.0000017,15799373040.75237,-39937810945.27363,-2588702147.5256763,18047460449.625324,-2474944793.6130457,2.679055183575348e+16,2.2043296273664656e+16,6290020277063286.0,2.774738480554846e+17,-1.4023885604432576e+17,-3.022193160415584e+17,3.451874608150478e+17,-1.7472471468973688e+18,4.645411542008452e+17,4.817031418569326e+16,-8.543882282780342e+16,1.0,0.8996082017187033,0.8385126092288376,0.8247182421907938,0.8285014708322909,0.9409474927728476,1.0,0.9194546768525861,1.0,0.2602121677481042,0.00482626637713364,1.0,0.18903005887821506
115,31641672,19.0,24.0,57.0,7.8,8.2,15.88,21.4,144,10.0,0.9,94.2,37.235739215,-3.004063355,2015-07-21,2015-07-04,2015-08-07,1765,1951,2161,2502,2321,2504,2588,3256,2534,809,23,2488,1781,3742454728.370219,3115727002.96736,3253816793.8931317,-4582278481.012658,5027472527.472515,1985815602.8368793,13360000000.000015,-22633228840.12542,-21455223880.597015,-1834733893.5574226,10262281432.13989,-1200951248.5136743,-1.2610215802874424e+16,2048809954388305.0,-7.477190147810874e+16,2.4328483565785245e+17,-8.356200342405573e+16,2.68893248159885e+17,-7.198645768025094e+17,3.692805515763027e+16,2.4403594511243274e+17,2.8237664158957308e+16,-4.772369975292911e+16,1.0,0.9979752938911858,0.9766933457657115,0.9574749107152842,0.839695832385445,0.8624904783142199,0.8444008258172608,1.0,0.7858273296270633,0.25718830759610545,0.008442746308933807,1.0,0.13094824591872178
116,32261702,25.0,40.0,35.0,7.7,8.11,17.1,21.2,538,13.8,1.1,145.6,37.596839774,-2.3651462530000003,2015-07-03,2015-06-16,2015-07-20,1729,1802,2068,2838,3051,3333,3655,3547,4010,1453,21,4813,3613,1468812877.2635806,3946587537.091989,7347328244.274814,5392405063.291139,7747252747.252728,7612293144.208037,-2160000000.0000024,14514106583.072119,-31803482587.064674,-3342670401.49393,19950041631.97337,-2038389672.1589944,4.9854620922100744e+16,5.04560935783802e+16,-1.8653847146790804e+16,5.961639706231873e+16,-3707681402326669.0,-2.310234785864785e+17,3.3348213166144275e+17,-1.4519620429509985e+18,3.539902013130689e+17,5.437140997541386e+16,-9.15421786183696e+16,1.0,0.8963153620353251,0.8644971683357559,0.950553583012536,0.9506690537415255,0.9758587260610555,1.0,0.9161284727423528,1.0,0.35471930846525634,0.004609830013360857,1.0,0.1110415035238841
117,33741998,39.0,18.0,43.0,7.5,7.81,38.8,16.3,557,30.7,2.4,387.9,40.450171275,-1.154607552,2015-06-19,2015-06-02,2015-07-06,1612,1451,1494,1786,2054,2343,2601,2420,2871,1090,124,3276,2425,-3239436619.718308,637982195.8456975,2786259541.9847345,6784810126.582278,7939560439.56042,6099290780.141844,-3620000000.000004,14137931034.482777,-22151741293.532337,-2254901960.784313,13122398001.665287,-1445558009.1727536,7.801647516225358e+16,3.187355112965931e+16,3.8154108631655976e+16,2.9234185138687132e+16,-5.055685877523549e+16,-2.297704676156465e+17,3.55158620689656e+17,-1.1376072830098796e+18,2.4747312602920426e+17,3.589472446883659e+16,-6.064927564878456e+16,1.0,0.8243027434173585,0.7617172987710781,0.7853935465745818,0.8587444839169436,0.9370275158828583,0.9902314935478813,0.8718115820225014,1.0,0.37399544925859196,0.03941364166245481,1.0,0.15073704232049456
118,31681696,27.0,33.0,41.0,7.5,7.93,15.5,16.6,216,14.3,1.4,295.0,37.456330236999996,-3.000333695,2015-07-16,2015-06-29,2015-08-02,1577,1652,1799,2325,2424,2737,3003,2810,3300,840,75,3288,2559,1509054325.9557335,2181008902.077152,5019083969.465652,2506329113.9240503,8598901098.901077,6288416075.650118,-3860000000.0000043,15360501567.398138,-30597014925.37313,-1785714285.7142854,13376353039.134064,-1238321725.836589,1.35202127992237e+16,4.2107938685289336e+16,-2.397666846890843e+16,1.5424232873359562e+17,-6.34748632761251e+16,-2.3991527365603123e+17,3.844100313479633e+17,-1.4406744982059976e+18,3.5834951044351795e+17,3.5392314016919572e+16,-6.084377504150984e+16,1.0,0.925289920338914,0.8699281965039356,0.9272549327946634,0.906839456993506,0.968629776987629,1.0,0.882449365537852,1.0,0.2546448522690736,0.02278355272059346,1.0,0.09444985394352484
119,31721688,26.0,28.0,45.0,7.3,7.85,15.94,20.4,247,5.2,2.1,237.3,37.390973385,-2.942385968,2015-07-16,2015-06-29,2015-08-02,1921,1923,2239,2805,2876,3132,3021,2840,2637,1055,311,3554,2045,40241448.692152895,4688427299.703265,5400763358.778629,1797468354.4303796,7032967032.967016,-2624113475.1773047,-3620000000.000004,-6363636363.636372,-19676616915.422886,-1736694677.871148,13501248959.200676,-2563275012.7399354,9.352486621752736e+16,1.0568784259278402e+16,-3.4382585919353548e+16,1.3254427034269965e+17,-2.653044095644038e+17,-2.3543416662475156e+16,-5.4872727272727416e+16,-4.173348135356279e+17,2.231333611635788e+17,3.556942959167091e+16,-6.687978339692182e+16,1.0,0.9057491334663481,0.9340119142956279,0.9934993643513691,0.9638134781076294,1.0,0.9583044799802959,0.8940357551139894,0.8261217731384075,0.3265365179599232,0.09046177526868525,1.0,0.006200177147918512
120,31962130,26.0,25.0,49.0,7.1,7.36,7.06,2.1,1,5.7,0.5,84.6,41.365413265,-3.471315827,2015-07-02,2015-06-15,2015-07-19,1208,1115,1221,1804,2094,2349,2557,2462,2770,965,13,2794,1701,-1871227364.1851096,1572700296.7359054,5562977099.236645,7341772151.898734,7005494505.494489,4917257683.21513,-1900000000.0000021,9655172413.793116,-22450248756.218903,-2222222222.222222,11577851790.174862,-1856633259.7248175,6.9294319133219576e+16,5.920291991840861e+16,1.697323523532529e+16,-8513358136816338.0,-5.7369143469213016e+16,-1.6116448423676435e+17,2.311034482758626e+17,-1.0064395351100957e+18,2.5159236982582934e+17,3.2213057918760692e+16,-5.593041236427847e+16,1.0,0.7935185811012289,0.7300558166568126,0.8639176416136721,0.932806737244479,0.9831669277714125,1.0,0.9162510002576473,1.0,0.3480517461792968,0.004665680087201306,1.0,0.15424285044538208
121,31182074,10.0,57.0,33.0,4.9,5.35,15.5,24.6,1,13.7,2.4,109.2,40.739760302,-4.272182596,2015-07-29,2015-07-12,2015-08-15,1433,1582,1661,2127,2163,2548,2733,2985,3062,1448,21,4165,2818,2997987927.5653906,1172106824.9258163,4446564885.496186,911392405.0632911,10576923076.923052,4373522458.628841,5040000000.000006,2413793103.448279,-20074626865.671642,-3330999066.2931833,17252289758.534565,-2288092406.9984713,-3.673805035492099e+16,4.8582463806682056e+16,-3.373256183619177e+16,2.446969790344243e+17,-1.704230939091812e+17,1.575597024518119e+16,-5.252413793103459e+16,-7.049661432326003e+17,2.0825407710669725e+17,4.804689268167074e+16,-8.135046696724834e+16,1.0,0.9701177886833513,0.8747268487112766,0.9184644357147276,0.8746563331568028,0.9733410406141251,0.9809493227436941,1.0,1.0,0.45528871938902127,0.005509968246833125,1.0,0.16784037558685447
122,31381690,21.0,55.0,23.0,7.4,7.89,15.55,5.2,129,4.6,0.7,133.7,37.356136804,-3.32292519,2015-07-31,2015-07-14,2015-08-17,1783,1690,1968,2657,2889,3207,3634,3583,3996,1257,21,4483,3092,-1871227364.1851096,4124629080.1186953,6574427480.916035,5873417721.518987,8736263736.263716,10094562647.754137,-1020000000.0000011,12946708463.94986,-34067164179.104477,-2885154061.624649,18576186511.240646,-2362833361.644301,1.2064097473448291e+17,3.634715728185965e+16,-6689024421727562.0,7.247711429733491e+16,3.731590416182467e+16,-2.6275561815021603e+17,2.7933416927899754e+17,-1.473789111067536e+18,3.878359467348237e+17,5.0096499936660344e+16,-8.717327174390077e+16,1.0,0.8229879165455551,0.8131160478085171,0.8884224044158534,0.9012145566286329,0.9421873781180297,1.0,0.9294419883658099,1.0,0.3105025370043284,0.004853446826662242,1.0,0.1483974358974359
123,31541666,13.0,45.0,42.0,7.0,7.13,6.77,7.3,1,0.0,1.1,48.2,37.166719896,-3.104566199,2015-07-22,2015-07-05,2015-08-08,1423,1310,1353,1532,1631,1997,2182,2095,2318,735,19,2330,1682,-2273641851.1066384,637982195.8456975,1708015267.1755736,2506329113.9240503,10054945054.94503,4373522458.628841,-1740000000.000002,6990595611.2852745,-19689054726.368156,-1671335200.746965,9621149042.464619,-1100730422.965857,5.8583984848135496e+16,1.58758615924314e+16,7617498537676310.0,1.911042010385058e+17,-1.560830383603345e+17,-1.445277176980814e+17,1.7461191222570573e+17,-8.363526751615506e+17,2.241009891246417e+17,2.6359673770335156e+16,-4.463730002260817e+16,1.0,0.8540236763745757,0.8032859717492388,0.7986598085423257,0.8129127099005239,0.9566012317031518,1.0,0.9249333444021696,1.0,0.31690758662422774,0.00816799706317143,1.0,0.15522470361180038
124,31641698,27.0,33.0,40.0,7.6,7.99,15.47,14.5,279,13.7,1.4,193.8,37.468046916999995,-3.0481651660000004,2015-07-16,2015-06-29,2015-08-02,1656,1613,1894,2661,2742,3034,3242,3069,3459,891,23,3925,3043,-865191146.8812872,4169139465.875372,7318702290.076341,2050632911.3924048,8021978021.978003,4917257683.21513,-3460000000.000004,12225705329.15362,-31940298507.462685,-2026143790.8496728,16244796003.330568,-1498216409.036861,1.0129437852629088e+17,4.672941875669094e+16,-5.026783758286202e+16,1.5117329393887587e+17,-8.529451480117762e+16,-1.9804391686087786e+17,3.1371410658307283e+17,-1.3845142268531773e+18,3.720666009528981e+17,4.264925255410886e+16,-7.386766199986445e+16,1.0,0.8544483449210613,0.8600972966361704,0.9889274744055275,0.953740593545009,0.9964722915059577,1.0,0.9094738281823846,1.0,0.25391691087790713,0.00609181723289413,1.0,0.0712041884816754
