,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Fecha,FechaAntes,FechaDespues,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,NDVI
53,29462044,12.0,29.0,58.0,5.3,5.76,5.17,8.0,0,7.7,1.1,142.8,40.163158956,-6.196507463,2015-07-11,2015-06-24,2015-07-28,1256,1185,1300,1591,1655,2047,2295,2232,2423,611,10,2055,1490,0.16766936960502224
54,32481828,15.0,57.0,28.0,6.8,6.97,8.91,16.4,1,8.3,1.6,261.5,38.755376686999995,-2.3251496819999997,2015-06-20,2015-06-03,2015-07-07,1508,1478,1803,2621,2761,3266,3489,3298,3560,1203,16,4229,3271,0.11437742861969927
55,32301854,44.0,23.0,33.0,7.5,7.91,20.2,27.4,305,10.9,1.4,573.5,38.960994696,-2.573229111,2015-07-12,2015-06-25,2015-07-29,1523,1408,1597,2219,2517,2812,3171,2860,3387,1035,20,4720,3520,0.1262059460523725
56,32461852,32.0,29.0,39.0,7.6,8.07,14.64,22.6,276,0.0,1.2,330.3,38.966802784,-2.388065901,2015-07-20,2015-07-03,2015-08-06,1366,1226,1399,2097,2414,2731,3011,2907,3291,920,20,3919,2811,0.1618705035971223
57,32421826,19.0,53.0,28.0,7.4,7.97,19.04,12.9,783,38.4,1.4,158.4,38.728729316,-2.389760972,2015-06-20,2015-06-03,2015-07-07,1530,1670,1865,2577,2710,3155,3473,3500,3926,1296,19,4837,3482,0.15188415336514727
58,32401822,27.0,37.0,36.0,7.3,7.77,13.69,18.0,190,0.0,2.2,429.4,38.690063639,-2.405700803,2015-06-20,2015-06-03,2015-07-07,1478,1520,1704,2180,2204,2668,2937,2925,3288,1190,19,4119,3002,0.14593535749265427
59,32341882,23.0,52.0,26.0,7.6,8.12,18.09,6.7,404,28.9,0.9,335.0,39.216829319,-2.575758935,2015-07-23,2015-07-06,2015-08-09,1363,1308,1506,2221,2472,3006,3378,3179,3595,1028,23,4057,3171,0.1774074074074074
60,33442040,16.0,60.0,24.0,5.8,6.31,5.39,6.1,0,18.4,0.8,140.9,40.784785398000004,-1.5725893030000002,2015-06-21,2015-06-04,2015-07-08,1495,1475,1757,2315,2583,3290,3662,3413,3820,1057,17,4285,3365,0.19168994413407822
61,32842038,35.0,25.0,40.0,7.5,8.01,12.58,18.0,487,25.8,1.4,222.8,40.681797827,-2.269966361,2015-07-16,2015-06-29,2015-08-02,1352,1247,1355,1805,1897,2122,2325,2317,2586,1081,18,3850,3212,0.12421154779233382
62,32902068,8.0,68.0,24.0,5.4,5.87,3.81,14.0,0,0.0,0.9,45.1,40.95792131,-2.252467633,2015-07-13,2015-06-26,2015-07-30,1206,1105,1102,1442,1462,1754,1933,1996,2081,848,14,2321,1738,0.16114019778941244
63,32362072,33.0,20.0,48.0,7.3,7.51,19.09,34.9,132,36.8,3.7,379.9,40.91270175,-2.8917487110000004,2015-07-21,2015-07-04,2015-08-07,1681,1753,2140,2894,3406,3767,4141,3968,4631,1663,20,5043,3276,0.1565141358204605
64,32502072,31.0,16.0,52.0,7.1,7.43,16.61,24.9,11,63.4,2.7,526.8,40.934052797,-2.727974094,2015-07-21,2015-07-04,2015-08-07,1420,1467,1716,2398,2722,3254,3575,3588,3960,1415,18,4260,2872,0.19879719345138658
65,32862048,32.0,29.0,39.0,7.4,7.78,11.18,18.7,55,10.4,1.6,352.6,40.773847827,-2.264131039,2015-07-16,2015-06-29,2015-08-02,1243,1286,1416,1891,2084,2379,2653,2637,2944,1165,15,3478,2189,0.16475265017667845
66,32282068,29.0,20.0,51.0,7.4,7.67,18.01,63.6,122,42.5,4.3,413.2,40.864798477,-2.977848365,2015-07-21,2015-07-04,2015-08-07,1719,2139,2584,3678,3802,4087,4423,4584,4859,1834,17,4532,2770,0.10965867828612927
67,32381700,17.0,56.0,27.0,7.5,7.96,20.8,9.7,103,8.3,1.4,151.5,37.596374545,-2.22823728,2015-07-27,2015-07-10,2015-08-13,1562,1704,1507,2278,2083,2493,2612,2947,2823,881,15,2929,2033,0.12803827751196173
68,32461726,40.0,22.0,38.0,7.6,8.13,15.69,4.7,725,6.7,1.0,145.7,37.840567658000005,-2.180685109,2015-08-03,2015-07-17,2015-08-20,1877,1873,2316,3046,2982,3361,3583,3493,4040,1160,17,4731,3428,0.0683590763113626
69,32401720,52.0,18.0,30.0,7.6,8.12,15.39,1.0,716,11.2,0.5,234.0,37.778227154,-2.238079904,2015-08-02,2015-07-16,2015-08-19,1944,2440,3080,4505,4564,4834,5168,5275,5876,1401,22,5638,3773,0.0787321063394683
70,32501706,11.0,66.0,24.0,7.4,7.85,18.49,18.9,878,13.0,1.6,56.4,37.667323371,-2.104040107,2015-08-02,2015-07-16,2015-08-19,1589,1474,1901,2253,2442,3072,3300,2962,3808,868,17,4048,2718,0.13595397890699903
71,32321694,18.0,38.0,44.0,6.8,6.94,27.2,59.5,1,58.3,5.8,355.0,37.533993457,-2.285420293,2015-07-27,2015-07-10,2015-08-13,1463,1263,1347,1733,1787,2088,2316,2157,2333,628,14,2375,1721,0.1089974293059126
72,32922082,34.0,10.0,56.0,7.4,7.65,11.14,28.2,66,5.2,3.5,538.8,41.085584546999996,-2.253699715,2015-07-13,2015-06-26,2015-07-30,1186,1115,1222,1722,1895,2186,2414,2385,2664,1001,15,3144,2147,0.16143170197224252
73,32361698,15.0,43.0,42.0,7.8,8.29,35.4,0.7,270,12.9,0.6,35.1,37.575584899,-2.247308657,2015-07-27,2015-07-10,2015-08-13,2221,2346,2440,2659,2718,2875,3036,2846,3044,845,18,2492,2062,0.03396911898274296
74,32401696,33.0,33.0,34.0,7.6,8.09,13.77,4.2,11,8.2,0.7,185.7,37.563460715,-2.199556877,2015-07-27,2015-07-10,2015-08-13,1325,1172,1421,2008,2196,2595,2759,2510,2804,769,12,2613,2014,0.1111111111111111
75,32381692,18.0,31.0,51.0,7.5,7.98,14.94,17.5,136,8.1,1.2,125.1,37.524775326,-2.215431041,2015-07-27,2015-07-10,2015-08-13,1788,1417,1420,1678,1756,2224,2735,2145,2559,926,13,3252,2336,0.12215537535966518
76,32461694,20.0,39.0,41.0,7.4,7.8,17.79,4.6,2,0.0,0.7,54.1,37.554179667,-2.129551503,2015-07-25,2015-07-08,2015-08-11,2016,1924,2051,2301,2477,2728,2984,2669,3106,832,11,2746,2166,0.07404426559356136
77,32501694,13.0,56.0,31.0,7.6,8.14,11.04,5.6,76,0.0,1.0,90.3,37.559900176999996,-2.085003118,2015-07-25,2015-07-08,2015-08-11,1622,1606,1650,1902,1965,2225,2410,2237,2570,720,13,2632,1927,0.08093742449867118
78,33322024,12.0,68.0,20.0,7.6,8.1,9.86,15.4,181,0.0,0.7,85.6,40.625343941,-1.6861954280000002,2015-06-19,2015-06-02,2015-07-06,1539,1596,1883,2456,2742,3227,3545,3459,3866,1317,79,4448,3443,0.16956889264581573
79,33322034,27.0,42.0,31.0,7.6,8.03,13.83,11.1,177,33.8,1.3,241.5,40.714601868,-1.7028645580000001,2015-06-20,2015-06-03,2015-07-07,1518,1472,1658,2190,2372,2736,2993,3014,3354,1143,133,3695,2665,0.15833973866256726
80,33542032,19.0,29.0,52.0,7.6,7.98,14.74,26.1,732,6.5,2.7,151.9,40.727056486,-1.442526692,2015-06-20,2015-06-03,2015-07-07,1819,1695,1806,2088,2481,2816,3155,2884,3359,1099,59,4075,3230,0.16009654062751408
81,33282024,25.0,31.0,44.0,6.8,7.03,8.03,19.7,0,21.2,2.1,138.5,40.61976949,-1.7328481119999999,2015-06-19,2015-06-02,2015-07-06,1460,1340,1441,1801,2076,2410,2665,2669,3003,1117,65,2978,2096,0.1941834451901566
82,33322042,38.0,21.0,41.0,7.6,8.0,18.35,15.7,503,31.0,1.0,524.9,40.785999159,-1.716246514,2015-06-21,2015-06-04,2015-07-08,1741,1756,2024,2463,2665,3214,3503,3528,3731,1124,17,4043,3277,0.17776664997496244
83,33362050,18.0,43.0,39.0,5.4,5.79,6.21,6.5,1,57.2,0.8,128.2,40.862964651,-1.682843963,2015-06-21,2015-06-04,2015-07-08,1633,1572,1713,2123,2296,2676,2897,2760,3084,897,16,3692,2875,0.13045259062052017
84,33602044,7.0,72.0,21.0,7.3,7.85,13.04,85.4,319,0.0,1.6,75.4,40.842377615,-1.391933106,2015-07-01,2015-06-14,2015-07-18,1680,1555,1642,1937,2089,2546,2845,2758,3125,927,23,4036,2974,0.17486687965921194
85,33442050,23.0,48.0,28.0,7.6,8.15,15.61,8.0,255,32.6,1.1,225.9,40.874050696,-1.589169759,2015-07-01,2015-06-14,2015-07-18,1501,1380,1515,2048,2356,2823,3161,2971,3445,1067,16,3796,2722,0.1839011755329747
86,33362060,40.0,28.0,32.0,7.4,7.99,14.79,12.8,645,0.0,1.6,208.7,40.952199195,-1.699617954,2015-06-30,2015-06-13,2015-07-17,1884,1589,1710,2035,2130,2591,2866,2835,3110,1103,18,4146,2975,0.16427104722792607
87,33342062,37.0,34.0,29.0,7.6,8.09,16.41,9.1,393,23.8,0.9,255.7,40.96725373,-1.7264332409999998,2015-06-30,2015-06-13,2015-07-17,1566,1555,1925,2641,2765,3152,3466,3493,3833,1117,19,4829,3289,0.13889794587544832
88,33322052,8.0,75.0,17.0,4.4,4.71,3.58,3.9,0,38.3,0.4,28.1,40.875234488000004,-1.7330325619999998,2015-06-29,2015-06-12,2015-07-16,1554,1546,1662,2141,2297,2546,2708,2506,2779,802,14,2787,2008,0.07854529804174737
89,32541744,16.0,38.0,46.0,7.4,7.74,29.6,67.6,333,16.1,3.6,264.5,38.01310361,-2.12005066,2015-08-10,2015-07-24,2015-08-27,1635,1597,1783,2319,2387,2661,2879,3016,3211,1157,19,3963,3019,0.13064667291471416
90,33222130,25.0,42.0,33.0,7.5,7.92,16.45,16.0,194,14.9,1.1,329.6,41.556617454,-1.9845726519999998,2015-07-23,2015-07-06,2015-08-09,1359,1626,1795,2510,2454,2958,3287,3441,3674,1262,18,4078,2796,0.15644429507645774
91,33002172,22.0,29.0,49.0,7.1,7.72,19.1,8.6,132,7.0,1.5,67.1,41.898749234,-2.320408299,2015-07-30,2015-07-13,2015-08-16,1793,1977,2278,2742,2877,3110,3368,3211,3568,1053,20,4500,3839,0.07878380648412565
92,33602170,41.0,13.0,46.0,7.6,7.74,242.0,19.2,206,20.5,2.0,277.0,41.966627148,-1.6026784969999999,2015-07-29,2015-07-12,2015-08-15,1959,2245,2703,3559,3504,3829,4169,4053,4390,1096,17,4939,3680,0.06489753021544929
93,32782118,56.0,13.0,31.0,7.7,8.2,12.53,2.7,625,3.1,0.8,146.1,41.385552906,-2.482846924,2015-07-27,2015-07-10,2015-08-13,1605,2039,2289,2859,2405,2764,2944,3728,3230,1237,16,4158,2855,0.13192652193714893
94,33042138,35.0,18.0,48.0,7.7,8.09,16.04,6.2,333,10.4,1.0,125.9,41.601906459,-2.2117190719999997,2015-07-22,2015-07-05,2015-08-08,1476,1462,1627,2190,2352,2573,2832,2855,3204,1195,21,4156,2912,0.13181367690782952
95,32422124,30.0,35.0,35.0,7.7,8.03,17.65,10.5,389,25.1,1.3,225.6,41.384433285,-2.918204629,2015-07-28,2015-07-11,2015-08-14,1313,1282,1518,2448,2619,2915,3200,3118,3409,1083,18,4735,3817,0.12037369744879627
96,33182126,30.0,16.0,54.0,7.9,8.4,15.69,8.8,110,6.7,0.7,167.2,41.515247429,-2.024870646,2015-07-23,2015-07-06,2015-08-09,1434,1308,1471,2331,2544,2912,3179,2988,3191,1135,15,3097,2927,0.12351945854483926
97,32402120,25.0,12.0,62.0,7.1,7.35,21.0,72.6,5,7.8,7.5,306.5,41.345785267,-2.9342501569999997,2015-07-28,2015-07-11,2015-08-14,1446,1491,1567,1903,2031,2331,2630,2632,2931,1043,17,4128,2875,0.1607497243660419
98,32602106,31.0,32.0,37.0,7.3,7.68,125.3,20.6,49,80.7,2.0,437.3,41.251767682,-2.672910999,2015-07-17,2015-06-30,2015-08-03,1514,1657,1974,2767,2792,3129,3495,3673,3843,1315,18,4507,2969,0.1406832298136646
99,30861660,52.0,12.0,36.0,7.6,7.73,199.3,7.0,518,7.1,1.1,388.9,37.005087835,-3.8449207519999997,2015-08-24,2015-08-07,2015-09-10,1591,1568,1745,2138,2192,2405,2591,2519,2773,934,17,2875,2113,0.08181232553145802
100,30921662,28.0,29.0,43.0,7.6,7.89,26.1,17.8,168,59.3,1.5,484.9,37.032701617,-3.782335072,2015-08-24,2015-08-07,2015-09-10,1470,1394,1494,1948,2113,2327,2612,2556,2888,979,16,3689,2712,0.1349911190053286
101,33762000,47.0,14.0,39.0,7.6,7.95,26.3,16.7,516,16.7,1.9,338.7,40.470701682,-1.1344804290000001,2015-06-19,2015-06-02,2015-07-06,1800,1671,1832,2211,2308,2618,2856,2909,3175,1212,90,3839,2812,0.136328125
102,33162102,15.0,65.0,19.0,7.7,8.18,14.91,5.4,327,12.9,0.6,72.6,41.298502669,-2.006529554,2015-07-13,2015-06-26,2015-07-30,1834,2047,2656,3901,3883,4156,4596,4503,4683,1511,16,5395,4490,0.07163255592574964
103,32722098,10.0,69.0,20.0,5.0,5.54,4.18,3.8,0,39.9,0.5,77.9,41.198571495,-2.5172371780000002,2015-07-16,2015-06-29,2015-08-02,1414,1499,1673,2598,2828,3041,3322,3098,3574,1149,16,4049,3511,0.0877808988764045
104,32742100,31.0,17.0,52.0,7.3,7.88,19.54,61.2,162,18.3,1.6,217.5,41.219357715,-2.497342179,2015-07-16,2015-06-29,2015-08-02,1331,1228,1481,2334,2533,2753,2986,2858,3114,1085,18,4510,3805,0.10092449922958398
105,32762098,43.0,20.0,37.0,7.5,7.93,19.03,26.7,239,13.3,1.2,414.3,41.204526158,-2.470215714,2015-07-16,2015-06-29,2015-08-02,1560,1664,1942,2760,2973,3183,3561,3463,3897,1249,16,4162,2796,0.11296802185441106
106,32722104,11.0,49.0,40.0,7.1,7.22,62.4,43.1,189,90.8,4.8,403.6,41.251985303000005,-2.5281093130000003,2015-07-16,2015-06-29,2015-08-02,1412,1381,1438,1930,1858,2131,2400,2605,2714,1053,16,3561,2492,0.14884233737596472
107,33282078,32.0,38.0,30.0,7.3,7.84,18.81,8.6,295,19.6,1.1,202.2,41.101563502,-1.823982948,2015-07-18,2015-07-01,2015-08-04,1321,1435,1595,2149,2284,2647,2902,2909,3152,1126,15,3837,2744,0.15025701858442073
108,33442076,41.0,27.0,33.0,7.7,8.18,17.41,9.7,377,16.3,1.1,155.4,41.106082492,-1.632582369,2015-07-11,2015-06-24,2015-07-28,1691,1722,1939,2650,2857,3156,3431,3364,3834,1121,17,4481,3175,0.11872297971400067
109,33022098,18.0,56.0,25.0,7.6,8.12,12.11,9.0,322,0.0,0.5,80.6,41.242689755,-2.164384526,2015-07-12,2015-06-25,2015-07-29,1510,1222,1424,1925,2042,2384,2618,2647,2807,1056,20,3528,2641,0.157917760279965
110,33062092,27.0,29.0,44.0,7.7,8.25,13.6,7.7,339,2.6,0.7,146.5,41.195009404000004,-2.106788245,2015-07-12,2015-06-25,2015-07-29,1484,1424,1636,2221,2614,2772,2982,2813,3369,1105,18,4209,3212,0.11760031783869686
111,32942092,23.0,52.0,26.0,7.4,7.85,17.78,13.8,307,59.0,1.1,263.8,41.177596303,-2.247888569,2015-07-12,2015-06-25,2015-07-29,1379,1447,1627,2080,2160,2680,2972,3117,3233,1017,17,3781,2701,0.19953819511256493
112,31441638,23.0,26.0,51.0,7.3,7.5,9.21,7.9,2,6.4,1.1,60.0,36.901005695,-3.1674667160000003,2015-08-22,2015-08-05,2015-09-08,1444,1307,1452,1803,2032,2330,2526,2306,2491,752,15,2944,2201,0.12241421270382088
113,31701674,13.0,46.0,41.0,7.4,7.93,14.13,18.3,187,16.2,1.5,97.9,37.26279873,-2.9409830560000003,2015-07-21,2015-07-04,2015-08-07,1469,1477,1545,1807,1742,1998,2226,2173,2247,721,15,2427,1845,0.09195979899497488
114,31001702,49.0,12.0,39.0,7.5,7.8,31.5,9.8,652,15.0,1.0,284.1,37.402470329,-3.7653537989999997,2015-07-14,2015-06-27,2015-07-31,1790,1889,2113,2617,2833,3431,3910,3837,4341,1130,21,4356,2899,0.18903005887821506
115,31641672,19.0,24.0,57.0,7.8,8.2,15.88,21.4,144,10.0,0.9,94.2,37.235739215,-3.004063355,2015-07-21,2015-07-04,2015-08-07,1765,1951,2161,2502,2321,2504,2588,3256,2534,809,23,2488,1781,0.13094824591872178
116,32261702,25.0,40.0,35.0,7.7,8.11,17.1,21.2,538,13.8,1.1,145.6,37.596839774,-2.3651462530000003,2015-07-03,2015-06-16,2015-07-20,1729,1802,2068,2838,3051,3333,3655,3547,4010,1453,21,4813,3613,0.1110415035238841
117,33741998,39.0,18.0,43.0,7.5,7.81,38.8,16.3,557,30.7,2.4,387.9,40.450171275,-1.154607552,2015-06-19,2015-06-02,2015-07-06,1612,1451,1494,1786,2054,2343,2601,2420,2871,1090,124,3276,2425,0.15073704232049454
118,31681696,27.0,33.0,41.0,7.5,7.93,15.5,16.6,216,14.3,1.4,295.0,37.456330236999996,-3.000333695,2015-07-16,2015-06-29,2015-08-02,1577,1652,1799,2325,2424,2737,3003,2810,3300,840,75,3288,2559,0.09444985394352483
119,31721688,26.0,28.0,45.0,7.3,7.85,15.94,20.4,247,5.2,2.1,237.3,37.390973385,-2.942385968,2015-07-16,2015-06-29,2015-08-02,1921,1923,2239,2805,2876,3132,3021,2840,2637,1055,311,3554,2045,0.006200177147918512
120,31962130,26.0,25.0,49.0,7.1,7.36,7.06,2.1,1,5.7,0.5,84.6,41.365413265,-3.4713158269999997,2015-07-02,2015-06-15,2015-07-19,1208,1115,1221,1804,2094,2349,2557,2462,2770,965,13,2794,1701,0.15424285044538208
121,31182074,10.0,57.0,33.0,4.9,5.35,15.5,24.6,1,13.7,2.4,109.2,40.739760302,-4.272182596,2015-07-29,2015-07-12,2015-08-15,1433,1582,1661,2127,2163,2548,2733,2985,3062,1448,21,4165,2818,0.16784037558685447
122,31381690,21.0,55.0,23.0,7.4,7.89,15.55,5.2,129,4.6,0.7,133.7,37.356136804,-3.32292519,2015-07-31,2015-07-14,2015-08-17,1783,1690,1968,2657,2889,3207,3634,3583,3996,1257,21,4483,3092,0.1483974358974359
123,31541666,13.0,45.0,42.0,7.0,7.13,6.77,7.3,1,0.0,1.1,48.2,37.166719896,-3.1045661989999997,2015-07-22,2015-07-05,2015-08-08,1423,1310,1353,1532,1631,1997,2182,2095,2318,735,19,2330,1682,0.15522470361180038
124,31641698,27.0,33.0,40.0,7.6,7.99,15.47,14.5,279,13.7,1.4,193.8,37.468046916999995,-3.0481651660000004,2015-07-16,2015-06-29,2015-08-02,1656,1613,1894,2661,2742,3034,3242,3069,3459,891,23,3925,3043,0.0712041884816754
125,31621696,25.0,43.0,32.0,7.6,8.07,10.84,6.0,7,0.0,0.7,159.8,37.44709819,-3.0669671189999996,2015-07-16,2015-06-29,2015-08-02,1523,1561,1842,2666,2915,3128,3478,3274,3679,1036,26,3789,2682,0.10235690235690235
126,31741664,19.0,41.0,40.0,7.4,7.77,8.12,4.6,1,0.0,0.7,69.8,37.179500533,-2.87994322,2015-07-17,2015-06-30,2015-08-03,1345,1273,1418,1743,1775,1886,2001,1821,2005,512,18,1725,1340,0.021885521885521887
127,31681666,18.0,43.0,38.0,6.7,6.9,7.28,9.3,1,7.4,1.2,130.6,37.188237021999996,-2.949685956,2015-07-17,2015-06-30,2015-08-03,1199,1149,1062,1103,1029,1078,1087,1263,1083,315,31,923,592,0.0676246830092984
128,31661668,17.0,30.0,52.0,6.6,6.82,8.4,8.2,0,6.3,1.1,54.9,37.203054888000004,-2.9751813210000004,2015-07-17,2015-06-30,2015-08-03,1990,1563,1739,2167,2340,2548,2626,2251,2626,1101,151,2527,1914,0.019013128112267994
129,31461690,29.0,27.0,44.0,7.6,8.16,14.2,15.0,510,4.4,0.8,121.1,37.368673806,-3.2342254319999997,2015-07-18,2015-07-01,2015-08-04,1928,2084,2587,3656,3924,4218,4528,4212,4763,1245,19,5253,4320,0.07066598881545501
130,31621678,23.0,37.0,41.0,7.6,8.05,15.6,13.4,236,11.7,1.3,127.6,37.286283581,-3.036363352,2015-07-21,2015-07-04,2015-08-07,1713,1642,1865,2573,2655,2942,3191,3060,3405,945,20,3794,3110,0.08645481981182318
131,31641680,10.0,57.0,32.0,7.5,8.11,13.13,18.4,244,5.1,0.9,40.3,37.307229447,-3.017588157,2015-07-21,2015-07-04,2015-08-07,1814,1762,1941,2422,2679,2943,3180,2875,3320,956,21,3570,2857,0.085520105720219
132,31421694,36.0,23.0,41.0,7.4,7.83,20.5,22.8,367,8.6,2.0,131.7,37.398130521,-3.285501679,2015-07-31,2015-07-14,2015-08-17,1536,1540,1814,2696,2884,3134,3520,3352,3802,1082,21,4371,3086,0.10846560846560846
133,31781658,8.0,59.0,33.0,7.1,7.39,4.95,6.0,1,0.0,0.8,35.6,37.131918309,-2.825703906,2015-07-22,2015-07-05,2015-08-08,1506,1258,1275,1571,1741,1979,2137,2108,2175,590,7,2106,1429,0.1459635770589834
134,31541648,11.0,51.0,38.0,6.4,6.6,5.47,7.1,1,0.0,0.8,59.8,37.005856013,-3.074103514,2015-07-24,2015-07-07,2015-08-10,1353,1155,1179,1383,1495,1827,2018,1961,2212,658,16,2415,1588,0.1728468899521531
135,31201668,34.0,15.0,51.0,7.1,7.36,14.79,31.0,127,4.5,3.0,334.1,37.131264053,-3.4838464360000003,2015-07-25,2015-07-08,2015-08-11,1473,1397,1509,1840,2065,2422,2717,2676,2991,926,18,3250,2143,0.18511957484499558
136,31661692,20.0,45.0,35.0,7.6,8.09,13.64,12.8,294,7.1,1.3,123.7,37.417522053,-3.015750108,2015-07-28,2015-07-11,2015-08-14,1802,1655,1908,2633,2901,3194,3518,3322,3835,1086,63,4151,3316,0.11570109151973132
137,31561686,9.0,60.0,31.0,7.2,7.51,10.5,11.6,4,0.0,1.4,41.6,37.348497945,-3.11647576,2015-07-28,2015-07-11,2015-08-14,2032,1711,1702,1984,2079,2455,2600,2166,2811,1222,226,2861,2229,0.04385542168674699
138,31421676,12.0,38.0,49.0,5.3,5.77,6.73,13.6,0,5.5,1.3,49.6,37.237394349,-3.2544287589999996,2015-07-28,2015-07-11,2015-08-14,1196,1317,1494,1957,2046,2372,2650,2494,2753,719,16,2645,1869,0.1206470456077286
139,31621666,13.0,38.0,49.0,7.3,7.7,7.17,7.0,1,4.6,0.9,31.1,37.179046444,-3.0160732969999997,2015-07-22,2015-07-05,2015-08-08,2000,1670,1598,1678,1828,2155,2373,1992,2456,1084,120,2158,1918,0.08555858310626703
140,31882142,31.0,38.0,31.0,7.1,7.77,15.27,7.4,162,14.5,1.2,282.1,41.459037983,-3.589117298,2015-07-01,2015-06-14,2015-07-18,1326,1099,1191,1651,1903,2078,2320,2090,2539,879,19,3964,3071,0.1173483025928896
141,33761994,34.0,20.0,47.0,7.6,8.03,24.1,19.6,473,21.5,2.2,227.3,40.417064285,-1.125019319,2015-06-19,2015-06-02,2015-07-06,1814,1798,1995,2436,2488,2871,3135,3189,3440,1254,135,3940,3097,0.13386666666666666
142,33022170,21.0,29.0,51.0,7.2,7.51,15.64,33.8,54,5.5,3.9,232.0,41.883886118,-2.293002171,2015-07-17,2015-06-30,2015-08-03,1381,1219,1289,1399,1727,1993,2348,2067,2616,886,12,3432,2498,0.19272937103289095
143,32461700,17.0,46.0,37.0,7.4,7.92,7.46,3.6,1,0.0,0.5,90.7,37.60788866,-2.139092876,2015-07-04,2015-06-17,2015-07-21,1557,1479,1450,1667,1742,2061,2225,2149,2354,806,14,2230,1609,0.12631027253668764
144,32062214,57.0,9.0,34.0,7.6,8.32,9.69,2.1,630,0.0,0.3,39.6,42.126966288,-3.5192978630000002,2015-07-12,2015-06-25,2015-07-29,1603,1785,1975,2547,2632,3107,3450,3374,3750,1130,15,4142,3297,0.1396723526431346
145,31222286,9.0,69.0,21.0,6.0,6.44,4.28,8.0,1,0.0,0.6,35.4,42.623009459,-4.674292715,2015-07-21,2015-07-04,2015-08-07,1346,1470,1667,2145,2311,2743,3089,3147,3407,1242,50,3161,2033,0.1893424036281179
146,31202288,26.0,35.0,39.0,4.9,5.36,5.28,9.2,0,31.6,1.0,207.6,42.63717106,-4.702673235,2015-07-21,2015-07-04,2015-08-07,1520,1471,1706,2260,2352,2602,2833,2799,3010,1119,21,3709,2913,0.10654279501877842
147,31802332,27.0,13.0,60.0,6.2,6.34,18.04,59.2,5,11.7,6.5,181.5,43.129415923,-4.076221939,2015-06-29,2015-06-12,2015-07-16,5539,5608,5378,5751,5897,6338,6747,6394,6958,2359,24,5613,4477,0.05294359818855496
148,32022322,8.0,56.0,36.0,6.0,6.26,71.7,222.9,4,7.7,8.3,47.9,43.07758522899999,-3.7889361260000003,2015-07-04,2015-06-17,2015-07-21,5236,5299,5131,5469,5640,6109,6466,6249,6662,2362,21,5471,4425,0.06656426011264721
149,28181874,32.0,19.0,49.0,6.8,6.91,37.5,13.9,0,9.9,1.3,61.7,38.411198991999996,-7.25722835,2015-08-28,2015-08-11,2015-09-14,1724,1632,1872,2713,2983,3372,3770,3755,4321,1305,20,4572,2844,0.16110080395794682
150,28321880,21.0,21.0,58.0,5.6,5.94,8.22,20.8,0,0.0,2.1,84.0,38.492485709,-7.114485664,2015-08-27,2015-08-10,2015-09-13,1462,1426,1528,2114,2350,2672,2976,3019,3441,1089,20,4431,2624,0.1763101500097409
151,32521750,20.0,54.0,26.0,7.6,8.06,17.02,15.1,752,9.8,1.0,111.0,38.06390851,-2.152138702,2015-07-02,2015-06-15,2015-07-19,1800,2452,2898,3683,3794,4073,4410,4408,4735,1466,21,5944,5114,0.08960573476702509
152,32581768,17.0,58.0,25.0,7.7,8.13,15.32,10.6,746,10.1,1.1,167.8,38.233522145,-2.11380997,2015-07-10,2015-06-23,2015-07-27,1654,1626,1804,2348,2627,3042,3332,3364,3625,1476,21,4644,3571,0.17787114845938376
153,32461748,20.0,44.0,36.0,7.5,7.89,16.93,22.2,713,0.0,1.5,115.4,38.037374105,-2.21619389,2015-07-02,2015-06-15,2015-07-19,1673,1789,2152,3004,2914,3277,3640,3928,3943,1537,21,4543,3467,0.13329486439699942
154,32441738,17.0,52.0,31.0,7.6,8.02,18.34,13.0,603,9.3,1.8,105.6,37.94503788,-2.222412738,2015-07-01,2015-06-14,2015-07-18,1667,1720,1970,2755,3003,3382,3754,3825,4188,1584,20,4928,3490,0.16261398176291794
155,32461736,26.0,34.0,40.0,7.6,7.96,16.4,17.0,408,14.5,1.4,138.5,37.93003372,-2.1967894180000003,2015-07-01,2015-06-14,2015-07-18,1746,1945,2311,3359,3565,3912,4231,4278,4700,1714,22,4889,3327,0.12033521016105801
156,32361730,20.0,49.0,31.0,7.6,8.11,15.76,11.1,318,4.7,1.0,184.1,37.861884286,-2.298966599,2015-07-01,2015-06-14,2015-07-18,1798,1615,1786,2165,2276,2636,2859,2759,3091,1239,19,3826,2946,0.1206336311941511
157,32381728,42.0,21.0,37.0,7.6,8.13,16.42,11.1,350,7.3,0.9,312.3,37.846898822,-2.273359487,2015-07-01,2015-06-14,2015-07-18,1870,2006,2394,3374,3581,3916,4187,4130,4597,1679,22,4879,3545,0.10074626865671642
158,32401724,43.0,19.0,38.0,7.6,8.07,17.25,5.4,537,7.3,0.7,517.1,37.814013473,-2.244533836,2015-07-01,2015-06-14,2015-07-18,1700,1776,2110,3176,3473,3842,4204,4192,4630,1711,21,4747,3350,0.13789359391965256
