,Longitude,Latitude,Silt [%]
835,-4.199,40.5663,20.9
836,-4.1775,40.5818,30.1
837,-4.1768,40.5773,41.4
838,-4.1378,40.7088,24.3
839,-4.002,40.689,9.3
840,-4.0042,40.6901,15.3
841,-4.0565,40.7732,20.1
842,-4.1349,40.6156,18.7
843,-4.114,40.641,23.7
844,-4.0322,40.7328,26.8
845,-4.0801,40.7438,28.3
846,-4.1689,40.5976,18.2
847,-4.0392,40.6926,16.9
848,-4.0161,40.5779,24.4
849,-4.0051,40.6751,15.3
850,-3.9688,40.577,19.3
851,-4.1118,40.614,10.1
852,-4.0389,40.6899,17.3
853,-4.0825,40.589,23.4
854,-4.0101,40.6774,30.1
855,-3.9609,40.6036,24.9
856,-3.9603,40.5581,27.3
857,-4.0239,40.5094,22.8
858,-4.0341,40.517,14.5
859,-3.9767,40.5517,13.8
860,-3.9217,40.9318,44.0
861,-3.8385,40.8323,34.2
862,-3.8041,40.83,28.8
863,-3.7688,40.8537,22.9
864,-3.7762,40.8771,29.9
865,-3.7864,40.9401,28.7
866,-3.6427,40.9436,21.7
867,-3.7987,40.9742,35.7
868,-3.7475,41.0126,31.4
869,-3.8739,40.909,30.3
870,-3.9601,40.816,30.5
871,-3.9139,40.8329,29.8
872,-3.6753,41.0556,34.3
873,-3.8534,40.7867,19.3
874,-3.9992,40.8549,33.1
875,-4.0167,40.8674,31.9
876,-4.0462,40.8451,32.8
877,-3.9072,41.018,20.0
878,-4.1794,40.7079,13.7
879,-3.8443,41.0047,21.3
880,-3.807,41.0237,35.7
881,-3.8394,41.0622,24.7
882,-4.1256,40.7401,23.4
883,-4.1278,40.7732,26.1
884,-4.1759,40.7066,13.3
885,-4.0964,40.7785,23.2
886,-4.0937,40.7976,28.0
887,-4.187,40.7082,18.2
888,-3.8394,41.0145,35.9
889,-3.7992,40.9978,19.7
890,-3.8114,41.0126,34.3
891,-3.6125,41.1507,15.2
892,-3.5939,41.1638,24.9
893,-3.6935,41.0861,23.2
894,-3.7124,41.0887,25.3
895,-3.6565,41.1548,23.7
896,-3.6789,41.1083,37.3
897,-3.6843,41.1114,21.5
898,-3.6654,41.1318,21.8
899,-3.8608,41.0598,21.2
900,-3.8557,41.063,20.0
901,-4.0037,40.8821,34.5
902,-4.0439,40.88,27.3
903,-2.3959,40.7484,38.1
904,-2.4316,40.7215,35.1
905,-2.3283,40.5147,42.4
906,-2.3278,40.557,22.2
907,-2.0694,39.5299,34.9
908,-2.0772,39.5773,35.5
909,-1.6233,39.6156,41.4
910,-1.6144,39.6253,30.8
911,-1.649,39.5979,36.3
912,-2.2778,38.619,39.8
913,-2.1161,38.569,20.5
914,-2.081,38.5658,54.6
915,-2.9506,40.5739,27.4
916,-2.8756,40.4356,36.9
917,-1.2516,39.1872,42.8
918,-1.296,39.2689,48.5
919,-0.9954,38.7781,75.3
920,-1.0307,38.8052,39.4
921,-1.089,38.7795,50.3
922,-1.0786,38.7249,17.8
923,-3.2925,43.0492,62.9
924,-3.2017,42.8403,51.2
925,-3.1714,42.8208,6.7
926,-3.3806,42.7497,34.3
927,-3.0083,41.9757,22.1
928,-2.9713,42.0658,23.5
929,-3.1625,41.8384,9.0
930,-2.45,41.7591,25.9
931,-2.4333,41.7507,23.7
932,-2.4333,41.7757,18.1
933,-2.8528,41.9341,27.5
934,-2.85,41.9424,21.1
935,-2.8625,41.9341,37.7
936,-2.8083,41.8341,27.2
937,-3.0167,41.8257,11.7
938,-3.1333,41.7507,22.3
939,-1.7826,40.5994,39.0
940,-1.8161,40.4731,47.0
941,-1.7208,40.5745,40.1
942,-1.7333,40.5356,16.5
943,-1.7372,40.4998,35.2
944,-1.8889,40.4306,14.6
945,-1.8753,40.4338,39.0
946,-1.9044,40.379,23.0
947,-1.8692,40.3706,35.5
948,-1.7375,40.237,30.2
949,-1.684,40.2019,37.9
950,-1.7611,40.1473,9.1
951,-3.85,41.0507,23.1
952,-3.8334,41.0174,24.5
953,-3.8334,41.0007,20.7
954,-3.9833,40.8531,26.5
955,-3.9986,40.8717,31.4
956,-4.0369,40.8653,27.4
957,-4.1117,40.7592,31.4
958,-4.145,40.7175,34.7
959,-4.0714,40.7659,22.8
960,-4.5306,40.7606,22.0
961,-4.0606,40.7723,24.3
962,-4.1394,40.697,17.3
963,-4.1594,40.6845,14.6
964,-3.8711,40.8648,24.1
965,-3.8919,40.8448,12.7
966,-3.2195,41.2868,29.5
967,-3.2158,41.2203,51.5
968,-3.1347,41.2084,37.0
969,-5.3001,42.9841,16.6
970,-5.2882,42.9934,8.8
971,-5.2751,42.998,24.0
972,-1.9728,39.2551,6.3
973,-2.0625,39.349,16.7
974,-2.0816,38.5667,44.3
975,-1.4328,39.319,27.5
976,-2.0308,38.9349,25.4
977,-1.6556,39.2276,6.1
978,-1.6344,39.1315,10.5
979,-1.775,39.1537,4.6
980,-4.6824,40.9971,9.9
981,-4.3814,40.5162,12.2
982,-4.3833,40.4481,17.9
983,-4.3917,40.4587,17.0
984,-4.6856,40.2759,20.5
985,-4.6836,40.3178,19.1
986,-3.9472,41.6356,12.6
987,-3.9472,41.6295,5.1
988,-3.9094,41.6703,15.2
989,-3.9533,41.6245,13.9
990,-2.6175,39.3667,11.6
991,-2.55,39.3828,7.9
992,-2.1056,39.4176,10.3
993,-2.2028,39.3453,1.5
994,-2.3027,39.3465,10.3
995,-1.9092,39.4665,9.0
996,-1.9694,39.4326,10.2
997,-2.0702,39.4488,20.1
998,-1.6684,39.7963,15.7
999,-2.4569,39.344,11.2
1000,-2.4236,39.3467,5.8
1001,-2.3869,39.3717,9.1
1002,-2.4044,39.3292,2.8
1003,-4.2847,40.4564,15.9
1004,-4.2667,40.3674,17.7
1005,-4.4111,40.2801,16.9
1006,-4.4047,40.4009,15.0
1007,-4.2969,40.3725,23.5
1008,-4.5658,41.262,6.5
1009,-4.5578,41.257,12.5
1010,-4.5059,41.1167,11.1
1011,-4.3705,40.2959,17.5
1012,-4.3522,40.2467,15.6
1013,-4.7658,41.572,13.9
1014,-4.7972,41.5828,20.7
1015,-4.8227,41.5481,3.2
1016,-4.7305,41.4725,7.7
1017,-5.0501,41.4007,19.8
1018,-4.9544,41.4707,5.2
1019,-4.9638,41.4642,2.9
1020,-4.568,41.4398,10.1
1021,-4.5236,41.5023,12.8
1022,-4.6097,41.6111,5.5
1023,-5.325,41.512,1.7
1024,-5.4736,41.5114,6.3
1025,-5.4694,41.5056,1.9
1026,-5.4992,41.5347,9.3
1027,-5.4547,41.3273,8.6
1028,-5.6167,41.2592,16.4
1029,-5.8147,41.5336,34.7
1030,-3.425,42.7591,14.8
1031,-3.5417,42.7425,35.8
1032,-3.4625,42.7064,36.1
1033,-3.3431,42.8875,25.5
1034,-2.9833,41.8341,11.3
1035,-2.9967,41.8445,10.9
1036,-2.7917,41.8507,9.9
1037,-2.2316,41.0249,20.2
1038,-2.1154,40.997,18.9
1039,-1.986,40.909,13.0
1040,-1.9377,39.7541,62.6
1041,-1.8808,39.6634,25.8
1042,-1.8125,39.812,12.0
1043,-1.8422,39.8103,11.3
1044,-1.675,39.9564,27.9
1045,-1.6258,39.9689,25.6
1046,-2.2222,40.0854,13.3
1047,-2.2875,40.0842,46.6
1048,-2.1903,40.2412,23.3
1049,-2.1903,40.2503,17.6
1050,-4.1408,40.6667,16.2
1051,-4.2589,40.5042,19.4
1052,-4.3881,40.5634,15.4
1053,-4.4208,40.5028,14.6
1054,-4.4764,40.2737,24.5
1055,-4.4339,40.8473,9.2
1056,-4.6094,40.4106,22.6
1057,-4.7144,40.3026,14.8
1058,-4.7975,40.2959,24.5
1059,-4.8235,40.2905,19.9
1060,-5.0908,40.2009,25.6
1061,-1.3111,38.4768,34.5
1062,-1.2694,38.5043,73.2
1063,-2.3604,38.3694,37.7
1064,-4.7287,40.9712,8.8
1065,-4.7444,41.0175,13.0
1066,-4.7778,41.5239,4.5
1067,-4.5944,41.5398,3.5
1068,-4.4417,41.46,5.9
1069,-4.5144,41.5717,1.6
1070,-4.7047,41.4384,1.6
1071,-4.5278,41.4217,6.4
1072,-4.775,41.3189,12.2
1073,-4.505,41.2634,5.3
1074,-4.2078,41.255,3.4
1075,-4.0328,41.2064,5.1
1076,-3.6256,41.4564,12.1
1077,-3.5514,41.7264,20.6
1078,-3.6056,41.7634,16.5
1079,-3.6161,41.7245,30.1
1080,-3.8478,41.7731,5.2
1081,-3.8478,41.7661,23.2
1082,-2.6975,41.626,9.5
1083,-2.8936,41.5147,19.1
1084,-2.925,41.5028,15.5
1085,-2.975,41.5336,22.2
1086,-2.8647,41.512,10.6
1087,-6.2252,42.3174,33.3
1088,-6.2502,42.3091,31.2
1089,-6.2002,42.2507,34.4
1090,-4.5001,38.8173,45.5
1091,-4.1361,38.9481,29.0
1092,-3.9861,38.7176,30.0
1093,-3.4861,38.4315,37.6
1094,-3.9862,39.0507,23.0
1095,-4.3347,39.1612,44.0
1096,-4.4167,39.0007,40.3
1097,-4.3944,39.1745,39.0
1098,-3.7,39.234,63.0
1099,-3.7834,38.6173,21.0
1100,-3.1461,39.169,57.5
1101,-4.5334,39.134,37.0
1102,-4.1528,39.384,32.0
1103,-4.4195,39.4007,19.0
1104,-1.8666,40.2174,14.0
1105,-2.032,40.4065,51.5
1106,-1.9694,40.3648,18.0
1107,-1.8811,40.1346,58.0
1108,-1.8967,40.1321,35.0
1109,-2.3666,40.084,35.3
1110,-2.0195,40.2981,42.0
1111,-2.3583,40.5007,27.4
1112,-2.0926,40.182,14.0
1113,-1.6814,39.9481,9.0
1114,-2.0092,40.2467,14.0
1115,-2.8528,39.8673,19.3
1116,-2.8591,40.1553,39.0
1117,-1.9505,40.4479,34.0
1118,-1.6556,40.0037,18.7
1119,-1.9244,40.3305,28.0
1120,-2.161,39.6297,28.0
1121,-2.15,40.2507,28.0
1122,-2.3666,40.384,52.0
1123,-2.3333,41.0174,42.0
1124,-2.8528,41.1674,28.0
1125,-2.3431,41.0309,11.7
1126,-2.3,40.7507,20.0
1127,-2.3601,40.7752,23.0
1128,-2.3666,41.0174,38.0
1129,-2.9808,40.3174,52.0
1130,-1.9999,40.6674,59.0
1131,-2.7278,40.5564,31.0
1132,-2.7629,40.8038,31.0
1133,-2.7528,40.634,15.0
1134,-2.7986,40.7678,36.5
1135,-2.716,40.6685,22.5
1136,-3.1528,40.8648,52.8
1137,-3.4,41.0674,36.0
1138,-2.1689,40.9001,26.0
1139,-2.9645,40.7049,30.0
1140,-1.8916,40.5924,58.4
1141,-2.5998,40.7674,39.0
1142,-2.6333,40.6424,36.2
1143,-3.4,40.8507,50.5
1144,-3.1,41.1924,45.0
1145,-2.95,40.9757,39.5
1146,-2.9694,40.8537,35.5
1147,-3.3334,41.2507,47.0
1148,-3.3667,40.8507,20.5
1149,-3.1611,40.6981,57.0
1150,-3.1654,40.5516,44.0
1151,-3.1182,40.5967,41.5
1152,-3.0472,40.4527,40.5
1153,-2.9051,40.849,41.5
1154,-3.15,40.8674,34.0
1155,-3.1528,40.8674,41.0
1156,-3.135,40.8456,40.5
1157,-3.0197,40.8814,28.0
1158,-2.1211,41.0027,26.0
1159,-2.2166,40.9674,14.5
1160,-3.35,41.0341,60.5
1161,-2.2292,40.8194,25.0
1162,-2.217,40.8467,55.0
1163,-2.2194,40.8175,41.0
1164,-2.3666,40.8007,38.0
1165,-2.4166,40.7674,44.0
1166,-2.9169,40.9031,32.5
1167,-3.3167,40.8481,56.0
1168,-3.0943,40.4166,46.0
1169,-2.9644,40.8492,43.8
1170,-2.8833,40.4007,41.0
1171,-2.0944,40.3674,38.0
1172,-2.8528,40.4231,37.0
1173,-2.1194,40.6674,19.0
1174,-1.9361,40.6174,32.0
1175,-2.975,42.0007,27.0
1176,-5.0668,40.3007,16.5
1177,-4.5834,40.2174,21.5
1178,-5.1207,40.1426,21.0
1179,-2.4688,40.5145,43.0
1180,-2.1,41.0007,26.5
1181,-2.6028,41.0674,10.0
1182,-2.6071,41.0916,60.0
1183,-2.1361,40.934,23.0
1184,-2.0299,40.6648,32.0
1185,-3.2834,40.9257,37.0
1186,-2.8889,41.2564,15.5
1187,-2.5944,40.7674,27.5
1188,-2.2694,40.9507,5.5
1189,-2.5333,40.8757,11.3
1190,-2.3496,40.631,45.5
1191,-3.3,41.0007,30.0
1192,-1.9113,40.6818,50.0
1193,-3.223,41.0265,40.5
1194,-3.2167,41.0174,52.0
1195,-2.9333,40.5507,37.7
1196,-3.0611,40.7231,42.5
1197,-2.6553,40.9837,30.5
1198,-2.65,40.6541,34.0
1199,-2.0986,40.8365,32.0
1200,-3.3833,40.984,33.5
1201,-3.33,40.9362,43.0
1202,-2.5917,40.9481,13.0
1203,-2.917,40.831,42.3
1204,-1.9861,40.7731,32.5
1205,-2.2527,40.6674,22.5
1206,-3.071,40.6689,38.5
1207,-2.0045,40.7817,28.8
1208,-2.3725,40.7122,50.0
1209,-3.0667,40.984,35.0
1210,-3.2167,41.2674,42.5
1211,-2.9169,40.9031,59.5
1212,-2.8703,40.4526,35.0
1213,-3.3361,40.834,49.0
1214,-2.1166,40.734,44.5
1215,-6.2335,42.2674,40.0
1216,-6.2335,42.5577,53.0
1217,-6.2835,42.9174,26.0
1218,-5.1335,43.0008,47.8
1219,-5.5335,42.9508,49.3
1220,-6.2196,42.3007,31.5
1221,-5.7863,42.8008,33.0
1222,-4.9501,42.7008,21.0
1223,-6.8336,42.7174,54.0
1224,-3.9862,40.7174,17.0
1225,-4.2279,40.334,17.0
1226,-3.4361,40.284,25.0
1227,-3.3472,40.4868,45.0
1228,-3.6667,40.5507,16.0
1229,-3.8167,40.8965,20.8
1230,-3.6195,41.0924,33.0
1231,-3.5945,40.5257,20.0
1232,-3.725,40.859,30.7
1233,-3.5789,40.8814,33.0
1234,-3.8612,40.409,12.5
1235,-3.9911,40.7245,19.4
1236,-3.9858,40.7246,21.0
1237,-3.7695,40.984,18.5
1238,-3.7667,40.8965,20.0
1239,-3.7862,40.884,19.8
1240,-4.4168,40.3313,21.5
1241,-4.4029,40.3174,30.0
1242,-4.0445,40.6924,18.0
1243,-4.0667,40.7896,29.5
1244,-4.0695,40.7674,29.0
1245,-4.0528,40.7674,32.5
1246,-3.9334,40.634,29.1
1247,-4.2001,40.484,21.0
1248,-3.8334,40.6174,15.1
1249,-3.6,40.8674,33.0
1250,-3.55,41.0674,26.0
1251,-3.725,40.9424,24.0
1252,-3.9334,40.5507,19.5
1253,-4.1028,40.734,25.0
1254,-3.5834,40.3007,26.0
1255,-3.5667,41.034,22.9
1256,-3.45,41.084,42.0
1257,-3.65,40.784,46.0
1258,-4.1362,40.684,17.0
1259,-4.1528,40.6924,17.0
1260,-4.1362,40.6841,22.0
1261,-4.0695,40.7674,19.5
1262,-4.1362,40.684,30.0
1263,-4.0862,40.0007,25.0
1264,-3.9106,40.6258,14.0
1265,-4.0334,40.7257,28.0
1266,-3.5036,41.08,28.0
1267,-4.1084,40.4451,16.5
1268,-3.8983,40.3345,12.2
1269,-3.7834,40.8007,16.0
1270,-3.8492,40.4809,15.6
1271,-3.9028,40.7174,22.0
1272,-3.9667,40.3007,16.5
1273,-4.0333,40.6523,31.5
1274,-3.7112,40.8174,26.0
1275,-3.9862,40.7507,17.0
1276,-4.3751,40.3674,12.2
1277,-3.4667,41.034,59.0
1278,-3.5292,41.0146,43.1
1279,-3.575,41.1243,30.0
1280,-4.2334,40.491,40.0
1281,-3.85,40.884,25.4
1282,-3.7611,40.4287,13.0
1283,-3.9834,40.3674,20.0
1284,-0.1415,40.6896,44.7
1285,-0.2193,40.5535,75.9
1286,-0.2415,40.5701,39.2
1287,-0.2276,40.5396,60.9
1288,-0.3443,40.3229,28.4
1289,-0.3582,40.259,36.5
1290,-2.5166,38.3423,26.7
1291,-2.5833,38.3784,39.8
1292,-2.5166,38.309,53.1
1293,-2.5305,38.2729,57.5
1294,-2.6139,38.2562,70.0
1295,-2.5861,38.2534,32.0
1296,-2.5972,38.2423,45.9
1297,-2.6,38.2284,32.7
1298,-2.6305,38.2284,40.7
1299,-2.7528,38.0895,46.3
1300,-2.9528,37.9701,35.3
1301,-2.9167,37.9395,17.3
1302,-2.8028,37.9201,31.0
1303,-2.8361,37.8228,25.4
1304,-2.975,37.8562,46.1
1305,-2.9778,37.8395,50.0
1306,-3.0056,37.7562,52.3
1307,-2.9861,37.7117,50.3
1308,-2.55,37.9228,62.9
1309,-2.4944,37.9756,35.2
1310,-2.4389,38.0562,25.4
1311,-0.6165,38.5506,48.0
1312,-0.5377,38.659,45.7
1313,-0.5165,38.7743,34.3
1314,-0.8832,38.2673,39.5
1315,-2.46,36.92,40.0
1316,-2.9661,36.8718,43.0
1317,-2.6666,37.0006,38.0
1318,-2.4361,37.0648,20.5
1319,-5.9002,38.734,32.6
1320,-4.8334,39.2173,42.0
1321,2.5714,39.5415,59.0
1322,-5.9502,38.7507,49.0
1323,-6.8335,38.634,20.0
1324,-5.9418,38.7423,45.0
1325,-4.8584,39.234,61.7
1326,-6.8835,38.4506,26.7
1327,-2.9756,36.8034,23.5
1328,-2.5806,37.2759,26.1
1329,-2.5814,37.2726,26.6
1330,-2.5797,37.2657,25.6
1331,-2.5811,37.2521,21.8
1332,-2.5811,37.2634,28.4
1333,-2.5825,37.2543,26.9
1334,-2.5819,37.2682,19.2
1335,-2.5819,37.2701,22.4
1336,-2.5678,37.2496,30.3
1337,-2.575,37.2548,25.2
1338,-2.57,37.2526,20.8
1339,-2.58,37.2801,24.5
1340,-2.63,37.2843,18.5
1341,-2.6356,37.2848,25.0
1342,-0.171,40.734,40.0
1343,-0.1806,40.7142,33.2
1344,-0.4499,40.0479,49.1
1345,-0.4499,40.0562,44.7
1346,-0.6377,39.7923,43.3
1347,-0.6082,39.7673,42.8
1348,-1.0832,39.8868,64.5
1349,-1.0832,39.8785,66.2
1350,-1.1182,39.7923,54.4
1351,-1.0877,39.7979,54.5
1352,-0.411,38.8506,47.0
1353,-0.4999,38.859,39.6
1354,-3.75,37.684,55.8
1355,-3.1589,37.7357,7.4
1356,-3.1722,37.7351,50.1
1357,-3.1077,37.6817,21.5
1358,-3.0444,37.7645,25.1
1359,-2.941,37.7277,25.2
1360,-2.9125,37.788,27.5
1361,-2.95,37.9506,23.9
1362,-2.7953,38.0923,36.6
1363,-2.7753,38.1465,36.0
1364,-2.7611,38.1367,54.3
1365,-2.7472,38.1506,35.0
1366,-2.5861,38.1617,31.7
1367,-2.8294,38.0506,33.3
1368,-2.5878,38.3784,76.3
1369,0.0288,40.0729,41.6
1370,0.0288,40.0743,28.0
1371,-0.3472,39.667,20.5
1372,-0.4749,39.6693,40.9
1373,-0.8432,39.1437,40.5
1374,-0.9918,39.1595,51.7
1375,-1.1194,39.144,30.0
1376,-1.1091,39.1145,46.0
1377,-2.8605,37.6924,30.9
1378,-2.6072,37.9284,44.3
1379,-2.6161,37.9145,49.0
1380,-2.8559,37.4283,53.3
1381,-2.2501,37.819,51.4
1382,-2.0877,37.7589,41.5
1383,-1.9544,37.7473,47.1
1384,-1.8016,38.0595,41.4
1385,-1.744,37.9841,49.9
1386,-1.5166,37.8812,37.7
1387,-1.5111,37.8509,38.7
1388,-1.446,38.1215,40.6
1389,-1.4314,38.1393,41.3
1390,-1.2648,38.2655,45.3
1391,-1.2909,38.2655,25.9
1392,-1.1696,38.4474,49.1
1393,-0.2682,38.5348,56.3
1394,-0.3,38.4926,55.9
1395,-4.85,36.8648,9.5
1396,-4.8528,36.8482,7.2
1397,-3.95,36.8148,5.0
1398,-3.95,36.8149,10.3
1399,-3.7,36.8173,41.6
1400,-3.4208,37.2171,36.5
1401,-3.4685,37.098,50.4
1402,-3.4629,37.1012,46.6
1403,-5.9708,36.1796,4.5
1404,-5.9574,36.2061,15.3
1405,-5.9439,36.1982,5.1
1406,-6.1058,36.3129,17.9
1407,-6.1157,36.5311,12.7
1408,-6.3069,36.8565,1.5
1409,-6.3292,36.7965,2.8
1410,-5.0708,38.0268,19.4
1411,-4.8083,37.9493,35.1
1412,-4.8283,37.9809,21.9
1413,-4.8,37.9709,58.1
1414,-6.4389,37.7712,18.4
1415,-7.1481,37.3643,7.8
1416,-7.1619,37.3454,24.7
1417,-7.1194,37.3509,16.9
1418,-7.1472,37.2659,3.4
1419,-7.0263,37.2293,22.0
1420,-7.0369,37.3134,41.4
1421,-6.8392,37.1759,5.3
1422,-6.8556,37.1576,5.1
1423,-6.8278,37.2073,9.3
1424,-6.6097,37.2148,7.5
1425,-6.525,37.239,5.3
1426,-6.5042,37.1565,10.9
1427,-6.5335,37.6881,33.6
1428,-3.9847,38.142,17.6
1429,-6.3089,37.2298,9.2
1430,-6.1789,37.3112,15.2
1431,-6.1761,37.2454,20.9
1432,-6.1931,37.2398,15.7
1433,-6.2078,37.2773,9.6
1434,-0.3228,39.8573,26.3
1435,-0.2856,39.8801,40.0
1436,-0.35,39.9031,37.3
1437,-0.6472,40.0838,11.8
1438,-0.836,39.1423,17.5
1439,-0.8877,38.9229,29.8
1440,-6.6439,40.2189,35.4
1441,-6.488,40.2981,56.8
1442,-5.5064,40.0523,5.0
1443,-2.9178,37.9409,52.4
1444,-2.915,37.939,55.2
1445,-2.9083,37.952,23.9
1446,-2.7211,38.134,42.9
1447,-2.8306,38.0895,60.8
1448,-2.725,38.309,43.7
1449,-2.7083,38.2117,51.1
1450,-2.5211,38.334,55.1
1451,-3.5481,37.2599,36.0
1452,-3.8653,37.264,36.5
1453,-3.5111,37.2645,55.1
1454,-3.9536,37.2446,52.3
1455,-3.9583,37.2112,28.0
1456,-3.9758,37.2232,36.5
1457,-3.9236,36.8298,5.8
1458,-3.6857,36.9536,10.1
1459,-3.7335,36.9583,31.3
1460,-5.1492,36.4926,20.5
1461,-5.1419,36.5051,14.1
1462,-5.2042,36.5079,66.0
1463,-5.1847,36.4746,22.5
1464,-5.4589,36.5718,17.1
1465,-5.5322,36.5135,15.6
1466,-0.0196,38.8256,44.5
1467,-0.7349,38.3326,31.0
1468,-0.7432,38.3345,32.8
1469,-0.7961,38.4934,30.9
1470,-0.7583,38.4981,28.8
1471,-0.7167,38.5301,38.5
1472,-2.7877,37.3644,39.1
1473,-2.7775,37.3585,32.9
1474,-2.7643,37.3705,22.2
1475,-5.6113,40.084,20.0
1476,-5.9029,40.0901,21.0
1477,-5.7585,40.084,19.0
1478,-5.8021,40.334,27.9
1479,-5.8779,40.259,21.5
1480,-5.7196,39.7007,35.0
1481,-5.0501,39.4193,67.0
1482,-5.3807,40.1896,18.0
1483,-5.3862,40.134,16.6
1484,-4.9862,39.3673,43.5
1485,-6.6863,39.3507,36.0
1486,-6.6862,39.3507,21.0
1487,-6.4613,39.5257,24.0
1488,-6.7085,40.209,45.5
1489,-5.3644,36.7501,60.0
1490,-5.6696,36.6173,52.0
1491,0.0502,40.584,39.3
1492,0.1127,40.1135,17.9
1493,0.0502,40.6507,68.0
1494,-4.9334,38.1173,34.0
1495,-4.2167,38.2423,18.5
1496,-6.3526,40.193,61.6
1497,-7.2986,39.3637,39.0
1498,-7.2699,39.3433,49.2
1499,-7.2459,39.3262,43.1
1500,-5.3603,39.4826,52.4
1501,-5.3445,39.4051,32.4
1502,-5.4103,39.5904,47.0
1503,-5.4536,39.5129,36.0
1504,-5.585,39.3876,62.0
1505,-5.3444,39.4717,46.6
1506,-5.3523,39.4523,64.9
1507,-5.3374,39.4138,49.1
1508,-6.7818,40.2219,24.1
1509,-6.7876,40.1947,25.6
1510,-6.2985,40.2963,45.4
1511,-5.8679,40.2676,42.3
1512,-5.8767,40.2586,23.4
1513,-5.7869,40.0565,30.6
1514,-6.3382,40.3398,50.3
1515,-6.7846,40.2259,20.6
1516,-6.2772,40.2967,69.9
1517,-5.8621,40.3267,47.9
1518,-5.8295,40.3221,34.2
1519,-5.3355,39.4713,59.3
1520,-6.2772,40.4092,46.8
1521,-6.3869,40.3813,55.8
1522,-6.2635,40.3586,48.1
1523,-6.7783,40.2392,27.1
1524,-5.67,40.2689,24.9
1525,-5.7373,40.2164,24.0
1526,-3.4833,37.2648,26.0
1527,-3.4334,36.9673,30.2
1528,-3.4,36.9506,29.2
1529,-2.8694,37.3839,42.0
1530,-3.5069,37.1713,32.0
1531,-3.4334,37.1506,37.8
1532,-3.2167,37.1339,35.0
1533,-6.4155,39.007,20.0
1534,-5.9002,40.2174,18.8
1535,-6.4481,37.5801,39.0
1536,-6.403,37.2506,4.0
1537,-6.7502,37.1173,5.7
1538,-3.0167,37.884,44.0
1539,-2.7833,38.1173,44.0
1540,-2.8603,38.2173,26.3
1541,-3.6045,37.7006,30.0
1542,-3.4361,38.2756,34.0
1543,-3.0378,37.7842,46.5
1544,-3.3695,38.3506,49.8
1545,-3.2611,38.2756,35.7
1546,-3.65,40.984,26.0
1547,-3.22,40.4618,39.5
1548,-3.4917,40.859,67.0
1549,-3.6167,40.7757,24.5
1550,-3.8225,40.9374,28.0
1551,-3.8,40.4007,11.0
1552,-3.8834,40.866,21.0
1553,-3.8814,40.9282,17.1
1554,-3.5695,40.2757,23.9
1555,-3.5834,40.8396,51.0
1556,-3.8806,40.5674,11.0
1557,-3.225,40.5138,34.5
1558,-4.3504,40.2904,26.0
1559,-3.9334,40.3757,14.4
1560,-4.1727,40.517,25.6
1561,-4.1501,40.6007,18.0
1562,-4.1667,40.609,25.0
1563,-4.3306,40.3785,16.5
1564,-4.3126,40.3299,32.0
1565,-4.3001,40.3507,22.0
1566,-4.3501,40.284,24.0
1567,-4.3029,40.4007,20.6
1568,-3.7473,41.0452,19.5
1569,-4.0306,40.3604,6.5
1570,-3.8056,40.7496,19.9
1571,-4.3917,40.3757,18.0
1572,-4.2862,40.5513,21.5
1573,-3.7084,41.0452,25.5
1574,-4.0809,36.9345,43.0
1575,-4.9168,36.6206,22.5
1576,-5.0168,36.6989,68.0
1577,-4.9692,36.752,63.0
1578,-4.9354,37.0103,5.8
1579,-0.8416,37.6012,37.0
1580,-1.9805,38.1484,30.0
1581,-1.5627,37.8423,36.0
1582,-2.2027,42.9341,42.0
1583,-2.0805,42.7591,44.0
1584,-1.5166,43.0508,55.5
1585,-0.9193,42.8563,68.0
1586,-1.6695,43.1667,46.0
1587,-1.5194,43.2674,37.0
1588,-2.1478,42.9247,48.0
1589,-7.9864,42.1452,25.0
1590,-6.2002,43.5675,60.0
1591,-4.9001,43.4341,37.9
1592,-5.1682,43.4536,30.5
1593,-4.7168,42.9174,36.3
1594,-4.3334,42.9358,51.5
1595,-4.4001,42.5591,28.7
1596,-4.8833,42.8009,41.0
1597,-4.7779,42.6194,39.0
1598,-4.7334,42.5563,36.0
1599,-4.8834,42.8535,42.0
1600,-8.6531,42.4174,11.5
1601,-8.8003,42.1507,29.0
1602,-8.7448,42.0257,27.0
1603,-2.42,42.1563,53.0
1604,-2.5194,42.4494,29.4
1605,-2.5833,42.0774,43.6
1606,-2.5889,42.2758,37.2
1607,-2.7194,42.2007,43.0
1608,-2.6861,42.1841,29.5
1609,-2.8333,42.3027,35.0
1610,-2.5569,42.3216,14.5
1611,-2.3694,42.1507,48.5
1612,-6.0699,40.434,25.6
1613,-6.1502,40.5424,46.0
1614,-5.7529,40.334,20.0
1615,-6.353,40.8674,26.0
1616,-5.9174,40.5799,37.5
1617,-6.1946,40.5493,60.0
1618,-6.0593,40.479,16.0
1619,-6.528,40.3687,52.0
1620,-3.9195,43.3966,52.3
1621,-3.9612,43.3841,52.5
1622,-4.0001,43.4341,2.5
1623,-4.0251,43.2508,39.0
1624,-4.2936,43.124,50.0
1625,-4.089,41.2424,3.5
1626,-4.4029,41.0257,20.0
1627,-4.2834,41.0549,14.0
1628,-4.4195,40.8674,15.5
1629,-4.0001,41.3007,2.5
1630,-3.8653,41.1924,37.7
1631,-4.2834,41.3674,11.0
