,Longitude,Latitude,Silt [%]
1632,-4.2279,40.7007,20.4
1633,-4.2006,40.7063,27.5
1634,-4.234,40.7007,27.0
1635,-4.2195,41.5007,14.5
1636,-4.1737,40.741,20.0
1637,-3.6723,41.2946,56.5
1638,-4.3917,41.3216,2.4
1639,-4.1723,41.3313,3.5
1640,-4.2626,41.3216,7.6
1641,-4.507,40.8721,10.0
1642,-4.1167,40.8674,58.5
1643,-4.1281,40.956,23.0
1644,-4.1028,41.3132,5.2
1645,-3.6,41.5507,54.0
1646,-4.2862,40.7757,28.0
1647,-4.1445,40.8007,14.0
1648,-3.9667,40.9174,28.2
1649,-3.8081,41.1368,30.0
1650,-4.3001,41.1674,37.2
1651,-3.45,41.2841,14.0
1652,-3.9417,41.1757,15.0
1653,-3.4278,41.5007,44.0
1654,-3.4611,41.2382,34.0
1655,-3.5417,41.3257,48.4
1656,-3.4095,41.2174,33.0
1657,-4.4195,41.4452,9.5
1658,-4.0723,40.8332,28.0
1659,-4.0112,40.7896,23.0
1660,-4.1501,40.884,37.3
1661,-3.9431,40.9859,27.5
1662,-3.5584,41.1715,21.0
1663,-3.7639,41.3016,9.0
1664,-3.7351,41.3009,9.8
1665,-4.3956,41.4118,48.0
1666,-4.0195,40.7507,27.0
1667,-4.5284,41.159,10.9
1668,-3.9962,40.9507,26.9
1669,-4.0278,41.2007,16.5
1670,-3.9689,41.2818,58.7
1671,-4.1278,40.9785,17.0
1672,-6.0418,37.8006,33.2
1673,-5.7015,37.809,31.5
1674,-6.0296,37.3526,36.0
1675,0.3419,40.7885,68.4
1676,1.1227,41.3188,58.0
1677,-1.6249,40.2924,7.0
1678,-1.3999,40.534,54.2
1679,-1.6194,40.5174,45.0
1680,-1.0582,40.8257,26.0
1681,-1.5666,40.934,50.5
1682,-1.3527,40.3174,24.0
1683,-1.3582,40.384,45.5
1684,-0.6983,40.4009,39.5
1685,-1.1,40.3481,41.5
1686,-2.4833,42.0096,33.0
1687,-2.4061,41.0924,29.0
1688,-2.4029,42.0841,40.0
1689,-2.8517,41.8388,11.0
1690,-2.8611,41.9499,32.0
1691,-3.1946,41.8007,24.0
1692,-2.1695,41.7174,28.5
1693,-2.7833,41.8757,19.0
1694,-2.7311,42.1119,47.1
1695,-3.0179,41.8507,9.0
1696,-3.2028,41.5674,32.0
1697,-2.5528,42.0035,34.2
1698,-2.7,41.9619,11.0
1699,-2.6694,41.9424,31.0
1700,-3.2467,41.4243,53.0
1701,-2.8055,41.9102,8.0
1702,-3.0569,41.8216,18.5
1703,-2.9194,41.8674,26.0
1704,-2.7917,41.8271,25.0
1705,-3.0445,41.3424,39.0
1706,-1.8222,41.8035,28.2
1707,-2.6194,41.5674,14.5
1708,-2.5666,41.9507,30.0
1709,-2.6436,41.4202,47.5
1710,-2.7639,41.9077,23.0
1711,-2.8,41.9341,30.5
1712,-2.3263,42.1205,53.5
1713,-4.7195,40.134,29.5
1714,-4.3779,40.284,22.0
1715,-4.3694,40.2759,16.0
1716,-4.2592,39.8537,18.0
1717,-4.0126,39.8215,39.0
1718,-3.5528,39.4981,33.0
1719,-4.7876,39.6215,20.0
1720,-4.414,39.5651,40.0
1721,-4.1701,40.2759,7.5
1722,-4.5195,39.9173,22.0
1723,-3.8878,39.8009,32.0
1724,-4.4579,39.5987,46.0
1725,-4.6456,39.6007,39.1
1726,-4.5279,40.0868,28.5
1727,-3.5167,39.9648,40.5
1728,-4.0195,39.9185,16.0
1729,-4.0167,39.8507,14.0
1730,-4.364,39.5104,49.5
1731,-4.1512,39.6543,18.5
1732,-3.9917,39.8423,18.5
1733,-4.2209,39.5118,30.0
1734,-3.9028,39.3365,39.0
1735,-4.0902,39.4008,46.5
1736,-4.0084,39.4651,48.5
1737,-4.0917,39.4007,57.0
1738,-4.0913,39.4006,51.5
1739,-0.471,39.684,27.0
1740,-5.2361,41.4398,22.5
1741,-4.8228,41.548,3.8
1742,-3.0403,42.9939,57.0
1743,-2.7105,43.3772,47.0
1744,-3.2195,43.2508,29.0
1745,-2.5055,43.3313,53.5
1746,-2.6294,43.1977,31.0
1747,-3.2195,43.3008,58.0
1748,-6.4196,42.1799,42.0
1749,-0.8556,42.3689,39.0
1750,-0.9588,42.4091,29.5
1751,0.3141,41.284,48.0
1752,-1.1027,42.4174,53.0
1753,-0.9332,41.9341,41.0
1754,-2.7333,42.6841,44.0
1755,-1.6333,39.8007,18.3
1756,-4.4167,40.8507,6.8
1757,-4.4667,40.734,47.9
1758,-3.2334,41.0174,69.0
1759,-4.2501,40.784,15.8
1760,-4.5334,39.7173,34.2
1761,-2.6,40.7675,47.7
1762,-3.5978,39.3426,48.5
1763,-4.1994,40.6714,22.8
1764,-5.3835,39.634,36.9
1765,-3.9834,40.9674,9.2
1766,-2.8666,41.0913,23.0
1767,-3.3334,41.9174,40.0
1768,-4.7334,39.4173,36.9
1769,-1.2999,42.0674,60.0
1770,-3.6167,42.8841,12.0
1771,-5.1405,36.6011,25.3
1772,-5.1304,36.6506,35.8
1773,-4.9488,36.6637,29.8
1774,-4.9475,36.7264,26.7
1775,-3.3997,37.1384,32.9
1776,-3.1656,37.1764,41.6
1777,-3.4742,36.9344,33.9
1778,-3.2786,36.9637,28.1
1779,-3.0089,42.4065,43.6
1780,-2.9361,42.3852,47.1
1781,-3.0446,42.3401,50.5
1782,-2.9818,42.3127,53.2
1783,-2.6874,42.3101,21.9
1784,-2.672,42.3087,26.3
1785,-2.8447,42.2998,21.1
1786,-2.8945,42.2614,64.9
1787,-2.7812,42.2824,46.9
1788,-2.734,42.25,57.6
1789,-2.578,42.2541,43.1
1790,-2.2339,42.2698,24.4
1791,-3.0875,42.2081,41.2
1792,-3.0694,42.1686,45.3
1793,-2.9,42.2208,38.6
1794,-2.845,42.2306,59.0
1795,-2.5743,42.2294,49.2
1796,-2.7185,42.1737,52.6
1797,-2.6033,42.168,46.2
1798,-2.5182,42.1292,49.5
1799,-2.4651,42.1431,23.7
1800,-1.8048,41.7949,45.7
1801,-0.8361,42.8303,43.8
1802,-0.982,42.4218,48.4
1803,-0.1637,42.4836,47.4
1804,-3.7233,38.5773,35.0
1805,-2.6019,40.5718,29.0
1806,-4.8644,40.5681,20.0
1807,-4.9668,40.4007,27.0
1808,-4.5063,40.8852,15.0
1809,-3.9334,41.3507,2.2
1810,-2.6025,41.0682,4.5
1811,-3.1781,40.5814,33.2
1812,-2.016,39.8629,14.2
1813,-5.8075,39.9601,15.0
1814,-3.9277,41.0166,31.0
1815,-4.5261,40.4038,37.9
1816,-1.509,41.0895,40.0
1817,-2.808,41.1912,29.1
1818,-5.7485,40.2182,20.0
1819,-4.7769,41.5239,2.6
1820,-3.2087,41.1993,61.0
1821,-4.3953,40.3412,18.0
1822,-1.5697,40.4836,27.6
1823,-4.5616,40.9765,55.0
1824,-3.1333,41.2007,53.2
1825,-2.598,40.6398,24.4
1826,-3.6867,43.2889,52.0
1827,-5.1547,41.6963,54.2
1828,-2.4788,40.0641,49.0
1829,-3.679,40.5363,18.0
1830,-3.9285,40.7598,25.0
1831,-2.6734,41.8728,23.8
1832,-4.4673,39.3351,34.5
1833,-4.6635,41.3343,13.1
1834,-4.6031,41.4054,39.3
1835,-3.2017,40.1012,47.1
1836,-5.1672,41.4412,6.7
1837,-4.9745,40.4089,24.4
1838,-6.5027,42.1,31.8
1839,-1.8571,40.1839,53.0
1840,-3.5506,40.3263,17.7
1841,-1.7117,40.541,44.8
1842,-3.8891,40.8898,21.0
1843,-4.3834,39.5173,47.3
1844,-3.6,38.534,34.0
1845,-4.4501,40.7507,34.0
1846,-3.4826,41.148,14.1
1847,-5.3668,39.584,36.5
1848,-1.0999,42.7841,64.3
1849,-4.1501,40.734,20.6
1850,-1.8666,43.2508,36.0
1851,-1.7666,41.3507,44.0
1852,-4.1501,40.8007,18.0
1853,-2.9078,37.0318,25.0
1854,-1.9659,40.0961,25.0
1855,-5.2001,40.634,15.9
1856,-4.5001,41.1174,8.0
1857,-2.4838,40.1001,55.0
1858,-4.4834,40.3507,28.0
1859,-5.0668,40.2174,22.0
1860,-3.0333,40.5674,36.0
1861,-5.7668,40.034,20.6
1862,-3.1833,41.0674,47.8
1863,-4.0667,40.9174,28.1
1864,-0.8207,38.4762,29.1
1865,-6.8836,43.5008,39.5
1866,-0.7499,38.5173,21.5
1867,-2.3138,40.6668,55.0
1868,-4.5667,41.5481,24.0
1869,-3.9334,41.2507,13.5
1870,-5.0001,40.284,17.5
1871,-2.7417,41.9174,33.6
1872,-0.6715,38.5193,38.5
1873,-3.9334,41.0007,32.3
1874,-5.5001,41.517,8.4
1875,-3.3634,41.1482,60.5
1876,-1.9666,40.2007,57.0
1877,-5.5014,41.5174,10.9
1878,-0.5006,38.7518,33.0
1879,-4.5668,40.3174,16.5
1880,-4.5167,41.3314,5.3
1881,-2.8833,40.684,35.0
1882,-4.5167,41.4148,5.9
1883,-4.5334,40.0674,29.0
1884,-6.9002,39.4507,42.0
1885,-0.8332,38.5506,37.5
1886,-3.7334,38.434,27.5
1887,-4.95,41.4981,3.2
1888,-4.3042,42.9975,38.7
1889,-1.7166,40.8674,45.5
1890,-2.6,41.0674,15.0
1891,-1.8907,43.1138,50.9
1892,-1.8509,43.144,40.2
1893,-1.7341,43.2285,47.5
1894,-1.717,42.985,42.3
1895,-1.6724,43.0075,33.2
1896,-1.7218,43.0211,33.2
1897,-1.7592,43.0238,59.0
1898,-1.6054,43.0814,48.6
1899,-1.2802,43.1135,47.3
1900,-1.3117,43.073,35.6
1901,-1.2411,43.0084,59.3
1902,-1.2873,42.9337,54.1
1903,-1.4343,43.1301,45.3
1904,-1.4637,43.1824,44.7
1905,-1.6212,43.1825,44.1
1906,-1.9198,42.9389,59.7
1907,-2.1223,42.8844,46.9
1908,-1.7264,43.2382,51.2
1909,-3.1981,41.7981,56.8
1910,-0.0498,40.7007,44.0
1911,-5.7516,39.5367,50.5
1912,-5.0473,41.344,22.0
1913,-3.9667,41.2841,4.3
1914,-1.934,39.9973,51.0
1915,-2.7,42.2007,26.9
1916,-2.0999,40.9174,26.1
1917,-2.9339,37.889,47.0
1918,-3.0667,41.2031,59.3
1919,-6.0204,39.8601,34.5
1920,-4.3296,41.0256,5.0
1921,-4.6178,41.3648,3.0
1922,-4.0217,40.8607,21.0
1923,-3.7953,41.2941,49.0
1924,-5.4146,43.4705,59.9
1925,-0.9149,41.5896,45.0
1926,-3.4081,43.1188,38.1
1927,-4.7351,40.1487,26.0
1928,-2.4411,41.0188,35.3
1929,-4.3309,41.191,7.9
1930,-4.7119,41.4039,5.9
1931,-5.3243,40.2094,28.0
1932,-5.2485,40.4768,18.0
1933,-4.6868,40.7179,9.6
1934,-2.9397,40.5896,35.5
1935,0.0022,38.8616,46.1
1936,-0.6832,42.5174,40.5
1937,-8.5712,42.1902,26.6
1938,-3.8597,38.3671,28.5
1939,-1.6205,40.4976,44.1
1940,-3.8698,38.3499,43.6
1941,-5.0668,40.184,32.5
1942,-4.2994,41.1669,29.5
1943,-1.7222,40.2279,53.0
1944,-6.2335,42.2507,30.5
1945,-4.2347,38.4088,23.0
1946,-5.9819,38.7603,54.4
1947,-0.6238,42.7411,53.1
1948,-4.3207,41.6342,36.3
1949,-4.7491,39.6349,47.5
1950,-5.3278,43.1095,50.9
1951,-5.0478,41.5846,41.0
1952,-5.0474,41.5848,41.0
1953,-1.8869,37.0329,38.0
1954,-6.5669,40.434,54.9
1955,-2.9481,41.9309,18.4
1956,-6.2665,41.4507,33.2
1957,-3.9237,40.9841,23.5
1958,-4.7766,39.6147,58.6
1959,-5.45,41.5167,81.0
1960,2.5359,41.9461,32.3
1961,2.5703,41.9372,32.7
1962,2.5706,41.9372,23.5
1963,2.5338,41.902,18.4
1964,2.5031,41.8716,28.3
1965,2.5187,41.8218,8.8
1966,2.5195,41.8718,17.7
1967,2.4569,41.871,18.0
1968,2.4887,41.8117,13.0
1969,2.541,41.9002,11.9
1970,2.4779,42.1398,33.5
1971,2.5251,42.1475,23.1
1972,2.7436,42.4097,24.6
1973,2.5896,41.6599,53.3
1974,2.5618,41.6733,44.4
1975,2.4386,41.8962,22.0
1976,2.4469,41.9052,29.8
1977,2.7168,41.9951,53.7
1978,2.7145,42.0065,39.3
1979,2.9215,41.9878,35.3
1980,2.5976,41.9715,28.2
1981,2.5884,41.9706,23.5
1982,2.5564,42.0171,50.9
1983,2.6002,41.8786,17.7
1984,2.693,41.8012,25.2
1985,2.625,41.786,24.1
1986,2.6013,41.8213,19.2
1987,2.5953,41.8328,16.1
1988,0.7219,42.8466,61.9
1989,0.8088,42.8133,50.4
1990,0.814,42.7782,48.4
1991,0.8404,42.776,47.0
1992,0.7139,42.674,49.6
1993,0.7701,42.6213,23.1
1994,1.7645,42.28,54.9
1995,1.8322,42.2915,27.3
1996,1.9496,42.2341,40.5
1997,1.756,42.0961,41.1
1998,2.1003,42.2705,45.2
1999,2.1822,42.2566,44.9
2000,2.1917,42.2558,46.3
2001,2.3509,42.1981,50.8
2002,2.4106,42.2012,44.5
2003,2.2959,42.108,40.1
2004,2.3769,42.1051,48.4
2005,2.3807,42.1077,44.3
2006,2.4334,42.0757,61.4
2007,2.4824,42.1395,27.1
2008,2.5121,42.1512,47.3
2009,2.9421,42.4689,41.9
2010,2.4479,41.7935,18.0
2011,2.4828,41.7982,17.6
2012,-7.362,43.4262,50.8
2013,-7.683,42.9848,19.0
2014,-7.5327,42.9995,23.4
2015,-6.9807,42.9688,42.1
2016,-7.2153,42.8518,53.2
2017,-6.9018,42.8397,65.6
2018,-7.0949,42.8186,33.9
2019,-7.0424,42.8145,44.8
2020,-7.6085,42.7856,21.9
2021,-7.2748,42.7413,61.7
2022,-7.1977,42.5883,54.6
2023,-7.2009,42.4244,34.9
2024,-8.2177,42.8164,50.5
2025,-8.1637,42.7788,51.3
2026,-8.11,42.636,51.0
2027,-7.79,42.7141,28.8
2028,-7.7196,42.5633,32.7
2029,-7.4735,42.4112,41.0
2030,-7.0779,42.4574,46.4
2031,-7.2789,42.3637,20.3
2032,-7.1597,42.3055,45.5
2033,-7.1052,42.1673,21.1
2034,-1.54,42.6916,56.0
2035,-1.1831,42.6541,32.3
2036,-1.5756,43.0009,54.9
2037,-1.5698,42.9873,47.7
2038,-1.5795,42.9929,44.0
2039,-1.6166,43.0311,41.7
2040,-1.6431,43.0436,39.8
2041,-0.8324,42.9247,56.8
2042,-0.8335,42.9181,33.6
2043,-0.903,42.9365,43.1
2044,-0.8986,42.9214,50.1
2045,-2.0177,42.9731,39.8
2046,-2.0057,42.9604,76.5
2047,-1.9798,42.9665,79.0
2048,-1.9454,42.9698,66.9
2049,-1.8906,42.9513,59.5
2050,-1.8723,42.9421,58.8
2051,-1.8878,43.0386,43.5
2052,-1.8815,43.0457,47.5
2053,-1.5075,43.0775,40.0
2054,-1.5338,43.0553,46.4
2055,-1.6382,43.0548,60.7
2056,-1.5875,43.0723,46.5
2057,-1.4158,43.2023,41.5
2058,-1.4448,43.2243,25.0
2059,-1.4581,43.2335,49.5
2060,-1.4132,43.1618,57.5
2061,-1.4806,43.0231,41.0
2062,-1.5318,43.0373,44.0
2063,-1.4305,43.0143,51.0
2064,-1.1526,42.9931,54.0
2065,-1.1837,42.9773,63.5
2066,-1.2557,42.9028,33.0
2067,-1.6612,43.0695,50.5
2068,-1.6992,43.0753,55.5
2069,-1.7271,43.1486,46.8
2070,-1.7705,43.0716,60.5
2071,-1.8053,43.1143,44.0
2072,-1.8825,43.125,45.0
2073,-1.0982,42.4456,45.0
2074,-0.8393,42.866,46.2
2075,-0.8374,42.8688,63.8
2076,-2.1809,42.7826,46.0
2077,-2.2148,42.8063,80.5
2078,-2.238,42.8145,20.5
2079,-1.2515,42.8767,70.5
2080,-1.3111,42.9361,41.0
2081,-1.3454,43.0302,38.0
2082,-1.4029,42.9914,60.0
2083,-1.3793,43.0001,54.5
2084,-2.0636,42.7988,50.0
2085,-2.0511,42.7972,60.0
2086,-1.4493,42.6544,62.0
2087,-1.0755,42.9855,64.5
2088,-1.0119,42.9638,53.0
2089,-1.2038,42.9597,58.2
2090,-1.2633,42.9804,38.5
2091,-2.4623,42.6114,38.0
2092,-2.14,42.7364,37.0
2093,-2.2547,42.7462,67.5
2094,-2.0354,42.7842,64.5
2095,-2.0625,42.9339,48.0
2096,-1.9383,42.9579,47.5
2097,-1.9998,42.8676,39.0
2098,-2.1039,42.864,43.0
2099,-1.7565,43.0366,54.0
2100,-1.7537,42.9913,63.0
2101,-1.8519,43.0508,34.5
2102,-1.8143,42.8388,49.1
2103,-1.8039,42.9333,57.0
2104,-2.0932,42.8417,59.0
2105,-1.2919,43.0105,56.7
2106,-2.0966,42.9432,57.2
2107,-1.7037,42.9772,49.5
2108,-2.5746,42.765,60.0
2109,-2.5171,42.7854,57.0
2110,-2.4079,42.6967,44.5
2111,-2.3632,42.7694,56.0
2112,-2.3105,42.7808,37.5
2113,-2.2333,42.8459,37.5
2114,-2.3273,42.9231,42.5
2115,-2.9179,42.9602,65.0
2116,-2.8713,42.9269,56.5
2117,-2.8859,42.98,66.5
2118,-2.8613,43.0295,64.0
2119,-2.6303,43.0632,58.5
2120,-2.6674,43.0237,54.0
2121,-2.7361,43.0239,58.3
2122,-2.6075,42.9866,64.0
2123,-3.2302,42.8664,32.5
2124,-3.2217,42.8889,52.2
2125,-2.7463,42.6286,45.8
2126,-2.6573,42.6238,61.0
2127,-2.0452,43.0994,56.0
2128,-2.3649,43.0773,55.0
2129,-2.5537,42.9675,57.0
2130,-1.894,43.2404,47.2
2131,-1.8248,43.2523,30.0
2132,-2.2794,42.9328,62.5
2133,-2.2104,42.9584,59.5
2134,-2.0728,42.979,65.0
2135,-6.6861,37.8888,55.0
2136,-6.6814,37.8932,54.5
2137,-6.6791,37.8967,58.3
2138,-6.6666,37.8956,71.2
2139,-6.6049,37.9043,60.1
2140,-6.5528,37.8969,29.4
2141,-6.5686,37.9017,49.4
2142,-6.5653,37.8981,59.6
2143,-5.728,37.9493,61.9
2144,-5.4316,37.8972,51.9
2145,-5.5722,37.9177,55.6
2146,-5.2609,36.5785,36.9
2147,-3.5869,43.1156,36.3
2148,-3.4266,43.126,39.8
2149,-3.2952,43.1769,25.8
2150,-3.3427,43.0651,40.7
2151,-3.191,43.0232,64.8
2152,-2.9979,42.9449,62.7
2153,-3.832,42.9415,25.5
2154,-3.6978,42.9633,21.5
2155,-4.1167,42.7147,46.0
2156,-3.8529,42.6857,52.6
2157,-3.3372,42.7094,36.6
2158,-3.1895,42.7045,40.0
2159,-3.1981,42.35,26.9
2160,-3.1429,42.3387,29.1
2161,-5.1983,36.5804,34.1
2162,-0.9617,38.5381,31.0
2163,-0.9417,38.534,37.0
2164,-0.9719,38.5387,41.0
2165,-1.4722,43.0149,58.7
2166,-6.0488,40.5023,26.4
2167,-4.9744,40.3899,23.3
2168,-2.7032,40.6316,46.0
2169,-2.7255,40.6649,49.0
2170,-4.5272,41.1258,15.0
2171,-3.2449,40.9857,9.0
2172,-4.9906,40.1859,21.0
2173,-4.9403,40.2391,14.1
2174,-2.1085,40.766,58.5
2175,-4.141,39.4316,32.0
2176,-3.2555,40.9524,57.0
2177,-4.3328,40.3698,19.0
2178,-4.1386,40.6116,39.5
2179,-4.9956,40.3885,20.0
2180,-2.2536,40.9709,25.0
2181,-1.8857,40.2599,31.5
2182,-3.227,40.3658,43.0
2183,-3.544,40.9973,25.1
2184,-1.8702,41.0147,40.0
2185,-4.1574,40.5181,20.5
2186,-2.7403,40.5163,20.0
2187,-4.0001,40.9007,23.6
2188,-3.2878,41.1351,47.4
2189,-4.967,40.3888,14.5
2190,-3.2536,41.6901,17.5
2191,-4.4335,40.3241,21.0
2192,-3.4995,40.857,45.0
2193,-3.4636,40.8959,38.0
2194,-2.6186,41.1749,17.0
2195,-0.0949,40.4364,49.3
2196,-0.0852,40.436,36.1
2197,-5.7551,41.1798,19.2
2198,-5.7952,41.1923,12.0
2199,-5.7835,41.1927,7.3
2200,-5.7627,41.1735,4.2
2201,-5.7836,41.1933,6.6
2202,-5.7734,41.1943,7.7
2203,-0.0975,40.9304,16.3
2204,-0.099,40.9312,32.0
2205,-0.0977,40.9336,14.7
2206,-0.0977,40.9341,18.6
2207,-0.3182,41.3213,39.5
2208,-0.3469,41.3691,25.0
2209,-0.3456,41.3724,36.4
2210,-5.8941,41.2324,18.3
2211,-0.023,41.5819,44.5
2212,-0.0196,41.5801,45.4
2213,-0.4292,40.5975,32.9
2214,-0.0908,40.4345,61.8
2215,-5.8138,41.2706,24.3
2216,-5.8087,41.2662,29.8
2217,-0.4165,40.6645,32.1
2218,-0.4186,40.6619,27.7
2219,-0.3771,40.4925,42.5
2220,-0.6281,40.5224,25.7
2221,-0.6338,40.5268,25.5
2222,-0.5694,40.668,35.3
2223,-0.4086,40.5901,26.1
2224,-5.7249,41.1644,14.3
2225,-4.0382,40.8579,30.0
2226,-5.158,40.2357,18.8
2227,-0.0922,40.4093,57.1
2228,-4.0072,40.7537,20.0
2229,-3.6813,40.8334,24.0
2230,-3.7627,40.8501,17.0
2231,-2.4997,37.9451,36.0
2232,-5.3009,39.9861,18.1
2233,-4.5027,41.1996,2.0
2234,-4.9909,40.3741,25.0
2235,-4.1396,40.6128,17.1
2236,-4.7204,40.9839,11.3
2237,-4.5601,41.3158,6.0
2238,-3.8283,40.707,16.0
2239,-4.2159,40.7138,27.2
2240,-3.6698,41.0399,38.0
2241,-4.7353,40.1438,23.3
2242,-3.8977,40.4698,17.0
2243,-4.7801,41.3127,16.0
2244,-4.0271,41.4996,47.0
2245,-5.0334,40.4174,30.0
2246,-4.0263,40.8903,31.0
2247,-3.6274,40.5752,10.0
2248,-5.1079,39.9863,22.0
2249,-1.7378,40.6067,49.9
2250,-3.65,40.8,16.0
2251,-3.651,41.1089,19.6
2252,-4.2015,40.3063,10.2
2253,-4.1838,40.651,26.0
2254,-4.09,38.9425,37.0
2255,-4.5791,40.3051,22.1
2256,-8.0755,43.6359,8.5
2257,-8.9685,42.9773,18.9
2258,-8.5525,43.0143,27.0
2259,-8.0171,43.051,49.2
2260,-8.4965,43.1816,19.7
2261,-7.8033,43.546,11.3
2262,-7.9063,43.3265,33.3
2263,-8.7121,42.7185,5.7
2264,-8.7495,43.15,24.0
2265,-8.0491,43.7096,15.5
2266,-8.6239,42.8714,10.6
2267,-8.3556,42.9413,18.4
2268,-8.5113,43.1704,20.1
2269,-8.0833,43.2848,11.8
2270,-9.1047,43.0331,14.2
2271,-7.9639,43.194,51.3
2272,-8.2032,42.8687,9.3
2273,-8.6836,43.0976,35.3
2274,-8.3946,43.1567,17.5
2275,-8.2923,43.2291,36.8
2276,-7.8057,43.7081,25.3
2277,-8.6832,42.8526,4.8
2278,-8.727,42.6713,49.7
2279,-8.0234,42.794,11.5
2280,-8.3198,42.6363,7.6
2281,-8.3193,42.6228,5.4
2282,-8.6419,42.6053,6.4
2283,-8.5533,42.5519,7.6
2284,-7.9439,42.6492,20.6
2285,-8.2613,42.7336,9.7
2286,-8.7419,42.6177,12.3
2287,-8.1276,42.644,10.6
2288,-8.7011,42.3511,28.0
2289,-8.3384,42.6008,8.9
2290,-8.6401,42.7174,11.1
2291,-8.4304,42.7472,9.0
2292,-8.6677,42.5793,10.5
2293,-8.2466,42.6322,2.0
2294,-8.0632,42.7439,48.9
2295,-8.2939,42.7653,31.4
2296,-8.134,42.5733,46.6
2297,-7.2574,43.245,30.3
2298,-7.8875,42.6302,9.0
2299,-7.4835,43.2672,7.9
2300,-7.33,42.817,27.9
2301,-7.3817,42.7574,21.0
2302,-7.6156,42.5155,14.3
2303,-7.7046,42.8349,31.6
2304,-7.5541,43.2775,5.7
2305,-7.4262,42.8098,6.0
2306,-7.7163,42.8905,31.8
2307,-7.6456,43.7334,22.2
2308,-7.6634,42.8156,14.5
2309,-7.5019,42.841,12.4
2310,-7.4869,43.0799,11.8
2311,-7.623,43.4206,6.4
2312,-7.6383,42.5086,6.9
2313,-7.2889,43.3963,18.7
2314,-7.148,42.8521,27.3
2315,-7.3741,43.4192,27.4
2316,-7.7586,42.0876,20.2
2317,-7.5188,42.3099,19.0
2318,-7.8299,42.0884,12.5
2319,-7.5204,42.033,21.6
2320,-7.3676,42.3633,16.6
2321,-7.0853,42.403,16.9
2322,-6.9882,42.3406,22.3
2323,-8.1951,42.3693,13.9
2324,-7.7454,42.3558,1.2
2325,-7.0526,42.2422,10.4
2326,-6.9755,42.0377,28.3
2327,-7.3122,42.3467,20.2
2328,-6.9915,42.373,45.5
2329,-6.875,42.4056,24.0
2330,-7.8234,42.2427,8.5
2331,-8.1003,42.1228,4.5
2332,-7.5719,42.1345,11.3
2333,-6.9639,42.0393,25.2
2334,-7.2984,42.4091,13.7
2335,-7.6284,42.2365,2.8
2336,-7.6303,42.2339,25.9
2337,-7.6432,42.311,8.9
2338,-7.3067,41.9859,11.2
2339,-7.5363,41.9994,12.0
2340,-3.8783,43.033,18.4
2341,-4.7715,43.1458,30.1
2342,-4.4493,43.3806,20.0
2343,-4.2325,43.0678,14.5
2344,-4.4641,43.2512,14.7
2345,-4.517,43.2496,31.3
2346,-4.2554,43.3761,24.7
2347,-4.1061,43.4114,16.2
2348,-4.2756,43.3696,20.0
2349,-4.0897,42.9812,9.2
2350,-4.4001,43.0386,19.6
2351,-4.2262,43.0599,32.5
2352,-4.76,43.0674,30.2
2353,-3.3328,43.3924,25.2
2354,-4.4468,43.2496,18.1
2355,-3.426,43.3079,18.3
2356,-3.4144,43.4093,15.6
2357,-4.4738,43.3731,8.6
2358,-4.1722,43.3842,7.9
2359,-3.8299,43.082,12.4
2360,-4.1433,43.2913,9.0
2361,-4.1208,42.7981,11.5
2362,-4.2811,43.0121,23.2
2363,-4.0573,43.3421,25.9
2364,-5.6126,43.3905,42.6
2365,-5.4355,43.439,38.3
2366,-5.3847,43.4725,19.8
2367,-5.4713,43.4523,28.3
2368,-5.5463,43.4091,16.9
2369,-5.7435,43.4856,38.4
2370,-5.76,43.184,24.3
2371,-5.5907,43.5414,20.2
2372,-5.0399,43.3049,26.9
2373,-5.1832,43.4666,38.3
2374,-5.3883,43.5102,20.5
2375,-5.0656,43.3171,9.9
2376,-5.7752,43.5848,20.8
2377,-5.2523,43.3455,21.8
2378,-2.5913,43.023,25.3
2379,-2.433,42.6882,27.5
2380,-2.5756,42.6281,10.0
2381,-2.7237,42.6348,4.0
2382,-2.6051,42.9569,27.9
2383,-2.7137,42.6965,28.8
2384,-2.4212,42.5149,51.7
2385,-2.3085,42.7952,58.8
2386,-2.2686,42.812,27.0
2387,-2.5565,42.8248,22.3
2388,-2.4872,42.625,25.1
2389,-2.7847,42.6539,8.0
2390,-2.5311,42.6265,16.9
2391,-2.5979,42.9568,38.4
2392,-2.628,42.8471,24.5
2393,-1.8833,42.8091,36.1
2394,-2.1319,42.7508,30.6
2395,-1.9733,42.7327,15.2
2396,-1.8055,42.4966,6.3
2397,-1.9861,42.5073,21.9
2398,-2.0597,42.6271,13.1
2399,-1.9859,42.5077,14.3
2400,-1.8777,42.5202,13.1
2401,-1.8619,42.7841,13.8
2402,-2.17,42.8341,17.1
2403,-2.1861,42.7938,7.2
2404,-1.081,42.9083,22.0
2405,-1.0932,42.9293,32.9
2406,-1.5999,42.9877,33.0
2407,-1.6019,42.991,35.8
2408,-1.7694,42.9924,23.5
2409,-1.1902,42.6535,40.5
2410,-1.3038,42.6594,13.3
2411,-1.2863,42.6224,19.8
2412,-1.2105,42.6166,4.3
2413,-1.3638,42.628,3.8
2414,-1.3499,42.0674,28.5
2415,-1.2943,42.8085,11.0
2416,-1.4916,42.8327,46.6
2417,-1.2707,42.823,33.2
2418,-1.2082,42.616,38.2
2419,-1.6138,42.3563,6.2
