,Longitude,Latitude,K [mg/kg]
2421,-0.1335,42.6183,0.41
2422,-0.1281,42.6218,0.26
2423,-0.1349,42.6181,0.53
2424,-0.1333,42.6174,0.55
2425,-0.1291,42.6177,0.53
2426,-0.133,42.6171,0.35
2427,-0.133,42.6171,0.2
2428,-0.1346,42.6194,0.33
2429,-0.1354,42.6175,0.26
2430,-0.1271,42.619,1.48
2431,-0.1302,42.6197,1.21
2432,-0.1325,42.6202,0.3
2433,-0.1245,42.6181,0.33
2434,-0.1324,42.6181,0.28
2435,-0.1301,42.6191,0.33
2436,-0.1309,42.6306,0.52
2437,-0.1328,42.6201,0.18
2438,-0.1204,42.621,0.37
2439,-0.1256,42.6172,0.62
2440,-0.1266,42.6144,0.43
2441,-0.1206,42.618,0.3
2442,-0.1195,42.6172,0.7
2443,-0.1329,42.6221,0.26
2444,-0.1137,42.617,0.63
2445,-0.1213,42.6176,0.32
2446,-0.1318,42.6192,0.43
2447,-2.3333,42.0674,0.7
2448,-4.1501,40.5665,0.85
2449,-4.1513,40.5674,1.43
2450,-4.1501,40.584,1.87
2451,-4.1167,40.7007,2.6
2452,-5.7501,37.834,0.4
2453,-3.8667,40.9007,0.26
2454,-3.75,40.6507,0.13
2455,-4.0167,39.8507,0.76
2456,-3.6667,38.834,0.76
2457,-5.3835,39.3673,0.52
2458,-5.3834,39.3673,0.26
2459,-5.7168,40.1175,0.26
2460,-5.7168,40.1174,0.26
2461,-2.5512,37.7506,0.4
2462,-2.7333,37.5506,0.6
2463,-2.5645,37.5833,0.6
2464,-2.5704,37.584,0.2
2465,-2.5666,37.5839,0.8
2466,-2.5666,37.584,0.1
2467,-2.5662,37.5841,0.2
2468,-2.7,37.6006,0.2
2469,-3.7167,37.1005,0.2
2470,-3.718,37.0997,0.2
2471,-3.9167,37.0839,0.4
2472,-1.9499,43.0008,0.65
2473,-2.0666,42.8175,0.4
2474,-2.3833,37.6173,0.88
2475,-2.2333,37.6506,0.61
2476,-2.3833,37.5506,0.49
2477,-2.4498,37.6006,1.03
2478,-2.4506,37.6006,1.02
2479,-2.45,37.5999,1.54
2480,-1.8666,37.0506,0.5
2481,-1.83,37.3808,0.26
2482,-1.8999,37.1673,0.02
2483,-1.8999,37.0506,0.07
2484,-2.05,36.8173,0.24
2485,-2.1,36.8173,0.88
2486,-2.1166,36.7839,0.76
2487,-2.1189,37.3665,0.1
2488,-1.8999,37.4839,0.2
2489,-2.0666,37.4673,0.2
2490,-2.3666,37.0506,0.1
2491,-1.8666,37.4673,0.2
2492,-2.1166,37.3673,0.2
2493,-2.45,37.7003,0.31
2494,-2.45,37.7006,0.59
2495,-2.4553,37.7007,0.65
2496,-2.8833,37.3173,0.13
2497,-2.8667,37.2839,0.32
2498,-3.1333,37.3009,0.29
2499,-2.8333,37.2839,0.31
2500,-2.8333,37.2838,0.22
2501,-3.1167,37.2839,0.34
2502,-2.9833,37.3173,0.03
2503,-2.95,37.3339,0.2
2504,-2.9667,37.2673,0.16
2505,-3.0833,37.3173,0.04
2506,-2.8834,37.2504,0.09
2507,-2.9992,37.1673,0.08
2508,-3.15,37.3006,0.16
2509,-3.1831,37.3173,0.1
2510,-2.8667,37.2173,0.05
2511,-3.1333,37.3006,0.12
2512,-2.8333,37.3839,0.6
2513,-2.7167,37.4673,0.1
2514,-2.8333,37.4173,1.4
2515,-2.7649,37.483,0.1
2516,-2.5833,37.3673,0.1
2517,-2.5833,37.4499,1.5
2518,-2.75,37.4576,0.1
2519,-2.749,37.4704,0.5
2520,-2.7644,37.4666,0.6
2521,-2.8167,37.1006,1.2
2522,-2.7667,37.3506,0.4
2523,-2.7499,37.4673,0.3
2524,-5.4001,38.0506,0.24
2525,-6.5835,37.7506,0.32
2526,-4.6501,40.5174,0.1
2527,-4.6668,40.4674,0.2
2528,-4.5168,40.534,0.2
2529,-4.4001,40.5674,0.2
2530,-4.4237,40.5671,0.1
2531,-6.7002,40.2674,0.2
2532,-6.7002,40.2007,0.2
2533,-6.6002,40.2174,0.2
2534,-6.6669,40.1507,0.1
2535,-6.5002,40.1674,0.2
2536,-5.7502,40.1007,0.2
2537,-5.8335,40.034,0.3
2538,-5.7502,40.0507,0.3
2539,-5.6501,40.1174,0.1
2540,-5.4667,40.1007,0.2
2541,-5.4501,40.1174,0.4
2542,-6.3169,40.3007,0.2
2543,-6.4169,40.234,0.1
2544,-6.4669,40.4507,0.1
2545,-2.7,38.0006,0.5
2546,-2.7,38.0006,0.5
2547,-2.6998,37.9766,0.5
2548,-2.9266,37.9006,0.8
2549,-2.9,37.9006,0.7
2550,-3.0833,41.1507,0.39
2551,-3.1167,41.0674,0.19
2552,-3.1165,41.134,0.27
2553,-3.1001,41.5674,0.24
2554,-3.1,41.5674,0.63
2555,-3.1167,41.1345,0.2
2556,-3.0832,41.184,0.51
2557,-3.3333,41.084,0.62
2558,-2.25,40.7007,0.42
2559,-3.4,41.2507,0.5
2560,-6.3519,37.0503,0.2
2561,-6.3402,37.0352,0.1
2562,-2.9667,37.9006,1.38
2563,-2.9501,38.0673,1.53
2564,-2.9477,38.0662,1.9
2565,-2.9594,38.0673,1.26
2566,-2.9467,38.0667,0.97
2567,-2.6166,42.5174,0.75
2568,-6.3505,37.0496,0.5
2569,-6.4085,37.0864,0.4
2570,-2.8833,37.9006,1.94
2571,-2.95,38.0674,1.27
2572,-2.9027,37.8923,1.34
2573,-2.9003,37.9003,0.53
2574,-3.1499,37.0673,0.19
2575,-3.15,37.0673,0.19
2576,-3.15,37.0673,0.2
2577,-4.2667,43.0674,1.49
2578,-8.5337,42.8674,0.25
2579,-8.5336,42.8668,0.37
2580,-8.5338,42.8676,0.09
2581,-8.5336,42.8674,0.12
2582,-8.5336,42.8668,0.22
2583,-3.4334,40.1673,0.2
2584,-3.4,40.1174,0.31
2585,-3.4294,40.1674,0.12
2586,-3.4167,40.1507,0.6
2587,-2.9,37.5506,0.29
2588,-3.1,37.1006,0.53
2589,-2.1499,42.8174,0.19
2590,-2.15,42.8174,0.1
2591,-2.2333,42.8174,0.73
2592,-2.06,42.8174,0.1
2593,-1.7166,43.0008,0.58
2594,-4.5501,40.1674,0.89
2595,-4.3001,40.2674,0.38
2596,-4.5398,40.165,0.64
2597,-4.7501,40.1507,0.26
2598,-4.7168,40.134,0.26
2599,-4.8834,39.884,0.38
2600,-4.9334,39.634,0.13
2601,-4.8001,39.5673,0.13
2602,-3.9,39.9007,0.51
2603,-3.3167,39.8673,0.51
2604,-3.3333,39.834,1.02
2605,-1.8499,41.7674,0.18
2606,-1.8154,41.7999,0.99
2607,-1.8166,41.8006,0.13
2608,-1.8166,41.7507,0.19
2609,-1.8166,41.7507,0.35
2610,-1.7833,41.8341,0.28
2611,-0.1164,42.7015,0.32
2612,-0.1165,42.7008,0.3
2613,-0.1165,42.7008,0.5
2614,-0.4499,42.6507,0.59
2615,-0.4498,42.6508,0.56
2616,-0.8499,42.7841,0.3
2617,-0.8665,42.8008,0.49
2618,-0.9165,42.7841,0.25
2619,-0.9332,42.435,0.28
2620,-0.9329,42.4341,0.25
2621,-0.7832,42.6341,0.57
2622,-0.7666,42.6341,0.39
2623,-0.7665,42.6342,0.29
2624,-0.7332,42.8838,0.22
2625,-0.7332,42.8841,0.26
2626,-0.7305,42.884,0.34
2627,-0.1831,42.7016,0.34
2628,-0.1831,42.7008,0.22
2629,-0.1833,42.7008,0.19
2630,0.5836,42.5843,3.86
2631,0.5835,42.5841,1.23
2632,0.6335,42.6008,0.51
2633,0.6835,42.7174,0.19
2634,0.6834,42.7008,0.13
2635,0.6835,42.7008,0.26
2636,1.9832,42.3174,0.5
2637,1.9837,42.3175,0.47
2638,1.9836,42.3174,0.63
2639,1.9836,42.3174,0.82
2640,1.9834,42.3183,0.55
2641,-0.2659,39.0673,0.44
2642,-0.2666,39.0674,0.34
2643,-0.2664,39.0674,0.33
2644,-0.2665,39.0674,0.17
2645,-0.2667,39.0675,0.7
2646,0.0335,42.2841,0.47
2647,0.0335,42.2841,0.63
2648,0.0337,42.2842,0.55
2649,0.0335,42.2841,0.82
2650,0.0334,42.2841,0.5
2651,-5.2668,40.4174,0.1
2652,-5.3501,40.434,0.1
2653,-5.9002,39.8673,0.1
2654,-5.1668,40.3007,0.1
2655,-5.2501,40.334,0.1
2656,2.6502,39.6831,1.02
2657,2.6501,39.6832,1.49
2658,2.6503,39.6842,1.01
2659,2.65,39.6826,1.49
2660,2.8003,39.5673,0.94
2661,3.0003,39.3507,0.56
2662,2.0003,41.3174,0.4
2663,0.0502,41.284,0.86
2664,0.0668,41.2674,1.01
2665,1.6336,41.6841,1.22
2666,1.2002,41.8341,0.1
2667,1.2502,42.1174,2.21
2668,0.9836,41.3674,0.54
2669,-1.0666,39.1173,1.34
2670,-1.1166,39.084,0.7
2671,-1.1499,39.134,0.35
2672,-1.0832,39.0673,0.28
2673,-1.1999,39.0173,1.4
2674,-0.9832,39.0507,0.77
2675,-0.9832,39.084,0.6
2676,-0.9832,39.1673,0.57
2677,-1.2166,39.0673,0.6
2678,-0.9666,39.1007,0.61
2679,-0.9332,39.0173,0.79
2680,-1.1666,39.134,1.08
2681,-1.1832,39.134,1.57
2682,-0.8999,39.1673,0.52
2683,-0.8999,39.1007,0.38
2684,-1.2166,39.084,0.8
2685,-1.0999,39.0673,1.1
2686,1.9003,41.4341,0.16
2687,1.9006,41.4345,0.22
2688,1.9003,41.434,0.26
2689,1.9008,41.4357,0.16
2690,1.8996,41.4355,0.27
2691,-8.017,42.9008,0.3
2692,-7.6503,42.8174,0.14
2693,-7.5003,42.5008,0.21
2694,-7.2992,42.2674,0.05
2695,-7.301,42.2674,0.17
2696,-7.3003,42.2682,0.31
2697,-7.2336,42.3007,0.25
2698,-7.5836,42.3008,0.35
2699,-7.5836,42.3007,0.48
2700,-7.6669,42.3007,0.2
2701,-7.7669,42.5841,0.79
2702,-7.8503,42.8508,0.1
2703,-7.8503,42.8508,0.11
2704,-7.8336,43.4342,0.24
2705,-7.8336,43.4341,0.27
2706,-8.0003,43.6841,0.07
2707,-8.0003,43.6841,0.07
2708,1.8836,41.434,0.16
2709,1.8837,41.4341,0.22
2710,1.8808,41.418,0.26
2711,1.8837,41.4175,0.16
2712,1.8836,41.4174,0.27
2713,1.9836,41.6342,0.74
2714,1.9836,41.6353,1.46
2715,1.9837,41.6341,1.75
2716,0.9002,41.3507,0.34
2717,-4.7334,40.234,0.35
2718,-4.7668,40.3007,0.2
2719,-4.8168,40.3007,0.11
2720,-4.8001,40.334,0.04
2721,-3.9167,40.6007,0.28
2722,-3.75,40.734,0.66
2723,-3.7167,40.984,0.48
2724,-3.75,40.734,0.46
2725,-3.8,40.984,0.08
2726,-4.0667,40.7507,0.23
2727,-3.9501,40.834,0.56
2728,-3.8334,40.0674,0.4
2729,-4.0168,39.884,0.46
2730,-4.0667,39.9007,0.32
2731,-4.0834,39.9007,0.66
2732,-7.3004,42.2521,0.17
2733,-7.3004,42.2508,0.12
2734,-7.2997,42.2506,0.14
2735,-7.2986,42.2504,0.31
2736,-7.3003,42.239,0.05
2737,-7.3002,42.2507,0.25
2738,-7.3,42.2494,0.05
2739,-7.6003,42.3341,0.35
2740,-7.6003,42.3341,0.48
2741,-7.867,42.8508,0.2
2742,-3.8667,43.1841,1.87
2743,-4.8168,43.1508,0.83
2744,-7.8177,43.1273,0.11
2745,-7.8172,43.1174,0.12
2746,-8.3394,43.0535,0.25
2747,-7.6505,43.2174,0.11
2748,-7.6503,43.2173,0.12
2749,-8.0336,43.0674,0.21
2750,-1.7833,43.3008,0.3
2751,-2.2,43.0841,0.3
2752,-2.35,43.0841,0.2
2753,-2.5166,43.0008,0.1
2754,-2.2666,43.0174,0.4
2755,-2.4166,43.1008,0.9
2756,-2.25,43.0841,0.2
2757,-2.4001,43.0197,0.2
2758,-2.2666,43.0175,0.3
2759,-2.2333,43.1841,0.2
2760,-2.0333,43.1341,0.3
2761,-2.4014,43.0341,0.3
2762,-2.0166,43.1174,0.1
2763,-2.25,43.0674,0.2
2764,-2.2333,43.1841,0.3
2765,-2.1826,43.1802,0.3
2766,-5.3501,39.4673,0.26
2767,-5.4001,39.4673,0.26
2768,-5.4001,39.4674,0.26
2769,-4.9501,40.934,2.1
2770,-4.9334,41.284,0.1
2771,-3.1667,40.7674,0.44
2772,-2.55,41.1174,0.63
2773,-1.8666,40.984,0.5
2774,-3.0833,40.7507,0.33
2775,-3.15,40.734,0.88
2776,-2.6667,40.784,0.54
2777,-1.6333,40.784,0.14
2778,-1.6333,40.784,0.14
2779,-0.5665,41.5507,0.05
2780,0.9669,41.3674,0.9
2781,-0.6665,41.1174,0.48
2782,0.0168,42.3007,0.7
2783,0.0502,42.3174,0.49
2784,0.0835,42.3507,0.6
2785,0.1168,42.3674,0.77
2786,0.1335,42.4508,0.35
2787,0.1669,42.6341,0.38
2788,0.2169,42.4674,0.47
2789,0.2169,42.4508,0.46
2790,0.3835,42.4341,0.43
2791,0.4169,42.468,0.51
2792,0.4169,42.4508,0.57
2793,0.4169,42.4508,0.18
2794,0.4002,42.4174,3.65
2795,0.3502,42.4174,0.18
2796,0.3169,42.3841,0.32
2797,0.2002,42.3174,0.77
2798,0.1002,42.4174,0.49
2799,0.1502,42.3841,0.44
2800,-1.851,38.1008,48.2
2801,-1.851,38.1006,32.5
2802,-1.8495,38.1007,24.1
2803,-1.8499,38.1018,10.8
2804,-1.8511,38.1011,15.9
2805,-2.7666,37.4838,0.8
2806,-2.7647,37.4839,0.4
2807,-2.7665,37.4832,0.2
2808,-2.7667,37.4839,0.2
2809,-2.7667,37.4839,0.3
2810,-2.7671,37.4843,0.1
2811,-2.767,37.4837,0.2
2812,-2.7659,37.4872,0.3
2813,-2.7673,37.4861,0.1
2814,-1.7001,37.6669,38.0
2815,-1.8166,37.5673,1.8
2816,-1.7,37.6673,1.3
2817,-2.7671,37.4839,0.2
2818,-2.7678,37.4795,0.2
2819,-2.7649,37.4873,0.3
2820,-1.4298,37.6011,4.6
2821,-2.1833,37.3506,0.44
2822,-2.15,37.3839,0.34
2823,-2.4666,37.3339,0.54
2824,-2.3666,37.3506,0.48
2825,-2.5,37.3506,0.92
2826,-2.4055,37.8026,0.91
2827,-2.2666,37.5839,0.29
2828,-1.9833,37.0006,0.4
2829,-2.6333,37.2839,0.57
2830,-1.9499,36.9506,4.8
2831,-2.05,36.8673,0.86
2832,-2.1166,36.8673,0.23
2833,-2.1333,36.9673,0.22
2834,-2.1333,36.8506,1.04
2835,-2.1255,36.9407,1.4
2836,-2.0666,36.9339,0.67
2837,-2.1166,36.9339,0.74
2838,-2.0166,36.8506,0.72
2839,-2.1186,36.7612,0.76
2840,-1.9604,37.0005,0.12
2841,-1.8333,37.2339,0.3
2842,-2.0833,37.684,0.32
2843,-0.9999,38.134,0.5
2844,-1.6998,37.6673,0.12
2845,-1.8666,37.8506,0.3
2846,-2.1666,37.7173,0.48
2847,-2.0333,37.8006,0.34
2848,-3.2167,36.8339,0.1
2849,-3.2833,36.9006,0.6
2850,-3.3833,36.8839,0.1
2851,-3.3834,36.8839,0.3
2852,-3.2167,36.8339,0.2
2853,-3.0167,37.3339,0.17
2854,-3.0667,37.1839,0.25
2855,-3.0661,37.1839,0.2
2856,-3.0667,37.184,0.17
2857,-3.0667,37.1822,0.17
2858,-1.8999,39.9674,0.29
2859,-3.15,37.1839,0.2
2860,-3.1333,37.1673,0.1
2861,-2.05,36.9506,0.47
2862,-2.4333,36.8339,0.07
2863,-2.2166,36.8839,1.26
2864,-2.0666,37.1839,0.2
2865,-1.8666,37.2506,0.2
2866,-2.1833,37.2839,0.5
2867,-2.1833,37.284,0.3
2868,-1.9794,37.2516,0.2
2869,-2.1833,37.3173,0.2
2870,-1.8102,37.2497,0.3
2871,-2.4406,37.5344,0.87
2872,-2.7167,37.7173,1.05
2873,-2.4515,37.5941,0.88
2874,-2.4333,37.5839,0.33
2875,-2.2,37.8006,0.42
2876,-2.1833,37.7173,0.31
2877,-2.4518,37.534,0.27
2878,-2.45,37.5339,0.31
2879,-2.4527,37.5898,0.62
2880,-2.4166,37.6173,0.41
2881,-2.443,37.5348,0.55
2882,-2.4833,37.5839,1.06
2883,-2.4497,37.534,0.44
2884,-2.4388,37.5339,1.19
2885,-2.4459,37.5956,0.88
2886,-2.3665,37.8174,0.45
2887,-2.3666,37.8173,0.43
2888,-2.2833,37.8173,0.29
2889,-2.45,37.53,0.44
2890,-2.4833,37.5339,0.98
2891,-2.2838,37.5688,0.56
2892,-2.4,37.6006,0.86
2893,-2.25,37.5506,0.32
2894,-2.3833,37.6006,0.82
2895,-3.1991,36.7839,0.06
2896,-3.2,36.7835,0.17
2897,-3.2,36.7839,0.19
2898,-3.4167,36.7839,0.09
2899,-3.5167,36.7506,0.33
2900,-3.3167,36.7506,0.09
2901,-3.1999,36.7837,0.08
2902,-3.2,36.7847,0.2
2903,-1.4996,37.7673,0.1
2904,-1.4157,37.8506,2.1
2905,-1.4149,37.8503,0.1
2906,-1.4999,37.7683,0.2
2907,-6.0502,37.5339,0.14
2908,-3.5,38.2006,0.41
2909,-3.3667,38.0173,1.0
2910,-3.9501,37.7173,0.8
2911,-0.951,37.734,4.1
2912,-3.6334,37.1006,0.25
2913,-1.3888,37.8034,0.31
2914,-1.3888,37.7978,0.74
2915,-1.4082,37.7784,0.76
2916,-1.4096,37.7784,1.28
2917,-0.6329,39.0174,0.97
2918,-0.6426,39.017,0.6
2919,-0.9165,38.434,1.33
2920,-0.9166,38.434,1.74
2921,-0.6324,39.0174,0.21
2922,-0.5165,38.784,1.18
2923,-0.6332,39.0173,0.68
2924,-0.633,39.0173,0.53
2925,-0.633,39.0239,1.56
2926,-0.6332,39.0163,0.58
2927,-3.2,38.2506,0.5
2928,0.1343,41.434,0.1
2929,0.1335,41.4348,0.42
2930,0.1335,41.4341,0.33
2931,-0.5999,41.5674,0.19
2932,-0.5165,41.5352,0.25
2933,-0.5995,41.5675,1.28
2934,-0.533,41.5341,0.59
2935,-0.7196,41.5716,0.4
2936,-0.5331,41.5373,0.24
2937,-0.4665,41.4841,0.35
2938,-0.8396,41.5721,0.7
2939,-0.4665,41.4341,0.23
2940,2.1938,41.6363,0.36
2941,2.1804,41.6189,0.56
2942,-0.9077,42.0007,0.51
2943,-0.8582,42.0007,0.91
2944,-2.4666,42.5674,2.49
2945,-1.0332,37.6673,0.55
2946,-1.2334,37.734,0.95
2947,-8.5332,42.8675,0.4
2948,-3.4167,40.184,0.32
2949,-3.4167,40.134,0.16
2950,-1.1305,38.3979,0.19
2951,-1.1193,38.4409,0.19
2952,-1.1166,38.3812,0.35
2953,-4.5756,37.6506,0.31
2954,-4.7268,37.5556,0.22
2955,-4.6168,37.4673,0.29
2956,-4.5543,37.4631,0.33
2957,-4.5901,37.432,0.3
2958,-4.5801,37.5478,0.24
2959,-4.4901,37.5267,0.16
2960,-4.6168,37.4676,0.29
2961,-4.7143,37.4595,0.29
2962,-4.7107,37.6367,0.22
2963,-1.4996,42.2007,0.4
2964,-1.4999,42.2006,0.74
