,Longitude,Latitude,P [mg/kg]
828,-3.6,41.5507,2.5
829,-4.1445,40.8007,3.7
830,-3.9667,40.9174,6.2
831,-3.8081,41.1368,5.0
832,-3.9417,41.1757,1.6
833,-3.5417,41.3257,3.4
834,-3.4095,41.2174,6.1
835,-4.0112,40.7896,2.9
836,-3.5584,41.1715,2.6
837,-4.3956,41.4118,24.7
838,-4.5284,41.159,2.5
839,-3.9962,40.9507,10.7
840,-3.9689,41.2818,4.0
841,-1.6194,40.5174,4.0
842,-1.3582,40.384,15.2
843,-0.6983,40.4009,5.6
844,-2.4833,42.0096,1.8
845,-2.4061,41.0924,6.5
846,-2.4029,42.0841,4.5
847,-2.8611,41.9499,3.4
848,-2.7311,42.1119,6.7
849,-3.0179,41.8507,6.7
850,-2.5528,42.0035,3.2
851,-2.7,41.9619,1.7
852,-2.6694,41.9424,4.0
853,-2.8055,41.9102,0.7
854,-3.0445,41.3424,6.7
855,-1.8222,41.8035,14.6
856,-2.6436,41.4202,6.9
857,-2.3263,42.1205,5.5
858,-4.3694,40.2759,7.2
859,-4.0126,39.8215,4.5
860,-4.7876,39.6215,4.0
861,-4.5195,39.9173,5.0
862,-4.4579,39.5987,7.7
863,-4.6456,39.6007,6.9
864,-3.9917,39.8423,2.5
865,-4.0084,39.4651,7.7
866,-4.0917,39.4007,3.0
867,-6.4196,42.1799,1.2
868,-2.7333,42.6841,2.2
869,-1.6333,39.8007,10.2
870,-4.4167,40.8507,2.5
871,-4.4667,40.734,1.8
872,-3.2334,41.0174,2.3
873,-4.2501,40.784,1.8
874,-4.5334,39.7173,3.9
875,-2.6,40.7675,3.8
876,-3.5978,39.3426,1.6
877,-4.1994,40.6714,8.6
878,-5.3835,39.634,2.9
879,-3.9834,40.9674,3.8
880,-2.8666,41.0913,1.0
881,-3.3334,41.9174,5.6
882,-4.7334,39.4173,2.5
883,-1.2999,42.0674,5.0
884,-3.6167,42.8841,3.9
885,-3.7233,38.5773,3.8
886,-2.6019,40.5718,1.31
887,-4.8644,40.5681,5.5
888,-4.9668,40.4007,5.4
889,-4.5063,40.8852,6.1
890,-3.9334,41.3507,5.3
891,-2.6025,41.0682,3.7
892,-3.1781,40.5814,2.8
893,-2.016,39.8629,2.3
894,-5.8075,39.9601,13.0
895,-4.5261,40.4038,2.0
896,-1.509,41.0895,4.8
897,-2.808,41.1912,4.5
898,-5.7485,40.2182,5.4
899,-4.7769,41.5239,3.7
900,-3.2087,41.1993,2.8
901,-4.3953,40.3412,3.5
902,-1.5697,40.4836,2.8
903,-4.5616,40.9765,4.9
904,-3.1333,41.2007,4.4
905,-2.598,40.6398,1.5
906,-4.3834,39.5173,4.5
907,-3.6,38.534,4.4
908,-4.4501,40.7507,7.9
909,-3.4826,41.148,1.6
910,-5.3668,39.584,5.3
911,-1.0999,42.7841,1.8
912,-4.1501,40.734,8.6
913,-1.7666,41.3507,6.6
914,-4.1501,40.8007,3.0
915,-1.9659,40.0961,1.4
916,-5.2001,40.634,0.9
917,-4.5001,41.1174,5.9
918,-2.4838,40.1001,3.8
919,-4.4834,40.3507,15.0
920,-5.0668,40.2174,1.6
921,-3.0333,40.5674,4.0
922,-5.7668,40.034,3.0
923,-3.1833,41.0674,3.0
924,-4.0667,40.9174,3.0
925,-0.8207,38.4762,4.0
926,-6.8836,43.5008,4.0
927,-0.7499,38.5173,3.0
928,-2.3138,40.6668,4.0
929,-4.5667,41.5481,2.0
930,-3.9334,41.2507,2.0
931,-5.0001,40.284,1.0
932,-2.7417,41.9174,1.0
933,-0.6715,38.5193,2.0
934,-3.9334,41.0007,1.0
935,-5.5001,41.517,2.0
936,-3.3634,41.1482,1.0
937,-1.9666,40.2007,2.0
938,-5.5014,41.5174,2.0
939,-0.5006,38.7518,2.0
940,-4.5668,40.3174,3.0
941,-2.8833,40.684,2.0
942,-4.5167,41.4148,14.0
943,-4.5334,40.0674,1.0
944,-6.9002,39.4507,2.0
945,-0.8332,38.5506,1.0
946,-3.7334,38.434,1.0
947,-4.95,41.4981,5.0
948,-4.3042,42.9975,2.0
949,-1.7166,40.8674,1.0
950,-2.6,41.0674,4.0
951,-1.8907,43.1138,2.1
952,-1.8509,43.144,0.9
953,-1.7341,43.2285,1.2
954,-1.717,42.985,1.7
955,-1.6724,43.0075,2.1
956,-1.7218,43.0211,0.4
957,-1.7592,43.0238,0.9
958,-1.6054,43.0814,0.9
959,-1.2802,43.1135,1.4
960,-1.3117,43.073,3.6
961,-1.2411,43.0084,1.2
962,-1.2873,42.9337,2.8
963,-1.4343,43.1301,0.9
964,-1.4637,43.1824,0.9
965,-1.6212,43.1825,1.4
966,-1.9198,42.9389,0.9
967,-2.1223,42.8844,1.7
968,-1.7264,43.2382,0.9
969,-3.1981,41.7981,4.0
970,-0.0498,40.7007,19.2
971,-5.7516,39.5367,18.5
972,-5.0473,41.344,26.0
973,-3.9667,41.2841,14.5
974,-1.934,39.9973,18.7
975,-2.7,42.2007,20.0
976,-2.0999,40.9174,18.6
977,-2.9339,37.889,30.9
978,-3.0667,41.2031,14.7
979,-6.0204,39.8601,17.7
980,-4.3296,41.0256,24.6
981,-4.6178,41.3648,18.9
982,-4.0217,40.8607,19.0
983,-3.7953,41.2941,5.0
984,-5.4146,43.4705,19.5
985,-0.9149,41.5896,8.0
986,-3.4081,43.1188,64.8
987,-4.7351,40.1487,20.5
988,-2.4411,41.0188,16.5
989,-4.3309,41.191,50.6
990,-4.7119,41.4039,19.9
991,-5.3243,40.2094,13.0
992,-5.2485,40.4768,35.4
993,-4.6868,40.7179,35.4
994,-2.9397,40.5896,1.8
995,0.0022,38.8616,0.5
996,-0.6832,42.5174,1.3
997,-8.5712,42.1902,0.5
998,-3.8597,38.3671,1.5
999,-1.6205,40.4976,1.0
1000,-3.8698,38.3499,6.6
1001,-4.2994,41.1669,1.3
1002,-1.7222,40.2279,2.0
1003,-6.2335,42.2507,0.5
1004,-4.2347,38.4088,0.8
1005,-5.9819,38.7603,1.8
1006,-0.6238,42.7411,1.8
1007,-4.3207,41.6342,1.5
1008,-4.7491,39.6349,2.3
1009,-5.3278,43.1095,0.5
1010,-5.0478,41.5846,2.5
1011,-5.0474,41.5848,2.5
1012,-1.8869,37.0329,0.5
1013,-6.5669,40.434,0.5
1014,-2.9481,41.9309,0.5
1015,-6.2665,41.4507,0.5
1016,-3.9237,40.9841,1.2
1017,-4.7766,39.6147,1.5
1018,-5.45,41.5167,2.9
1019,-1.54,42.6916,18.0
1020,-1.1831,42.6541,19.0
1021,-1.5756,43.0009,3.0
1022,-1.5698,42.9873,8.0
1023,-1.5795,42.9929,5.0
1024,-1.6166,43.0311,8.0
1025,-1.6431,43.0436,9.0
1026,-0.8324,42.9247,23.0
1027,-0.8335,42.9181,58.0
1028,-0.903,42.9365,55.0
1029,-0.8986,42.9214,69.0
1030,-2.0177,42.9731,5.0
1031,-2.0057,42.9604,6.0
1032,-1.9798,42.9665,11.0
1033,-1.9454,42.9698,11.0
1034,-1.8906,42.9513,3.0
1035,-1.8723,42.9421,9.0
1036,-1.8878,43.0386,3.0
1037,-1.8815,43.0457,32.0
1038,-1.5075,43.0775,1.0
1039,-1.5338,43.0553,1.0
1040,-1.6382,43.0548,4.0
1041,-1.5875,43.0723,1.0
1042,-1.4158,43.2023,1.0
1043,-1.4448,43.2243,43.0
1044,-1.4581,43.2335,9.0
1045,-1.4132,43.1618,2.0
1046,-1.4806,43.0231,13.0
1047,-1.5318,43.0373,17.0
1048,-1.4305,43.0143,3.0
1049,-1.1837,42.9773,1.0
1050,-1.2557,42.9028,4.0
1051,-1.6612,43.0695,5.0
1052,-1.6992,43.0753,3.0
1053,-1.7271,43.1486,4.0
1054,-1.7705,43.0716,1.0
1055,-1.8053,43.1143,2.0
1056,-1.8825,43.125,6.0
1057,-1.0982,42.4456,1.0
1058,-0.8393,42.866,70.0
1059,-0.8374,42.8688,62.0
1060,-2.1809,42.7826,7.0
1061,-2.2148,42.8063,3.0
1062,-2.238,42.8145,12.0
1063,-1.2515,42.8767,1.0
1064,-1.3111,42.9361,2.0
1065,-1.4029,42.9914,1.0
1066,-1.3793,43.0001,9.0
1067,-2.0636,42.7988,26.0
1068,-2.0511,42.7972,36.0
1069,-1.4493,42.6544,30.0
1070,-1.0755,42.9855,13.0
1071,-1.0119,42.9638,14.0
1072,-1.2038,42.9597,8.0
1073,-1.2633,42.9804,3.0
1074,-2.4623,42.6114,17.0
1075,-2.14,42.7364,20.0
1076,-2.2547,42.7462,3.0
1077,-2.0354,42.7842,3.0
1078,-2.0625,42.9339,3.0
1079,-1.9383,42.9579,2.0
1080,-1.9998,42.8676,24.0
1081,-2.1039,42.864,14.0
1082,-1.7565,43.0366,1.0
1083,-1.7537,42.9913,12.0
1084,-1.8519,43.0508,18.0
1085,-1.8143,42.8388,15.0
1086,-1.8039,42.9333,27.0
1087,-2.0932,42.8417,21.0
1088,-1.2919,43.0105,33.0
1089,-2.0966,42.9432,92.0
1090,-1.7037,42.9772,80.0
1091,-2.5746,42.765,14.0
1092,-2.5171,42.7854,6.0
1093,-2.4079,42.6967,4.0
1094,-2.3632,42.7694,7.0
1095,-2.3105,42.7808,14.0
1096,-2.2333,42.8459,14.0
1097,-2.3273,42.9231,4.0
1098,-2.9179,42.9602,4.0
1099,-2.8713,42.9269,3.0
1100,-2.8859,42.98,5.0
1101,-2.8613,43.0295,2.0
1102,-2.6303,43.0632,4.0
1103,-2.6674,43.0237,7.0
1104,-2.7361,43.0239,9.0
1105,-2.6075,42.9866,12.0
1106,-3.2302,42.8664,9.0
1107,-3.2217,42.8889,13.0
1108,-2.7463,42.6286,10.0
1109,-2.6573,42.6238,5.0
1110,-2.0452,43.0994,12.0
1111,-2.3649,43.0773,4.0
1112,-2.5537,42.9675,18.0
1113,-1.894,43.2404,6.0
1114,-1.8248,43.2523,8.0
1115,-2.2794,42.9328,37.0
1116,-2.2104,42.9584,11.0
1117,-2.0728,42.979,29.0
1118,-0.9617,38.5381,1.79
1119,-1.4722,43.0149,76.38
1120,-6.0488,40.5023,213.5
1121,-4.9744,40.3899,173.6
1122,-2.7032,40.6316,429.3
1123,-2.7255,40.6649,648.6
1124,-4.5272,41.1258,129.0
1125,-3.2449,40.9857,88.2
1126,-4.9906,40.1859,178.3
1127,-4.9403,40.2391,26.4
1128,-2.1085,40.766,232.0
1129,-4.141,39.4316,204.4
1130,-3.2555,40.9524,154.0
1131,-4.3328,40.3698,214.0
1132,-4.1386,40.6116,3.5
1133,-4.9956,40.3885,2.0
1134,-2.2536,40.9709,3.01
1135,-1.8857,40.2599,101.0
1136,-3.227,40.3658,27.06
1137,-3.544,40.9973,0.2
1138,-1.8702,41.0147,20.8
1139,-4.1574,40.5181,2.0
1140,-2.7403,40.5163,24.0
1141,-4.0001,40.9007,2.04
1142,-3.2878,41.1351,51.8
1143,-4.967,40.3888,145.3
1144,-3.2536,41.6901,114.0
1145,-4.4335,40.3241,72.08
1146,-3.4995,40.857,153.3
1147,-3.4636,40.8959,2.04
1148,-2.6186,41.1749,178.0
1149,-4.0382,40.8579,230.0
1150,-5.158,40.2357,220.14
1151,-4.0072,40.7537,66.64
1152,-3.7627,40.8501,48.0
1153,-2.4997,37.9451,308.9
1154,-5.3009,39.9861,337.37
1155,-4.5027,41.1996,270.81
1156,-4.9909,40.3741,146.0
1157,-4.1396,40.6128,144.47
1158,-4.7204,40.9839,4.5
1159,-4.5601,41.3158,86.0
1160,-3.8283,40.707,20.1
1161,-4.2159,40.7138,214.0
1162,-3.6698,41.0399,207.0
1163,-4.7353,40.1438,137.0
1164,-3.8977,40.4698,3.06
1165,-4.7801,41.3127,94.4
1166,-4.0271,41.4996,48.0
1167,-5.0334,40.4174,0.93
1168,-4.0263,40.8903,4.88
1169,-3.6274,40.5752,46.0
1170,-5.1079,39.9863,91.17
1171,-1.7378,40.6067,23.04
1172,-3.65,40.8,64.43
1173,-3.651,41.1089,182.02
1174,-4.1838,40.651,2.39
1175,-4.09,38.9425,5.56
1176,-4.5791,40.3051,5.13
1177,-5.4168,36.7673,0.58
1178,-0.6999,38.1006,0.85
1179,-0.6999,38.1006,0.85
1180,-0.8332,39.8507,0.46
1181,-1.5833,37.5673,0.02
1182,-1.2828,37.6004,0.01
1183,-1.2999,37.6005,0.02
1184,-1.3001,37.6008,0.01
1185,-1.3499,37.5673,0.01
1186,-1.2832,37.5969,0.01
1187,-1.2666,37.6339,0.02
1188,-1.2914,37.5974,0.02
1189,-1.2825,37.5982,0.02
1190,-1.5499,37.6006,0.01
1191,-1.3499,37.5999,0.17
1192,-1.2833,37.5999,0.01
1193,-1.7333,37.6674,0.02
1194,-1.6833,37.5839,0.05
1195,-1.6529,37.7173,0.02
1196,-1.5666,37.4839,0.01
1197,-1.6333,37.734,0.01
1198,-1.6501,37.7075,0.02
1199,-1.7331,37.6673,0.02
1200,-1.5499,37.6339,0.01
1201,-1.7999,37.5506,0.03
1202,-1.6499,37.6506,0.01
1203,-1.5999,37.5506,0.02
1204,-1.6666,37.6339,0.02
1205,-1.7333,37.6506,0.01
1206,-0.6603,38.6002,0.02
1207,-0.7332,38.484,10.6
1208,-0.5665,38.534,0.01
1209,-0.6499,38.584,0.01
1210,-0.7614,38.6975,0.02
1211,-0.7165,38.534,0.01
1212,-0.7165,38.6673,0.03
1213,-0.6499,38.7173,0.01
1214,-0.5499,38.5506,0.03
1215,-0.6646,38.5521,0.03
1216,-0.6665,38.7006,0.01
1217,-0.7165,38.4673,0.05
1218,-0.6832,38.634,0.01
1219,2.0017,41.3353,1.68
1220,1.9928,41.326,0.02
1221,2.0015,41.3188,0.68
1222,1.9894,41.2749,0.1
1223,1.9926,41.3235,1.05
1224,2.0003,41.3174,0.01
1225,1.9982,41.3198,0.01
1226,1.9974,41.3185,0.02
1227,1.9919,41.3238,0.04
1228,2.0027,41.3246,0.01
1229,1.9982,41.3175,0.01
1230,2.0003,41.3174,0.01
1231,2.0,41.32,0.01
1232,2.0009,41.3176,0.02
1233,2.0013,41.3194,0.02
1234,0.0166,41.3507,0.01
1235,0.0153,41.3341,0.01
1236,1.9926,41.3336,0.02
1237,0.0167,41.3507,0.02
1238,0.0169,41.351,0.01
1239,2.0004,41.3341,0.01
1240,2.0004,41.333,0.01
1241,1.9992,41.3348,0.02
1242,2.0004,41.3347,0.02
1243,2.0006,41.3333,0.05
1244,1.9827,41.3352,0.01
1245,1.9992,41.3341,0.05
1246,-0.1312,42.6184,0.01
1247,-0.1333,42.6174,0.01
1248,-0.1291,42.6177,0.01
1249,-0.1346,42.6194,0.01
1250,-0.1307,42.6188,0.04
1251,-0.1271,42.619,0.05
1252,-0.1323,42.6203,0.01
1253,-0.1298,42.6255,0.01
1254,-0.1326,42.6183,0.01
1255,-0.1282,42.6182,0.02
1256,-0.1301,42.6191,0.01
1257,-0.1204,42.621,0.01
1258,-0.1256,42.6172,0.01
1259,-0.1206,42.618,0.01
1260,-0.1137,42.617,0.03
1261,-0.1129,42.6207,0.01
1262,-0.1318,42.6192,0.01
1263,-1.6666,41.8341,0.03
1264,-2.3833,37.6173,0.18
1265,-2.2333,37.6506,0.33
1266,-2.3833,37.5506,0.08
1267,-2.4498,37.6006,0.01
1268,-2.4506,37.6006,0.23
1269,-2.45,37.5999,0.26
1270,-1.8666,37.0506,0.14
1271,-1.83,37.3808,0.01
1272,-1.8166,37.3006,0.05
1273,-1.8275,37.0504,0.46
1274,-1.8162,37.1673,0.15
1275,-1.8333,37.1339,0.2
1276,-1.8499,37.1339,0.04
1277,-1.8999,37.1673,0.11
1278,-1.7666,37.3173,0.02
1279,-1.816,37.1673,0.01
1280,-1.8333,37.1506,0.04
1281,-1.8499,37.1173,0.04
1282,-1.8333,37.1839,0.07
1283,-1.8333,37.2006,0.02
1284,-1.8999,37.0506,0.06
1285,-2.2166,36.7673,0.07
1286,-2.2,36.8173,0.05
1287,-2.05,36.8173,0.14
1288,-2.1,36.8173,0.17
1289,-2.1166,36.7839,0.2
1290,-2.233,36.7854,0.23
1291,-2.2189,36.7643,0.42
1292,-2.2166,36.7673,0.5
1293,-1.8999,37.4839,0.07
1294,-2.0666,37.4673,0.12
1295,-2.3666,37.0506,0.06
1296,-1.8666,37.4673,0.17
1297,-2.1166,37.3673,0.07
1298,-1.8502,38.1017,0.01
1299,-2.5666,37.4839,0.01
1300,-2.45,37.7003,0.01
1301,-2.45,37.7006,3.35
1302,-2.4553,37.7007,4.99
1303,-2.8833,37.3173,0.1
1304,-3.1333,37.3009,0.05
1305,-2.8333,37.2839,0.27
1306,-3.1167,37.2839,0.5
1307,-2.9833,37.3173,0.05
1308,-2.95,37.3339,0.15
1309,-2.9667,37.2673,0.04
1310,-3.0833,37.3173,0.06
1311,-2.8834,37.2504,0.18
1312,-2.9992,37.1673,0.12
1313,-3.1831,37.3173,0.27
1314,-3.1333,37.3006,0.01
1315,-2.8333,37.3839,0.28
1316,-2.7167,37.4673,0.11
1317,-2.8333,37.4173,0.35
1318,-2.5833,37.3339,0.3
1319,-2.7649,37.483,0.56
1320,-2.7667,37.4673,0.37
1321,-2.5833,37.3673,0.7
1322,-2.5833,37.4499,0.43
1323,-2.75,37.4576,0.13
1324,-2.749,37.4704,0.45
1325,-2.7644,37.4666,0.55
1326,-2.7667,37.4673,0.1
1327,-2.8167,37.1006,0.44
1328,-2.7667,37.3506,0.84
1329,-2.7499,37.4673,0.2
1330,-4.6668,40.4674,1.8
1331,-4.5168,40.534,1.8
1332,-4.4001,40.5674,0.83
1333,-4.4237,40.5671,0.83
1334,-6.7002,40.2674,1.0
1335,-6.7002,40.2007,0.83
1336,-6.6002,40.2174,1.0
1337,-6.6669,40.1507,1.0
1338,-6.5002,40.1674,1.0
1339,-5.7502,40.1007,1.0
1340,-5.8335,40.034,1.0
1341,-5.7502,40.0507,3.8
1342,-5.6501,40.1174,2.8
1343,-5.4501,40.1174,5.3
1344,-6.3169,40.3007,0.8
1345,-6.4169,40.234,1.0
1346,-6.4669,40.4507,0.8
1347,-6.3502,40.5007,0.8
1348,-4.6001,41.2674,1.0
1349,-4.6334,41.5174,0.8
1350,-5.051,41.2674,0.8
1351,-1.8166,41.8006,0.08
1352,-1.8166,41.7507,1.4
1353,-1.7833,41.8341,7.0
1354,-0.1164,42.7015,0.75
1355,-0.1165,42.7008,0.61
1356,-0.1165,42.7008,0.91
1357,-0.4499,42.6507,0.75
1358,-0.4498,42.6508,0.57
1359,-0.8499,42.7841,0.46
1360,-0.8665,42.8008,0.63
1361,-0.9165,42.7841,0.64
1362,-0.9332,42.435,0.65
1363,-0.9329,42.4341,0.78
1364,-0.7832,42.6341,0.78
1365,-0.7666,42.6341,1.01
1366,-0.7665,42.6342,0.46
1367,-0.7332,42.8838,0.76
1368,-0.7332,42.8841,0.77
1369,-0.7305,42.884,0.87
1370,-0.1831,42.7016,0.51
1371,-0.1831,42.7008,0.5
1372,-0.1833,42.7008,0.63
1373,0.5836,42.5843,1.02
1374,0.5835,42.5841,0.92
1375,0.6335,42.6008,0.77
1376,0.6835,42.7174,0.5
1377,0.6834,42.7008,0.38
1378,0.6835,42.7008,0.75
1379,1.9837,42.3175,13.3
1380,1.9836,42.3174,22.9
1381,1.9834,42.3183,18.3
1382,-5.7335,40.2174,55.0
1383,-0.5156,41.534,0.02
1384,-0.6165,40.7507,0.01
1385,0.0168,42.3007,0.11
1386,0.0502,42.3174,0.19
1387,0.1335,42.4508,0.13
1388,0.4169,42.4508,0.01
1389,-5.1001,41.2174,0.05
1390,-5.2168,41.3174,0.01
1391,-5.4835,43.3508,0.24
1392,-4.8501,41.284,0.01
1393,-5.2168,41.2174,0.05
1394,-5.1501,41.2007,0.04
1395,-4.6833,41.2775,0.01
1396,-1.0332,37.6673,1.94
1397,-1.2334,37.734,1.94
