,Longitude,Latitude,Litho [%] (Coarse material)
1632,-3.8653,41.1924,18.37
1633,-4.2834,41.3674,0.01
1634,-4.2279,40.7007,58.39
1635,-4.2006,40.7063,20.31
1636,-4.234,40.7007,8.4
1637,-4.2195,41.5007,25.14
1638,-4.1737,40.741,10.9
1639,-3.6723,41.2946,32.23
1640,-4.3917,41.3216,0.01
1641,-4.1723,41.3313,0.93
1642,-4.2626,41.3216,0.25
1643,-4.507,40.8721,25.2
1644,-4.1167,40.8674,12.9
1645,-4.1281,40.956,29.22
1646,-4.1028,41.3132,1.93
1647,-3.6,41.5507,54.51
1648,-4.2862,40.7757,4.58
1649,-4.1445,40.8007,43.31
1650,-3.9667,40.9174,39.55
1651,-3.8081,41.1368,50.74
1652,-4.3001,41.1674,1.15
1653,-3.45,41.2841,9.9
1654,-3.9417,41.1757,10.69
1655,-3.4278,41.5007,13.77
1656,-3.4611,41.2382,1.86
1657,-3.5417,41.3257,13.78
1658,-3.4095,41.2174,73.39
1659,-4.4195,41.4452,0.13
1660,-4.0723,40.8332,57.07
1661,-4.0112,40.7896,52.4
1662,-4.1501,40.884,40.7
1663,-3.9431,40.9859,16.03
1664,-3.5584,41.1715,47.38
1665,-3.7639,41.3016,0.79
1666,-3.7351,41.3009,24.46
1667,-4.3956,41.4118,31.75
1668,-4.0195,40.7507,30.76
1669,-4.5284,41.159,4.47
1670,-3.9962,40.9507,35.29
1671,-4.0278,41.2007,0.6
1672,-3.9689,41.2818,65.06
1673,-4.1278,40.9785,8.45
1674,-6.0418,37.8006,42.43
1675,-5.7015,37.809,3.76
1676,-6.0296,37.3526,0.38
1677,0.3419,40.7885,49.56
1678,1.1227,41.3188,49.2
1679,-1.6249,40.2924,0.66
1680,-1.3999,40.534,30.24
1681,-1.6194,40.5174,0.01
1682,-1.0582,40.8257,32.32
1683,-1.5666,40.934,38.77
1684,-1.3527,40.3174,60.94
1685,-1.3582,40.384,19.41
1686,-0.6983,40.4009,41.93
1687,-1.1,40.3481,43.78
1688,-2.4833,42.0096,28.82
1689,-2.4061,41.0924,0.79
1690,-2.4029,42.0841,39.32
1691,-2.8517,41.8388,18.21
1692,-2.8611,41.9499,22.27
1693,-3.1946,41.8007,29.35
1694,-2.1695,41.7174,9.42
1695,-2.7833,41.8757,57.54
1696,-2.7311,42.1119,41.57
1697,-3.0179,41.8507,59.62
1698,-3.2028,41.5674,3.11
1699,-2.5528,42.0035,36.51
1700,-2.7,41.9619,39.1
1701,-2.6694,41.9424,26.6
1702,-3.2467,41.4243,28.53
1703,-2.8055,41.9102,46.18
1704,-3.0569,41.8216,38.91
1705,-2.9194,41.8674,0.01
1706,-2.7917,41.8271,20.3
1707,-3.0445,41.3424,3.36
1708,-1.8222,41.8035,21.42
1709,-2.6194,41.5674,7.17
1710,-2.5666,41.9507,6.58
1711,-2.6436,41.4202,45.81
1712,-2.7639,41.9077,0.2
1713,-2.8,41.9341,54.14
1714,-2.3263,42.1205,45.6
1715,-4.7195,40.134,54.3
1716,-4.3779,40.284,35.7
1717,-4.3694,40.2759,44.2
1718,-4.2592,39.8537,37.97
1719,-4.0126,39.8215,11.68
1720,-3.5528,39.4981,77.15
1721,-4.7876,39.6215,66.6
1722,-4.414,39.5651,64.27
1723,-4.1701,40.2759,29.3
1724,-4.5195,39.9173,28.52
1725,-3.8878,39.8009,14.11
1726,-4.4579,39.5987,66.25
1727,-4.6456,39.6007,34.24
1728,-4.5279,40.0868,17.25
1729,-3.5167,39.9648,18.0
1730,-4.0195,39.9185,14.79
1731,-4.0167,39.8507,16.77
1732,-4.364,39.5104,58.12
1733,-4.1512,39.6543,32.99
1734,-3.9917,39.8423,10.84
1735,-4.2209,39.5118,46.2
1736,-3.9028,39.3365,25.37
1737,-4.0902,39.4008,51.28
1738,-4.0084,39.4651,46.87
1739,-4.0917,39.4007,77.0
1740,-4.0913,39.4006,48.94
1741,-0.471,39.684,21.66
1742,-5.2361,41.4398,4.24
1743,-4.8228,41.548,1.06
1744,-3.0403,42.9939,0.23
1745,-2.7105,43.3772,20.72
1746,-3.2195,43.2508,0.01
1747,-2.5055,43.3313,20.0
1748,-2.6294,43.1977,7.62
1749,-3.2195,43.3008,5.5
1750,-6.4196,42.1799,18.33
1751,-0.8556,42.3689,25.29
1752,-0.9588,42.4091,13.07
1753,0.3141,41.284,17.05
1754,-1.1027,42.4174,5.5
1755,-0.9332,41.9341,32.8
1756,-2.7333,42.6841,2.69
1757,-1.6333,39.8007,1.65
1758,-4.4167,40.8507,18.43
1759,-4.4667,40.734,17.55
1760,-3.2334,41.0174,1.98
1761,-4.2501,40.784,16.17
1762,-4.5334,39.7173,74.56
1763,-2.6,40.7675,6.63
1764,-3.5978,39.3426,74.94
1765,-4.1994,40.6714,26.5
1766,-5.3835,39.634,38.2
1767,-3.9834,40.9674,17.67
1768,-2.8666,41.0913,14.75
1769,-3.3334,41.9174,3.67
1770,-4.7334,39.4173,39.24
1771,-1.2999,42.0674,8.78
1772,-3.6167,42.8841,6.61
1773,-5.1405,36.6011,14.63
1774,-5.1304,36.6506,54.29
1775,-4.9488,36.6637,39.61
1776,-4.9475,36.7264,46.08
1777,-3.3997,37.1384,66.88
1778,-3.1656,37.1764,54.68
1779,-3.4742,36.9344,60.74
1780,-3.2786,36.9637,40.16
1781,-3.0089,42.4065,57.48
1782,-2.9361,42.3852,65.0
1783,-3.0446,42.3401,54.6
1784,-2.9818,42.3127,24.23
1785,-2.6874,42.3101,65.61
1786,-2.672,42.3087,50.16
1787,-2.8447,42.2998,75.08
1788,-2.8945,42.2614,25.0
1789,-2.7812,42.2824,77.24
1790,-2.734,42.25,21.24
1791,-2.578,42.2541,21.57
1792,-2.2339,42.2698,78.97
1793,-3.0875,42.2081,68.0
1794,-3.0694,42.1686,68.5
1795,-2.9,42.2208,78.9
1796,-2.845,42.2306,70.26
1797,-2.5743,42.2294,43.2
1798,-2.7185,42.1737,26.32
1799,-2.6033,42.168,29.98
1800,-2.5182,42.1292,49.62
1801,-2.4651,42.1431,65.0
1802,-1.8048,41.7949,76.74
1803,-0.8361,42.8303,14.38
1804,-0.1637,42.4836,23.47
1805,-3.7233,38.5773,27.43
1806,-2.6019,40.5718,26.0
1807,-4.8644,40.5681,27.2
1808,-4.9668,40.4007,41.74
1809,-4.5063,40.8852,31.8
1810,-3.9334,41.3507,0.01
1811,-2.6025,41.0682,68.85
1812,-3.1781,40.5814,27.42
1813,-2.016,39.8629,28.77
1814,-3.9277,41.0166,11.82
1815,-4.5261,40.4038,50.16
1816,-1.509,41.0895,44.7
1817,-2.808,41.1912,6.02
1818,-5.7485,40.2182,10.11
1819,-4.7769,41.5239,1.82
1820,-3.2087,41.1993,4.97
1821,-4.3953,40.3412,33.4
1822,-1.5697,40.4836,33.6
1823,-4.5616,40.9765,5.0
1824,-3.1333,41.2007,13.38
1825,-2.598,40.6398,10.73
1826,-3.6867,43.2889,5.53
1827,-5.1547,41.6963,52.09
1828,-2.4788,40.0641,3.97
1829,-3.679,40.5363,5.94
1830,-3.9285,40.7598,24.84
1831,-2.6734,41.8728,3.24
1832,-4.4673,39.3351,19.44
1833,-4.6635,41.3343,14.38
1834,-4.6031,41.4054,17.65
1835,-3.2017,40.1012,14.94
1836,-5.1672,41.4412,5.0
1837,-4.9745,40.4089,18.61
1838,-6.5027,42.1,47.42
1839,-1.8571,40.1839,17.79
1840,-1.7117,40.541,34.77
1841,-3.8891,40.8898,37.2
1842,-4.3834,39.5173,42.3
1843,-3.6,38.534,65.5
1844,-4.4501,40.7507,13.71
1845,-3.4826,41.148,35.01
1846,-5.3668,39.584,72.93
1847,-1.0999,42.7841,5.68
1848,-4.1501,40.734,17.96
1849,-1.8666,43.2508,14.42
1850,-1.7666,41.3507,22.91
1851,-4.1501,40.8007,21.31
1852,-2.9078,37.0318,68.94
1853,-1.9659,40.0961,32.06
1854,-5.2001,40.634,32.38
1855,-4.5001,41.1174,10.35
1856,-2.4838,40.1001,15.1
1857,-4.4834,40.3507,31.01
1858,-5.0668,40.2174,7.7
1859,-3.0333,40.5674,3.54
1860,-5.7668,40.034,8.67
1861,-3.1833,41.0674,29.85
1862,-4.0667,40.9174,13.35
1863,-0.8207,38.4762,34.84
1864,-6.8836,43.5008,83.49
1865,-0.7499,38.5173,48.96
1866,-2.3138,40.6668,24.06
1867,-4.5667,41.5481,2.56
1868,-3.9334,41.2507,3.4
1869,-5.0001,40.284,18.24
1870,-2.7417,41.9174,1.55
1871,-0.6715,38.5193,25.65
1872,-3.9334,41.0007,43.49
1873,-5.5001,41.517,1.32
1874,-3.3634,41.1482,50.91
1875,-1.9666,40.2007,72.7
1876,-5.5014,41.5174,49.24
1877,-0.5006,38.7518,62.91
1878,-4.5668,40.3174,49.89
1879,-4.5167,41.3314,4.92
1880,-2.8833,40.684,47.15
1881,-4.5167,41.4148,10.64
1882,-4.5334,40.0674,29.19
1883,-6.9002,39.4507,8.79
1884,-0.8332,38.5506,2.8
1885,-3.7334,38.434,46.61
1886,-4.95,41.4981,0.01
1887,-4.3042,42.9975,50.54
1888,-1.7166,40.8674,49.09
1889,-2.6,41.0674,1.15
1890,-1.8907,43.1138,16.25
1891,-1.8509,43.144,58.84
1892,-1.7341,43.2285,58.7
1893,-1.717,42.985,10.5
1894,-1.6724,43.0075,60.8
1895,-1.7218,43.0211,11.52
1896,-1.7592,43.0238,4.06
1897,-1.6054,43.0814,57.4
1898,-1.2802,43.1135,33.24
1899,-1.3117,43.073,60.0
1900,-1.2411,43.0084,4.89
1901,-1.2873,42.9337,22.25
1902,-1.4343,43.1301,49.28
1903,-1.4637,43.1824,2.14
1904,-1.6212,43.1825,62.79
1905,-1.9198,42.9389,1.41
1906,-2.1223,42.8844,0.01
1907,-1.7264,43.2382,32.97
1908,-3.1981,41.7981,2.2
1909,-0.0498,40.7007,57.01
1910,-5.7516,39.5367,16.43
1911,-5.0473,41.344,7.4
1912,-3.9667,41.2841,0.01
1913,-1.934,39.9973,0.85
1914,-2.7,42.2007,30.6
1915,-2.0999,40.9174,12.8
1916,-2.9339,37.889,1.91
1917,-3.0667,41.2031,27.06
1918,-6.0204,39.8601,62.75
1919,-4.3296,41.0256,4.51
1920,-4.6178,41.3648,3.05
1921,-4.0217,40.8607,38.23
1922,-3.7953,41.2941,18.28
1923,-5.4146,43.4705,0.44
1924,-0.9149,41.5896,23.86
1925,-3.4081,43.1188,65.0
1926,-4.7351,40.1487,26.76
1927,-2.4411,41.0188,1.89
1928,-4.3309,41.191,14.92
1929,-4.7119,41.4039,13.84
1930,-5.3243,40.2094,44.6
1931,-5.2485,40.4768,26.4
1932,-4.6868,40.7179,40.49
1933,-2.9397,40.5896,38.8
1934,0.0022,38.8616,31.77
1935,-0.6832,42.5174,7.0
1936,-8.5712,42.1902,24.15
1937,-3.8597,38.3671,47.78
1938,-1.6205,40.4976,4.76
1939,-3.8698,38.3499,70.82
1940,-5.0668,40.184,42.4
1941,-4.2994,41.1669,29.1
1942,-1.7222,40.2279,2.91
1943,-6.2335,42.2507,61.38
1944,-4.2347,38.4088,27.8
1945,-5.9819,38.7603,14.14
1946,-0.6238,42.7411,19.14
1947,-4.3207,41.6342,27.48
1948,-4.7491,39.6349,74.42
1949,-5.3278,43.1095,18.41
1950,-5.0478,41.5846,41.78
1951,-5.0474,41.5848,41.78
1952,-1.8869,37.0329,40.6
1953,-6.5669,40.434,20.4
1954,-2.9481,41.9309,41.96
1955,-6.2665,41.4507,3.13
1956,-3.9237,40.9841,60.43
1957,-4.7766,39.6147,41.51
1958,-5.45,41.5167,21.82
1959,2.5359,41.9461,33.98
1960,2.5703,41.9372,40.45
1961,2.5706,41.9372,37.83
1962,2.5338,41.902,39.13
1963,2.5031,41.8716,25.64
1964,2.5187,41.8218,50.98
1965,2.5195,41.8718,23.13
1966,2.4569,41.871,33.85
1967,2.4887,41.8117,35.18
1968,2.541,41.9002,34.57
1969,2.4779,42.1398,8.74
1970,2.5251,42.1475,46.34
1971,2.7436,42.4097,15.56
1972,2.5896,41.6599,56.52
1973,2.5618,41.6733,40.18
1974,2.4386,41.8962,39.43
1975,2.4469,41.9052,35.57
1976,2.7168,41.9951,67.14
1977,2.7145,42.0065,46.04
1978,2.9215,41.9878,48.85
1979,2.5976,41.9715,50.76
1980,2.5884,41.9706,29.76
1981,2.5564,42.0171,71.24
1982,2.6002,41.8786,53.01
1983,2.693,41.8012,45.33
1984,2.625,41.786,42.55
1985,2.6013,41.8213,40.85
1986,2.5953,41.8328,22.91
1987,0.7219,42.8466,44.79
1988,0.8088,42.8133,26.65
1989,0.814,42.7782,61.03
1990,0.8404,42.776,28.88
1991,0.7139,42.674,84.35
1992,0.7701,42.6213,55.73
1993,1.7645,42.28,54.0
1994,1.8322,42.2915,24.37
1995,1.9496,42.2341,9.17
1996,1.756,42.0961,56.03
1997,2.1003,42.2705,5.29
1998,2.1822,42.2566,12.04
1999,2.1917,42.2558,0.01
2000,2.3509,42.1981,2.66
2001,2.4106,42.2012,3.66
2002,2.2959,42.108,3.14
2003,2.3769,42.1051,48.74
2004,2.3807,42.1077,12.42
2005,2.4334,42.0757,0.01
2006,2.4824,42.1395,2.54
2007,2.5121,42.1512,81.43
2008,2.9421,42.4689,12.64
2009,2.4479,41.7935,30.19
2010,2.4828,41.7982,23.61
2011,-7.362,43.4262,28.09
2012,-7.683,42.9848,15.25
2013,-7.5327,42.9995,13.11
2014,-6.9807,42.9688,33.09
2015,-7.2153,42.8518,28.85
2016,-6.9018,42.8397,63.98
2017,-7.0949,42.8186,44.9
2018,-7.0424,42.8145,38.56
2019,-7.6085,42.7856,10.08
2020,-7.2748,42.7413,20.68
2021,-7.1977,42.5883,35.08
2022,-7.2009,42.4244,43.58
2023,-8.2177,42.8164,38.04
2024,-8.1637,42.7788,41.24
2025,-8.11,42.636,54.33
2026,-7.79,42.7141,28.4
2027,-7.7196,42.5633,44.07
2028,-7.4735,42.4112,26.02
2029,-7.0779,42.4574,46.17
2030,-7.2789,42.3637,22.07
2031,-7.1597,42.3055,52.34
2032,-7.1052,42.1673,23.57
2033,-1.54,42.6916,0.01
2034,-1.1831,42.6541,8.6
2035,-1.5756,43.0009,11.0
2036,-1.5698,42.9873,31.7
2037,-1.5795,42.9929,24.6
2038,-1.6166,43.0311,19.2
2039,-1.6431,43.0436,17.7
2040,-0.8324,42.9247,0.01
2041,-0.8335,42.9181,6.5
2042,-0.903,42.9365,67.0
2043,-0.8986,42.9214,0.01
2044,-2.0177,42.9731,8.8
2045,-2.0057,42.9604,0.01
2046,-1.9798,42.9665,0.01
2047,-1.9454,42.9698,0.01
2048,-1.8906,42.9513,0.01
2049,-1.8723,42.9421,10.4
2050,-1.8878,43.0386,0.01
2051,-1.8815,43.0457,0.01
2052,-1.5075,43.0775,28.1
2053,-1.5338,43.0553,7.5
2054,-1.6382,43.0548,7.7
2055,-1.5875,43.0723,17.1
2056,-1.4158,43.2023,48.4
2057,-1.4448,43.2243,36.9
2058,-1.4581,43.2335,30.7
2059,-1.4132,43.1618,4.0
2060,-1.4806,43.0231,12.0
2061,-1.5318,43.0373,29.7
2062,-1.4305,43.0143,29.2
2063,-1.1526,42.9931,0.01
2064,-1.1837,42.9773,0.01
2065,-1.2557,42.9028,33.8
2066,-1.6612,43.0695,22.7
2067,-1.6992,43.0753,16.4
2068,-1.7271,43.1486,36.1
2069,-1.7705,43.0716,0.01
2070,-1.8053,43.1143,29.0
2071,-1.8825,43.125,47.3
2072,-1.0982,42.4456,70.2
2073,-0.8393,42.866,12.9
2074,-0.8374,42.8688,0.7
2075,-2.1809,42.7826,58.2
2076,-2.2148,42.8063,0.01
2077,-2.238,42.8145,0.01
2078,-1.2515,42.8767,0.01
2079,-1.3111,42.9361,7.6
2080,-1.3454,43.0302,22.5
2081,-1.4029,42.9914,0.01
2082,-1.3793,43.0001,0.01
2083,-2.0636,42.7988,0.01
2084,-2.0511,42.7972,25.7
2085,-1.4493,42.6544,12.1
2086,-1.0755,42.9855,0.01
2087,-1.0119,42.9638,1.2
2088,-1.2038,42.9597,31.3
2089,-1.2633,42.9804,61.4
2090,-2.4623,42.6114,45.3
2091,-2.14,42.7364,45.9
2092,-2.2547,42.7462,0.01
2093,-2.0354,42.7842,0.01
2094,-2.0625,42.9339,9.8
2095,-1.9383,42.9579,0.01
2096,-1.9998,42.8676,15.3
2097,-2.1039,42.864,22.7
2098,-1.7565,43.0366,0.01
2099,-1.7537,42.9913,0.01
2100,-1.8519,43.0508,49.8
2101,-1.8143,42.8388,0.01
2102,-1.8039,42.9333,33.1
2103,-2.0932,42.8417,5.7
2104,-1.2919,43.0105,5.9
2105,-2.0966,42.9432,6.3
2106,-1.7037,42.9772,0.7
2107,-2.5746,42.765,66.0
2108,-2.5171,42.7854,0.01
2109,-2.4079,42.6967,3.3
2110,-2.3632,42.7694,19.9
2111,-2.3105,42.7808,42.4
2112,-2.2333,42.8459,0.4
2113,-2.3273,42.9231,15.7
2114,-2.9179,42.9602,1.5
2115,-2.8713,42.9269,4.6
2116,-2.8859,42.98,1.7
2117,-2.8613,43.0295,10.3
2118,-2.6303,43.0632,1.0
2119,-2.6674,43.0237,1.5
2120,-2.7361,43.0239,6.2
2121,-2.6075,42.9866,9.2
2122,-3.2302,42.8664,1.5
2123,-3.2217,42.8889,56.0
2124,-2.7463,42.6286,31.4
2125,-2.6573,42.6238,0.3
2126,-2.0452,43.0994,27.0
2127,-2.3649,43.0773,48.9
2128,-2.5537,42.9675,35.8
2129,-1.894,43.2404,14.4
2130,-1.8248,43.2523,10.3
2131,-2.2794,42.9328,6.0
2132,-2.2104,42.9584,6.5
2133,-2.0728,42.979,5.9
2134,-6.6861,37.8888,25.72
2135,-6.6814,37.8932,41.05
2136,-6.6791,37.8967,21.07
2137,-6.6666,37.8956,23.97
2138,-6.6049,37.9043,15.91
2139,-6.5528,37.8969,18.67
2140,-6.5686,37.9017,17.73
2141,-6.5653,37.8981,17.47
2142,-5.728,37.9493,37.33
2143,-5.4316,37.8972,37.62
2144,-5.5722,37.9177,38.18
2145,-5.2609,36.5785,75.59
2146,-3.5869,43.1156,44.95
2147,-3.4266,43.126,60.0
2148,-3.2952,43.1769,32.72
2149,-3.3427,43.0651,10.63
2150,-3.191,43.0232,0.4
2151,-2.9979,42.9449,0.01
2152,-3.832,42.9415,0.46
2153,-3.6978,42.9633,1.37
2154,-4.1167,42.7147,0.35
2155,-3.8529,42.6857,47.36
2156,-3.3372,42.7094,41.01
2157,-3.1895,42.7045,61.88
2158,-3.1981,42.35,6.12
2159,-3.1429,42.3387,48.82
2160,-5.1983,36.5804,42.42
2161,-0.9617,38.5381,24.62
2162,-0.9417,38.534,19.41
2163,-0.9719,38.5387,41.86
2164,-1.4722,43.0149,12.79
2165,-6.0488,40.5023,57.29
2166,-4.9744,40.3899,20.99
2167,-2.7032,40.6316,48.66
2168,-2.7255,40.6649,11.37
2169,-4.5272,41.1258,3.95
2170,-3.2449,40.9857,18.59
2171,-4.9906,40.1859,45.71
2172,-4.9403,40.2391,33.48
2173,-2.1085,40.766,17.09
2174,-4.141,39.4316,42.71
2175,-3.2555,40.9524,22.96
2176,-4.3328,40.3698,60.52
2177,-4.1386,40.6116,6.08
2178,-4.9956,40.3885,48.6
2179,-2.2536,40.9709,44.3
2180,-1.8857,40.2599,9.23
2181,-3.227,40.3658,11.24
2182,-3.544,40.9973,23.48
2183,-1.8702,41.0147,55.05
2184,-4.1574,40.5181,22.77
2185,-2.7403,40.5163,47.91
2186,-4.0001,40.9007,22.72
2187,-3.2878,41.1351,47.15
2188,-4.967,40.3888,39.02
2189,-3.2536,41.6901,53.1
2190,-4.4335,40.3241,40.33
2191,-3.4995,40.857,32.72
2192,-3.4636,40.8959,20.33
2193,-2.6186,41.1749,4.26
2194,-0.0949,40.4364,72.9
2195,-0.0852,40.436,73.5
2196,-5.7551,41.1798,9.8
2197,-5.7952,41.1923,29.7
2198,-5.7835,41.1927,40.9
2199,-5.7627,41.1735,10.6
2200,-5.7836,41.1933,28.0
2201,-5.7734,41.1943,41.4
2202,-0.0975,40.9304,19.1
2203,-0.099,40.9312,17.1
2204,-0.0977,40.9336,22.4
2205,-0.0977,40.9341,14.0
2206,-0.3182,41.3213,46.9
2207,-0.3469,41.3691,32.1
2208,-0.3456,41.3724,59.0
2209,-5.8941,41.2324,56.4
2210,-0.023,41.5819,32.2
2211,-0.0196,41.5801,69.8
2212,-0.4292,40.5975,8.2
2213,-0.0908,40.4345,48.4
2214,-5.8138,41.2706,57.5
2215,-5.8087,41.2662,47.9
2216,-0.4165,40.6645,49.2
2217,-0.4186,40.6619,47.0
2218,-0.3771,40.4925,54.6
2219,-0.6281,40.5224,30.6
2220,-0.6338,40.5268,34.0
2221,-0.5694,40.668,64.0
2222,-0.4086,40.5901,49.2
2223,-5.7249,41.1644,35.9
2224,-4.0382,40.8579,35.19
2225,-5.158,40.2357,51.2
2226,-0.0922,40.4093,36.58
2227,-4.0072,40.7537,62.81
2228,-3.6813,40.8334,15.59
2229,-3.7627,40.8501,25.19
2230,-2.4997,37.9451,37.6
2231,-5.3009,39.9861,26.39
2232,-4.5027,41.1996,4.91
2233,-4.9909,40.3741,38.15
2234,-4.1396,40.6128,50.66
2235,-4.7204,40.9839,5.84
2236,-4.5601,41.3158,2.3
2237,-3.8283,40.707,60.0
2238,-4.2159,40.7138,13.34
2239,-3.6698,41.0399,16.86
2240,-4.7353,40.1438,25.6
2241,-3.8977,40.4698,16.98
2242,-4.7801,41.3127,7.9
2243,-4.0271,41.4996,3.89
2244,-5.0334,40.4174,17.08
2245,-4.0263,40.8903,30.4
2246,-3.6274,40.5752,18.85
2247,-5.1079,39.9863,5.51
2248,-1.7378,40.6067,3.98
2249,-3.65,40.8,33.78
2250,-3.651,41.1089,34.14
2251,-4.2015,40.3063,15.5
2252,-4.1838,40.651,41.44
2253,-4.09,38.9425,40.49
2254,-4.5791,40.3051,45.94
2255,-8.727,42.6713,13.2
2256,-8.0234,42.794,42.5
2257,-8.3198,42.6363,9.3
2258,-8.3193,42.6228,16.3
2259,-8.6419,42.6053,7.3
2260,-8.5533,42.5519,18.4
2261,-7.9439,42.6492,20.0
2262,-8.2613,42.7336,23.9
2263,-8.7419,42.6177,8.89
2264,-8.1276,42.644,7.9
2265,-8.7011,42.3511,9.4
2266,-8.3384,42.6008,27.0
2267,-8.6401,42.7174,5.6
2268,-8.4304,42.7472,14.5
2269,-8.6677,42.5793,42.2
2270,-8.2466,42.6322,11.7
2271,-8.0632,42.7439,17.1
2272,-8.2939,42.7653,6.4
2273,-8.134,42.5733,13.5
2274,-2.4961,42.0549,36.0
2275,-2.5372,42.0259,37.4
2276,-2.5482,42.0254,39.2
2277,-2.552,42.002,55.7
2278,-2.5436,41.9984,37.4
2279,-2.4631,42.0908,82.4
2280,-5.1262,41.2312,18.2
2281,-5.2794,41.2093,26.2
2282,-4.8907,41.3988,31.9
2283,-4.2252,41.569,1.2
2284,-4.5222,41.3714,10.0
2285,-4.366,41.621,9.3
2286,-4.6181,41.4768,3.2
2287,-4.5877,41.4578,2.1
2288,-4.4339,41.5409,1.0
2289,-4.7289,41.2297,5.6
2290,-4.791,41.1882,28.1
2291,-4.6125,41.299,0.72
2292,-4.6126,41.3521,4.7
2293,-4.7083,41.5372,45.4
2294,-4.5826,41.3976,23.9
2295,-4.5776,41.4368,9.1
2296,-5.1986,41.3613,24.0
2297,-4.5482,41.3566,0.35
2298,-4.9135,41.2601,10.8
2299,-4.6789,41.4899,1.2
2300,-4.6144,41.2782,8.6
2301,-4.6845,41.4979,4.4
2302,-5.2252,41.3331,61.1
2303,-4.8569,41.4718,60.6
2304,-4.0784,41.6106,42.4
2305,-5.0293,41.3361,23.3
2306,-5.0697,41.2151,14.0
2307,-4.7025,41.2706,11.9
2308,-3.4121,40.3438,10.0
2309,-3.2471,40.3533,8.0
2310,-3.2353,40.2903,18.0
2311,-3.2817,40.119,8.0
2312,-3.5998,40.2619,6.0
2313,-4.2841,40.3825,6.0
2314,-3.5922,40.7394,15.0
2315,-2.5024,40.7669,16.0
2316,-3.5229,40.965,17.0
2317,-3.8082,40.9723,5.0
2318,-3.7722,40.9456,18.0
2319,-3.4377,40.659,5.0
2320,-3.5054,40.2263,12.0
2321,-3.6259,40.5411,5.0
2322,-3.5539,40.4063,24.0
2323,-3.1575,40.7354,45.7
2324,-2.5425,41.1256,47.8
2325,-1.8732,40.9778,38.5
2326,-3.0888,40.7544,48.7
2327,-1.6524,40.7876,20.8
2328,-1.7073,40.7661,47.8
2329,-3.2311,40.7813,39.8
2330,-2.9879,40.7788,44.6
2331,-3.1059,40.2905,43.7
2332,-2.9644,40.7752,49.6
2333,-3.1421,40.4593,40.3
2334,-3.383,40.8169,41.6
2335,-2.6991,38.6132,40.0
2336,-2.7001,38.6087,40.0
2337,-2.7002,38.6106,40.0
2338,-2.7025,38.6105,15.0
2339,-4.3688,40.2563,37.0
2340,-4.1282,39.7192,45.0
2341,-3.7092,39.5865,75.0
2342,-4.978,39.8961,6.0
2343,-4.4989,39.5943,20.0
2344,-4.6414,39.7608,30.0
2345,-4.6716,39.609,6.0
2346,-4.6676,39.6379,8.0
2347,-3.7036,39.3747,39.0
2348,-3.9129,39.5801,63.0
2349,-4.5005,39.6438,16.0
2350,-4.6606,36.6928,0.6
2351,-4.6987,36.6945,3.0
2352,-4.6254,36.7495,6.6
2353,-4.6234,36.72,4.7
2354,-4.5923,36.6867,29.5
2355,-4.5906,36.7634,36.5
2356,-4.5695,36.6887,28.5
2357,-4.6584,36.7089,3.0
2358,-4.5134,36.9598,45.0
2359,-4.5426,36.9559,20.0
2360,-4.5498,36.9517,12.0
2361,-4.5568,36.9539,14.0
2362,-2.8333,43.0508,2.8
2363,-2.7167,42.9341,2.0
2364,-2.4747,42.7347,10.0
2365,-2.5166,39.2007,43.3
2366,-2.4277,39.2498,38.0
2367,-2.3486,39.2396,19.6
2368,-2.375,39.1721,15.8
2369,-2.7814,39.1479,60.0
2370,-2.6667,39.134,33.6
2371,-2.7333,39.0868,17.1
2372,-2.5,39.084,51.4
2373,-2.45,39.0618,61.8
2374,-2.4166,39.0007,34.0
2375,-2.7333,38.984,22.6
2376,-2.6,38.9173,13.2
2377,-1.8333,38.9173,40.0
2378,-1.8944,38.7256,17.7
2379,-1.8999,38.734,25.0
2380,-1.7333,38.8006,24.0
2381,-2.6427,38.5734,40.0
2382,-2.55,38.6506,17.0
2383,-2.55,38.5673,37.0
2384,-2.5,38.6173,25.0
2385,-0.9166,38.5673,51.0
2386,-0.6332,38.534,46.1
2387,-0.2999,38.534,5.1
2388,-0.2332,38.5173,3.1
2389,-0.9332,38.4006,26.6
2390,-2.2333,37.8173,4.7
2391,-2.2833,37.7006,26.8
2392,-2.1166,37.8173,20.1
2393,-2.15,37.7673,41.7
2394,-2.0666,37.734,40.2
2395,-2.1333,37.5506,56.6
2396,-2.5166,37.3506,3.0
2397,-2.4166,37.4173,20.3
2398,-2.35,37.4673,1.2
2399,-2.2333,37.4339,25.7
2400,-2.1387,37.3839,44.4
2401,-2.0833,37.4839,30.8
2402,-1.8999,37.5006,42.2
2403,-2.7667,37.1173,5.7
2404,-2.7333,37.0006,13.9
2405,-2.5666,37.0339,25.0
2406,-2.35,37.0839,18.5
2407,-2.25,37.1506,50.0
2408,-2.2333,37.0839,10.0
2409,-2.1333,37.1506,75.1
2410,-2.7667,36.9839,34.9
2411,-2.7667,36.8839,43.6
2412,-2.7167,36.8339,53.5
2413,-2.5166,36.8839,29.2
2414,-2.4833,36.9506,0.5
2415,-2.3333,37.0006,43.0
2416,-2.2166,36.9173,34.5
2417,-2.7333,36.7673,65.9
2418,-2.6833,36.7173,30.4
2419,-2.6333,36.7506,8.6
