,Longitude,Latitude,Litho [%] (Coarse material)
835,-4.156,40.6045,38.65
836,-4.199,40.5663,45.1
837,-4.1775,40.5818,59.21
838,-4.1768,40.5773,11.12
839,-4.1378,40.7088,45.7
840,-4.002,40.689,34.26
841,-4.0042,40.6901,23.64
842,-4.0565,40.7732,39.41
843,-4.1349,40.6156,14.56
844,-4.114,40.641,39.03
845,-4.0322,40.7328,30.47
846,-4.0801,40.7438,24.08
847,-4.1689,40.5976,56.31
848,-4.0392,40.6926,15.73
849,-4.0161,40.5779,10.31
850,-4.0051,40.6751,27.41
851,-3.9688,40.577,21.65
852,-4.1118,40.614,5.65
853,-4.0389,40.6899,6.74
854,-4.0825,40.589,16.68
855,-4.0101,40.6774,9.67
856,-3.9609,40.6036,47.71
857,-3.9603,40.5581,9.23
858,-4.0239,40.5094,49.59
859,-4.0341,40.517,24.19
860,-3.9767,40.5517,63.0
861,-3.9217,40.9318,5.98
862,-3.8385,40.8323,4.43
863,-3.8041,40.83,39.63
864,-3.7688,40.8537,35.82
865,-3.7762,40.8771,31.31
866,-3.7864,40.9401,20.23
867,-3.6427,40.9436,45.19
868,-3.7987,40.9742,36.52
869,-3.7475,41.0126,76.3
870,-3.8739,40.909,0.48
871,-3.9601,40.816,15.13
872,-3.9139,40.8329,47.6
873,-3.6753,41.0556,21.53
874,-3.8534,40.7867,40.88
875,-3.9992,40.8549,17.26
876,-4.0167,40.8674,23.17
877,-4.0462,40.8451,31.79
878,-3.9072,41.018,30.02
879,-4.1794,40.7079,41.66
880,-3.8443,41.0047,75.21
881,-3.807,41.0237,37.47
882,-3.8394,41.0622,13.67
883,-4.1256,40.7401,11.8
884,-4.1278,40.7732,48.15
885,-4.1759,40.7066,25.74
886,-4.0964,40.7785,66.0
887,-4.0937,40.7976,66.0
888,-4.187,40.7082,58.33
889,-3.8394,41.0145,6.89
890,-3.7992,40.9978,70.56
891,-3.8114,41.0126,45.0
892,-3.6125,41.1507,24.65
893,-3.5939,41.1638,27.82
894,-3.6935,41.0861,28.86
895,-3.7124,41.0887,16.53
896,-3.6565,41.1548,28.12
897,-3.6789,41.1083,22.64
898,-3.6843,41.1114,27.87
899,-3.6654,41.1318,75.24
900,-3.8608,41.0598,19.07
901,-3.8557,41.063,46.41
902,-4.0037,40.8821,33.13
903,-4.0439,40.88,39.35
904,-2.3959,40.7484,49.26
905,-2.4316,40.7215,47.9
906,-2.3283,40.5147,27.96
907,-2.3278,40.557,27.69
908,-2.0694,39.5299,39.02
909,-2.0772,39.5773,34.67
910,-1.6233,39.6156,43.52
911,-1.6144,39.6253,45.3
912,-1.649,39.5979,54.7
913,-2.2778,38.619,7.84
914,-2.1161,38.569,44.76
915,-2.081,38.5658,65.07
916,-2.9506,40.5739,37.4
917,-2.8756,40.4356,2.09
918,-1.2516,39.1872,51.43
919,-1.296,39.2689,42.13
920,-0.9954,38.7781,26.91
921,-1.0307,38.8052,43.04
922,-1.089,38.7795,22.25
923,-1.0786,38.7249,48.88
924,-3.2925,43.0492,0.23
925,-3.2017,42.8403,14.16
926,-3.1714,42.8208,17.2
927,-3.3806,42.7497,0.76
928,-3.0083,41.9757,28.59
929,-2.9713,42.0658,10.19
930,-3.1625,41.8384,0.04
931,-2.45,41.7591,45.71
932,-2.4333,41.7507,10.01
933,-2.4333,41.7757,64.72
934,-2.8528,41.9341,29.26
935,-2.85,41.9424,15.4
936,-2.8625,41.9341,5.15
937,-2.8083,41.8341,0.18
938,-3.0167,41.8257,17.75
939,-3.1333,41.7507,63.6
940,-1.7826,40.5994,73.15
941,-1.8161,40.4731,18.94
942,-1.7208,40.5745,57.12
943,-1.7333,40.5356,20.08
944,-1.7372,40.4998,20.27
945,-1.8889,40.4306,2.54
946,-1.8753,40.4338,14.15
947,-1.9044,40.379,49.37
948,-1.8692,40.3706,46.44
949,-1.7375,40.237,81.2
950,-1.684,40.2019,18.21
951,-1.7611,40.1473,2.12
952,-3.85,41.0507,46.59
953,-3.8334,41.0174,48.56
954,-3.8334,41.0007,43.84
955,-3.9833,40.8531,23.06
956,-3.9986,40.8717,52.84
957,-4.0369,40.8653,24.93
958,-4.1117,40.7592,27.61
959,-4.145,40.7175,50.56
960,-4.0714,40.7659,28.49
961,-4.5306,40.7606,42.12
962,-4.0606,40.7723,21.18
963,-4.1394,40.697,36.23
964,-4.1594,40.6845,11.63
965,-3.8711,40.8648,20.95
966,-3.8919,40.8448,63.67
967,-3.2195,41.2868,0.34
968,-3.2158,41.2203,56.94
969,-3.1347,41.2084,0.01
970,-5.3001,42.9841,24.19
971,-5.2882,42.9934,15.43
972,-5.2751,42.998,25.99
973,-1.9728,39.2551,6.58
974,-2.0625,39.349,36.19
975,-2.0816,38.5667,18.56
976,-1.4328,39.319,47.12
977,-2.0308,38.9349,46.29
978,-1.6556,39.2276,7.5
979,-1.6344,39.1315,39.96
980,-1.775,39.1537,35.44
981,-4.6824,40.9971,20.55
982,-4.3814,40.5162,20.29
983,-4.3833,40.4481,46.5
984,-4.3917,40.4587,33.04
985,-4.6856,40.2759,12.34
986,-4.6836,40.3178,46.22
987,-3.9472,41.6356,0.29
988,-3.9472,41.6295,3.68
989,-3.9094,41.6703,25.16
990,-3.9533,41.6245,15.84
991,-2.6175,39.3667,2.28
992,-2.55,39.3828,11.6
993,-2.1056,39.4176,58.65
994,-2.2028,39.3453,0.18
995,-2.3027,39.3465,55.5
996,-1.9092,39.4665,20.38
997,-1.9694,39.4326,71.17
998,-2.0702,39.4488,17.0
999,-1.6684,39.7963,13.74
1000,-2.4569,39.344,16.79
1001,-2.4236,39.3467,0.29
1002,-2.3869,39.3717,30.95
1003,-2.4044,39.3292,0.04
1004,-4.2847,40.4564,40.01
1005,-4.2667,40.3674,54.32
1006,-4.4111,40.2801,24.83
1007,-4.4047,40.4009,34.4
1008,-4.2969,40.3725,34.4
1009,-4.5658,41.262,11.53
1010,-4.5578,41.257,3.95
1011,-4.5059,41.1167,13.02
1012,-4.3705,40.2959,24.8
1013,-4.3522,40.2467,30.92
1014,-4.7658,41.572,9.14
1015,-4.7972,41.5828,1.06
1016,-4.8227,41.5481,0.06
1017,-4.7305,41.4725,2.59
1018,-5.0501,41.4007,21.54
1019,-4.9544,41.4707,1.83
1020,-4.9638,41.4642,0.27
1021,-4.568,41.4398,6.53
1022,-4.5236,41.5023,2.27
1023,-4.6097,41.6111,2.36
1024,-5.325,41.512,13.34
1025,-5.4736,41.5114,17.75
1026,-5.4694,41.5056,3.33
1027,-5.4992,41.5347,13.89
1028,-5.4547,41.3273,26.24
1029,-5.6167,41.2592,54.82
1030,-5.8147,41.5336,58.78
1031,-3.425,42.7591,28.13
1032,-3.5417,42.7425,41.46
1033,-3.4625,42.7064,10.92
1034,-3.3431,42.8875,45.04
1035,-2.9833,41.8341,8.94
1036,-2.9967,41.8445,72.44
1037,-2.7917,41.8507,24.98
1038,-2.2316,41.0249,81.17
1039,-2.1154,40.997,2.55
1040,-1.986,40.909,62.74
1041,-1.9377,39.7541,48.86
1042,-1.8808,39.6634,26.58
1043,-1.8125,39.812,6.35
1044,-1.8422,39.8103,3.73
1045,-1.675,39.9564,64.47
1046,-1.6258,39.9689,50.11
1047,-2.2222,40.0854,43.48
1048,-2.2875,40.0842,9.43
1049,-2.1903,40.2412,5.54
1050,-2.1903,40.2503,43.43
1051,-4.1408,40.6667,59.94
1052,-4.2589,40.5042,41.84
1053,-4.3881,40.5634,40.5
1054,-4.4208,40.5028,35.49
1055,-4.4764,40.2737,42.72
1056,-4.4339,40.8473,13.53
1057,-4.6094,40.4106,62.7
1058,-4.7144,40.3026,18.6
1059,-4.7975,40.2959,18.19
1060,-4.8235,40.2905,28.47
1061,-5.0908,40.2009,16.26
1062,-1.3111,38.4768,0.25
1063,-1.2694,38.5043,0.47
1064,-2.3604,38.3694,37.02
1065,-4.7287,40.9712,10.88
1066,-4.7444,41.0175,37.59
1067,-4.7778,41.5239,1.39
1068,-4.5944,41.5398,1.54
1069,-4.4417,41.46,28.2
1070,-4.5144,41.5717,0.02
1071,-4.7047,41.4384,0.36
1072,-4.5278,41.4217,1.22
1073,-4.775,41.3189,3.12
1074,-4.505,41.2634,7.4
1075,-4.2078,41.255,1.54
1076,-4.0328,41.2064,0.11
1077,-3.6256,41.4564,13.4
1078,-3.5514,41.7264,0.24
1079,-3.6056,41.7634,0.49
1080,-3.6161,41.7245,0.56
1081,-3.8478,41.7731,7.68
1082,-3.8478,41.7661,0.05
1083,-2.6975,41.626,1.26
1084,-2.8936,41.5147,2.68
1085,-2.925,41.5028,0.79
1086,-2.975,41.5336,41.39
1087,-2.8647,41.512,0.25
1088,-6.2252,42.3174,17.48
1089,-6.2502,42.3091,3.03
1090,-6.2002,42.2507,12.31
1091,-4.5001,38.8173,53.19
1092,-4.1361,38.9481,67.01
1093,-3.9861,38.7176,43.31
1094,-3.4861,38.4315,40.48
1095,-3.9862,39.0507,67.1
1096,-4.3347,39.1612,39.92
1097,-4.4167,39.0007,44.7
1098,-4.3944,39.1745,70.46
1099,-3.7,39.234,37.6
1100,-3.7834,38.6173,44.7
1101,-3.1461,39.169,40.08
1102,-4.5334,39.134,45.97
1103,-4.1528,39.384,9.7
1104,-4.4195,39.4007,47.05
1105,-1.8666,40.2174,1.38
1106,-2.032,40.4065,55.25
1107,-1.9694,40.3648,5.3
1108,-1.8811,40.1346,35.42
1109,-1.8967,40.1321,24.71
1110,-2.3666,40.084,2.43
1111,-2.0195,40.2981,2.04
1112,-2.3583,40.5007,42.26
1113,-2.0926,40.182,12.73
1114,-1.6814,39.9481,77.46
1115,-2.0092,40.2467,9.9
1116,-2.8528,39.8673,31.37
1117,-2.8591,40.1553,36.26
1118,-1.9505,40.4479,9.4
1119,-1.6556,40.0037,0.23
1120,-1.9244,40.3305,10.5
1121,-2.161,39.6297,29.27
1122,-2.15,40.2507,0.31
1123,-2.3666,40.384,14.2
1124,-2.3333,41.0174,4.88
1125,-2.8528,41.1674,9.0
1126,-2.3431,41.0309,3.85
1127,-2.3,40.7507,33.4
1128,-2.3601,40.7752,22.42
1129,-2.3666,41.0174,50.15
1130,-2.9808,40.3174,27.7
1131,-1.9999,40.6674,1.43
1132,-2.7278,40.5564,25.39
1133,-1.7092,40.5884,4.67
1134,-2.7629,40.8038,40.8
1135,-2.7528,40.634,7.22
1136,-2.7986,40.7678,34.87
1137,-2.716,40.6685,57.24
1138,-3.1528,40.8648,40.0
1139,-3.4,41.0674,31.18
1140,-2.1689,40.9001,42.29
1141,-2.9645,40.7049,47.5
1142,-1.8916,40.5924,1.9
1143,-2.5998,40.7674,40.0
1144,-2.6333,40.6424,23.67
1145,-3.4,40.8507,5.52
1146,-3.1,41.1924,45.7
1147,-2.95,40.9757,11.29
1148,-2.9694,40.8537,0.86
1149,-3.3334,41.2507,45.27
1150,-3.3667,40.8507,28.49
1151,-3.1611,40.6981,1.26
1152,-3.1654,40.5516,11.79
1153,-3.1182,40.5967,47.0
1154,-3.0472,40.4527,28.09
1155,-2.9051,40.849,73.74
1156,-3.15,40.8674,30.36
1157,-3.1528,40.8674,25.02
1158,-3.135,40.8456,40.0
1159,-3.0197,40.8814,10.98
1160,-2.1211,41.0027,38.26
1161,-2.2166,40.9674,0.41
1162,-3.35,41.0341,2.94
1163,-2.2292,40.8194,37.23
1164,-2.217,40.8467,57.33
1165,-2.2194,40.8175,65.27
1166,-2.3666,40.8007,31.4
1167,-2.4166,40.7674,20.01
1168,-2.9169,40.9031,37.2
1169,-3.3167,40.8481,14.55
1170,-3.0943,40.4166,65.3
1171,-2.9644,40.8492,16.03
1172,-2.8833,40.4007,3.86
1173,-2.0944,40.3674,18.93
1174,-2.8528,40.4231,1.7
1175,-2.1194,40.6674,1.01
1176,-1.9361,40.6174,11.71
1177,-2.975,42.0007,18.5
1178,-5.0668,40.3007,45.27
1179,-4.5834,40.2174,31.33
1180,-5.1207,40.1426,31.25
1181,-2.4688,40.5145,12.89
1182,-2.1,41.0007,1.67
1183,-2.6028,41.0674,66.65
1184,-2.6071,41.0916,24.3
1185,-2.1361,40.934,70.45
1186,-2.0299,40.6648,17.01
1187,-3.2834,40.9257,67.89
1188,-2.8889,41.2564,5.7
1189,-2.5944,40.7674,70.14
1190,-2.2694,40.9507,8.46
1191,-2.5333,40.8757,8.61
1192,-2.3496,40.631,17.5
1193,-3.3,41.0007,54.22
1194,-1.9113,40.6818,32.52
1195,-3.223,41.0265,49.24
1196,-3.2167,41.0174,31.05
1197,-2.9333,40.5507,11.19
1198,-3.0611,40.7231,35.14
1199,-2.6553,40.9837,31.05
1200,-2.65,40.6541,9.15
1201,-2.0986,40.8365,23.3
1202,-3.3833,40.984,46.12
1203,-3.33,40.9362,32.0
1204,-2.5917,40.9481,3.4
1205,-2.917,40.831,59.34
1206,-1.9861,40.7731,2.22
1207,-2.2527,40.6674,30.86
1208,-3.071,40.6689,33.05
1209,-2.0045,40.7817,37.15
1210,-2.3725,40.7122,51.12
1211,-3.0667,40.984,42.92
1212,-3.2167,41.2674,0.01
1213,-2.9169,40.9031,46.0
1214,-2.8703,40.4526,29.64
1215,-3.3361,40.834,34.99
1216,-2.1166,40.734,41.31
1217,-6.2335,42.2674,11.35
1218,-6.2335,42.5577,70.37
1219,-6.2835,42.9174,73.9
1220,-5.1335,43.0008,20.16
1221,-5.5335,42.9508,10.0
1222,-6.2196,42.3007,17.55
1223,-5.7863,42.8008,7.59
1224,-4.9501,42.7008,63.55
1225,-6.8336,42.7174,35.28
1226,-3.9862,40.7174,43.5
1227,-4.2279,40.334,35.2
1228,-3.4361,40.284,53.07
1229,-3.3472,40.4868,0.01
1230,-3.6667,40.5507,10.88
1231,-3.8167,40.8965,11.7
1232,-3.6195,41.0924,18.13
1233,-3.5945,40.5257,13.7
1234,-3.725,40.859,37.01
1235,-3.5789,40.8814,27.84
1236,-3.8612,40.409,15.9
1237,-3.9911,40.7245,81.2
1238,-3.9858,40.7246,43.07
1239,-3.7695,40.984,7.71
1240,-3.7667,40.8965,40.05
1241,-3.7862,40.884,27.06
1242,-4.4168,40.3313,16.79
1243,-4.4029,40.3174,11.26
1244,-4.0445,40.6924,30.79
1245,-4.0667,40.7896,32.24
1246,-4.0695,40.7674,30.76
1247,-4.0528,40.7674,42.52
1248,-3.9334,40.634,41.63
1249,-4.2001,40.484,16.97
1250,-3.8334,40.6174,36.93
1251,-3.6,40.8674,34.93
1252,-3.55,41.0674,14.66
1253,-3.725,40.9424,24.0
1254,-3.9334,40.5507,16.05
1255,-4.1028,40.734,18.4
1256,-3.5834,40.3007,16.38
1257,-3.5667,41.034,49.63
1258,-3.45,41.084,40.59
1259,-3.65,40.784,18.52
1260,-4.1362,40.684,35.9
1261,-4.1528,40.6924,31.0
1262,-4.1362,40.6841,15.32
1263,-4.0695,40.7674,30.92
1264,-4.1362,40.684,21.6
1265,-4.0862,40.0007,38.1
1266,-3.9106,40.6258,28.11
1267,-4.0334,40.7257,10.9
1268,-3.5036,41.08,40.1
1269,-4.1084,40.4451,19.21
1270,-3.8983,40.3345,16.46
1271,-3.7834,40.8007,29.31
1272,-3.8492,40.4809,15.98
1273,-3.9028,40.7174,34.62
1274,-3.9667,40.3007,21.7
1275,-4.0333,40.6523,12.3
1276,-3.7112,40.8174,27.95
1277,-3.9862,40.7507,57.0
1278,-4.3751,40.3674,38.03
1279,-3.4667,41.034,40.61
1280,-3.5292,41.0146,4.1
1281,-3.575,41.1243,34.09
1282,-4.2334,40.491,0.75
1283,-3.85,40.884,48.07
1284,-3.7611,40.4287,16.26
1285,-3.9834,40.3674,16.34
1286,-0.1415,40.6896,68.1
1287,-0.2193,40.5535,54.0
1288,-0.2415,40.5701,72.2
1289,-0.2276,40.5396,71.3
1290,-0.3443,40.3229,27.2
1291,-0.3582,40.259,1.3
1292,-2.5166,38.3423,21.5
1293,-2.5833,38.3784,5.1
1294,-2.5166,38.309,0.01
1295,-2.5305,38.2729,33.1
1296,-2.6139,38.2562,64.7
1297,-2.5861,38.2534,17.1
1298,-2.5972,38.2423,0.9
1299,-2.6,38.2284,20.0
1300,-2.6305,38.2284,45.3
1301,-2.7528,38.0895,62.5
1302,-2.9528,37.9701,0.01
1303,-2.9167,37.9395,0.01
1304,-2.8028,37.9201,0.01
1305,-2.8361,37.8228,63.2
1306,-2.975,37.8562,0.01
1307,-2.9778,37.8395,11.4
1308,-3.0056,37.7562,15.0
1309,-2.9861,37.7117,16.4
1310,-2.55,37.9228,15.0
1311,-2.4944,37.9756,64.5
1312,-2.4389,38.0562,36.5
1313,-0.6165,38.5506,61.81
1314,-0.5377,38.659,1.87
1315,-0.5165,38.7743,60.24
1316,-0.8832,38.2673,79.35
1317,-2.46,36.92,19.95
1318,-2.9661,36.8718,45.62
1319,-2.6666,37.0006,28.6
1320,-2.4361,37.0648,58.27
1321,-5.9002,38.734,22.39
1322,-4.8334,39.2173,29.84
1323,2.5714,39.5415,34.87
1324,-5.9502,38.7507,2.82
1325,-6.8335,38.634,18.7
1326,-5.9418,38.7423,28.9
1327,-4.8584,39.234,65.6
1328,-6.8835,38.4506,24.1
1329,-2.9756,36.8034,61.79
1330,-2.5806,37.2759,50.3
1331,-2.5814,37.2726,49.2
1332,-2.5797,37.2657,50.5
1333,-2.5811,37.2521,60.7
1334,-2.5811,37.2634,61.2
1335,-2.5825,37.2543,60.9
1336,-2.5819,37.2682,59.6
1337,-2.5819,37.2701,51.6
1338,-2.5678,37.2496,53.4
1339,-2.575,37.2548,32.1
1340,-2.57,37.2526,52.1
1341,-2.58,37.2801,62.2
1342,-2.63,37.2843,52.1
1343,-2.6356,37.2848,55.4
1344,-0.171,40.734,48.09
1345,-0.1806,40.7142,41.81
1346,-0.4499,40.0479,37.47
1347,-0.4499,40.0562,46.54
1348,-0.6377,39.7923,40.6
1349,-0.6082,39.7673,53.39
1350,-1.0832,39.8868,59.49
1351,-1.0832,39.8785,53.42
1352,-1.1182,39.7923,44.3
1353,-1.0877,39.7979,60.76
1354,-0.411,38.8506,55.18
1355,-0.4999,38.859,53.6
1356,-3.75,37.684,77.12
1357,-3.1589,37.7357,4.22
1358,-3.1722,37.7351,17.61
1359,-3.1077,37.6817,3.84
1360,-3.0444,37.7645,33.85
1361,-2.941,37.7277,48.93
1362,-2.9125,37.788,33.3
1363,-2.95,37.9506,58.05
1364,-2.7953,38.0923,7.4
1365,-2.7753,38.1465,38.43
1366,-2.7611,38.1367,22.97
1367,-2.7472,38.1506,60.41
1368,-2.5861,38.1617,21.14
1369,-2.8294,38.0506,25.36
1370,-2.5878,38.3784,17.54
1371,0.0288,40.0729,11.72
1372,0.0288,40.0743,25.15
1373,-0.3472,39.667,37.03
1374,-0.4749,39.6693,26.24
1375,-0.8432,39.1437,26.73
1376,-0.9918,39.1595,21.39
1377,-1.1194,39.144,51.53
1378,-1.1091,39.1145,43.36
1379,-2.8605,37.6924,48.3
1380,-2.6072,37.9284,27.13
1381,-2.6161,37.9145,58.45
1382,-2.8559,37.4283,48.08
1383,-2.2501,37.819,41.69
1384,-2.0877,37.7589,20.4
1385,-1.9544,37.7473,38.68
1386,-1.8016,38.0595,24.54
1387,-1.744,37.9841,62.78
1388,-1.5166,37.8812,35.94
1389,-1.5111,37.8509,14.82
1390,-1.446,38.1215,51.02
1391,-1.4314,38.1393,20.13
1392,-1.2648,38.2655,25.33
1393,-1.2909,38.2655,55.29
1394,-1.1696,38.4474,57.7
1395,-0.2682,38.5348,5.14
1396,-0.3,38.4926,3.1
1397,-4.85,36.8648,60.26
1398,-4.8528,36.8482,54.53
1399,-3.95,36.8148,31.33
1400,-3.95,36.8149,48.97
1401,-3.7,36.8173,21.38
1402,-3.4208,37.2171,28.7
1403,-3.4685,37.098,5.16
1404,-3.4629,37.1012,15.49
1405,-5.9708,36.1796,0.08
1406,-5.9574,36.2061,0.44
1407,-5.9439,36.1982,0.05
1408,-6.1058,36.3129,0.1
1409,-6.1157,36.5311,15.47
1410,-6.3069,36.8565,0.01
1411,-6.3292,36.7965,0.01
1412,-5.0708,38.0268,21.14
1413,-4.8083,37.9493,25.38
1414,-4.8283,37.9809,36.31
1415,-4.8,37.9709,42.2
1416,-6.4389,37.7712,15.08
1417,-7.1481,37.3643,4.86
1418,-7.1619,37.3454,9.78
1419,-7.1194,37.3509,6.79
1420,-7.1472,37.2659,0.01
1421,-7.0263,37.2293,51.46
1422,-7.0369,37.3134,0.04
1423,-6.8392,37.1759,11.8
1424,-6.8556,37.1576,0.07
1425,-6.8278,37.2073,26.28
1426,-6.6097,37.2148,0.06
1427,-6.525,37.239,1.26
1428,-6.5042,37.1565,0.24
1429,-6.5335,37.6881,62.22
1430,-3.9847,38.142,65.77
1431,-6.3089,37.2298,2.13
1432,-6.1789,37.3112,0.02
1433,-6.1761,37.2454,1.36
1434,-6.1931,37.2398,23.14
1435,-6.2078,37.2773,0.16
1436,-0.3228,39.8573,56.66
1437,-0.2856,39.8801,39.37
1438,-0.35,39.9031,65.89
1439,-0.6472,40.0838,55.87
1440,-0.836,39.1423,69.48
1441,-0.8877,38.9229,40.58
1442,-6.6439,40.2189,52.36
1443,-6.488,40.2981,46.18
1444,-5.5064,40.0523,0.15
1445,-2.9178,37.9409,2.18
1446,-2.915,37.939,17.49
1447,-2.9083,37.952,58.05
1448,-2.7211,38.134,17.51
1449,-2.8306,38.0895,61.16
1450,-2.725,38.309,47.84
1451,-2.7083,38.2117,41.55
1452,-2.5211,38.334,60.23
1453,-3.5481,37.2599,12.55
1454,-3.8653,37.264,24.36
1455,-3.5111,37.2645,36.99
1456,-3.9536,37.2446,23.13
1457,-3.9583,37.2112,56.33
1458,-3.9758,37.2232,28.7
1459,-3.9236,36.8298,58.2
1460,-3.6857,36.9536,66.48
1461,-3.7335,36.9583,66.77
1462,-5.1492,36.4926,60.37
1463,-5.1419,36.5051,51.19
1464,-5.2042,36.5079,70.0
1465,-5.1847,36.4746,39.56
1466,-5.4589,36.5718,24.87
1467,-5.5322,36.5135,15.42
1468,-0.0196,38.8256,61.72
1469,-0.7349,38.3326,58.77
1470,-0.7432,38.3345,66.4
1471,-0.7961,38.4934,53.29
1472,-0.7583,38.4981,65.96
1473,-0.7167,38.5301,54.78
1474,-2.7877,37.3644,61.42
1475,-2.7775,37.3585,65.17
1476,-2.7643,37.3705,35.84
1477,-5.6113,40.084,15.13
1478,-5.9029,40.0901,58.01
1479,-5.7585,40.084,22.97
1480,-5.8021,40.334,37.07
1481,-5.8779,40.259,20.8
1482,-5.7196,39.7007,47.92
1483,-5.0501,39.4193,3.2
1484,-5.3807,40.1896,35.21
1485,-5.3862,40.134,18.94
1486,-4.9862,39.3673,46.42
1487,-6.6863,39.3507,42.7
1488,-6.6862,39.3507,46.1
1489,-6.4613,39.5257,38.37
1490,-6.7085,40.209,44.33
1491,-5.3644,36.7501,63.0
1492,-5.6696,36.6173,24.31
1493,0.0502,40.584,56.9
1494,0.1127,40.1135,39.19
1495,0.0502,40.6507,16.2
1496,-4.9334,38.1173,68.7
1497,-4.2167,38.2423,28.85
1498,-6.3526,40.193,35.51
1499,-7.2986,39.3637,27.84
1500,-7.2699,39.3433,30.36
1501,-7.2459,39.3262,16.15
1502,-5.3603,39.4826,41.19
1503,-5.3445,39.4051,45.17
1504,-5.4103,39.5904,68.42
1505,-5.4536,39.5129,42.22
1506,-5.585,39.3876,65.69
1507,-5.3444,39.4717,56.92
1508,-5.3523,39.4523,59.23
1509,-5.3374,39.4138,53.35
1510,-6.7818,40.2219,36.98
1511,-6.7876,40.1947,38.98
1512,-6.2985,40.2963,62.11
1513,-5.8679,40.2676,29.06
1514,-5.8767,40.2586,31.82
1515,-5.7869,40.0565,29.56
1516,-6.3382,40.3398,64.7
1517,-6.7846,40.2259,40.16
1518,-6.2772,40.2967,28.36
1519,-5.8621,40.3267,34.3
1520,-5.8295,40.3221,19.72
1521,-5.3355,39.4713,42.82
1522,-6.2772,40.4092,54.8
1523,-6.3869,40.3813,52.11
1524,-6.2635,40.3586,52.81
1525,-6.7783,40.2392,66.89
1526,-5.67,40.2689,54.86
1527,-5.7373,40.2164,46.73
1528,-3.4833,37.2648,26.44
1529,-3.4334,36.9673,53.0
1530,-3.4,36.9506,49.33
1531,-2.8694,37.3839,36.74
1532,-3.5069,37.1713,44.33
1533,-3.4334,37.1506,38.27
1534,-3.2167,37.1339,33.15
1535,-6.4155,39.007,27.2
1536,-5.9002,40.2174,25.2
1537,-6.4481,37.5801,43.29
1538,-6.403,37.2506,0.11
1539,-6.7502,37.1173,0.01
1540,-3.0167,37.884,16.7
1541,-2.7833,38.1173,24.79
1542,-2.8603,38.2173,34.5
1543,-3.6045,37.7006,49.14
1544,-3.4361,38.2756,22.57
1545,-3.0378,37.7842,29.0
1546,-3.3695,38.3506,65.0
1547,-3.2611,38.2756,32.05
1548,-3.65,40.984,0.9
1549,-3.22,40.4618,56.48
1550,-3.4917,40.859,62.5
1551,-3.6167,40.7757,45.1
1552,-3.8225,40.9374,4.4
1553,-3.8,40.4007,12.43
1554,-3.8834,40.866,33.97
1555,-3.8814,40.9282,18.79
1556,-3.5695,40.2757,32.27
1557,-3.5834,40.8396,6.27
1558,-3.8806,40.5674,26.05
1559,-3.225,40.5138,46.81
1560,-4.3504,40.2904,41.3
1561,-3.9334,40.3757,8.45
1562,-4.1727,40.517,44.0
1563,-4.1501,40.6007,31.03
1564,-4.1667,40.609,28.7
1565,-4.3306,40.3785,36.88
1566,-4.3126,40.3299,40.85
1567,-4.3001,40.3507,53.02
1568,-4.3501,40.284,40.55
1569,-4.3029,40.4007,27.72
1570,-3.7473,41.0452,30.27
1571,-4.0306,40.3604,30.58
1572,-3.8056,40.7496,35.84
1573,-4.3917,40.3757,54.67
1574,-4.2862,40.5513,15.11
1575,-3.7084,41.0452,18.93
1576,-4.0809,36.9345,46.6
1577,-4.9168,36.6206,24.45
1578,-5.0168,36.6989,75.73
1579,-4.9692,36.752,22.41
1580,-4.9354,37.0103,4.0
1581,-0.8416,37.6012,42.0
1582,-1.9805,38.1484,35.7
1583,-1.5627,37.8423,80.0
1584,-2.2027,42.9341,3.8
1585,-2.0805,42.7591,36.82
1586,-1.5166,43.0508,32.65
1587,-0.9193,42.8563,19.16
1588,-1.6695,43.1667,48.39
1589,-1.5194,43.2674,37.24
1590,-2.1478,42.9247,7.1
1591,-7.9864,42.1452,7.86
1592,-6.2002,43.5675,51.28
1593,-4.9001,43.4341,40.95
1594,-5.1682,43.4536,13.9
1595,-4.7168,42.9174,55.37
1596,-4.3334,42.9358,11.46
1597,-4.4001,42.5591,43.1
1598,-4.8833,42.8009,27.51
1599,-4.7779,42.6194,67.8
1600,-4.7334,42.5563,19.04
1601,-4.8834,42.8535,36.5
1602,-8.6531,42.4174,11.21
1603,-8.8003,42.1507,14.6
1604,-8.7448,42.0257,9.2
1605,-2.42,42.1563,24.26
1606,-2.5194,42.4494,29.67
1607,-2.5833,42.0774,28.42
1608,-2.5889,42.2758,9.7
1609,-2.7194,42.2007,20.5
1610,-2.6861,42.1841,27.89
1611,-2.8333,42.3027,40.2
1612,-2.5569,42.3216,29.88
1613,-2.3694,42.1507,43.5
1614,-6.0699,40.434,31.99
1615,-6.1502,40.5424,21.79
1616,-5.7529,40.334,25.59
1617,-6.353,40.8674,13.29
1618,-5.9174,40.5799,15.88
1619,-6.1946,40.5493,45.65
1620,-6.0593,40.479,29.67
1621,-6.528,40.3687,30.73
1622,-3.9195,43.3966,4.87
1623,-3.9612,43.3841,4.37
1624,-4.0001,43.4341,0.01
1625,-4.0251,43.2508,23.41
1626,-4.2936,43.124,4.49
1627,-4.089,41.2424,0.76
1628,-4.4029,41.0257,8.3
1629,-4.2834,41.0549,13.82
1630,-4.4195,40.8674,5.53
1631,-4.0001,41.3007,0.01
