,Longitude,Latitude,Clay min [%]
2422,-0.8604,42.8124,42.8
2423,-0.8615,42.7702,33.5
2424,-1.0866,42.6785,47.4
2425,-1.0907,42.6952,38.9
2426,-1.5746,43.1719,14.9
2427,-1.7035,43.2155,48.4
2428,-1.481,43.2452,51.1
2429,-1.5355,43.1891,39.2
2430,-1.9122,43.0377,24.3
2431,-1.8638,43.0961,38.0
2432,-1.8424,43.1424,15.7
2433,-1.9055,43.0341,31.2
2434,-1.8919,43.1952,57.3
2435,-1.9299,43.0969,17.7
2436,-2.7538,42.5972,32.4
2437,-2.1617,42.3425,23.2
2438,-0.8932,42.6113,25.3
2439,0.3178,41.7023,29.7
2440,-0.7517,42.7329,31.8
2441,-0.4832,42.5301,34.3
2442,0.0161,42.427,18.1
2443,0.5436,42.1941,35.5
2444,-0.0835,42.6565,22.4
2445,-0.469,42.5198,20.9
2446,0.1576,42.3612,28.1
2447,0.931,41.4691,24.5
2448,0.9905,41.6359,28.4
2449,1.5476,42.1153,19.5
2450,1.6741,42.0196,27.1
2451,1.2658,42.1555,18.9
2452,1.2452,42.3745,31.1
2453,2.7332,41.9202,15.2
2454,2.7871,41.846,13.5
2455,2.9666,41.83,16.0
2456,2.8192,42.2225,11.6
2457,2.7106,42.1286,18.4
2458,2.8927,42.0934,34.9
2459,2.3782,41.786,27.4
2460,2.491,42.1207,14.5
2461,0.2481,41.1076,18.0
2462,1.6786,41.6287,24.0
2463,2.0015,41.6275,24.0
2464,1.9639,41.3542,11.6
2465,1.9629,41.3416,16.9
2466,2.2528,41.4889,10.6
2467,0.5992,40.7538,7.2
2468,0.7312,40.8249,22.0
2469,0.8955,41.2343,32.3
2470,-1.1995,42.1338,8.8
2471,-1.7181,41.617,21.8
2472,-1.3671,41.16,18.2
2473,-1.8386,41.117,36.3
2474,-1.1778,41.4102,18.2
2475,0.064,41.1782,18.7
2476,-1.2067,42.1578,18.5
2477,-2.519,42.0541,49.3
2478,-2.4961,42.0549,14.5
2479,-2.5372,42.0259,0.5
2480,-2.5482,42.0254,9.0
2481,-2.552,42.002,14.0
2482,-2.5436,41.9984,8.0
2483,-2.4631,42.0908,9.5
2484,-3.1975,42.6161,25.8
2485,-2.9833,42.0424,20.5
2486,-3.0667,42.1369,14.3
2487,-5.0262,43.1314,30.9
2488,-5.0249,43.1296,34.8
2489,-5.0218,43.1153,12.0
2490,-5.4139,41.3327,23.2
2491,-5.9342,41.9519,11.8
2492,-5.3589,41.6608,25.0
2493,-5.413,41.9667,10.8
2494,-5.7356,41.538,19.8
2495,-5.7942,41.2547,12.5
2496,-5.6378,41.4602,25.8
2497,-6.2113,41.6646,10.3
2498,-6.1095,41.8188,14.8
2499,-6.3682,42.0272,17.5
2500,-5.1262,41.2312,7.8
2501,-5.2794,41.2093,17.6
2502,-4.8907,41.3988,41.6
2503,-4.2252,41.569,21.7
2504,-4.5222,41.3714,8.8
2505,-4.366,41.621,36.4
2506,-4.6181,41.4768,21.5
2507,-4.5877,41.4578,27.5
2508,-4.4339,41.5409,5.6
2509,-4.7289,41.2297,5.2
2510,-4.791,41.1882,5.0
2511,-4.6125,41.299,3.9
2512,-4.6126,41.3521,8.4
2513,-4.7083,41.5372,5.6
2514,-4.5826,41.3976,27.0
2515,-4.5776,41.4368,23.6
2516,-5.1986,41.3613,27.4
2517,-4.5482,41.3566,17.6
2518,-4.9135,41.2601,7.9
2519,-4.6789,41.4899,7.7
2520,-4.6144,41.2782,13.6
2521,-4.6845,41.4979,9.0
2522,-5.2252,41.3331,8.9
2523,-4.8569,41.4718,9.5
2524,-4.0784,41.6106,12.7
2525,-5.0293,41.3361,19.6
2526,-4.3772,41.4957,18.2
2527,-4.3608,41.6004,13.4
2528,-5.0697,41.2151,21.7
2529,-4.7025,41.2706,38.9
2530,-5.823,40.7289,12.3
2531,-5.9044,40.5044,20.0
2532,-6.7351,41.0412,15.3
2533,-5.7433,40.5183,4.3
2534,-6.2799,41.2025,5.8
2535,-5.194,41.1515,8.0
2536,-5.2383,40.9129,13.8
2537,-5.4989,40.9895,12.0
2538,-5.4989,40.9895,5.5
2539,-5.5179,41.0837,9.5
2540,-5.6503,40.987,26.0
2541,-5.6945,41.167,9.3
2542,-6.0105,40.7134,22.0
2543,-5.7462,40.8785,15.3
2544,-5.8079,40.9329,25.0
2545,-5.2321,41.0815,25.7
2546,-5.2298,41.0842,17.2
2547,-5.201,41.0757,15.8
2548,-5.275,40.805,15.0
2549,-5.3224,40.7383,29.8
2550,-5.4085,40.9572,15.0
2551,-5.3185,41.0653,11.3
2552,-5.4373,40.9638,7.5
2553,-5.3743,40.9133,8.5
2554,-5.3198,40.8843,22.0
2555,-5.1959,40.9579,7.0
2556,-5.1911,40.8508,23.5
2557,-5.3947,41.0665,21.8
2558,-5.3165,40.4303,11.5
2559,-5.5068,40.3629,4.3
2560,-5.041,40.7112,12.5
2561,-5.1075,40.192,10.5
2562,-4.6033,40.9487,12.5
2563,-4.6862,40.9367,4.0
2564,-4.9579,40.9477,22.6
2565,-5.3305,40.2553,12.5
2566,-4.8757,40.7906,24.2
2567,-4.7699,40.8449,18.0
2568,-5.2493,40.3596,19.0
2569,-5.1809,40.3537,6.5
2570,-4.9855,40.3987,12.6
2571,-5.2258,40.3605,14.8
2572,-3.5951,41.1912,15.8
2573,-3.7076,41.1239,22.4
2574,-4.5001,40.56,23.0
2575,-4.2064,40.6448,9.0
2576,-4.3244,40.6346,6.0
2577,-3.4121,40.3438,41.0
2578,-3.2473,40.3623,49.0
2579,-3.4477,40.3797,18.0
2580,-3.4598,40.4337,20.0
2581,-3.2471,40.3533,34.0
2582,-3.2353,40.2903,25.0
2583,-3.2817,40.119,24.0
2584,-3.5998,40.2619,32.0
2585,-3.9678,40.5027,11.0
2586,-3.875,40.6295,14.0
2587,-4.2841,40.3825,17.0
2588,-3.7575,40.6754,26.0
2589,-3.5922,40.7394,32.0
2590,-2.5024,40.7669,17.0
2591,-3.5229,40.965,16.0
2592,-3.8082,40.9723,10.0
2593,-3.7722,40.9456,17.0
2594,-3.4377,40.659,30.0
2595,-3.3429,40.6323,40.0
2596,-3.5054,40.2263,36.0
2597,-3.8006,40.3418,15.0
2598,-3.7303,40.3693,65.0
2599,-3.6259,40.5411,21.0
2600,-3.5539,40.4063,37.0
2601,-3.1575,40.7354,12.0
2602,-2.5425,41.1256,74.0
2603,-1.8732,40.9778,17.0
2604,-3.0888,40.7544,17.0
2605,-1.6524,40.7876,16.0
2606,-1.7073,40.7661,46.0
2607,-3.2311,40.7813,24.0
2608,-2.9879,40.7788,28.0
2609,-3.1059,40.2905,32.0
2610,-2.9644,40.7752,25.0
2611,-3.1421,40.4593,35.0
2612,-3.383,40.8169,14.0
2613,-2.6583,41.0774,60.0
2614,-3.2796,41.0316,5.3
2615,-3.0921,40.9386,39.8
2616,-3.1401,40.9116,54.4
2617,-1.8954,41.0708,45.8
2618,-1.6975,40.6958,23.1
2619,-3.1243,40.7075,18.7
2620,-1.651,40.7979,8.3
2621,-2.2622,40.9449,6.0
2622,-3.1728,41.1444,11.0
2623,-1.578,40.7763,32.6
2624,-1.5865,40.4864,21.8
2625,-1.3132,40.2773,17.7
2626,-1.3606,40.3356,7.7
2627,-1.3601,40.3347,10.7
2628,-1.4912,40.3149,35.0
2629,-0.4848,40.5433,51.0
2630,-1.4889,40.2599,20.1
2631,0.1354,40.3541,39.0
2632,-0.4561,40.1436,34.0
2633,-0.1973,40.5835,17.0
2634,-0.3954,40.136,9.0
2635,0.0369,40.2904,36.0
2636,0.3954,40.3585,38.0
2637,-0.3125,40.3021,11.0
2638,-0.4197,39.1271,29.8
2639,-0.4067,39.1822,27.0
2640,-0.4152,40.9372,32.2
2641,-0.4862,39.1578,30.2
2642,-0.467,39.1772,48.0
2643,-0.4327,39.1359,4.0
2644,-0.4081,39.1336,18.4
2645,-0.398,39.1334,9.9
2646,-0.414,39.14,29.3
2647,-0.4111,39.1255,7.7
2648,-0.4066,39.12,18.0
2649,-0.4408,39.1352,13.7
2650,-0.4419,39.1353,15.2
2651,-0.3624,39.0974,16.9
2652,-0.3794,39.1059,38.7
2653,-0.3817,39.169,32.7
2654,-0.9034,39.2188,23.0
2655,-0.996,39.2195,41.7
2656,-0.9731,39.1916,42.0
2657,-1.1475,39.1855,36.8
2658,-0.9239,39.3079,15.2
2659,-0.9721,39.2457,32.7
2660,-0.9839,39.2369,12.0
2661,-0.9585,39.2672,27.3
2662,-1.0874,39.2656,54.2
2663,-1.0655,39.2208,15.1
2664,-1.2497,39.7277,60.0
2665,-1.2004,39.8273,5.0
2666,0.0727,38.7274,46.9
2667,-0.0681,38.8048,60.2
2668,-0.3735,38.7337,44.1
2669,-1.1152,37.9947,7.3
2670,-1.1779,37.9677,11.4
2671,-1.2471,38.0526,11.7
2672,-1.4277,38.2399,13.7
2673,-1.3511,37.8829,10.2
2674,-1.4148,37.8297,8.7
2675,-1.6061,37.5081,40.0
2676,-1.8514,38.106,1.1
2677,-1.9748,38.0495,7.5
2678,-1.4459,37.8094,27.5
2679,-1.6366,37.5702,16.0
2680,-0.8493,37.7405,7.2
2681,-1.2394,38.0881,11.9
2682,-0.947,37.8188,4.6
2683,-0.8677,40.5699,2.3
2684,-0.9108,37.6722,3.2
2685,-1.3819,38.5231,0.4
2686,-1.1382,38.6114,5.9
2687,-2.2643,37.9935,5.8
2688,-1.106,38.0427,16.4
2689,-0.8339,37.6456,9.3
2690,-1.5159,37.4344,5.4
2691,-1.9467,37.6202,4.4
2692,-1.08,37.9472,11.6
2693,-1.427,37.6847,16.8
2694,-1.2714,38.0836,20.0
2695,-1.8486,38.2096,14.5
2696,-1.4901,38.3146,4.5
2697,-1.1447,37.9068,23.6
2698,-1.2568,38.0248,8.1
2699,-1.1009,38.108,6.6
2700,-1.3217,38.2267,5.9
2701,-1.1659,37.9261,0.6
2702,-0.7424,37.7115,0.5
2703,-2.3892,38.4462,25.2
2704,-2.6991,38.6132,31.7
2705,-2.7002,38.6078,27.9
2706,-2.7001,38.6087,16.1
2707,-2.7002,38.6106,11.8
2708,-2.7025,38.6105,9.9
2709,-2.263,40.4431,18.2
2710,-3.068,40.049,48.3
2711,-2.865,40.1535,28.5
2712,-2.5809,40.3312,16.0
2713,-2.3774,40.0537,59.7
2714,-2.5921,40.0357,47.3
2715,-2.5227,40.0778,20.5
2716,-2.334,40.0642,35.3
2717,-2.5586,40.2311,28.8
2718,-2.2309,40.4699,26.1
2719,-4.0731,40.227,19.0
2720,-4.165,40.1702,24.0
2721,-4.5023,40.0222,19.0
2722,-4.3688,40.2563,18.0
2723,-2.4321,39.9612,20.0
2724,-3.4366,39.9392,29.0
2725,-3.2626,39.7392,28.0
2726,-3.4789,39.7985,39.0
2727,-3.4636,39.7823,53.0
2728,-3.3577,39.6196,17.0
2729,-4.2355,40.1046,17.0
2730,-4.0086,39.914,16.0
2731,-3.9546,39.8154,12.0
2732,-4.1988,40.023,18.0
2733,-3.5442,39.4882,17.0
2734,-3.8612,39.5917,41.0
2735,-4.1282,39.7192,10.0
2736,-3.7092,39.5865,32.0
2737,-4.978,39.8961,21.0
2738,-4.4989,39.5943,16.0
2739,-4.6414,39.7608,25.0
2740,-4.6716,39.609,12.0
2741,-4.6676,39.6379,15.0
2742,-3.7036,39.3747,33.0
2743,-3.9129,39.5801,10.0
2744,-4.5005,39.6438,20.0
2745,-2.9195,39.2268,28.0
2746,-3.232,39.328,18.0
2747,-3.2378,39.3136,11.0
2748,-3.4311,39.24,16.0
2749,-3.3358,38.8294,36.0
2750,-3.5806,39.243,11.0
2751,-3.4182,38.8228,20.0
2752,-3.1643,39.1497,25.0
2753,-3.5515,39.0061,32.0
2754,-3.0023,39.194,16.0
2755,-2.9594,39.3075,10.0
2756,-3.1612,39.3182,6.0
2757,-3.0115,38.8011,20.0
2758,-2.8607,38.7667,36.0
2759,-2.7113,38.7124,34.0
2760,-3.0458,38.7096,32.0
2761,-3.1148,38.9182,48.0
2762,-3.2346,39.3915,29.0
2763,-3.2825,38.8935,37.0
2764,-3.3452,38.6275,55.0
2765,-3.3481,38.632,35.0
2766,-6.7772,40.243,16.5
2767,-6.2646,40.3032,34.4
2768,-7.2671,39.3703,17.9
2769,-5.5909,40.1146,6.4
2770,-5.8787,40.2898,7.7
2771,-6.7326,40.2764,17.5
2772,-5.6553,40.1411,15.9
2773,-5.6664,40.2742,7.6
2774,-5.8361,40.326,11.1
2775,-6.6745,40.1869,18.7
2776,-6.6859,40.2475,17.7
2777,-6.6739,40.2216,9.3
2778,-5.7224,40.0576,11.2
2779,-6.0142,39.9912,16.8
2780,-5.324,39.4577,18.5
2781,-5.6655,39.3914,14.7
2782,-5.5902,40.0669,25.8
2783,-6.4128,39.4652,11.0
2784,-6.2083,39.319,9.1
2785,-6.8485,39.8466,9.5
2786,-6.6902,39.6179,13.4
2787,-5.4725,39.3344,20.4
2788,-5.4147,39.6086,21.5
2789,-5.8131,40.127,11.6
2790,-5.3508,39.3198,30.5
2791,-5.1732,39.7827,30.4
2792,-5.6101,40.0034,12.8
2793,-5.3487,40.1342,16.0
2794,-6.7156,40.204,8.9
2795,-6.946,38.9222,8.4
2796,-5.7966,38.9667,3.0
2797,-5.7689,38.9948,1.5
2798,-6.4977,38.7441,16.6
2799,-6.429,38.7349,35.6
2800,-6.4178,38.7257,23.6
2801,-6.5173,39.0414,32.9
2802,-6.4155,38.5828,36.6
2803,-6.427,38.7268,33.2
2804,-5.512,38.7822,24.1
2805,-6.8581,39.1193,10.8
2806,-5.6311,38.766,8.2
2807,-5.7301,38.5079,35.2
2808,-5.8352,38.6892,11.8
2809,-6.3406,38.778,24.2
2810,-6.8266,38.8259,14.3
2811,-5.7885,38.6115,18.0
2812,-5.8254,38.4538,12.7
2813,-5.5691,38.5115,15.0
2814,-6.3652,38.8276,26.3
2815,-5.7998,38.9599,25.9
2816,-6.409,38.7156,5.6
2817,-6.5794,38.9481,44.7
2818,-6.6883,38.6475,32.7
2819,-6.7087,37.7288,16.5
2820,-6.7113,37.7739,15.2
2821,-6.7135,37.7758,16.3
2822,-6.7199,37.7344,15.3
2823,-6.4379,37.7025,20.5
2824,-6.4709,37.7158,18.3
2825,-6.4029,37.7135,17.3
2826,-5.679,37.8833,29.3
2827,-5.6607,37.8643,21.4
2828,-5.8604,37.7236,16.8
2829,-5.8435,37.578,22.9
2830,-5.9794,37.4666,21.6
2831,-6.1238,36.9023,2.5
2832,-6.3099,37.2257,48.6
2833,-6.0333,36.864,7.3
2834,-6.3335,37.3848,36.0
2835,-5.7501,37.1603,24.0
2836,-5.5732,37.2562,50.0
2837,-5.87,37.3242,20.0
2838,-6.2987,37.2849,29.1
2839,-5.8455,37.2743,19.5
2840,-5.5611,37.4665,55.0
2841,-5.4403,37.1212,33.4
2842,-5.8941,36.9798,43.8
2843,-5.3765,36.7885,19.6
2844,-5.4325,36.6995,70.3
2845,-5.3799,36.6988,48.6
2846,-5.3436,36.741,26.2
2847,-5.6156,36.8831,44.1
2848,-5.7249,36.6923,47.7
2849,-5.5954,36.8178,16.9
2850,-5.7772,36.6695,37.3
2851,-5.1982,36.8839,67.2
2852,-5.6541,36.5213,33.0
2853,-5.9156,36.4823,14.1
2854,-5.3813,36.204,47.6
2855,-5.368,36.2277,26.3
2856,-5.3963,36.3031,14.1
2857,-5.4154,36.2057,16.2
2858,-5.6027,36.0323,22.6
2859,-6.0469,36.7121,50.1
2860,-6.0581,36.8009,53.1
2861,-5.8313,36.725,16.3
2862,-5.6108,36.8357,26.5
2863,-5.8668,36.5204,18.1
2864,-6.0388,36.5167,11.6
2865,-5.9459,36.3058,23.4
2866,-6.3992,36.6856,6.3
2867,-6.0844,36.6875,19.5
2868,-5.5972,36.8213,15.2
2869,-5.9458,36.2873,21.8
2870,-4.5243,36.9634,63.3
2871,-4.6606,36.6928,33.5
2872,-4.6987,36.6945,17.1
2873,-4.6254,36.7495,68.7
2874,-4.6234,36.72,53.5
2875,-4.5923,36.6867,26.8
2876,-4.5906,36.7634,13.1
2877,-4.5695,36.6887,28.1
2878,-4.6584,36.7089,17.4
2879,-4.5134,36.9598,37.0
2880,-4.5426,36.9559,45.7
2881,-4.5498,36.9517,35.4
2882,-4.5568,36.9539,35.4
2883,-4.4548,37.3794,17.6
2884,-4.1285,37.3861,60.8
2885,-4.801,37.8509,15.7
2886,-5.0169,37.7866,32.9
2887,-5.2688,37.7076,15.5
2888,-4.4773,37.9446,29.8
2889,-4.51,37.7477,22.4
2890,-4.6625,37.5763,30.5
2891,-4.6529,37.5264,32.4
2892,-4.3303,37.6019,28.9
2893,-4.3853,37.3176,43.3
2894,-4.4338,37.4652,26.8
2895,-4.2073,37.4078,55.4
2896,-5.2079,37.7944,35.9
2897,-4.6768,37.6941,56.4
2898,-4.8168,37.7768,53.2
2899,-4.4458,37.9797,38.5
2900,-5.2343,37.7002,49.4
2901,-4.7618,37.8524,61.4
2902,-4.7728,37.841,35.4
2903,-4.2605,37.4789,34.7
2904,-4.708,38.4687,13.7
2905,-4.6464,38.0001,15.5
2906,-5.0588,37.9458,18.7
2907,-4.8958,38.6379,10.3
2908,-5.1731,38.3853,27.2
2909,-4.8853,38.2127,23.3
2910,-4.9864,37.7082,31.4
2911,-2.9045,37.9025,29.3
2912,-2.8567,37.8952,46.4
2913,-2.8527,37.8966,40.3
2914,-3.0,37.839,63.7
2915,-2.9452,38.023,22.6
2916,-2.907,37.9753,26.2
2917,-2.9789,38.0134,71.3
2918,-2.9875,38.0341,25.3
2919,-2.9676,38.0278,71.8
2920,-2.9897,37.8403,60.3
2921,-2.9118,37.9669,11.3
2922,-2.0818,37.9706,31.1
2923,-2.8885,37.948,43.9
2924,-2.9129,37.934,57.6
2925,-3.2043,37.5256,33.1
2926,-3.8319,37.3299,33.3
2927,-3.4809,37.4274,50.3
2928,-4.1132,37.3222,29.9
2929,-4.0506,37.1479,29.4
2930,-3.6003,37.4467,33.2
2931,-3.6207,37.4538,40.5
2932,-3.6327,37.269,36.9
2933,-2.546,37.587,7.3
2934,-3.5131,36.9167,1.2
2935,-2.9763,37.2091,13.8
2936,-3.3254,37.0277,8.8
2937,-3.3027,37.0265,5.8
2938,-3.3279,37.0557,4.4
2939,-2.4087,37.5968,18.9
2940,-3.6445,37.0877,12.1
2941,-3.6456,37.3203,29.1
2942,-3.2717,37.379,25.2
2943,-4.1527,37.2687,7.0
2944,-3.2041,36.845,19.3
2945,-3.1107,36.9488,34.1
2946,-2.4284,37.8326,31.1
2947,-2.6553,37.4154,22.5
2948,-3.6847,37.0289,23.6
2949,-3.5928,36.9979,27.8
2950,-3.5953,37.0195,44.8
2951,-3.5539,37.4037,64.3
2952,-2.29,37.3298,44.7
2953,-2.1223,36.8014,25.6
2954,-2.0378,36.8314,36.3
2955,-0.1393,40.6154,15.0
2956,-0.3139,39.1873,23.8
2957,-0.5788,39.5625,26.0
2958,-0.0823,38.8761,29.0
2959,-0.2651,39.8438,8.4
2960,-0.8227,38.8285,29.0
2961,-0.0783,40.6589,37.0
2962,-0.5237,38.8136,11.2
2963,-0.4316,39.7665,23.5
2964,-0.9338,39.7585,3.0
2965,-0.5652,38.9496,3.1
2966,-0.3198,39.3226,0.1
2967,-0.0376,38.8743,1.1
2968,0.0593,40.2891,24.0
2969,0.045,38.7033,28.3
2970,-0.9516,39.5516,13.0
2971,-0.5943,38.77,29.2
2972,-0.5974,39.698,21.0
2973,-0.5685,38.8505,19.0
2974,-0.6713,38.7989,18.8
2975,-0.2005,39.7071,17.0
2976,-0.7909,38.7378,34.9
2977,-0.9307,39.8486,38.0
2978,-0.1527,38.8772,18.5
2979,0.0012,40.5848,27.0
2980,-1.4507,40.1282,25.0
2981,-1.1695,39.6724,34.0
2982,-0.8501,39.8201,50.0
2983,-0.1761,38.8687,22.3
2984,-0.666,39.0417,42.1
2985,-0.8865,39.776,5.0
2986,-0.011,40.5761,46.0
2987,-0.8869,39.7487,6.0
2988,-0.257,39.7535,22.7
2989,-0.4723,39.29,30.3
2990,-2.3,37.3006,15.2
2991,-1.8777,37.2506,14.3
2992,-2.8494,36.983,32.6
2993,-2.8687,36.8157,27.5
2994,-2.4243,37.0358,51.1
2995,-2.795,37.1569,17.5
2996,-6.0029,36.8062,40.1
2997,-5.3816,36.2006,47.6
2998,-6.1502,36.5173,25.7
2999,-5.6668,36.5006,33.0
3000,-6.1891,36.7492,40.5
3001,-5.5918,36.8145,16.9
3002,-4.6668,37.5173,32.4
3003,-4.7862,37.8187,39.0
3004,-4.7945,37.9784,16.9
3005,-4.6584,38.3506,9.2
3006,-4.8168,38.2006,24.8
3007,-3.6667,37.3839,60.8
3008,-4.8002,37.8673,15.7
3009,-3.7945,37.0589,39.5
3010,-3.3834,37.1006,8.6
3011,-2.6,37.3947,7.3
3012,-3.7017,36.7784,13.0
3013,-3.1111,37.2325,18.9
3014,-2.5917,37.6451,9.7
3015,-3.3084,37.4089,29.8
3016,-4.082,37.3228,29.9
3017,-3.7667,37.3089,62.6
3018,-3.6361,37.0284,27.8
3019,-3.7334,37.1673,10.8
3020,-7.0569,37.8395,23.7
3021,-6.9391,37.5617,25.0
3022,-6.3724,37.4562,45.8
3023,-6.5044,37.0173,3.0
3024,-7.0002,37.3506,6.0
3025,-6.5955,37.2276,48.1
3026,-6.4724,37.884,7.5
3027,-4.0973,38.0437,12.3
3028,-3.8778,37.8895,43.8
3029,-3.1472,38.259,45.3
3030,-3.5,37.9728,49.6
3031,-3.2428,37.7601,78.4
3032,-3.0722,37.8395,45.3
3033,-4.1806,38.0992,23.7
3034,-2.9528,37.9062,12.9
3035,-3.9278,37.7145,64.2
3036,-4.6084,37.0867,50.7
3037,-4.3723,36.7728,32.7
3038,-4.6751,36.6506,8.4
3039,-4.5987,36.9992,20.0
3040,-4.7557,36.8423,41.0
3041,-5.6599,37.2339,31.3
3042,-6.1891,37.3839,25.8
3043,-5.6599,37.3756,52.5
3044,-4.9112,37.2812,41.0
3045,-6.2002,36.9089,61.0
3046,-5.637,37.918,19.0
3047,-5.4418,37.0506,41.3
3048,-5.7835,37.4839,14.7
3049,-5.9168,37.5339,28.5
3050,-2.9994,41.8498,1.0
3051,-2.997,41.8534,2.5
3052,-3.2798,41.9179,12.0
3053,-3.8709,41.76,14.8
3054,-3.0453,41.9768,11.6
3055,-4.758,40.9802,6.6
3056,-5.5905,41.445,24.1
3057,-5.2881,42.6024,16.3
3058,-4.7928,42.6517,11.9
3059,-6.4919,42.002,15.1
3060,-6.3254,41.6944,18.9
3061,-4.7531,41.1073,4.0
3062,-5.2987,41.5548,9.8
3063,-4.7331,42.545,8.5
3064,-5.0011,42.4709,13.2
3065,-1.8113,41.8036,20.0
3066,-1.823,41.7893,15.0
3067,-1.8533,41.8459,29.8
3068,-4.4293,40.5609,23.0
3069,-4.5013,40.6141,26.0
3070,-4.5017,40.6321,18.0
3071,-4.5119,40.5599,19.0
3072,-4.5221,40.4877,14.0
3073,-4.3362,40.6341,15.0
3074,-3.05,43.1341,15.4
3075,-3.0333,43.1174,18.6
3076,-2.5,42.5021,20.7
3077,-2.8333,43.0508,27.9
3078,-2.595,43.0236,24.9
3079,-2.4166,42.5341,18.3
3080,-2.6333,42.9924,29.2
3081,-2.5833,42.9508,23.3
3082,-2.5833,42.8549,27.4
3083,-2.6333,42.8424,37.3
3084,-2.6333,42.5008,18.2
3085,-2.4975,42.9286,16.7
3086,-2.4166,42.9341,21.1
3087,-2.7167,42.9341,23.4
3088,-2.55,42.823,39.6
3089,-2.4747,42.7347,27.2
3090,-2.4508,42.6852,13.0
3091,-2.303,42.7924,14.2
3092,-2.2722,42.8102,44.1
3093,-2.7833,42.5827,15.5
3094,-2.6667,42.5846,0.9
3095,-2.6833,42.5508,44.1
3096,-2.6166,42.4994,4.9
3097,-2.5,42.6016,22.9
3098,-2.4878,42.6222,16.1
3099,-2.7028,39.3118,5.6
3100,-2.5166,39.2007,21.2
3101,-2.4277,39.2498,18.6
3102,-2.3486,39.2396,14.6
3103,-2.375,39.1721,23.6
3104,-2.6667,39.134,21.8
3105,-2.7333,39.0868,25.4
3106,-2.5,39.084,15.5
3107,-2.45,39.0618,19.9
3108,-2.4166,39.0007,30.4
3109,-2.0166,39.0173,29.3
3110,-2.7333,38.984,22.5
3111,-2.6,38.9173,17.4
3112,-1.8944,38.7256,29.7
3113,-2.6427,38.5734,31.7
3114,-2.6655,38.6005,27.9
3115,-2.6988,38.6908,9.9
3116,-2.55,38.6506,28.2
3117,-2.55,38.5673,46.0
3118,-2.5,38.6173,23.0
3119,-2.4166,38.434,21.3
3120,-0.1498,38.8506,18.5
3121,-0.8166,38.7173,11.8
3122,-0.7832,38.734,34.9
3123,-0.5332,38.684,22.7
3124,-0.4832,38.7673,11.2
3125,-0.3832,38.734,44.1
3126,-0.0665,38.8006,60.2
3127,0.0502,38.7006,28.3
3128,-0.9166,38.5673,14.7
3129,-0.6332,38.534,11.6
3130,-0.2999,38.534,25.5
3131,-0.2332,38.5173,25.5
3132,-0.9332,38.4006,25.9
3133,-0.7499,38.2506,60.4
3134,-0.6832,38.2673,41.8
3135,-0.5987,38.1923,19.3
3136,-0.5362,38.1273,25.8
3137,-0.6332,38.184,14.8
3138,-0.9499,38.1173,32.5
3139,-0.9666,38.0173,22.8
3140,-0.8832,38.0173,46.9
3141,-0.6665,38.1006,8.0
3142,-0.8166,37.884,29.4
3143,-0.3665,38.5173,9.7
3144,-0.6165,38.434,10.7
3145,-0.4332,38.4173,7.6
3146,-2.1189,37.8506,25.3
3147,-2.15,37.884,22.5
3148,-2.2333,37.8173,26.3
3149,-2.2833,37.7006,11.0
3150,-2.1166,37.8173,30.2
3151,-2.15,37.7673,38.4
3152,-2.0666,37.734,14.5
3153,-2.1333,37.5506,9.4
3154,-2.5166,37.3506,10.4
3155,-2.4166,37.4173,7.0
3156,-2.35,37.4673,13.2
3157,-2.2333,37.4339,5.1
3158,-2.1387,37.3839,11.1
3159,-2.0833,37.4839,39.3
3160,-1.8999,37.5006,11.4
3161,-2.0625,36.8006,38.6
3162,-2.8167,37.1673,12.4
3163,-2.5666,37.3339,10.4
3164,-2.5833,37.2339,19.8
3165,-2.5166,37.2006,7.5
3166,-2.45,37.3006,13.7
3167,-2.3,37.3006,15.2
3168,-2.3,37.2006,15.6
3169,-2.2,37.1839,9.5
3170,-1.8833,37.2506,14.3
3171,-1.8333,37.2339,12.5
3172,-2.9167,37.0839,10.3
3173,-2.9,37.0173,23.6
3174,-2.7667,37.1173,20.6
3175,-2.8,37.1506,17.5
3176,-2.7333,37.0006,22.1
3177,-2.5666,37.0339,18.2
3178,-2.4166,37.0339,51.1
3179,-2.35,37.0839,1.8
3180,-2.25,37.1506,9.4
3181,-2.2333,37.0839,12.5
3182,-2.1333,37.1506,6.4
3183,-1.8833,37.0506,20.1
3184,-1.8499,37.1673,56.3
3185,-2.9833,36.9006,22.1
3186,-2.9167,36.9673,11.9
3187,-2.8833,37.0006,8.8
3188,-2.8833,36.8673,27.4
3189,-2.7667,36.9839,22.3
3190,-2.7667,36.8839,8.9
3191,-2.7167,36.8339,9.1
3192,-2.5833,36.9839,32.6
3193,-2.5166,36.8839,13.9
3194,-2.4833,36.9506,13.2
3195,-2.3333,37.0006,4.8
3196,-2.2166,36.9173,11.4
3197,-2.15,36.8673,8.5
3198,-2.0833,36.8506,53.5
3199,-1.9666,37.0006,44.0
3200,-2.0333,36.8839,26.8
3201,-3.1167,36.7673,7.4
3202,-2.95,36.7506,2.1
3203,-2.9333,36.8173,23.2
3204,-2.7333,36.7673,13.5
3205,-2.6833,36.7173,11.0
3206,-2.6333,36.7506,25.0
3207,-2.6166,36.7339,27.5
3208,-2.25,36.8339,13.0
3209,-2.2,36.7673,14.8
