,Longitude,Latitude,Clay min [%]
837,-4.1768,40.5773,14.5
838,-4.1378,40.7088,6.8
839,-4.002,40.689,3.3
840,-4.0042,40.6901,4.8
841,-4.0565,40.7732,6.8
842,-4.1349,40.6156,9.1
843,-4.114,40.641,11.4
844,-4.0322,40.7328,13.9
845,-4.0801,40.7438,9.2
846,-4.1689,40.5976,9.1
847,-4.0392,40.6926,11.6
848,-4.0161,40.5779,7.8
849,-4.0051,40.6751,5.3
850,-3.9688,40.577,2.0
851,-4.1118,40.614,6.6
852,-4.0389,40.6899,10.7
853,-4.0825,40.589,9.1
854,-4.0101,40.6774,7.4
855,-3.9609,40.6036,5.2
856,-3.9603,40.5581,16.3
857,-4.0239,40.5094,6.2
858,-4.0341,40.517,5.7
859,-3.9767,40.5517,5.2
860,-3.9217,40.9318,18.0
861,-3.8385,40.8323,10.7
862,-3.8041,40.83,15.4
863,-3.7688,40.8537,13.0
864,-3.7762,40.8771,15.6
865,-3.7864,40.9401,20.5
866,-3.6427,40.9436,9.7
867,-3.7987,40.9742,12.5
868,-3.7475,41.0126,12.6
869,-3.8739,40.909,14.6
870,-3.9601,40.816,9.5
871,-3.9139,40.8329,11.4
872,-3.6753,41.0556,21.7
873,-3.8534,40.7867,7.5
874,-3.9992,40.8549,15.2
875,-4.0167,40.8674,14.2
876,-4.0462,40.8451,13.8
877,-3.9072,41.018,11.2
878,-4.1794,40.7079,6.6
879,-3.8443,41.0047,9.7
880,-3.807,41.0237,17.1
881,-3.8394,41.0622,13.3
882,-4.1256,40.7401,10.9
883,-4.1278,40.7732,18.0
884,-4.1759,40.7066,12.0
885,-4.0964,40.7785,15.3
886,-4.0937,40.7976,11.5
887,-4.187,40.7082,12.0
888,-3.8394,41.0145,17.3
889,-3.7992,40.9978,17.3
890,-3.8114,41.0126,12.2
891,-3.6125,41.1507,17.0
892,-3.5939,41.1638,15.8
893,-3.6935,41.0861,29.5
894,-3.7124,41.0887,19.7
895,-3.6565,41.1548,15.8
896,-3.6789,41.1083,15.2
897,-3.6843,41.1114,16.8
898,-3.6654,41.1318,13.2
899,-3.8608,41.0598,11.2
900,-3.8557,41.063,10.5
901,-4.0037,40.8821,18.7
902,-4.0439,40.88,17.3
903,-2.3959,40.7484,19.7
904,-2.4316,40.7215,15.5
905,-2.3283,40.5147,26.4
906,-2.3278,40.557,16.6
907,-2.0694,39.5299,32.4
908,-2.0772,39.5773,19.9
909,-1.6233,39.6156,22.4
910,-1.6144,39.6253,24.1
911,-1.649,39.5979,21.5
912,-2.2778,38.619,17.7
913,-2.1161,38.569,18.3
914,-2.081,38.5658,15.3
915,-2.9506,40.5739,18.1
916,-2.8756,40.4356,37.7
917,-1.2516,39.1872,15.8
918,-1.296,39.2689,16.8
919,-0.9954,38.7781,8.4
920,-1.0307,38.8052,18.7
921,-1.089,38.7795,9.1
922,-1.0786,38.7249,11.2
923,-3.2925,43.0492,18.1
924,-3.2017,42.8403,22.8
925,-3.1714,42.8208,3.6
926,-3.3806,42.7497,18.2
927,-3.0083,41.9757,12.8
928,-2.9713,42.0658,13.5
929,-3.1625,41.8384,7.2
930,-2.45,41.7591,23.8
931,-2.4333,41.7507,9.8
932,-2.4333,41.7757,9.5
933,-2.8528,41.9341,9.8
934,-2.85,41.9424,18.9
935,-2.8625,41.9341,9.7
936,-2.8083,41.8341,15.7
937,-3.0167,41.8257,3.8
938,-3.1333,41.7507,17.8
939,-1.7826,40.5994,26.0
940,-1.8161,40.4731,34.0
941,-1.7208,40.5745,16.5
942,-1.7333,40.5356,8.3
943,-1.7372,40.4998,60.3
944,-1.8889,40.4306,5.1
945,-1.8753,40.4338,45.5
946,-1.9044,40.379,8.5
947,-1.8692,40.3706,21.0
948,-1.7375,40.237,9.3
949,-1.684,40.2019,15.4
950,-1.7611,40.1473,3.5
951,-3.85,41.0507,17.2
952,-3.8334,41.0174,16.3
953,-3.8334,41.0007,14.3
954,-3.9833,40.8531,12.3
955,-3.9986,40.8717,16.0
956,-4.0369,40.8653,18.6
957,-4.1117,40.7592,18.8
958,-4.145,40.7175,14.8
959,-4.0714,40.7659,17.7
960,-4.5306,40.7606,13.2
961,-4.0606,40.7723,17.1
962,-4.1394,40.697,13.4
963,-4.1594,40.6845,8.8
964,-3.8711,40.8648,15.3
965,-3.8919,40.8448,6.1
966,-3.2195,41.2868,3.3
967,-3.2158,41.2203,19.5
968,-3.1347,41.2084,16.0
969,-5.3001,42.9841,9.9
970,-5.2882,42.9934,3.4
971,-5.2751,42.998,21.8
972,-1.9728,39.2551,2.0
973,-2.0625,39.349,17.3
974,-2.0816,38.5667,13.5
975,-1.4328,39.319,11.0
976,-2.0308,38.9349,14.5
977,-1.6556,39.2276,5.5
978,-1.6344,39.1315,5.8
979,-1.775,39.1537,6.2
980,-4.6824,40.9971,1.3
981,-4.3814,40.5162,4.3
982,-4.3833,40.4481,5.3
983,-4.3917,40.4587,4.3
984,-4.6856,40.2759,7.0
985,-4.6836,40.3178,6.7
986,-3.9472,41.6356,12.6
987,-3.9472,41.6295,2.5
988,-3.9094,41.6703,2.0
989,-3.9533,41.6245,1.3
990,-2.6175,39.3667,8.0
991,-2.55,39.3828,5.3
992,-2.1056,39.4176,4.4
993,-2.2028,39.3453,1.0
994,-2.3027,39.3465,3.9
995,-1.9092,39.4665,7.1
996,-1.9694,39.4326,16.7
997,-2.0702,39.4488,15.6
998,-1.6684,39.7963,9.3
999,-2.4569,39.344,7.3
1000,-2.4236,39.3467,3.5
1001,-2.3869,39.3717,12.4
1002,-2.4044,39.3292,1.9
1003,-4.2847,40.4564,5.7
1004,-4.2667,40.3674,5.0
1005,-4.4111,40.2801,4.2
1006,-4.4047,40.4009,7.2
1007,-4.2969,40.3725,10.0
1008,-4.5658,41.262,1.0
1009,-4.5578,41.257,1.6
1010,-4.5059,41.1167,3.6
1011,-4.3705,40.2959,5.5
1012,-4.3522,40.2467,3.4
1013,-4.7658,41.572,3.4
1014,-4.7972,41.5828,10.9
1015,-4.8227,41.5481,0.4
1016,-4.7305,41.4725,2.8
1017,-5.0501,41.4007,5.3
1018,-4.9544,41.4707,0.7
1019,-4.9638,41.4642,0.9
1020,-4.568,41.4398,16.4
1021,-4.5236,41.5023,9.1
1022,-4.6097,41.6111,1.3
1023,-5.325,41.512,0.9
1024,-5.4736,41.5114,3.0
1025,-5.4694,41.5056,1.6
1026,-5.4992,41.5347,6.5
1027,-5.4547,41.3273,2.8
1028,-5.6167,41.2592,1.9
1029,-5.8147,41.5336,7.8
1030,-3.425,42.7591,4.0
1031,-3.5417,42.7425,20.5
1032,-3.4625,42.7064,15.2
1033,-3.3431,42.8875,25.8
1034,-2.9833,41.8341,5.1
1035,-2.9967,41.8445,9.0
1036,-2.7917,41.8507,3.5
1037,-2.2316,41.0249,3.0
1038,-2.1154,40.997,6.6
1039,-1.986,40.909,7.3
1040,-1.9377,39.7541,18.2
1041,-1.8808,39.6634,30.0
1042,-1.8125,39.812,5.6
1043,-1.8422,39.8103,11.3
1044,-1.675,39.9564,8.4
1045,-1.6258,39.9689,4.0
1046,-2.2222,40.0854,2.7
1047,-2.2875,40.0842,18.3
1048,-2.1903,40.2412,4.5
1049,-2.1903,40.2503,3.7
1050,-4.1408,40.6667,9.6
1051,-4.2589,40.5042,5.9
1052,-4.3881,40.5634,7.5
1053,-4.4208,40.5028,5.2
1054,-4.4764,40.2737,9.0
1055,-4.4339,40.8473,2.3
1056,-4.6094,40.4106,11.0
1057,-4.7144,40.3026,4.2
1058,-4.7975,40.2959,7.6
1059,-4.8235,40.2905,8.0
1060,-5.0908,40.2009,6.5
1061,-1.3111,38.4768,15.8
1062,-1.2694,38.5043,15.5
1063,-2.3604,38.3694,28.4
1064,-4.7287,40.9712,3.5
1065,-4.7444,41.0175,5.0
1066,-4.7778,41.5239,0.5
1067,-4.5944,41.5398,1.5
1068,-4.4417,41.46,14.0
1069,-4.5144,41.5717,1.9
1070,-4.7047,41.4384,1.0
1071,-4.5278,41.4217,7.8
1072,-4.775,41.3189,3.0
1073,-4.505,41.2634,2.1
1074,-4.2078,41.255,1.5
1075,-4.0328,41.2064,1.4
1076,-3.6256,41.4564,4.7
1077,-3.5514,41.7264,2.9
1078,-3.6056,41.7634,2.3
1079,-3.6161,41.7245,5.4
1080,-3.8478,41.7731,1.1
1081,-3.8478,41.7661,4.0
1082,-2.6975,41.626,4.1
1083,-2.8936,41.5147,13.5
1084,-2.925,41.5028,8.4
1085,-2.975,41.5336,6.3
1086,-2.8647,41.512,5.0
1087,-6.2252,42.3174,12.2
1088,-6.2502,42.3091,9.8
1089,-6.2002,42.2507,10.0
1090,-4.5001,38.8173,11.5
1091,-4.1361,38.9481,13.5
1092,-3.9861,38.7176,12.0
1093,-3.4861,38.4315,14.9
1094,-3.9862,39.0507,8.5
1095,-4.3347,39.1612,11.5
1096,-4.4167,39.0007,11.3
1097,-4.3944,39.1745,7.5
1098,-3.7,39.234,13.0
1099,-3.7834,38.6173,14.0
1100,-3.1461,39.169,9.5
1101,-4.5334,39.134,11.0
1102,-4.1528,39.384,11.5
1103,-4.4195,39.4007,22.0
1104,-1.8666,40.2174,3.0
1105,-2.032,40.4065,12.2
1106,-1.9694,40.3648,6.0
1107,-1.8811,40.1346,33.0
1108,-1.8967,40.1321,33.0
1109,-2.3666,40.084,14.4
1110,-2.0195,40.2981,16.5
1111,-2.3583,40.5007,21.7
1112,-2.0926,40.182,19.0
1113,-1.6814,39.9481,1.7
1114,-2.0092,40.2467,5.0
1115,-2.8528,39.8673,12.2
1116,-2.8591,40.1553,20.0
1117,-1.9505,40.4479,50.0
1118,-1.6556,40.0037,7.7
1119,-1.9244,40.3305,7.0
1120,-2.161,39.6297,47.0
1121,-2.15,40.2507,10.0
1122,-2.3666,40.384,18.0
1123,-2.3333,41.0174,12.0
1124,-2.8528,41.1674,8.0
1125,-2.3431,41.0309,4.1
1126,-2.3,40.7507,17.0
1127,-2.3601,40.7752,8.0
1128,-2.3666,41.0174,18.0
1129,-2.9808,40.3174,6.0
1130,-1.9999,40.6674,21.0
1131,-2.7278,40.5564,35.0
1132,-2.7629,40.8038,59.0
1133,-2.7528,40.634,82.0
1134,-2.7986,40.7678,52.0
1135,-2.716,40.6685,22.0
1136,-3.1528,40.8648,13.5
1137,-3.4,41.0674,37.0
1138,-2.1689,40.9001,29.0
1139,-2.9645,40.7049,20.0
1140,-1.8916,40.5924,30.0
1141,-2.5998,40.7674,6.0
1142,-2.6333,40.6424,15.1
1143,-3.4,40.8507,21.5
1144,-3.1,41.1924,18.0
1145,-2.95,40.9757,22.5
1146,-2.9694,40.8537,52.0
1147,-3.3334,41.2507,18.0
1148,-3.3667,40.8507,15.5
1149,-3.1611,40.6981,12.0
1150,-3.1654,40.5516,38.0
1151,-3.1182,40.5967,36.0
1152,-3.0472,40.4527,16.5
1153,-2.9051,40.849,25.5
1154,-3.15,40.8674,10.0
1155,-3.1528,40.8674,30.5
1156,-3.135,40.8456,23.3
1157,-3.0197,40.8814,14.0
1158,-2.1211,41.0027,11.5
1159,-2.2166,40.9674,7.5
1160,-3.35,41.0341,16.5
1161,-2.2292,40.8194,64.0
1162,-2.217,40.8467,29.0
1163,-2.2194,40.8175,48.0
1164,-2.3666,40.8007,25.0
1165,-2.4166,40.7674,2.0
1166,-2.9169,40.9031,32.0
1167,-3.3167,40.8481,10.0
1168,-3.0943,40.4166,17.0
1169,-2.9644,40.8492,37.2
1170,-2.8833,40.4007,30.0
1171,-2.0944,40.3674,13.0
1172,-2.8528,40.4231,29.0
1173,-2.1194,40.6674,16.0
1174,-1.9361,40.6174,45.0
1175,-2.975,42.0007,15.0
1176,-5.0668,40.3007,13.5
1177,-4.5834,40.2174,7.5
1178,-5.1207,40.1426,15.0
1179,-2.4688,40.5145,35.0
1180,-2.1,41.0007,14.5
1181,-2.6028,41.0674,1.0
1182,-2.6071,41.0916,28.0
1183,-2.1361,40.934,6.0
1184,-2.0299,40.6648,53.0
1185,-3.2834,40.9257,9.0
1186,-2.8889,41.2564,1.5
1187,-2.5944,40.7674,5.5
1188,-2.2694,40.9507,4.5
1189,-2.5333,40.8757,4.7
1190,-2.3496,40.631,32.5
1191,-3.3,41.0007,9.5
1192,-1.9113,40.6818,42.0
1193,-3.223,41.0265,10.5
1194,-3.2167,41.0174,10.0
1195,-2.9333,40.5507,32.5
1196,-3.0611,40.7231,40.0
1197,-2.6553,40.9837,29.0
1198,-2.65,40.6541,26.5
1199,-2.0986,40.8365,40.0
1200,-3.3833,40.984,11.5
1201,-3.33,40.9362,17.0
1202,-2.5917,40.9481,2.0
1203,-2.917,40.831,31.9
1204,-1.9861,40.7731,53.0
1205,-2.2527,40.6674,14.0
1206,-3.071,40.6689,27.5
1207,-2.0045,40.7817,40.2
1208,-2.3725,40.7122,24.0
1209,-3.0667,40.984,7.5
1210,-3.2167,41.2674,2.5
1211,-2.9169,40.9031,24.5
1212,-2.8703,40.4526,37.0
1213,-3.3361,40.834,18.0
1214,-2.1166,40.734,29.5
1215,-6.2335,42.2674,14.0
1216,-6.2335,42.5577,5.0
1217,-6.2835,42.9174,8.7
1218,-5.1335,43.0008,19.7
1219,-5.5335,42.9508,19.7
1220,-6.2196,42.3007,13.0
1221,-5.7863,42.8008,31.0
1222,-4.9501,42.7008,10.5
1223,-6.8336,42.7174,18.0
1224,-3.9862,40.7174,4.0
1225,-4.2279,40.334,2.0
1226,-3.4361,40.284,4.0
1227,-3.3472,40.4868,16.0
1228,-3.6667,40.5507,11.0
1229,-3.8167,40.8965,7.2
1230,-3.6195,41.0924,19.0
1231,-3.5945,40.5257,18.5
1232,-3.725,40.859,11.5
1233,-3.5789,40.8814,12.0
1234,-3.8612,40.409,7.5
1235,-3.9911,40.7245,16.9
1236,-3.9858,40.7246,6.0
1237,-3.7695,40.984,6.5
1238,-3.7667,40.8965,9.0
1239,-3.7862,40.884,9.0
1240,-4.4168,40.3313,4.5
1241,-4.4029,40.3174,10.0
1242,-4.0445,40.6924,8.0
1243,-4.0667,40.7896,12.2
1244,-4.0695,40.7674,14.0
1245,-4.0528,40.7674,15.0
1246,-3.9334,40.634,8.0
1247,-4.2001,40.484,8.0
1248,-3.8334,40.6174,1.0
1249,-3.6,40.8674,30.0
1250,-3.55,41.0674,9.0
1251,-3.725,40.9424,11.0
1252,-3.9334,40.5507,6.5
1253,-4.1028,40.734,5.0
1254,-3.5834,40.3007,31.0
1255,-3.5667,41.034,13.6
1256,-3.45,41.084,16.0
1257,-3.65,40.784,12.0
1258,-4.1362,40.684,5.0
1259,-4.1528,40.6924,9.0
1260,-4.1362,40.6841,14.0
1261,-4.0695,40.7674,11.0
1262,-4.1362,40.684,8.0
1263,-4.0862,40.0007,15.0
1264,-3.9106,40.6258,5.0
1265,-4.0334,40.7257,23.0
1266,-3.5036,41.08,18.0
1267,-4.1084,40.4451,2.5
1268,-3.8983,40.3345,9.0
1269,-3.7834,40.8007,11.0
1270,-3.8492,40.4809,6.4
1271,-3.9028,40.7174,15.0
1272,-3.9667,40.3007,9.5
1273,-4.0333,40.6523,4.5
1274,-3.7112,40.8174,8.0
1275,-3.9862,40.7507,11.0
1276,-4.3751,40.3674,3.1
1277,-3.4667,41.034,15.0
1278,-3.5292,41.0146,15.8
1279,-3.575,41.1243,20.0
1280,-4.2334,40.491,19.0
1281,-3.85,40.884,9.6
1282,-3.7611,40.4287,16.0
1283,-3.9834,40.3674,8.0
1284,-0.1415,40.6896,33.2
1285,-0.2193,40.5535,20.0
1286,-0.2415,40.5701,17.8
1287,-0.2276,40.5396,20.0
1288,-0.3443,40.3229,64.1
1289,-0.3582,40.259,42.2
1290,-2.5166,38.3423,7.7
1291,-2.5833,38.3784,13.7
1292,-2.5166,38.309,15.3
1293,-2.5305,38.2729,27.2
1294,-2.6139,38.2562,15.3
1295,-2.5861,38.2534,47.7
1296,-2.5972,38.2423,32.2
1297,-2.6,38.2284,29.3
1298,-2.6305,38.2284,38.4
1299,-2.7528,38.0895,16.0
1300,-2.9528,37.9701,39.0
1301,-2.9167,37.9395,10.8
1302,-2.8028,37.9201,9.0
1303,-2.8361,37.8228,30.0
1304,-2.975,37.8562,20.8
1305,-2.9778,37.8395,40.7
1306,-3.0056,37.7562,21.6
1307,-2.9861,37.7117,44.8
1308,-2.55,37.9228,26.6
1309,-2.4944,37.9756,32.5
1310,-2.4389,38.0562,17.0
1311,-0.6165,38.5506,8.0
1312,-0.5377,38.659,31.8
1313,-0.5165,38.7743,25.7
1314,-0.8832,38.2673,20.5
1315,-2.46,36.92,8.0
1316,-2.9661,36.8718,18.0
1317,-2.6666,37.0006,10.0
1318,-2.4361,37.0648,11.0
1319,-5.9002,38.734,38.2
1320,-4.8334,39.2173,20.0
1321,2.5714,39.5415,22.0
1322,-5.9502,38.7507,39.0
1323,-6.8335,38.634,6.0
1324,-5.9418,38.7423,10.0
1325,-4.8584,39.234,11.8
1326,-6.8835,38.4506,16.5
1327,-2.9756,36.8034,14.5
1328,-2.5806,37.2759,8.2
1329,-2.5814,37.2726,7.8
1330,-2.5797,37.2657,8.9
1331,-2.5811,37.2521,5.8
1332,-2.5811,37.2634,8.9
1333,-2.5825,37.2543,8.4
1334,-2.5819,37.2682,5.0
1335,-2.5819,37.2701,7.2
1336,-2.5678,37.2496,31.0
1337,-2.575,37.2548,27.8
1338,-2.57,37.2526,5.5
1339,-2.58,37.2801,6.5
1340,-2.63,37.2843,8.5
1341,-2.6356,37.2848,9.0
1342,-0.171,40.734,25.0
1343,-0.1806,40.7142,21.4
1344,-0.4499,40.0479,26.2
1345,-0.4499,40.0562,26.2
1346,-0.6377,39.7923,31.6
1347,-0.6082,39.7673,25.8
1348,-1.0832,39.8868,26.8
1349,-1.0832,39.8785,12.8
1350,-1.1182,39.7923,17.9
1351,-1.0877,39.7979,27.5
1352,-0.411,38.8506,38.0
1353,-0.4999,38.859,45.6
1354,-3.75,37.684,29.3
1355,-3.1589,37.7357,55.6
1356,-3.1722,37.7351,26.0
1357,-3.1077,37.6817,13.3
1358,-3.0444,37.7645,46.8
1359,-2.941,37.7277,26.9
1360,-2.9125,37.788,8.9
1361,-2.95,37.9506,13.6
1362,-2.7953,38.0923,18.0
1363,-2.7753,38.1465,28.9
1364,-2.7611,38.1367,25.9
1365,-2.7472,38.1506,26.9
1366,-2.5861,38.1617,14.7
1367,-2.8294,38.0506,20.2
1368,-2.5878,38.3784,14.1
1369,0.0288,40.0729,24.9
1370,0.0288,40.0743,8.4
1371,-0.3472,39.667,18.5
1372,-0.4749,39.6693,15.3
1373,-0.8432,39.1437,25.4
1374,-0.9918,39.1595,24.5
1375,-1.1194,39.144,8.0
1376,-1.1091,39.1145,20.0
1377,-2.8605,37.6924,19.8
1378,-2.6072,37.9284,26.0
1379,-2.6161,37.9145,14.0
1380,-2.8559,37.4283,20.3
1381,-2.2501,37.819,38.4
1382,-2.0877,37.7589,30.2
1383,-1.9544,37.7473,28.1
1384,-1.8016,38.0595,28.9
1385,-1.744,37.9841,39.6
1386,-1.5166,37.8812,45.5
1387,-1.5111,37.8509,28.8
1388,-1.446,38.1215,28.3
1389,-1.4314,38.1393,46.3
1390,-1.2648,38.2655,18.9
1391,-1.2909,38.2655,22.3
1392,-1.1696,38.4474,26.4
1393,-0.2682,38.5348,25.5
1394,-0.3,38.4926,25.5
1395,-4.85,36.8648,8.2
1396,-4.8528,36.8482,2.9
1397,-3.95,36.8148,0.6
1398,-3.95,36.8149,3.8
1399,-3.7,36.8173,17.6
1400,-3.4208,37.2171,1.5
1401,-3.4685,37.098,26.3
1402,-3.4629,37.1012,16.9
1403,-5.9708,36.1796,3.9
1404,-5.9574,36.2061,17.5
1405,-5.9439,36.1982,1.7
1406,-6.1058,36.3129,4.6
1407,-6.1157,36.5311,11.5
1408,-6.3069,36.8565,1.1
1409,-6.3292,36.7965,1.4
1410,-5.0708,38.0268,6.7
1411,-4.8083,37.9493,16.6
1412,-4.8283,37.9809,7.9
1413,-4.8,37.9709,15.5
1414,-6.4389,37.7712,8.7
1415,-7.1481,37.3643,2.9
1416,-7.1619,37.3454,8.4
1417,-7.1194,37.3509,8.2
1418,-7.1472,37.2659,1.9
1419,-7.0263,37.2293,5.0
1420,-7.0369,37.3134,10.3
1421,-6.8392,37.1759,4.1
1422,-6.8556,37.1576,3.4
1423,-6.8278,37.2073,7.1
1424,-6.6097,37.2148,3.2
1425,-6.525,37.239,1.9
1426,-6.5042,37.1565,2.4
1427,-6.5335,37.6881,18.5
1428,-3.9847,38.142,7.6
1429,-6.3089,37.2298,1.7
1430,-6.1789,37.3112,11.9
1431,-6.1761,37.2454,6.8
1432,-6.1931,37.2398,2.2
1433,-6.2078,37.2773,3.7
1434,-0.3228,39.8573,11.0
1435,-0.2856,39.8801,9.3
1436,-0.35,39.9031,11.2
1437,-0.6472,40.0838,7.3
1438,-0.836,39.1423,5.5
1439,-0.8877,38.9229,15.7
1440,-6.6439,40.2189,10.0
1441,-6.488,40.2981,10.3
1442,-5.5064,40.0523,4.8
1443,-2.9178,37.9409,33.2
1444,-2.915,37.939,32.3
1445,-2.9083,37.952,13.6
1446,-2.7211,38.134,15.9
1447,-2.8306,38.0895,24.8
1448,-2.725,38.309,26.9
1449,-2.7083,38.2117,17.7
1450,-2.5211,38.334,33.2
1451,-3.5481,37.2599,15.0
1452,-3.8653,37.264,19.0
1453,-3.5111,37.2645,3.9
1454,-3.9536,37.2446,11.8
1455,-3.9583,37.2112,7.3
1456,-3.9758,37.2232,1.5
1457,-3.9236,36.8298,2.2
1458,-3.6857,36.9536,1.4
1459,-3.7335,36.9583,7.5
1460,-5.1492,36.4926,29.9
1461,-5.1419,36.5051,24.0
1462,-5.2042,36.5079,9.0
1463,-5.1847,36.4746,21.0
1464,-5.4589,36.5718,22.4
1465,-5.5322,36.5135,32.8
1466,-0.0196,38.8256,28.8
1467,-0.7349,38.3326,14.9
1468,-0.7432,38.3345,17.8
1469,-0.7961,38.4934,12.5
1470,-0.7583,38.4981,13.0
1471,-0.7167,38.5301,17.8
1472,-2.7877,37.3644,11.3
1473,-2.7775,37.3585,9.7
1474,-2.7643,37.3705,4.3
1475,-5.6113,40.084,5.0
1476,-5.9029,40.0901,11.0
1477,-5.7585,40.084,11.5
1478,-5.8021,40.334,6.2
1479,-5.8779,40.259,11.0
1480,-5.7196,39.7007,7.0
1481,-5.0501,39.4193,3.0
1482,-5.3807,40.1896,18.5
1483,-5.3862,40.134,7.0
1484,-4.9862,39.3673,13.5
1485,-6.6863,39.3507,20.0
1486,-6.6862,39.3507,13.0
1487,-6.4613,39.5257,8.0
1488,-6.7085,40.209,20.0
1489,-5.3644,36.7501,10.5
1490,-5.6696,36.6173,36.0
1491,0.0502,40.584,29.4
1492,0.1127,40.1135,7.4
1493,0.0502,40.6507,9.1
1494,-4.9334,38.1173,12.0
1495,-4.2167,38.2423,5.5
1496,-6.3526,40.193,12.5
1497,-7.2986,39.3637,17.6
1498,-7.2699,39.3433,20.9
1499,-7.2459,39.3262,20.2
1500,-5.3603,39.4826,20.3
1501,-5.3445,39.4051,23.4
1502,-5.4103,39.5904,23.5
1503,-5.4536,39.5129,22.0
1504,-5.585,39.3876,15.5
1505,-5.3444,39.4717,21.6
1506,-5.3523,39.4523,13.7
1507,-5.3374,39.4138,20.7
1508,-6.7818,40.2219,11.8
1509,-6.7876,40.1947,11.1
1510,-6.2985,40.2963,24.5
1511,-5.8679,40.2676,15.3
1512,-5.8767,40.2586,10.5
1513,-5.7869,40.0565,14.0
1514,-6.3382,40.3398,22.3
1515,-6.7846,40.2259,10.6
1516,-6.2772,40.2967,18.3
1517,-5.8621,40.3267,14.0
1518,-5.8295,40.3221,18.3
1519,-5.3355,39.4713,20.2
1520,-6.2772,40.4092,19.8
1521,-6.3869,40.3813,12.9
1522,-6.2635,40.3586,13.0
1523,-6.7783,40.2392,9.7
1524,-5.67,40.2689,15.1
1525,-5.7373,40.2164,17.4
1526,-3.4833,37.2648,12.0
1527,-3.4334,36.9673,15.3
1528,-3.4,36.9506,5.5
1529,-2.8694,37.3839,32.0
1530,-3.5069,37.1713,16.0
1531,-3.4334,37.1506,12.2
1532,-3.2167,37.1339,9.0
1533,-6.4155,39.007,9.0
1534,-5.9002,40.2174,8.0
1535,-6.4481,37.5801,29.0
1536,-6.403,37.2506,2.0
1537,-6.7502,37.1173,1.3
1538,-3.0167,37.884,37.0
1539,-2.7833,38.1173,42.0
1540,-2.8603,38.2173,27.7
1541,-3.6045,37.7006,24.0
1542,-3.4361,38.2756,27.5
1543,-3.0378,37.7842,24.5
1544,-3.3695,38.3506,5.2
1545,-3.2611,38.2756,20.2
1546,-3.65,40.984,29.0
1547,-3.22,40.4618,27.5
1548,-3.4917,40.859,16.5
1549,-3.6167,40.7757,16.5
1550,-3.8225,40.9374,13.0
1551,-3.8,40.4007,5.0
1552,-3.8834,40.866,10.0
1553,-3.8814,40.9282,13.3
1554,-3.5695,40.2757,23.0
1555,-3.5834,40.8396,26.5
1556,-3.8806,40.5674,4.0
1557,-3.225,40.5138,37.5
1558,-4.3504,40.2904,8.0
1559,-3.9334,40.3757,5.1
1560,-4.1727,40.517,11.4
1561,-4.1501,40.6007,13.0
1562,-4.1667,40.609,9.0
1563,-4.3306,40.3785,9.5
1564,-4.3126,40.3299,7.0
1565,-4.3001,40.3507,10.0
1566,-4.3501,40.284,7.5
1567,-4.3029,40.4007,8.5
1568,-3.7473,41.0452,12.5
1569,-4.0306,40.3604,6.5
1570,-3.8056,40.7496,11.5
1571,-4.3917,40.3757,9.0
1572,-4.2862,40.5513,11.5
1573,-3.7084,41.0452,12.5
1574,-4.0809,36.9345,22.0
1575,-4.9168,36.6206,12.5
1576,-5.0168,36.6989,6.0
1577,-4.9692,36.752,10.0
1578,-4.9354,37.0103,2.5
1579,-0.8416,37.6012,23.0
1580,-1.9805,38.1484,26.0
1581,-1.5627,37.8423,20.0
1582,-2.2027,42.9341,21.5
1583,-2.0805,42.7591,31.0
1584,-1.5166,43.0508,33.5
1585,-0.9193,42.8563,24.0
1586,-1.6695,43.1667,43.0
1587,-1.5194,43.2674,24.0
1588,-2.1478,42.9247,37.0
1589,-7.9864,42.1452,17.5
1590,-6.2002,43.5675,15.0
1591,-4.9001,43.4341,6.6
1592,-5.1682,43.4536,5.5
1593,-4.7168,42.9174,29.5
1594,-4.3334,42.9358,16.0
1595,-4.4001,42.5591,21.5
1596,-4.8833,42.8009,33.5
1597,-4.7779,42.6194,19.0
1598,-4.7334,42.5563,23.0
1599,-4.8834,42.8535,30.0
1600,-8.6531,42.4174,13.0
1601,-8.8003,42.1507,17.0
1602,-8.7448,42.0257,8.0
1603,-2.42,42.1563,33.0
1604,-2.5194,42.4494,16.5
1605,-2.5833,42.0774,39.8
1606,-2.5889,42.2758,4.0
1607,-2.7194,42.2007,19.0
1608,-2.6861,42.1841,12.0
1609,-2.8333,42.3027,20.0
1610,-2.5569,42.3216,19.0
1611,-2.3694,42.1507,29.0
1612,-6.0699,40.434,7.8
1613,-6.1502,40.5424,19.0
1614,-5.7529,40.334,14.0
1615,-6.353,40.8674,14.0
1616,-5.9174,40.5799,41.0
1617,-6.1946,40.5493,13.0
1618,-6.0593,40.479,10.0
1619,-6.528,40.3687,15.0
1620,-3.9195,43.3966,30.8
1621,-3.9612,43.3841,26.0
1622,-4.0001,43.4341,0.5
1623,-4.0251,43.2508,28.0
1624,-4.2936,43.124,19.0
1625,-4.089,41.2424,1.5
1626,-4.4029,41.0257,18.0
1627,-4.2834,41.0549,2.0
1628,-4.4195,40.8674,3.4
1629,-4.0001,41.3007,0.5
1630,-3.8653,41.1924,19.7
1631,-4.2834,41.3674,5.0
1632,-4.2279,40.7007,11.2
1633,-4.2006,40.7063,7.0
