,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,OM [%]
209,41.1927,-5.7835,0.13747228381374724,1490.0,1496.0,1670.0,2334.0,2447.0,2834.0,3136.0,3078.0,3362.0,1189.0,17.0,4208.0,3241.0,120724346.07645868,2581602373.887241,6335877862.595424,2860759493.670886,10631868131.868107,7139479905.437352,-1160000000.0000012,8902821316.614431,-27027363184.0796,-2735760971.055088,17447960033.30559,-1642602344.148123,4.9514648446897e+16,5.570141674641222e+16,-3.315952642103569e+16,1.967369275492967e+17,-9.594473149535018e+16,-1.962051987101029e+17,2.012564263322889e+17,-1.1263380721220713e+18,3.0213435588338944e+17,4.711419468805013e+16,-7.947777842403717e+16,1.35
210,41.1735,-5.7627,0.1396103896103896,1434.0,1524.0,1716.0,2385.0,2277.0,2760.0,3150.0,3159.0,3538.0,1123.0,16.0,3998.0,3019.0,1810865191.1468801,2848664688.4273005,6383587786.259546,-2734177215.189873,13269230769.230738,9219858156.028368,180000000.0000002,11880877742.946722,-30037313432.83582,-2584033613.4453773,16577851790.174866,-1662986240.869713,2.0881277611276052e+16,5.244693023489981e+16,-8.700157444131131e+16,4.051495692258382e+17,-1.1124650036270219e+17,-2.137082306389685e+17,2.340175548589347e+17,-1.3140498801185764e+18,3.414587042212741e+17,4.472895752479047e+16,-7.594020828911154e+16,1.06
211,41.1933,-5.7836,0.13957495692130958,1438.0,1423.0,1607.0,2247.0,2261.0,2744.0,3058.0,2976.0,3418.0,1184.0,16.0,4169.0,3029.0,-301810865.19114673,2729970326.4094963,6106870229.007638,354430379.7468354,13269230769.230738,7423167848.699763,-1640000000.000002,13855799373.04077,-27786069651.74129,-2726423902.8944902,17289758534.55455,-1936470188.5510447,6.100163363381572e+16,5.010237244210894e+16,-5.4889693218137464e+16,3.2695697188566835e+17,-1.60606124190411e+17,-2.142592872033041e+17,3.0991598746081574e+17,-1.305387743723577e+18,3.116871361796866e+17,4.6723114933354424e+16,-8.004258419277938e+16,1.48
212,41.3213,-0.3182,0.14113489918935773,1549.0,1592.0,1685.0,2066.0,2011.0,2381.0,2561.0,2745.0,2678.0,1158.0,16.0,2882.0,2293.0,865191146.8812872,1379821958.4569738,3635496183.206109,-1392405063.2911391,10164835164.83514,4255319148.93617,3680000000.0000043,-2100313479.623827,-18905472636.815918,-2665732959.8506064,11931723563.696928,-1000509597.4180398,1.0354744699711998e+16,3.3466976628325456e+16,-4.797615693222568e+16,2.925883602057286e+17,-1.6234934109612515e+17,-1.3600925506765148e+16,-1.1560626959247674e+17,-5.268074970906618e+17,2.019868119025536e+17,3.4074361632930744e+16,-5.3839438639113144e+16,3.0
213,41.3724,-0.3456,0.1756211509874708,1813.0,1720.0,1739.0,1941.0,2008.0,2392.0,2632.0,2768.0,2956.0,1412.0,17.0,3388.0,2579.0,-1871227364.1851096,281899109.79228497,1927480916.0305357,1696202531.6455696,10549450549.450523,5673758865.248227,2720000000.000003,5893416927.8996935,-19203980099.502487,-3256302521.0084023,14034138218.15155,-1374214370.647189,4.3322464265138696e+16,2.441516032994438e+16,-2206854812833647.8,2.24132861210252e+17,-1.3394757374182101e+17,-6.9828814781281896e+16,6.346833855799388e+16,-7.86752257912295e+17,1.983541987374886e+17,4.0360505927077384e+16,-6.414801244295899e+16,6.54
214,41.5819,-0.023,0.06781813563627127,2262.0,2760.0,3008.0,3670.0,3698.0,4006.0,4332.0,4204.0,4600.0,1061.0,19.0,5003.0,4227.0,10020120724.346071,3679525222.55193,6316793893.129775,708860759.4936708,8461538461.538441,7706855791.962174,-2560000000.000003,12413793103.448292,-44017412935.32338,-2432306255.835667,20749375520.39968,-1318158654.6628165,-1.275773742815722e+17,3.912861529047249e+16,-5.351081234385599e+16,1.9627032157075366e+17,-2.07330403729743e+16,-2.4271526694946045e+17,2.994758620689663e+17,-1.7690033240994273e+18,5.172276950185038e+17,5.4112235705498e+16,-9.187149947986058e+16,18.44
215,40.6645,-0.4165,0.19581029967995345,1429.0,1302.0,1287.0,1382.0,1582.0,1906.0,2133.0,2055.0,2450.0,620.0,12.0,2662.0,1671.0,-2555331991.951709,-222551928.78338286,906488549.6183212,5063291139.240506,8901098901.098879,5366430260.047281,-1560000000.0000017,12382445141.065845,-22761194029.850746,-1419234360.4108307,11032472939.217327,-1683370137.5913029,4.693722461103269e+16,1.6751342409520836e+16,3.966414684753996e+16,9.715969017362968e+16,-9.710628134757114e+16,-1.637453962186119e+17,2.7884890282131725e+17,-1.1016814787121203e+18,2.6544725957014816e+17,2.906560994310961e+16,-5.293856401668875e+16,2.75
216,39.9861,-5.3009,0.16799069947684558,1413.0,1640.0,1769.0,2147.0,2095.0,2356.0,2544.0,3014.0,2976.0,1062.0,17.0,3951.0,2694.0,4567404426.559354,1913946587.5370924,3606870229.007636,-1316455696.2025316,7170329670.329653,4444444444.444445,9400000000.00001,-1191222570.5329168,-23805970149.25373,-2439309056.9561152,16378018318.068287,-2135213181.5865467,-5.3389493742902616e+16,2.5117561446150504e+16,-4.697830081307415e+16,2.14855325734992e+17,-7.488695675508795e+16,1.1715261360651453e+17,-2.1182445141065875e+17,-7.089262563862332e+17,2.6575449119773152e+17,4.392466707522035e+16,-7.707423605185198e+16,2.68
217,40.5752,-3.6274,0.14417485462201726,1521.0,1504.0,1605.0,2134.0,2229.0,2553.0,2805.0,2853.0,3219.0,924.0,18.0,4464.0,3477.0,-342052313.8832996,1498516320.474778,5047709923.664125,2405063291.1392403,8901098901.098879,5957446808.510638,960000000.0000011,11473354231.974936,-28544776119.402985,-2114845938.3753495,18509575353.871788,-1676575505.3507729,3.703357413195325e+16,5.2658658801028904e+16,-2.5216093821802356e+16,1.6445659772049715e+17,-8.086956298319323e+16,-1.1814295055580702e+17,2.102670846394989e+17,-1.2544868448707827e+18,3.287304748884034e+17,4.814290684464784e+16,-8.403892947220056e+16,1.81
218,39.9863,-5.1079,0.16453325007805186,1310.0,1166.0,1133.0,1338.0,1540.0,1690.0,1862.0,1865.0,2174.0,871.0,18.0,3226.0,2142.0,-2897384305.8350086,-489614243.3234423,1956106870.229009,5113924050.632911,4120879120.879111,4066193853.427896,60000000.00000007,9686520376.17556,-16206467661.691542,-1991129785.2474318,13355537052.456295,-1841345337.183625,4.844607771653048e+16,3.628666340582273e+16,3.0131843324464732e+16,-2.5140377968450628e+16,-1502342512396007.0,-9.470907454912283e+16,1.9253040752351142e+17,-8.11692414980161e+17,1.768076850303994e+17,3.582321857540552e+16,-6.326762027327198e+16,4.99
219,38.9425,-4.09,0.1891758917589176,1324.0,1245.0,1295.0,1648.0,1724.0,2046.0,2340.0,2417.0,2640.0,974.0,17.0,3004.0,1851.0,-1589537223.3400393,741839762.6112761,3368320610.687025,1924050632.9113922,8846153846.153826,6950354609.929078,1540000000.0000017,6990595611.2852745,-20721393034.82587,-2233893557.422969,12435470441.298925,-1958552743.3327672,4.690899368111296e+16,3.896855857679154e+16,-1.3781202078011772e+16,1.7524311932259325e+17,-5.2082396599580856e+16,-1.2790436430092378e+17,1.0901191222570557e+17,-8.687143776210401e+17,2.2994402335078234e+17,3.4242212882170612e+16,-5.992515897015697e+16,1.67
220,43.6359,-8.0755,0.07257825614693393,5115.0,4892.0,4522.0,4696.0,4872.0,5373.0,5711.0,5431.0,5940.0,2565.0,39.0,4251.0,3044.0,-4486921529.175048,-5489614243.323443,1660305343.5114515,4455696202.531645,13763736263.73623,7990543735.224586,-5600000000.000006,15956112852.664597,-41977611940.29851,-5896358543.417365,17535387177.35222,-2050280278.579922,-2.0174903705199092e+16,1.0608189297974624e+17,2.667357689904766e+16,2.356465838279642e+17,-1.5860419034372614e+17,-3.2128945000530944e+17,4.3112225705329254e+17,-1.816104225484739e+18,4.487718084189196e+17,5.469595172915402e+16,-8.153899856757766e+16,3.99
221,43.54600000000001,-7.8033,0.0208512610048322,7222.0,7244.0,6937.0,7396.0,7436.0,7805.0,8070.0,7711.0,8244.0,2773.0,26.0,4973.0,2973.0,442655935.61368185,-4554896142.433236,4379770992.366415,1012658227.8481011,10137362637.362614,6264775413.711584,-7180000000.000008,16708463949.84328,-68047263681.59203,-6412231559.290381,20595337218.984196,-3397316120.264991,-1.0055436776754357e+17,1.325618269258109e+17,-3.2128938592732024e+16,2.3100517492441805e+17,-1.0638975889151155e+17,-3.178433903950731e+17,4.777692789968663e+17,-2.6569193614870036e+18,7.666048771430554e+17,6.304287763369414e+16,-9.9886150454826e+16,18.06
222,43.7096,-8.0491,0.07437369519832986,4054.0,3822.0,3429.0,3547.0,3659.0,3997.0,4129.0,4117.0,4329.0,2042.0,35.0,3608.0,2802.0,-4668008048.289736,-5830860534.124631,1125954198.473283,2835443037.9746833,9285714285.714264,3120567375.8865247,-240000000.00000027,6645768025.078378,-28445273631.840794,-4684873949.579831,14875104079.9334,-1369118396.4667914,-2.3397434322633692e+16,1.032168357952213e+17,1.631191640745612e+16,1.632980062718881e+17,-1.6937216785241002e+17,-7.944603725500059e+16,1.3771536050156771e+17,-1.100032653821919e+18,2.955273592321015e+17,4.565821202033899e+16,-6.762790373189093e+16,13.4
223,43.7081,-7.8057,0.0518679119412942,5560.0,5879.0,5504.0,5685.0,5619.0,5956.0,6159.0,6307.0,6271.0,2490.0,30.0,3644.0,1986.0,6418511066.398387,-5563798219.584571,1727099236.6412225,-1670886075.949367,9258241758.241735,4799054373.522458,2960000000.0000033,-1128526645.7680264,-47027363184.0796,-5742296918.767506,15045795170.691101,-2816375063.6996775,-2.410927421726952e+17,1.08173552762994e+17,-3.2423523975101064e+16,2.7668678061243296e+17,-1.2250514793184798e+17,-4.34764627310273e+16,-8.177053291536069e+16,-1.4388350012009915e+18,5.134958490710458e+17,4.8524958192013544e+16,-7.436373952702243e+16,2.51
224,43.7334,-7.6456,0.027878379516550155,6217.0,5891.0,5482.0,5771.0,6004.0,6334.0,6589.0,6102.0,6751.0,3132.0,50.0,4259.0,2833.0,-6559356136.820922,-6068249258.160239,2757633587.786261,5898734177.215189,9065934065.934044,6028368794.326241,-9740000000.000011,20344827586.20692,-45012437810.945274,-7194211017.740428,17522897585.34556,-2422286393.7489386,9881426129993610.0,1.3094781670543773e+17,2.997233386859666e+16,8.018227566376848e+16,-8.344959537384054e+16,-3.7277467598880026e+17,6.016965517241393e+17,-2.0488170970894129e+18,4.703759551393638e+17,5.7696331939976616e+16,-8.303573679889472e+16,8.79
225,42.0876,-7.7586,0.18877368609224168,1396.0,1587.0,1682.0,2269.0,2576.0,2956.0,3307.0,3325.0,3824.0,1283.0,16.0,4488.0,2975.0,3843058350.1006017,1409495548.9614248,5601145038.167943,7772151898.734177,10439560439.560415,8297872340.425531,360000000.0000004,15642633228.840145,-31604477611.940296,-2957516339.8692803,18617818484.596184,-2570069644.9804654,-4.896504630058703e+16,6.219064524045281e+16,2.0715714318380104e+16,6.7529330147499704e+16,-5.88375851410681e+16,-1.8765655651124186e+17,3.0565266457680326e+17,-1.481100653316003e+18,3.563054884585947e+17,5.036259296093711e+16,-8.820935940706355e+16,52.08
226,42.1345,-7.5719,0.06278434940855324,1088.0,803.0,606.0,515.0,513.0,578.0,600.0,584.0,612.0,275.0,11.0,995.0,1251.0,-5734406438.631787,-2922848664.688428,-868320610.6870234,-50632911.39240506,1785714285.7142813,520094562.64775413,-320000000.00000036,877742946.708465,-4191542288.557214,-616246498.5994396,4096586178.184849,434856463.3939188,5.657057895258265e+16,3.0482612077172184e+16,7802363542887585.0,4.648980245839712e+16,-3.4769772611717696e+16,-1.986039155195637e+16,2.3954858934169332e+16,-1.5891176286099325e+17,4.446885310892754e+16,1.10010099831566e+16,-1.5244503392135438e+16,15.65
227,43.3761,-4.2554,0.11797752808988765,1334.0,924.0,563.0,314.0,326.0,480.0,519.0,398.0,496.0,220.0,7.0,120.0,43.0,-8249496981.891343,-5356083086.053414,-2375954198.473284,303797468.3544304,4230769230.7692204,921985815.6028368,-2420000000.000003,3072100313.4796276,-3432835820.895522,-497198879.55182064,470441298.91756904,-130796670.63020214,5.821758341726211e+16,4.421556213026901e+16,2.5570149492630876e+16,9.94170066434124e+16,-9.090064327380154e+16,-7.900675687004349e+16,1.0984200626959274e+17,-2.0391649324060054e+17,3.6512897280394296e+16,2258730575325372.0,-2503072312855002.5,4.9
228,43.3421,-4.0573,0.13994262033790245,1852.0,1447.0,1283.0,1349.0,1348.0,1807.0,2036.0,1788.0,2083.0,365.0,11.0,1873.0,1473.0,-8148893360.160961,-2433234421.364986,629770992.3664126,-25316455.69620253,12609890109.89008,5413711583.92435,-4960000000.000006,9247648902.821327,-21368159203.9801,-826330532.2128849,7751873438.801004,-679463224.0529982,1.1500319796370163e+17,4.544518417999109e+16,-6250834428078393.0,3.1987864723003245e+17,-1.9769721225180528e+17,-2.4524140860341264e+17,2.8415297805642698e+17,-9.597432008401713e+17,2.5549538148964192e+17,2.0023818793216356e+16,-3.510131832995008e+16,2.86
229,43.3049,-5.0399,0.0007171262794184758,7646.0,7564.0,7206.0,7664.0,7604.0,7810.0,8154.0,7675.0,8290.0,2617.0,27.0,3529.0,2145.0,-1649899396.3782687,-5311572700.296738,4370229007.633591,-1518987341.7721517,5659340659.340646,8132387706.855792,-9580000000.000011,19278996865.203785,-70559701492.53731,-6045751633.986927,14579517069.109085,-2350942755.2233734,-7.367551919353053e+16,1.4364690961320966e+17,-5.619481249432964e+16,1.817298228129822e+17,6.794085295371265e+16,-4.187325699020285e+17,5.771799373040765e+17,-2.8162601366063073e+18,8.024123116735122e+17,4.814488492786183e+16,-7.048484523035999e+16,10.15
230,43.3171,-5.0656,0.0010760401721664275,8179.0,8196.0,7800.0,8355.0,8273.0,8509.0,8843.0,8373.0,8953.0,3014.0,48.0,4300.0,2785.0,342052313.8832996,-5875370919.881308,5295801526.717561,-2075949367.0886075,6483516483.516468,7895981087.4704485,-9400000000.00001,18181818181.818203,-73868159203.98009,-6923436041.083098,17701915070.77437,-2573466961.1007304,-1.250990590294689e+17,1.657443983174907e+17,-7.0341134482883336e+16,2.166953379900019e+17,3.880397263609827e+16,-4.088884417841716e+17,5.516363636363649e+17,-2.8855792283949343e+18,8.326458104837933e+17,5.748214545251508e+16,-8.441041645243594e+16,10.15
231,42.5149,-2.4212,0.09438735177865612,1745.0,1984.0,2262.0,2864.0,2764.0,3203.0,3481.0,3461.0,3563.0,1554.0,20.0,3875.0,3174.0,4808853118.712271,4124629080.1186953,5744274809.160309,-2531645569.620253,12060439560.439531,6572104018.912529,-400000000.0000004,3197492163.0094085,-24987562189.054726,-3580765639.589168,16049125728.559546,-1190759300.1528792,-1.3767083271500504e+16,2.403035206293196e+16,-7.896870590439472e+16,3.694198767103743e+17,-1.5077844894304915e+17,-1.648251541114073e+17,7.194984326018826e+16,-8.835440235756792e+17,2.662536884261885e+17,4.58214084223826e+16,-7.177304341678783e+16,5.31
232,42.5073,-1.9861,0.13891726251276812,1732.0,1766.0,1936.0,2529.0,2805.0,3096.0,3349.0,3345.0,3623.0,1533.0,20.0,4477.0,3653.0,684104627.7665992,2522255192.878339,5658396946.564889,6987341772.151898,7994505494.505475,5981087470.449172,-80000000.00000009,8714733542.31976,-25995024875.621887,-3531746031.746031,18555370524.562878,-1399694241.5491762,3.698492082719796e+16,4.653029308140283e+16,1.2680771236517274e+16,2.5497815755786748e+16,-5.531368197956863e+16,-1.4328811986877475e+17,1.758946708463954e+17,-1.0880802011893947e+18,2.793940154710927e+17,5.155722818932983e+16,-8.307687246507938e+16,1.55
233,42.5077,-1.9859,0.14883376527212144,1653.0,1671.0,1784.0,2299.0,2506.0,2788.0,3093.0,3103.0,3384.0,1451.0,21.0,4442.0,3744.0,362173038.2293761,1676557863.5014842,4914122137.404583,5240506329.113924,7747252747.252728,7210401891.2529545,200000000.0000002,8808777429.467094,-24042288557.21393,-3338001867.4136314,18405495420.482944,-1185663325.9724817,2.6446374753965944e+16,4.803507824782047e+16,3114352974325775.5,6.346193463642542e+16,-1.4748649890103646e+16,-1.6573054116437245e+17,1.7217554858934208e+17,-1.029813980773701e+18,2.5751600360448128e+17,5.075512905671469e+16,-8.156185989365294e+16,1.87
234,42.6113,-0.8932,0.11096389532957933,1100.0,912.0,946.0,1342.0,1468.0,1619.0,1740.0,1677.0,1723.0,846.0,17.0,2172.0,1773.0,-3782696177.062372,504451038.5756678,3778625954.198476,3189873417.7215185,4148351648.3516383,2860520094.562648,-1260000000.0000014,1442006269.5924783,-10907960199.004974,-1935107376.2838464,8971690258.11824,-677764565.9928657,8.626050735690216e+16,4.857826284306838e+16,-5617867714474787.0,2.426527166152202e+16,-3.5379987741455696e+16,-9.741182256649288e+16,5.4040125391849656e+16,-3.871462842820523e+17,1.1160264704877024e+17,2.5459378231564156e+16,-4.017258461328523e+16,3.73
235,42.3612,0.1576,0.15612903225806452,1307.0,1386.0,1463.0,1635.0,1786.0,2245.0,2514.0,2240.0,2690.0,722.0,14.0,2375.0,1751.0,1589537223.3400393,1142433234.4213653,1641221374.0458026,3822784810.126582,12609890109.89008,6359338061.465721,-5480000000.000006,14106583072.10033,-24477611940.298508,-1652661064.4257698,9829308909.242306,-1059962629.5226772,-8996056115063858.0,7400417501846253.0,2.0816445000770812e+16,2.22458362019329e+17,-1.7171846286880064e+17,-2.7988978868713302e+17,3.917316614420071e+17,-1.2095358938056077e+18,2.8389242382926288e+17,2.6801984065518376e+16,-4.53341862563072e+16,16.96
236,41.6359,0.9905,0.11494252873563217,1737.0,1452.0,1289.0,1386.0,1588.0,1815.0,1964.0,1746.0,2157.0,810.0,16.0,2557.0,2119.0,-5734406438.631787,-2418397626.1127605,925572519.0839701,5113924050.632911,6236263736.263721,3522458628.8416076,-4360000000.000005,12884012539.184969,-16753731343.28358,-1853408029.8786178,10578684429.641972,-744012230.338033,6.672049924585563e+16,4.9613800373838744e+16,3.996518636974182e+16,2.8413662927362296e+16,-7.455508536873922e+16,-1.8634653968892698e+17,3.448802507836999e+17,-9.290828803281688e+17,1.853274043955841e+17,2.9019823668348708e+16,-4.713862056611163e+16,6.59
237,42.2225,2.8192,0.13767965007290148,1308.0,1256.0,1479.0,2070.0,2136.0,2455.0,2766.0,2731.0,2903.0,666.0,14.0,3822.0,2737.0,-1046277665.9959753,3308605341.2462916,5639312977.09924,1670886075.949367,8763736263.736242,7352245862.88416,-700000000.0000007,5391849529.780571,-27823383084.577114,-1521942110.177404,15853455453.78852,-1843043995.2437575,8.76234005481341e+16,3.4580231985948804e+16,-3.786666890410187e+16,1.7956582753890822e+17,-3.877720881461755e+16,-1.903604222904057e+17,1.2183699059561157e+17,-1.041229862519051e+18,3.271323504278571e+17,4.0558817843057704e+16,-7.367401935483885e+16,11.87
238,42.0934,2.8927,0.07273290003095018,1548.0,1399.0,1319.0,1498.0,1611.0,1907.0,2103.0,1733.0,2247.0,599.0,13.0,2575.0,1901.0,-2997987927.5653906,-1186943620.178042,1708015267.1755736,2860759493.670886,8131868131.868113,4633569739.952719,-7400000000.000009,16112852664.576822,-20497512437.810944,-1367880485.527544,10666111573.6886,-1144895532.529302,3.6439523287471784e+16,4.295191227527621e+16,1.0999467810069782e+16,1.3344578830879053e+17,-9.610709867899411e+16,-2.844815541359983e+17,4.7025705329153715e+17,-1.1476603480372353e+18,2.3793074567516666e+17,2.8090551025247764e+16,-4.917155331481229e+16,8.08
239,41.6287,1.6786,0.08153078202995008,1406.0,1104.0,829.0,828.0,864.0,957.0,1044.0,975.0,1066.0,392.0,7.0,1574.0,1361.0,-6076458752.515087,-4080118694.362019,-9541984.732824434,911392405.0632911,2554945054.945049,2056737588.6524823,-1380000000.0000014,2852664576.802511,-8383084577.114428,-898692810.4575161,6523730224.81266,-361814166.8082215,4.0167808011128104e+16,6.039431319924623e+16,8787541887367520.0,4.1608927845107784e+16,-1.3687018304740806e+16,-8.124675150478685e+16,8.465329153605035e+16,-3.5221784181557843e+17,9.308944983404118e+16,1.7325917449276784e+16,-2.8665880065032836e+16,6.59
240,40.8249,0.7312,0.19205776173285197,1691.0,1316.0,1067.0,1119.0,1360.0,1831.0,2185.0,1651.0,2237.0,607.0,11.0,2209.0,1501.0,-7545271629.778667,-3694362017.8041553,496183206.10687053,6101265822.78481,12939560439.560408,8368794326.241135,-10680000000.000011,18369905956.112873,-20273631840.796017,-1391223155.929038,9150707743.54705,-1202649906.5738068,7.748309078419538e+16,6.217426148235946e+16,5.348361275456053e+16,1.7312138270317968e+17,-1.2557049761866104e+17,-4.5032610700333677e+17,5.809981191222583e+17,-1.2113961691820984e+18,2.3485582941376835e+17,2.4607681838179476e+16,-4.310307098301775e+16,4.39
241,41.2343,0.8955,0.034858387799564274,1407.0,961.0,634.0,443.0,483.0,540.0,588.0,475.0,573.0,488.0,7.0,492.0,318.0,-8973843058.350096,-4851632047.477746,-1822519083.969467,1012658227.8481011,1565934065.9340622,1134751773.0496454,-2260000000.0000024,3072100313.4796276,-1057213930.3482586,-1122782446.3118577,2019150707.7435484,-295566502.4630542,8.29418714461237e+16,4.494232883543442e+16,2.7053218624213452e+16,1.4006983242682558e+16,-1.18456673869345e+16,-8.025417903190656e+16,1.066420062695927e+17,-1.2944558758081163e+17,-815528805517401.5,7334111003864158.0,-9636624522092440.0,2.99
242,41.16,-1.3671,0.09381728698861888,1419.0,1157.0,1101.0,1473.0,1585.0,1701.0,1871.0,1778.0,1948.0,679.0,16.0,2987.0,2175.0,-5271629778.6720295,-830860534.1246293,3549618320.610689,2835443037.9746833,3186813186.813179,4018912529.5508275,-1860000000.0000021,5329153605.01568,-15783582089.552238,-1547619047.6190472,12368859283.930067,-1379310344.8275862,8.93514938540724e+16,6.499226787441126e+16,-6814649643473343.0,8895446806037866.0,2.285987205323205e+16,-1.3898138367732458e+17,1.4378307210031381e+17,-6.618412443438226e+17,1.7706421693946755e+17,3.2484776684288308e+16,-5.723634316718427e+16,1.01
243,41.117,-1.8386,0.0916256157635468,1141.0,977.0,1058.0,1844.0,2011.0,2197.0,2324.0,2216.0,2354.0,909.0,13.0,3010.0,2300.0,-3299798792.7565374,1201780415.4302673,7500000000.000005,4227848101.2658224,5109890109.890098,3002364066.1938534,-2160000000.0000024,4326018808.777434,-17972636815.9204,-2091503267.9738557,12477102414.654463,-1206047222.6940718,9.057503436995578e+16,9.34453944298181e+16,-3.1222823461204052e+16,2.233017743352595e+16,-5.789906713451206e+16,-1.2204170369252613e+17,1.2972037617554888e+17,-6.990174177021274e+17,1.9752653666600176e+17,3.4007016065892424e+16,-5.6965652112192104e+16,2.39
244,41.1782,0.064,0.13515565679574792,1565.0,1556.0,1810.0,2278.0,2045.0,2481.0,2916.0,2990.0,3144.0,639.0,13.0,3382.0,2444.0,-181086519.11468804,3768545994.065283,4465648854.961835,-5898734177.215189,11978021978.02195,10283687943.262411,1480000000.0000017,4827586206.896558,-31156716417.910446,-1461251167.1335196,14025811823.480442,-1593341260.4042807,7.946946706599534e+16,1.0342772416862794e+16,-9.889678465817778e+16,4.5257610519587686e+17,-4.654763831756963e+16,-2.0812501047901677e+17,6.695172413793119e+16,-1.1280345650409733e+18,3.6934658272110605e+17,3.6150940687707656e+16,-6.502561650243437e+16,1.01
245,42.6161,-3.1975,0.14705282480114215,1524.0,1666.0,1799.0,2091.0,2351.0,2699.0,2985.0,2812.0,3173.0,1655.0,22.0,3752.0,2898.0,2857142857.1428556,1973293768.5459945,2786259541.9847345,6582278481.012658,9560439560.439537,6761229314.420803,-3460000000.000004,11316614420.06271,-18880597014.925373,-3811858076.563958,15528726061.615332,-1450653983.353151,-1.7783683875188342e+16,1.2061806727577748e+16,3.622155476171685e+16,7.539648302346528e+16,-7.690138038512987e+16,-2.4163662681845878e+17,2.955322884012546e+17,-9.466210481187498e+17,1.8742212609902256e+17,4.514608809098806e+16,-7.068850976256659e+16,3.84
246,42.3324,-4.7988,0.14733941064235742,1384.0,1280.0,1505.0,2011.0,2260.0,2653.0,2848.0,2706.0,2885.0,1224.0,17.0,3403.0,2646.0,-2092555331.9919505,3338278931.750743,4828244274.809163,6303797468.35443,10796703296.70327,4609929078.014184,-2840000000.0000033,5611285266.457687,-20659203980.099503,-2817460317.4603167,14096586178.184856,-1285884151.520299,1.0927231918999376e+17,2.210631072786974e+16,1.4079706045279276e+16,1.1374445135060354e+17,-1.699663246892602e+17,-1.7612125479938976e+17,1.6902570532915402e+17,-8.235263086695054e+17,2.2191223460994013e+17,3.948190125033886e+16,-6.404025949086247e+16,1.39
247,43.1314,-5.0262,0.006805914104670265,8159.0,8147.0,7830.0,8464.0,8477.0,8676.0,9022.0,8580.0,9149.0,3687.0,68.0,5320.0,3734.0,-241448692.15291736,-4703264094.955491,6049618320.610691,329113924.0506329,5467032967.032954,8179669030.732861,-8840000000.00001,17836990595.611305,-67935323383.08457,-8447712418.300652,21865112406.328075,-2694071683.3701377,-8.977495780286864e+16,1.5953831477101165e+17,-5.458496561603113e+16,1.3007389982233725e+17,7.452296878296429e+16,-4.0235624186129715e+17,5.335398119122268e+17,-2.688787272059435e+18,7.398956587659692e+17,7.075822788195313e+16,-1.022447297656046e+17,7.09
248,43.1296,-5.0249,0.011516785101690763,7960.0,7937.0,7560.0,8068.0,8095.0,8311.0,8558.0,8256.0,8705.0,3614.0,71.0,5325.0,3813.0,-462776659.9597583,-5593471810.089023,4847328244.274813,683544303.7974683,5934065934.06592,5839243498.817966,-6040000000.000007,14075235109.717886,-63320895522.388054,-8270308123.249298,21873438800.999184,-2568370986.920333,-1.0323330281950226e+17,1.549080126760213e+17,-3.973076279081438e+16,1.3292459823464434e+17,-2605011957361351.5,-2.8083317964108685e+17,4.023047021943583e+17,-2.42621099160207e+18,6.847087984967506e+17,7.036355491187786e+16,-1.0175607738517707e+17,6.95
249,43.1153,-5.0218,0.016475599824594376,7615.0,7596.0,7307.0,7850.0,7905.0,8159.0,8486.0,8113.0,8654.0,3297.0,31.0,4657.0,2844.0,-382293762.5754525,-4287833827.893176,5181297709.923668,1392405063.2911391,6978021978.021961,7730496453.900709,-7460000000.000009,16959247648.902842,-66629353233.83084,-7623716153.127916,19258950874.271454,-3079667063.020214,-7.858229507681533e+16,1.4049156584297994e+17,-3.615355578847835e+16,1.414080231577423e+17,2.0672375710954564e+16,-3.591133913451706e+17,4.8838495297805754e+17,-2.6203323160731597e+18,7.339009587152105e+17,6.275132359336919e+16,-9.300007467648494e+16,6.86
250,41.3327,-5.4139,0.14029051987767585,1685.0,1573.0,1797.0,2249.0,2173.0,2617.0,2758.0,2983.0,3104.0,1094.0,17.0,3254.0,2339.0,-2253521126.760562,3323442136.498517,4312977099.236644,-1924050632.9113922,12197802197.802168,3333333333.333333,4500000000.000005,3793103448.2758665,-25000000000.0,-2514005602.2408957,13476269775.187353,-1554272125.0212333,1.122125405082309e+17,1.46815276370642e+16,-5.951362339835916e+16,3.575152615370521e+17,-2.4352936440848387e+17,2.7580772261623444e+16,-1.413793103448278e+16,-9.026051237704045e+17,2.7967654723580976e+17,3.732557277644315e+16,-6.257511199087675e+16,0.79
